dates,nzd0025-0000,nzd0025-0001,nzd0025-0002,nzd0025-0003,nzd0025-0004,nzd0025-0005,nzd0025-0006,nzd0025-0007,nzd0025-0008,nzd0025-0009,nzd0025-0010,nzd0025-0011,nzd0025-0012,nzd0025-0013,nzd0025-0014,nzd0025-0015,nzd0025-0016,nzd0025-0017,nzd0025-0018,nzd0025-0019,nzd0025-0020,nzd0025-0021,nzd0025-0022,nzd0025-0023,nzd0025-0024,nzd0025-0025,nzd0025-0026,nzd0025-0027,nzd0025-0028,nzd0025-0029,nzd0025-0030,nzd0025-0031,nzd0025-0032,nzd0025-0033,nzd0025-0034,nzd0025-0035,nzd0025-0036,nzd0025-0037,nzd0025-0038,nzd0025-0039,nzd0025-0040,nzd0025-0041,nzd0025-0042,nzd0025-0043,nzd0025-0044,nzd0025-0045,nzd0025-0046,nzd0025-0047,nzd0025-0048,nzd0025-0049,nzd0025-0050,nzd0025-0051,nzd0025-0052,nzd0025-0053,nzd0025-0054,nzd0025-0055,nzd0025-0056,nzd0025-0057,nzd0025-0058,nzd0025-0059,nzd0025-0060,nzd0025-0061,nzd0025-0062,nzd0025-0063,nzd0025-0064,nzd0025-0065,nzd0025-0066,nzd0025-0067,nzd0025-0068,nzd0025-0069,nzd0025-0070,nzd0025-0071,nzd0025-0072,nzd0025-0073,nzd0025-0074,nzd0025-0075,nzd0025-0076,nzd0025-0077,nzd0025-0078,nzd0025-0079,nzd0025-0080,nzd0025-0081,nzd0025-0082,nzd0025-0083,nzd0025-0084,nzd0025-0085,nzd0025-0086,nzd0025-0087,nzd0025-0088,nzd0025-0089,nzd0025-0090,nzd0025-0091,nzd0025-0092,nzd0025-0093,nzd0025-0094,nzd0025-0095,satname
1999-11-21 22:10:24+00:00,,,,,,,,,,,,,,,,,,,,,,,394.90,390.14,388.58,,378.37,375.85,378.55,379.26,370.17,367.43,375.31,382.68,377.41,382.42,394.01,376.62,382.83,391.14,404.00,399.32,399.72,409.43,403.09,404.76,403.34,403.31,401.63,398.43,402.01,405.74,402.47,404.96,412.66,407.74,408.35,404.82,395.92,391.02,404.29,391.81,407.41,415.37,412.73,412.19,412.73,409.41,398.46,414.80,414.47,417.54,414.98,411.58,410.60,424.21,419.49,410.47,417.16,408.58,400.80,423.69,402.19,415.82,418.52,375.76,410.08,416.53,402.88,414.18,409.98,409.85,,,,,L7
2000-04-29 22:09:53+00:00,440.21,428.01,430.16,436.33,434.06,426.40,429.96,411.54,428.34,406.84,410.02,390.20,403.38,387.17,409.57,391.00,404.58,399.95,,,408.08,,394.90,398.46,398.47,424.82,392.97,389.18,394.98,394.03,388.77,377.66,392.90,402.03,394.58,391.91,402.38,386.18,395.76,397.27,404.41,406.49,402.77,415.51,401.96,408.24,413.07,409.23,408.53,406.53,414.93,418.31,412.98,423.87,423.38,418.66,416.38,415.86,410.64,392.06,416.06,405.46,419.37,423.16,423.24,423.98,424.89,427.57,411.33,433.93,422.05,429.33,416.71,423.08,416.88,427.30,419.97,414.74,432.50,412.64,407.31,437.21,402.19,415.82,410.71,376.95,423.68,427.10,405.73,426.89,429.77,428.26,452.89,440.21,459.68,440.87,L7
2000-05-15 22:09:42+00:00,431.63,423.16,421.49,427.13,426.22,424.00,423.31,413.06,426.81,410.81,414.74,394.65,401.04,385.53,397.46,389.57,399.26,394.82,402.04,393.67,404.01,409.93,399.09,401.01,399.60,418.03,397.56,394.54,398.27,397.67,393.09,382.45,396.09,405.06,398.23,394.84,402.35,391.17,398.40,401.24,406.76,409.59,406.53,414.54,404.26,407.84,412.47,410.43,411.54,409.17,415.56,420.05,417.27,426.35,427.52,424.37,420.66,419.28,410.37,396.37,421.95,409.22,424.11,427.40,425.63,426.39,428.96,430.13,413.39,435.74,426.34,429.97,419.29,425.56,419.64,427.43,422.97,416.94,433.66,416.71,411.70,443.02,410.16,419.28,419.73,379.15,424.74,428.05,411.41,427.82,429.46,426.58,444.76,435.03,447.56,438.45,L7
2000-09-20 22:08:03+00:00,432.61,424.09,424.50,427.64,427.20,424.76,424.49,414.08,422.21,407.70,409.96,393.95,398.68,383.92,395.63,390.78,399.83,396.15,399.61,389.84,398.89,402.13,404.62,402.34,400.66,409.53,404.14,399.97,405.93,408.65,408.04,391.93,410.80,418.65,410.97,403.91,407.32,398.46,404.50,405.13,406.94,413.24,410.76,416.09,409.65,410.24,414.76,413.72,412.93,411.54,415.09,416.75,413.24,424.66,424.63,429.67,425.97,426.45,419.73,398.09,425.71,415.67,421.04,422.90,422.95,427.77,433.33,436.21,417.46,442.50,432.75,436.21,422.13,426.75,423.39,427.69,423.99,420.54,437.66,420.82,416.57,442.95,419.35,426.79,425.15,392.24,433.94,433.09,417.95,432.20,436.33,431.49,440.09,432.38,444.54,436.84,L7
2000-10-06 22:07:59+00:00,432.61,424.09,424.50,427.64,427.20,424.76,424.49,414.08,422.21,407.70,409.96,393.95,398.68,383.92,395.63,390.78,399.83,396.15,399.61,389.84,398.89,402.13,404.62,398.59,395.57,400.67,396.10,392.29,401.17,406.44,405.70,390.00,410.46,416.34,407.62,403.78,405.71,396.64,400.60,401.58,404.75,410.93,408.26,410.53,406.12,411.12,414.69,414.62,412.82,410.41,415.07,417.17,413.24,423.74,422.83,427.15,423.81,424.64,421.50,399.52,424.70,415.62,421.27,420.08,419.32,426.32,431.61,432.49,417.01,441.93,433.37,436.40,425.22,430.35,423.29,425.46,422.40,418.71,437.23,418.55,414.26,435.65,411.17,423.09,425.88,393.79,430.36,431.02,417.18,429.56,433.30,430.00,437.94,428.62,441.25,431.80,L7
2000-10-22 22:07:50+00:00,429.56,421.29,422.91,426.37,425.69,423.40,419.51,407.48,416.22,403.94,404.67,392.18,396.82,382.72,393.58,387.41,395.60,389.76,395.85,388.54,394.62,396.76,400.16,396.99,393.47,397.26,393.64,389.65,398.64,404.06,402.87,386.24,406.71,413.39,406.26,402.50,404.29,395.28,401.03,400.38,403.50,409.01,405.51,408.38,405.37,410.23,415.40,415.37,413.43,411.50,412.84,415.58,411.11,421.53,420.46,423.42,422.09,424.08,420.69,396.29,424.28,416.12,418.65,418.05,419.32,426.32,431.61,432.49,417.01,441.93,433.37,436.40,425.22,430.35,423.29,425.46,422.40,418.71,437.23,418.55,414.26,435.65,414.05,423.09,424.68,393.79,426.43,430.07,416.72,426.81,431.07,430.00,437.94,428.62,441.25,431.80,L7
2001-01-26 22:08:07+00:00,424.56,420.89,420.57,424.66,421.22,417.82,409.58,401.29,407.60,396.25,396.33,387.78,392.72,375.44,388.22,381.62,384.15,378.94,390.01,381.12,382.65,391.40,395.72,389.46,384.67,385.16,384.77,382.68,392.39,399.58,399.71,387.86,404.12,409.18,401.63,401.79,406.20,393.81,401.15,399.83,400.86,405.17,401.89,404.24,403.42,410.42,414.17,415.60,409.77,405.18,406.36,408.62,399.87,411.76,412.47,415.91,418.16,419.50,417.88,398.07,421.00,413.38,410.11,412.77,408.21,417.72,423.03,422.25,414.16,434.51,431.58,432.35,424.99,425.30,419.31,421.03,420.49,419.26,432.58,416.81,410.23,420.46,410.06,417.90,427.86,404.65,421.46,428.02,415.47,422.71,424.60,423.54,434.90,420.37,435.22,422.78,L7
2001-04-16 22:07:42+00:00,415.44,415.19,411.89,420.26,413.83,407.51,397.87,387.95,398.48,386.57,391.69,382.78,393.26,370.90,386.21,374.88,375.84,367.65,387.48,377.10,377.76,386.68,386.17,384.00,381.79,383.83,382.21,379.73,385.62,385.95,388.34,373.54,389.36,396.35,391.58,389.78,396.81,386.69,403.59,400.79,398.54,402.55,395.71,401.27,394.66,406.10,413.31,414.57,407.40,401.39,399.81,406.90,400.00,408.82,410.47,406.13,410.83,412.88,408.01,387.57,425.34,414.89,410.13,420.93,410.13,420.62,408.30,417.27,399.37,425.92,413.16,416.12,411.11,413.88,410.00,413.30,416.11,423.27,425.14,411.05,407.96,421.67,404.21,407.17,424.09,385.44,414.26,427.03,409.42,420.43,427.92,421.85,442.29,414.56,436.42,422.00,L7
2001-06-03 22:07:16+00:00,413.39,414.67,408.78,419.11,410.16,401.60,394.51,388.09,398.60,383.52,393.14,380.73,394.27,366.79,385.61,373.67,372.30,366.18,387.06,372.68,375.74,387.01,383.64,380.70,380.17,383.94,381.40,380.07,384.15,381.66,386.73,374.71,388.17,393.73,386.97,385.96,395.93,385.12,402.19,403.35,401.28,405.05,396.87,401.18,393.54,404.12,409.89,411.64,403.75,396.60,397.40,404.09,398.41,406.97,411.64,409.20,412.41,411.96,404.38,389.68,420.45,409.37,398.08,426.44,410.13,420.42,410.00,417.71,401.68,424.47,413.16,416.12,411.11,413.88,410.00,413.30,416.11,423.27,425.14,411.05,407.96,421.67,394.99,406.23,421.44,381.56,412.25,424.93,409.13,421.87,429.03,420.10,437.85,417.88,434.41,422.44,L7
2001-09-07 22:06:11+00:00,412.90,411.65,409.54,415.47,409.06,399.25,396.93,389.62,395.47,385.56,392.42,382.97,387.58,368.56,382.82,376.76,379.30,371.69,384.98,376.20,374.30,380.95,379.41,380.24,383.96,383.51,384.94,380.65,382.79,380.89,382.70,364.38,382.69,389.01,388.94,384.18,381.54,383.06,394.93,398.88,401.59,405.41,399.08,401.01,397.11,403.60,406.92,409.09,405.31,402.41,398.53,404.23,399.82,403.05,408.05,407.82,411.24,412.64,404.96,370.43,418.61,409.98,396.69,422.60,409.56,420.64,408.93,415.08,399.01,417.41,409.11,413.24,413.92,414.95,413.71,417.31,420.66,409.29,414.89,407.88,408.18,416.11,394.51,402.75,415.55,375.81,414.06,425.07,414.65,420.80,429.06,417.17,432.09,420.89,430.09,424.41,L7
