,dates,jap0085-0000,jap0085-0001,jap0085-0002,jap0085-0003,jap0085-0004,jap0085-0005,jap0085-0006,jap0085-0007,jap0085-0008,jap0085-0009,jap0085-0010,jap0085-0011,jap0085-0012,jap0085-0013,jap0085-0014,jap0085-0015,jap0085-0016
0,1984-10-10 00:50:30+00:00,145.6315877256749,143.27878357882153,138.3782919064431,138.65682497185384,144.22777449440738,146.0527289335116,141.46544217769318,139.5009482155586,134.90050507387141,128.64236197221848,129.82175217307076,129.52952484360196,139.0350430917718,140.6375325692494,,,
1,1984-12-13 00:50:28+00:00,119.63971549105855,121.5461577900507,124.34269356713722,125.67127978062094,128.50523243173305,122.76450115319626,119.38329880415588,118.27220111252824,110.89088793473309,103.00576031920315,100.24695443764537,105.76163965576643,99.91242626107588,,,,
2,1985-06-16 00:44:19+00:00,151.1498432685129,154.9699567601378,150.6438705940142,151.8248601078129,146.49819440555467,148.61372313914956,152.9665569664344,147.03615448340662,141.54758337267143,135.17355059251716,132.60552237685488,139.84710392576346,139.84005660835538,145.08951277049718,145.11962471113904,144.08104887800255,124.89038980729033
3,1985-08-10 00:50:07+00:00,159.84104391544003,159.44520044041235,161.66444660724375,161.07602320101057,158.11354220411621,155.21466166317512,150.18207597271189,146.59739739236886,142.0769287467329,138.10257803228345,137.3940376073387,142.6311286378309,150.61748232732282,151.51887210712005,155.15686163341388,155.5657134327944,142.0205780447693
4,1985-08-19 00:43:51+00:00,171.7081969885336,167.00022727991438,167.69119658776077,170.47420408161793,170.9585442986288,170.93159571829807,163.11036010122098,157.1079587328099,148.32665740309702,149.14189841980334,147.27858254234008,154.8576634126855,159.77413307803192,158.41207355217415,161.86235684618205,161.2824351876536,145.8093656964082
5,1985-09-27 00:49:33+00:00,151.7748430898379,153.6287594337283,151.28622246180956,155.62480964925408,150.164794790469,150.45471179968007,142.54026659959243,135.5046894867034,132.11061202179147,134.8150798057883,134.00472254950313,138.99037137638857,141.6939848023368,146.6285887115516,143.82067731338338,148.86672045796638,127.9199933626806
6,1985-10-29 00:49:11+00:00,151.9036587092085,160.23331722739707,162.4652352123909,160.40966707448297,153.6382774652735,158.59278357876423,151.61026769716517,149.38478108637128,142.84379596814614,141.11814284053958,141.15635876617267,143.242615786732,158.1358833556124,163.8018129511853,156.18865668690742,158.03586380583562,144.94110225119096
7,1986-04-16 00:39:38+00:00,124.41129771504482,128.99017449042842,125.49576005853855,132.2941035400873,137.20191586841182,136.72798227919162,135.59455866687736,124.94883767438667,118.95955586722445,117.84186076151582,112.69797894967053,117.44850327136533,121.48360744120576,,125.30319199789356,131.8650703506127,119.28232791584863
8,1986-10-09 00:34:02+00:00,118.8791357086591,123.31698951183401,126.32140015486924,121.75325559126131,126.66374934508099,121.57710557748803,118.68382213260689,109.68109109398542,109.19119624422729,104.72811617784677,107.17730357154558,110.66536173222912,112.20539931435616,,123.82736441252983,127.72901479998251,117.09702896714862
9,1986-11-17 00:38:47+00:00,143.50605660152343,154.76552144078482,150.17945845999802,152.1376260404753,151.63524146413815,151.7642995764223,152.10650484652155,147.11147050189982,142.47633068043993,140.55204067138905,148.69081588647572,149.62105824740203,154.29521971555562,158.13705917184677,157.00410676691826,158.94990177890588,145.77156905795061
10,1986-11-26 00:32:28+00:00,,,,,,,,,,,,,,,,,
11,1987-01-20 00:40:15+00:00,,,,,,,,,,,,,,,,,
12,1987-02-05 00:40:48+00:00,123.09478174178342,119.50341385696227,133.09841245777795,120.55207507537946,122.78905908925123,131.42518784488763,,,,105.77579072390401,118.34682622335613,121.33559168216036,126.50170567008438,133.83056693186947,136.20248727400937,146.53196986673504,131.08853375189648
