dates,nzd0379-0000,nzd0379-0001,nzd0379-0002,nzd0379-0003,nzd0379-0004,nzd0379-0005,nzd0379-0006,nzd0379-0007,nzd0379-0008,nzd0379-0009,nzd0379-0010,nzd0379-0011,nzd0379-0012,nzd0379-0013,nzd0379-0014,nzd0379-0015,nzd0379-0016,nzd0379-0017,nzd0379-0018,nzd0379-0019,nzd0379-0020,nzd0379-0021,nzd0379-0022,nzd0379-0023,nzd0379-0024,nzd0379-0025,nzd0379-0026,nzd0379-0027,nzd0379-0028,nzd0379-0029,nzd0379-0030,nzd0379-0031,nzd0379-0032,nzd0379-0033,nzd0379-0034,nzd0379-0035,nzd0379-0036,nzd0379-0037,nzd0379-0038,nzd0379-0039,nzd0379-0040
1999-08-17 22:12:26+00:00,218.1176031987296,182.17725370072665,190.85957330793292,175.89592400005432,160.05191288710049,153.76944450299476,167.03021460204153,173.94992033286167,173.42089240947624,174.59243536185073,,,,,,,,,,,,,,,,,,172.0360212852799,179.74913821725846,183.14066630794363,169.56427913168693,163.00122365225607,172.32250616831575,189.6652762974593,194.61656282616767,189.3400325189107,198.26637754664333,178.7941024487897,175.84616478926165,179.68990925454847,167.04421364597235
1999-08-26 22:06:20+00:00,274.58695312100355,175.817225777295,179.53718308001208,170.6622442395667,166.19103687020657,157.03774775574902,167.16470900239165,172.50353542177427,166.84051115208078,166.6347937408122,164.22102367811084,159.19385410831234,162.69362831138136,167.6332940317764,166.1659615680656,173.67354008699024,177.8914810842282,172.67609551578246,169.4580335979029,178.54524300153042,173.74218231371316,162.07425785072306,166.893164644312,169.54468420413372,175.77608500118538,176.0944929031275,168.78409264795616,177.47646019473697,173.28089639045905,192.4209931424525,162.09627751961224,175.4220576161367,173.2955732189032,186.1119980207951,189.96909316847058,181.3540440438494,189.22567559672348,158.823699441451,170.23978375510956,182.5194573253653,198.44609235086918
1999-09-18 22:12:27+00:00,227.8885486029993,171.07549568850345,164.52769395759373,159.95792361121505,160.06232415597503,162.84535634698594,172.16724473760112,175.06526572446924,178.96228853718148,180.19440660909467,174.6080895010844,165.77613176587064,164.92668317134317,174.89197869548252,167.17858279233135,169.24702248321677,172.3648745784665,177.24010856782053,182.77574483628166,177.0695136943889,169.3284731316436,162.6517195590152,166.4607000827017,174.2255275089491,178.95233368794348,175.81708262752093,158.83620325984964,164.8307745560993,177.78059472992803,181.48011660954518,164.34089834106246,166.9628930391711,174.13307254260403,185.01241899417062,185.34047745949263,186.08846037604064,193.06792858818554,170.96373413680988,168.95815271150974,181.05007574062785,174.7235521866614
1999-10-13 22:06:24+00:00,240.0195486379251,159.74916947811136,159.53705041172276,156.77613316540106,155.36536884843738,154.94842909112182,165.71242161169715,169.19794561931892,172.32200584569122,165.64147841173414,170.9291496893606,164.7232104167524,165.19570147787607,169.7307074496038,171.59437783389805,173.91619833780908,175.65790066310444,170.56341733082232,172.26679262882,180.60179384147673,176.60634769633586,161.68110105568073,164.77998112620136,165.30891746751777,176.31014503535405,176.62918363305678,170.66936638277895,177.1448107077095,172.31738576422347,172.86868987838199,157.47726278266234,159.1051520566428,166.20256497234192,182.43695225126237,182.14066583703905,188.12727786895277,191.06602054776917,174.08363083219186,171.38842091391354,180.20516495226659,185.79227271056106
1999-11-05 22:12:28+00:00,172.43764013614935,169.5940456391159,169.45234831360742,150.85798337381098,148.2848960008178,157.82152789130282,166.81465276373135,174.35366473481162,171.2040966610408,171.50353057596956,174.5299238549915,167.8980685308736,172.80363298164173,178.37029626821595,174.1906232203925,176.23157962160408,181.01605215548662,179.8834179575663,181.98179278334575,185.49947520131454,176.4037905611293,161.9573739662652,165.36980093885012,175.09783544784918,178.56657075558428,188.58771829451442,185.50410488040455,184.9304714921902,185.61743272877132,195.83765993904996,174.91619319362485,171.81857748385752,174.4763893282408,185.99020495255988,187.04970349839027,190.6783203635368,193.8334121945799,183.06177758695858,187.94851928600772,200.233611508207,208.91426881450658
1999-11-21 22:12:24+00:00,165.2162009158773,162.90992473432223,169.12493891084887,156.63985546774288,154.06117530657355,154.7276365335328,169.68096966843868,176.05922525411302,175.58012497002352,172.7947740208231,171.6555990190864,170.61324599235738,168.53627388875825,170.6241125061473,169.07525467674455,177.78987439974597,182.9162601642106,180.67043470844698,185.5331191848608,195.5943122456534,189.85839480792905,174.05337902565947,177.1837968484692,175.64220027245068,181.947787068785,185.65380605236228,182.75367765891596,182.11880145316513,180.32974629609518,196.0770992045855,176.65616202476323,180.70197757114337,182.1130641232592,187.40623982952192,183.84943623153458,185.29102894216877,196.40645818550195,171.50651480392546,183.16750752636563,189.02112153272694,203.20885924081017
1999-12-07 22:12:29+00:00,160.22016943929765,158.05993020616262,162.37210210826765,151.8663398381145,141.49344664745036,147.35418119222538,160.33454744211042,168.5080581323026,171.93740232859892,166.08314431231778,165.54262904044066,161.3721095867087,163.24461986381593,163.8742090448442,162.4497739162386,156.0023016981843,162.92853544364604,168.4845962552037,180.90687739998953,187.15312622771023,180.22211835703595,169.8934312190536,171.4709896894848,168.80248064606567,171.4680408577799,174.32800878456183,169.75613060159023,167.97287464767834,168.50899056640714,180.11274485136772,156.2953639345886,164.71373976691478,161.56875009700587,176.3263391772037,176.29882311722287,181.44646818437545,196.74264922255523,171.11769394441285,180.46558473456105,184.2869797114108,202.97534593341265
2000-03-12 22:12:09+00:00,,,201.21943193187454,,155.50976905617003,158.30638411253437,166.09010005264764,176.34548120128485,178.10908953229784,175.72627996180586,175.52863236897625,171.57638082772334,167.5220019143247,169.88595675517286,172.6940525853611,176.78425924456593,168.74478925923344,179.91616632335894,180.29086216015804,173.0473519336555,167.06715803584598,164.40833625282346,166.57990021076455,163.59366693436067,172.80996410397987,167.1989396227845,169.97978263341372,174.73558871464934,184.92894158212476,181.67426554840154,170.09055010005625,175.75317533917965,181.34087924625973,188.52607494976027,187.9629963792364,184.42637281916979,194.20880803958107,183.1752556312164,188.71822089331764,193.91107739347467,176.4939962808749
2000-03-21 22:06:01+00:00,264.5699440560324,166.90755596383104,165.41393736056025,161.3291047088764,151.70052640778235,147.35067081214132,160.45304092553917,169.42129657623443,170.61412273361628,164.53241085698596,159.81033946183408,154.22211108861347,151.9032139355715,154.82446446703764,155.22738452134834,158.77452964492264,163.8275316179855,159.0376012553838,156.1442964999192,161.4549102212049,154.89012170236887,153.17519421466724,155.4279471850893,162.4559796277872,168.29369546480126,166.34003659039126,162.25073791768847,156.36827365546372,164.85612625892347,179.530391857318,157.49715389515234,162.6604741788621,167.64874981362178,175.79790886462737,170.66016591339542,177.86456369416052,180.58389181015676,163.96367832765299,172.87053981619545,181.95460996167287,194.61425366080212
2000-04-13 22:11:54+00:00,234.23795577937548,165.94700231566776,165.13584871418502,166.4440850108659,161.14232685460036,157.80697245970714,167.8821175647403,171.06776139261308,172.98811559030392,172.30464508734028,163.86654000244252,163.0399638056688,159.97298564467474,165.3888523654163,170.22551605152213,175.13763633133735,174.64320080860483,175.71047636110816,174.9063800761145,174.68340217421454,167.29551531921706,164.09683029020192,168.22091461167324,170.1548802507042,169.09825997650708,170.08443328872835,162.3760676356697,162.9123816847957,172.13012312545595,175.18994076263343,166.73686366669426,170.130203224643,177.57723446666864,179.65293219819392,185.69437321622183,192.0488499678026,187.0968808617343,169.14184726170225,181.177568203818,191.5679637934403,191.801323122878
