dates,nzd0427-0000,nzd0427-0001,nzd0427-0002,nzd0427-0003,nzd0427-0004,nzd0427-0005,nzd0427-0006,nzd0427-0007,nzd0427-0008,nzd0427-0009,nzd0427-0010,nzd0427-0011,nzd0427-0012,nzd0427-0013,nzd0427-0014,nzd0427-0015,nzd0427-0016,nzd0427-0017,nzd0427-0018,nzd0427-0019,nzd0427-0020,nzd0427-0021,nzd0427-0022,nzd0427-0023,nzd0427-0024,nzd0427-0025,nzd0427-0026,nzd0427-0027,nzd0427-0028,nzd0427-0029,nzd0427-0030,nzd0427-0031,nzd0427-0032,nzd0427-0033,nzd0427-0034,nzd0427-0035,nzd0427-0036,nzd0427-0037,nzd0427-0038,nzd0427-0039,nzd0427-0040,nzd0427-0041,nzd0427-0042,nzd0427-0043,nzd0427-0044,nzd0427-0045,nzd0427-0046,nzd0427-0047,nzd0427-0048,nzd0427-0049,nzd0427-0050,nzd0427-0051,nzd0427-0052,nzd0427-0053,nzd0427-0054,nzd0427-0055,nzd0427-0056,nzd0427-0057,nzd0427-0058,nzd0427-0059,nzd0427-0060
1999-11-21 22:12:47+00:00,177.63401988730482,142.25785597136505,105.49267634498469,73.74486126613313,77.86279726665502,94.46507925226453,114.01819640457524,131.46677788661913,157.16023076279694,162.72431602314813,191.52959262838425,207.53087583385334,225.310983368393,234.03993971028692,226.36570018920762,225.248296611762,223.32331748475087,224.932891483687,214.6723386363468,207.7285606630672,201.76136025355538,195.02062416739588,192.38301052261198,195.0495278800165,186.87806617206417,186.54923550106705,184.50093279918266,183.23055566760365,186.8614863444797,202.06919171708898,199.74927888399498,209.31576291451023,218.22677039189196,221.33857865562672,220.0854580705329,221.10755707978703,212.54396220381068,207.4179478502268,204.72424796412838,197.109222836508,188.41773299984294,177.697873954861,179.40236741589752,175.86378923276578,177.75182529824258,174.50832503169397,175.92153094983144,191.19811778044112,191.3416428961952,195.60674901925512,198.67036511254196,195.50552856168738,191.53956682279625,187.6527864161149,187.97128172666976,185.47761273747074,175.68498079287585,170.05601625808313,163.1744630467873,155.08393520137014,153.02104442266153
1999-12-07 22:12:53+00:00,187.69079739009385,,110.8767125225115,66.81054129120892,,80.52636027235394,103.57773489956632,123.20602475540505,145.52313187476548,156.0659030317478,183.2328684634735,192.6531725945891,213.32194145087135,222.78835043544973,219.4382802392828,220.36535838167998,223.22927193275987,218.81501368717855,206.3730324326019,202.9614781534549,202.28929005814345,198.31608675536748,187.90161688357242,190.41773886655596,184.0256241587516,180.1903627572232,175.56133039798038,169.93238752895027,179.3818106855996,193.58259617402712,197.10642254797082,195.60785584149514,206.07454006521735,212.9959011740505,215.2398186565003,213.1721082325703,206.89340420088556,205.7737346588342,198.64035033691312,197.99678751882837,183.09797903747693,172.90432897745015,170.88651772016166,165.54282735490457,171.20598268777735,169.65291231123672,169.09347561487252,173.47028894724104,187.6046539753495,194.4257595459187,198.07780539578258,207.19970163187105,201.19860357747237,199.22132247932194,196.5178564427146,187.9191825224826,186.6310212716064,175.48508909613633,169.93178674246454,159.66838591911096,165.1665186702619
2000-01-24 22:12:47+00:00,178.16666459144827,163.52886694546984,151.0984771510275,128.50759184299324,96.83693992586825,97.53380021803271,103.26430904978933,108.99122324744721,128.309504977778,153.4926545088734,165.6198645245582,186.99453242745366,214.58021531731757,,,219.6572748021768,213.1781256377966,211.01587560337092,212.42593989091324,208.0468473164771,208.11160055297614,200.78553601627559,189.5414971293592,183.0936148194725,179.7314807262645,179.40896959142103,178.00417594599057,181.47073265739172,178.00815894770233,184.01471069421385,186.31111952979782,190.36740229649442,196.11578625655264,196.957829095222,201.96826336500146,201.19349084992106,200.88937997947585,196.14964421536885,194.85385082068353,195.52915081361425,195.4493987947629,185.87455035985607,176.23881454785635,173.34856315323407,163.73880818847178,156.571839789145,154.49393236284212,161.7995227348913,180.3334357679339,185.52815143322266,186.77792164458359,191.6134827931892,190.79302330889584,190.77488778902145,190.94509724493363,180.19135997451576,171.10318373514733,163.81786604481465,161.2986479697049,158.54930343620347,151.46126706359445
2000-04-13 22:12:18+00:00,,,165.59463976632,154.09809067188914,131.81776230781895,133.26131515122484,125.35431686662278,131.39544511305525,150.81578468320492,165.3606625682836,182.53411514906938,199.42966116380478,221.9372842294037,236.62423265743766,227.89713461190428,225.66539413482005,220.5940906818484,219.5656820516087,221.76157581627757,213.85077228581554,208.99174671069648,203.37162920766198,200.37671737559205,196.86857520309803,192.30429456582223,184.40146364670795,181.09402606791917,185.56735557658644,188.600439436554,193.999331510638,199.5281753822574,197.23374354003263,201.72558231546532,202.75283207019183,200.11325545257228,192.8738353670533,192.89838872126703,190.98433318015108,196.76786647722238,194.1446433462199,183.37928689872697,182.2336961177292,186.9281310824304,183.8977294879641,184.4527733903212,184.9744042672954,171.8506279158544,181.51353290599113,181.68865578769197,178.45586265090245,173.40323101539207,171.46537202567222,176.43022902133487,187.6075963528044,188.53253646788886,177.5036696860405,171.90256434510695,161.8768829359659,159.66513157319568,161.76661014121822,159.98967547258704
2000-05-31 22:11:54+00:00,,,123.4534772678173,87.43588255718517,76.28338329737977,88.52974134545379,117.70128377605447,233.94062138331782,,142.66101899792346,189.7035966586586,191.29712494674084,220.2126240969543,230.5307270957642,219.94720435269573,219.84093741747634,208.91809934308384,200.94151394241126,191.85779227287844,,,,,,,,,,,,,,,173.08056952429376,184.79179667044914,181.67966727298088,166.3455805619002,167.18980403573815,162.8473727314741,,169.2500616230155,171.52741629750662,180.52664228822135,172.603016234547,172.62060861736958,169.84778411130512,169.3916801134631,166.90886926273197,161.6088103891705,153.98982594519754,158.2682382656464,159.2024414150419,156.7965882584658,160.4601564514322,,,,,,,
2000-08-19 22:11:01+00:00,,,,197.55603566591947,174.32542016699784,142.50027032927173,115.3281918231339,126.24436242061977,139.7276084155028,160.87267652009035,167.971920365124,188.55263477237997,214.04639657232383,,,220.10670532399058,212.7007618334643,210.005269077322,214.13226316978174,218.99709753518314,219.65136384610125,205.45657749970945,199.87815059973732,188.26185521565836,185.7820934818364,181.7451056160124,188.02155805208258,190.64574168066324,193.6969475934282,198.42991204838205,203.27003291783194,210.3490237256752,212.93395048692037,209.2229572589988,205.7674934815456,204.95012992050664,204.44920718279528,202.64714084066915,198.83815212147468,194.4803058808064,195.46887434432196,197.6067916705037,192.7764233135956,196.81581248448555,195.2776623328353,189.1377991050308,184.28907435195745,187.38279393080245,184.4063518777201,188.39404708702148,185.8977172413812,185.8335350310564,183.5630177950417,181.5351933624966,181.4716531978639,171.84921500299075,166.87776119672583,157.90699681069376,155.7882689629508,149.84076457077074,144.74748954932866
2000-09-20 22:10:27+00:00,175.31536008447625,153.82060408443456,147.63594892519126,151.96105226351835,157.29820673779335,151.37183894020853,146.36026977590151,138.50420521495508,130.76314692247243,148.26357089197273,162.26270538995135,201.16445731387535,,,219.58680279854931,212.14509233890084,209.4234326652342,208.93488791815918,206.92310646055182,201.0745121608716,198.60467283832025,193.8503193238865,193.5735440599201,180.95877683389557,176.21381418478023,166.69072973333408,164.364645580479,169.26133697510105,181.87184555658652,187.92276648458085,186.53972188252044,191.2336572441008,207.60891383964454,201.80449770254265,197.61780211145515,181.91237751233155,184.41562125860455,186.78317547077054,175.67353698443492,189.9305241077383,185.0823599941055,190.08620451932524,189.14219997598192,191.15613725054112,182.33849582500278,180.79450583296824,175.5356462071084,174.26788694721643,180.1823632367048,188.9458561929701,184.78018589983256,184.8888611344344,178.16926837245452,180.75562882712103,184.09785067510714,178.48201347988677,163.14161977259096,163.99012678972633,144.64879709414035,128.79684180262544,125.41845873442895
2000-11-07 22:10:17+00:00,163.0299468962454,147.5793859713596,130.5502865756131,108.40453760377389,101.6648623955221,120.7287530731659,142.02955589768635,156.0163064091917,163.86780030743762,163.98028970068364,177.7543060159878,191.93609063885097,212.90171066819929,232.22865042681792,,,,,,236.0492627357279,230.42733316724093,204.10423212894528,192.46393367906634,179.3575820838583,174.87668421805225,171.51407615309904,172.2192170831179,176.27793878569693,180.04524924175567,180.07436584452682,192.3963433642777,195.38085870554698,202.5367213092233,201.6578275900976,207.62710605128774,210.81012002184343,203.95640314258725,201.08600350155922,191.2489869941006,194.00819825530127,193.8183763226949,195.28548267130523,202.653336292884,203.1168938951713,197.39976410493531,199.83798125410104,198.02290618774865,198.08817791993087,195.52914220061444,187.7973545473264,192.23670141290333,191.18869848270023,189.17551505767605,190.2898765880916,192.48685853972924,184.17873252049358,172.94611960285417,167.41599865947416,165.10434126634442,159.8300189125286,156.48554410948194
2001-01-10 22:10:27+00:00,202.1428794999162,194.56101530481115,190.64522307670848,176.3118891870041,146.5840611355188,107.48571509242562,117.99440700016882,136.11881006731306,149.38288168786525,162.31476852550395,177.74285784479466,201.41519771715537,216.5543008607968,225.25727176226854,226.7061217945887,218.78441489742295,221.40933636162924,231.8827013410548,236.4256169640745,,,,,,230.64447780613187,228.65574496739325,224.58393213781514,226.4031543926852,221.50292674300485,222.16947667005823,217.8256119824061,213.10037750611463,208.5517452697537,207.8696480821592,205.49983801726404,207.66663602886405,204.77627431268849,206.00058919206793,208.24362003409766,206.64315877852255,206.16744774371026,201.5774846723163,203.25894574617627,206.129911135215,201.73258797084645,201.3854178445082,206.0437722297736,203.22534481240046,205.3350119953031,206.8104822081833,202.41586320045573,201.07105152984656,194.17073702955332,196.11203588875037,199.0416838246672,189.94173050527854,184.80684125691832,178.36749274185286,178.74515150854333,173.1533043917317,178.79728127696666
2001-01-26 22:10:30+00:00,162.07288493409675,150.47079632378436,145.53094188356022,135.02490909270912,145.81896046093826,142.50524712939384,137.26775780591703,119.02530443592379,109.71365493228521,123.77382807414587,144.1743316005375,159.4724294812368,177.60450965938875,199.78187079782134,191.75395433030806,190.74541600820993,191.61275133464795,195.62451930109847,205.3299866772234,216.59325261119554,220.41005425213208,216.1457370588876,213.53666368431197,211.32702268675817,205.9324609483081,204.52755022120445,203.8993803560595,198.84304923393105,196.58487025209453,193.74820020834736,190.19462684122988,195.88941282903224,196.88239386611698,192.1401100272212,184.97931195023776,175.78686616555817,175.70408060924504,175.11209565585622,177.313515282227,184.34967229002103,180.1909210848687,184.13827456039215,180.9489487169067,179.98088503074155,184.12734209515577,183.2498683168394,183.5332679740957,182.1678326578828,182.482972209423,183.7392338612408,183.20322135698981,181.32146714191347,175.92548120915035,178.41724806558443,178.66848002112835,170.19413034763755,167.74917337632365,156.6915449160514,155.7529834242688,153.30039265700304,162.56603936110986
