dates,nzd0303-0000,nzd0303-0001,nzd0303-0002,nzd0303-0003,nzd0303-0004,nzd0303-0005,nzd0303-0006,nzd0303-0007,nzd0303-0008,nzd0303-0009,nzd0303-0010,nzd0303-0011,nzd0303-0012,nzd0303-0013,nzd0303-0014,nzd0303-0015,nzd0303-0016,nzd0303-0017,nzd0303-0018,nzd0303-0019,nzd0303-0020,nzd0303-0021,nzd0303-0022,nzd0303-0023,nzd0303-0024,nzd0303-0025,nzd0303-0026,nzd0303-0027,nzd0303-0028,nzd0303-0029,nzd0303-0030,nzd0303-0031,nzd0303-0032,nzd0303-0033,nzd0303-0034,nzd0303-0035,nzd0303-0036,nzd0303-0037,nzd0303-0038,nzd0303-0039,nzd0303-0040,nzd0303-0041,nzd0303-0042,nzd0303-0043,nzd0303-0044,nzd0303-0045,nzd0303-0046,nzd0303-0047,nzd0303-0048,nzd0303-0049,nzd0303-0050,nzd0303-0051,nzd0303-0052,nzd0303-0053,nzd0303-0054,nzd0303-0055,nzd0303-0056,nzd0303-0057,nzd0303-0058,nzd0303-0059,nzd0303-0060,nzd0303-0061,nzd0303-0062,nzd0303-0063,nzd0303-0064,nzd0303-0065,nzd0303-0066,nzd0303-0067,nzd0303-0068,nzd0303-0069,nzd0303-0070,nzd0303-0071,nzd0303-0072,nzd0303-0073,nzd0303-0074,nzd0303-0075,nzd0303-0076,nzd0303-0077,nzd0303-0078,nzd0303-0079,nzd0303-0080,nzd0303-0081,nzd0303-0082,nzd0303-0083,nzd0303-0084,nzd0303-0085,nzd0303-0086,nzd0303-0087,nzd0303-0088,nzd0303-0089,nzd0303-0090,nzd0303-0091,nzd0303-0092,nzd0303-0093,nzd0303-0094,nzd0303-0095,nzd0303-0096,nzd0303-0097,nzd0303-0098,nzd0303-0099,nzd0303-0100,nzd0303-0101,nzd0303-0102,nzd0303-0103,nzd0303-0104,nzd0303-0105,nzd0303-0106,nzd0303-0107,nzd0303-0108,nzd0303-0109,nzd0303-0110,nzd0303-0111,nzd0303-0112,nzd0303-0113,nzd0303-0114,nzd0303-0115,nzd0303-0116,nzd0303-0117,nzd0303-0118,nzd0303-0119,nzd0303-0120,nzd0303-0121,nzd0303-0122,nzd0303-0123,nzd0303-0124,nzd0303-0125,nzd0303-0126,nzd0303-0127,nzd0303-0128,nzd0303-0129,nzd0303-0130,nzd0303-0131,nzd0303-0132,nzd0303-0133,nzd0303-0134,nzd0303-0135,nzd0303-0136,nzd0303-0137,nzd0303-0138,nzd0303-0139,nzd0303-0140,nzd0303-0141,nzd0303-0142,nzd0303-0143,nzd0303-0144,nzd0303-0145,nzd0303-0146,nzd0303-0147,nzd0303-0148,nzd0303-0149,nzd0303-0150,nzd0303-0151,nzd0303-0152,nzd0303-0153,nzd0303-0154,nzd0303-0155,nzd0303-0156,nzd0303-0157,nzd0303-0158,nzd0303-0159,nzd0303-0160,nzd0303-0161,nzd0303-0162,nzd0303-0163,nzd0303-0164,nzd0303-0165,nzd0303-0166,nzd0303-0167,nzd0303-0168,nzd0303-0169,nzd0303-0170,nzd0303-0171,nzd0303-0172,nzd0303-0173,nzd0303-0174,nzd0303-0175,nzd0303-0176,nzd0303-0177,nzd0303-0178,nzd0303-0179,nzd0303-0180,nzd0303-0181,satname
1999-08-03 21:59:44+00:00,,,,,,,,,,,357.18,360.37,360.1033333333333,358.3233333333333,351.19,347.47,333.34,332.31,326.7,328.99333333333334,,,,,,,,,,,,,,,,316.8233333333333,327.24333333333334,327.9433333333333,330.1633333333333,331.2033333333333,331.98,335.07,338.5528571428572,345.86,342.46285714285716,340.29285714285714,335.31,331.74,328.5233333333333,325.89,327.8633333333333,334.25333333333333,331.01,328.85285714285715,,329.3,332.9633333333333,342.1733333333333,348.05333333333334,336.2033333333333,327.9733333333333,322.83,330.9328571428572,331.2628571428572,315.92285714285714,317.94,315.97,314.1828571428572,308.81,,304.02,329.52,300.54285714285714,299.98285714285714,311.49333333333334,296.66,298.39,302.6433333333333,302.75,,328.6133333333333,,330.31333333333333,328.5128571428572,326.86,331.46,325.82,335.2628571428572,345.84,337.34,337.96,337.66,331.77285714285716,338.8128571428572,348.95,351.23,360.4233333333333,358.12,360.12,363.8233333333333,362.8433333333333,363.4133333333333,364.08,360.3,356.13,356.85285714285715,368.84,,,356.18333333333334,352.6333333333333,350.65000000000003,333.68615384615384,330.50142857142856,325.6,,345.7333333333333,340.7,324.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.3828571428572,,,,,,,,,,,,,L7
1999-08-28 21:53:35+00:00,,,379.9871428571428,382.63,381.59,379.16,379.5733333333333,380.5833333333333,379.4533333333333,380.78,382.05,381.5,379.55333333333334,376.4633333333333,377.58,369.11,363.78,364.61,358.85,350.5233333333333,350.45,343.4033333333333,344.7733333333333,348.3633333333333,351.46,352.4033333333333,356.24,356.85,352.80333333333334,352.8533333333333,354.74333333333334,351.61,350.54,344.7833333333333,343.9833333333333,346.7133333333333,349.2033333333333,349.99333333333334,352.2933333333333,355.8833333333333,356.76,359.8,364.03714285714284,359.24,362.1371428571428,364.72714285714284,359.94,357.28,352.0333333333333,349.75,350.6033333333333,354.9633333333333,357.44,361.34714285714284,365.66714285714284,366.66,363.37333333333333,360.5133333333333,348.6133333333333,343.6433333333333,347.0733333333333,350.89,352.60714285714283,350.34714285714284,347.1871428571428,343.81,339.88,345.26714285714286,340.65,339.48,334.4,335.56,339.07714285714286,338.6871428571428,332.2633333333333,332.1,332.97,337.4633333333333,339.93,331.08,337.0733333333333,342.56,347.3433333333333,356.4971428571428,355.57,357.05,360.86,365.1171428571428,361.4,361.44,361.62,364.34,368.76714285714286,370.9271428571428,375.1,376.55,377.2933333333333,377.16999999999996,379.08,381.7933333333333,381.6333333333333,384.75333333333333,388.53,387.43,390.4,394.2371428571428,389.7,391.34714285714284,381.3533333333333,376.8333333333333,373.8633333333333,370.91999999999996,356.44461538461536,350.93857142857144,361.1,371.53714285714284,374.0133333333333,370.48,363.67,358.91714285714284,347.22,340.15,355.83,331.1971428571428,328.0571428571428,337.0071428571428,346.89714285714285,347.94,347.31,348.23,348.40714285714284,347.09714285714284,342.8671428571428,338.03714285714284,337.85714285714283,335.59,348.52714285714285,352.51,357.55,366.0571428571428,373.31,365.41,355.68,347.63,333.5,327.85,326.51714285714286,326.9871428571428,324.7571428571428,330.19,323.14714285714285,316.5671428571428,310.60714285714283,308.6271428571428,305.1271428571428,303.26714285714286,304.9971428571428,308.69,305.82714285714286,306.22,303.45,320.43,325.72,327.59,331.1371428571428,337.65714285714284,348.44,343.9271428571428,340.32,332.3171428571428,327.88,335.85,352.72,357.07,351.78714285714284,351.2371428571428,362.6771428571428,412.74,421.5671428571428,417.31,435.51,461.89,L7
1999-09-13 21:53:29+00:00,,,385.43,381.4,386.21,372.97,365.1166666666667,365.94666666666666,364.7666666666667,362.54,366.61,368.88,376.18666666666667,368.9066666666667,365.62,368.53,372.08,359.72,359.99,362.43666666666667,360.39,351.0766666666667,347.6066666666667,354.62666666666667,358.97,356.7966666666667,351.69,363.0,353.7966666666667,344.8366666666667,357.0966666666667,357.37,362.03,363.4666666666667,355.25666666666666,,351.7066666666667,368.6766666666667,352.0366666666667,346.56666666666666,355.02,349.28,349.24,349.08,352.75,349.06,349.06,343.4,345.7066666666667,342.81,341.0966666666667,345.0266666666667,341.7,346.65,348.02,352.87,352.4766666666667,347.4166666666667,341.00666666666666,334.4866666666667,333.9766666666667,331.56,337.55,335.84,329.18,325.66,329.41,332.22,336.74,333.78,327.74,326.31,330.77,330.18,325.9066666666667,329.2,330.87,335.5366666666667,338.36,344.71999999999997,343.4066666666667,343.93,348.6566666666667,348.64,351.84,351.57,355.1,355.15,358.31,359.07,359.71,362.7,361.47,370.44,374.5,371.16,376.4266666666667,377.84999999999997,373.11,379.43666666666667,380.8366666666667,377.1066666666667,382.13,378.53,376.05,382.25,377.65,380.31,371.6166666666667,366.3066666666667,368.8566666666667,364.47999999999996,354.71076923076924,354.32,355.98,360.37,363.75666666666666,359.55,354.91,346.73,342.36,333.33,333.58,324.63,322.11,327.25,338.57,342.88,342.58,337.94,344.42,336.7,333.49,329.22,326.57,331.29,342.78,349.85,352.81,358.14,348.44,343.97999999999996,341.31,327.19,319.74,314.48,312.51,316.18,323.83,324.31,312.47,303.06,306.09,297.05,294.85,294.95,296.49,303.52,294.16,286.26,301.4,319.55,326.32,331.28,333.85,333.64,337.8,331.07,322.59,316.66,321.64,347.49,345.29,334.78,336.31,342.44,397.13,410.91,419.14,400.32,421.23,447.44,L7
1999-09-29 21:53:40+00:00,363.28142857142853,364.9814285714286,364.07142857142856,362.61,363.32,360.05,363.1377777777778,365.11777777777775,366.7477777777778,364.44,365.81,364.02,364.48777777777775,361.10777777777776,357.39,351.1,342.8,339.89,338.16,341.84777777777776,333.1,331.8177777777778,331.05777777777774,330.1877777777778,336.86,338.7477777777778,336.78,342.31,335.67777777777775,338.7477777777778,337.15777777777777,336.03,334.45,332.40777777777777,327.02777777777777,329.97777777777776,336.41777777777776,338.23777777777775,338.47777777777776,339.59777777777776,336.93,342.07,346.9814285714286,343.79,343.71142857142854,341.63142857142856,339.46,341.52,341.4377777777778,335.64,340.61777777777775,336.78777777777776,337.97,342.01142857142855,346.14142857142855,347.18,350.73777777777775,349.71777777777777,346.71777777777777,340.72777777777776,335.1877777777778,338.11,337.69142857142856,336.37142857142857,329.45142857142855,326.5,324.94,326.09142857142854,325.25,321.57,323.12,325.98,324.83142857142855,328.2914285714286,326.3877777777778,332.09,328.71,329.3177777777778,336.08,341.07,336.3377777777778,338.83,331.9577777777778,338.41142857142853,341.61,350.05,351.95,341.2914285714286,337.81,339.64,355.62,351.13,354.3514285714285,360.99142857142857,359.22,362.07,363.96777777777777,364.15,366.40999999999997,366.7477777777778,363.09777777777776,365.71777777777777,367.68,370.18,370.36,363.56142857142856,365.31,361.3614285714286,362.0077777777778,357.48777777777775,356.0077777777778,357.06,351.0769230769231,347.5957142857143,358.62,355.0414285714286,360.92777777777775,365.83,357.35,351.1114285714286,333.09,329.3,329.21,338.8014285714286,326.65142857142854,336.21142857142854,345.5514285714286,346.26,345.95,340.38,343.22142857142853,328.24142857142857,316.9214285714286,314.39142857142855,326.62142857142857,342.21,346.22142857142853,347.15,355.22,349.07142857142856,337.41999999999996,344.96,343.13,340.03999999999996,335.3966666666667,317.87666666666667,313.78142857142853,310.70142857142855,315.37142857142857,309.0566666666667,300.27142857142854,301.08142857142855,302.49142857142857,298.28142857142853,290.63142857142856,292.65142857142854,304.63142857142856,300.58,286.93142857142857,307.5966666666667,331.2366666666667,317.50666666666666,315.43666666666667,325.8266666666667,326.01142857142855,322.41142857142853,315.6066666666667,310.58142857142855,313.5766666666667,333.03142857142853,337.84,337.96,329.8966666666667,331.9666666666667,342.09142857142854,403.76142857142855,424.38142857142856,425.17,407.64142857142855,407.4266666666667,428.2266666666667,441.1166666666667,L7
1999-12-09 21:59:45+00:00,384.6171428571428,392.76714285714286,387.1971428571428,378.47,369.35,372.94,368.52222222222224,370.07222222222225,371.28222222222223,375.72,381.16,381.1,373.8522222222222,370.45222222222225,365.66,363.33,353.46,354.27,352.41,345.22222222222223,345.07,336.64222222222224,337.0522222222222,337.96222222222224,340.61,337.8122222222222,345.29,350.12,348.7922222222222,347.01222222222225,344.3522222222222,337.74,336.0,333.5422222222222,337.78222222222223,341.4322222222222,341.01222222222225,340.4322222222222,344.58222222222224,347.9922222222222,345.3,346.02,348.40714285714284,345.08,353.1771428571428,349.7371428571428,345.0,346.06,341.84222222222223,341.89,342.46222222222224,348.38222222222225,352.27,358.39714285714285,362.59714285714284,359.47,353.22222222222223,354.7322222222222,352.08222222222224,343.9922222222222,343.2922222222222,339.52,340.33714285714285,344.9971428571428,339.70714285714286,336.54,332.18,332.4271428571428,332.9,336.77,338.54,331.61,335.2471428571428,338.41714285714284,336.94222222222226,339.98,337.73,342.2422222222222,340.94,337.57000000000005,338.4322222222222,340.77,345.14222222222224,356.9371428571428,358.39,353.1,352.26,354.58714285714285,353.44,354.03,353.45,355.62,359.4871428571428,364.51714285714286,363.44,367.78,367.4322222222222,372.14000000000004,376.39000000000004,377.7922222222222,375.7422222222222,374.3722222222222,377.13,381.28,376.4,377.82714285714286,372.49,374.32714285714286,364.3522222222222,364.01222222222225,366.9822222222222,363.06,354.1107692307692,352.04857142857145,360.17,369.6771428571428,371.8522222222222,369.84,363.03,357.54714285714283,342.96,331.23,339.96999999999997,307.85714285714283,311.6371428571428,335.4271428571428,341.9871428571428,339.6,330.36,326.46,329.47714285714284,326.90714285714284,327.6371428571428,332.46714285714285,332.46714285714285,334.52,344.7471428571428,342.03,345.49,347.71714285714285,359.99,367.28999999999996,360.71999999999997,351.42,334.2133333333333,322.4133333333333,315.9471428571428,311.03714285714284,309.9871428571428,318.18333333333334,311.60714285714283,302.54714285714283,295.47714285714284,297.7371428571428,302.35714285714283,302.16714285714284,304.60714285714283,302.55,306.64714285714285,310.3533333333333,317.1133333333333,317.74333333333334,314.3833333333333,316.4433333333333,319.03714285714284,323.28714285714284,321.2933333333333,314.2571428571428,314.3833333333333,311.6171428571428,312.22,331.42,348.5333333333333,370.1533333333333,375.29714285714283,382.51714285714286,389.22714285714284,396.09,410.52714285714285,419.00333333333333,441.7233333333333,466.00333333333333,L7
2000-01-19 21:53:25+00:00,,385.2257142857143,395.1457142857143,388.1,377.77,377.28,382.1455555555555,381.27555555555557,382.67555555555555,386.03,388.44,392.34,381.84555555555556,379.6355555555555,378.2,371.46,359.71,362.35,357.88,349.78555555555556,351.52,342.81555555555553,343.5755555555555,340.9555555555555,343.01,343.35555555555555,348.67,343.84,347.3255555555555,352.22555555555556,351.24555555555554,347.06,346.91,340.3255555555555,338.96555555555557,342.43555555555554,341.7655555555555,350.56555555555553,357.80555555555554,358.1355555555555,357.94,351.43,360.0257142857143,361.96,362.48571428571427,367.0257142857143,356.66,361.99,358.56555555555553,354.07,,,,,,,,,,,,,,,,,,,,,,,345.49571428571426,347.2057142857143,344.17555555555555,347.37,342.78,343.30555555555554,344.93,339.74,344.94555555555553,351.36,349.02555555555557,359.0057142857143,354.3,355.0,355.12,362.37571428571425,356.8,356.1,355.42,356.09,363.4557142857143,367.0857142857143,366.47,373.37,373.47555555555556,377.11,381.90999999999997,385.86555555555555,383.19555555555553,381.6455555555555,383.62,384.33,382.33,386.4057142857143,380.3,383.8257142857143,372.15555555555557,376.18555555555554,377.7655555555555,372.28999999999996,361.65769230769234,356.3228571428572,369.81,383.3957142857143,381.59555555555556,378.31,374.77,368.68571428571425,350.32,338.69,353.10999999999996,322.5757142857143,323.24571428571426,337.5157142857143,341.85571428571427,339.41,333.01,331.42,,,,,,,,,,,,,361.47999999999996,345.63,331.37333333333333,325.7633333333333,,,,,,,,,,,,,,,,,,,,,,,,317.5157142857143,325.52,331.61,357.8633333333333,362.0433333333333,364.17571428571426,367.54571428571427,372.5957142857143,400.18,417.9157142857143,434.7833333333333,447.6733333333333,469.4433333333333,L7
2000-03-14 21:59:23+00:00,361.8857142857143,365.4557142857143,370.35571428571427,370.42,370.11,365.58,365.9244444444445,367.6144444444445,368.50444444444446,369.52,368.82,364.93,364.93444444444447,364.2944444444445,363.62,351.54,349.69,358.07,355.0,348.9244444444445,347.32,345.34444444444443,343.09444444444443,343.62444444444446,345.15,342.64444444444445,349.45,349.49,360.19444444444446,358.53444444444443,353.1144444444445,345.37,343.42,345.6044444444445,340.6044444444445,342.07444444444445,352.95444444444445,357.65444444444444,356.3544444444445,351.20444444444445,351.75,359.2,359.10571428571427,356.03,350.86571428571426,345.5957142857143,345.72,346.61,348.18444444444447,345.72,341.99444444444447,346.02444444444444,350.93,359.4157142857143,356.17571428571426,372.17,368.31444444444446,363.26444444444445,366.9244444444445,359.6044444444445,356.8544444444445,347.67,338.37571428571425,340.99571428571426,336.2757142857143,334.86,327.06,,,,316.44,322.26,309.6657142857143,301.29571428571427,301.6144444444445,310.98,351.28,355.77444444444444,355.04,354.96,355.40444444444444,355.96,358.12444444444446,354.24571428571426,353.38,354.58,362.41,365.0957142857143,366.15,364.72,363.01,362.51,363.9457142857143,368.31571428571425,371.54,370.09,366.59444444444443,372.67,376.21999999999997,379.8544444444445,386.27444444444444,386.33444444444444,382.31,380.48,379.74,372.30571428571426,370.24,369.5857142857143,369.4844444444445,362.6644444444445,365.72444444444443,362.45,356.53923076923076,360.22285714285715,361.27,,,,,,,,,,,,,,,,,,,325.54571428571427,343.9757142857143,351.62,340.6457142857143,327.31,345.86,361.54571428571427,357.63,359.07,350.57,349.83,344.74666666666667,330.1066666666667,324.85571428571427,315.98571428571427,311.2157142857143,317.0966666666667,316.2857142857143,316.55571428571426,316.5057142857143,320.87571428571425,317.98571428571427,308.5057142857143,311.7757142857143,322.95,330.05571428571426,334.9866666666667,332.7266666666667,330.5766666666667,325.5966666666667,323.7666666666667,317.9657142857143,314.12571428571425,313.1166666666667,312.7657142857143,318.94666666666666,338.0157142857143,360.96,378.91,381.4066666666667,379.5966666666667,393.1957142857143,403.7857142857143,409.8957142857143,427.65,429.18571428571425,425.49666666666667,443.3966666666667,454.5166666666667,L7
2000-05-26 21:52:36+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.95,336.81,,,,,,,,,,,,,,,,,,,,,,,,,,366.91,,,,355.44,,,,355.32111111111107,345.03999999999996,337.8115384615385,335.5,332.03,333.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2000-07-04 21:58:26+00:00,,,,,,,,,,,367.7,360.45,360.4488888888889,358.6688888888889,360.72,353.57,342.67,351.25,352.43,345.54888888888894,337.07,336.48888888888894,325.8488888888889,327.73888888888894,327.27,333.3888888888889,335.08,336.61,338.1488888888889,333.5788888888889,341.0788888888889,342.07,337.45,339.0288888888889,,,,,,,,,,,,,,,,,,,,,,351.14,353.3788888888889,,,,,,,,,,,,,,,,,,317.6288888888889,307.3,319.02,323.98888888888894,319.64,317.40999999999997,313.2888888888889,319.42,311.9788888888889,,,,,,,,,,,,,,,,,,,,,371.89,,,356.0,,,,350.3988888888889,349.8,334.02923076923076,334.99857142857144,348.36,354.08714285714285,357.7488888888889,356.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2000-07-13 21:52:07+00:00,,,,,,,,,,,,363.53,364.17,361.26,363.56,356.0,345.19,350.0,357.7,340.63,335.5,335.75,322.77,331.56,329.21,334.76,336.71,332.81,338.95,340.86,352.02,348.01,347.02,343.14,,,,,,,,,,,,,,,,,,342.64,347.53,357.86,353.13,353.35,347.24,349.74,337.52,323.96,320.95,320.89,333.42,329.38,339.38,336.63,342.1,342.52,336.37,323.65,324.5,330.13,329.44,327.66,318.86,318.28,316.82,319.15,,,,,,,,,,,,,,,,,,,,,,377.14,383.67,376.99,373.53,381.8,,,364.41,,,,357.13,349.71000000000004,339.6323076923077,339.87,346.05,362.72,359.96,360.19,350.27,346.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
