dates,nzd0303-0000,nzd0303-0001,nzd0303-0002,nzd0303-0003,nzd0303-0004,nzd0303-0005,nzd0303-0006,nzd0303-0007,nzd0303-0008,nzd0303-0009,nzd0303-0010,nzd0303-0011,nzd0303-0012,nzd0303-0013,nzd0303-0014,nzd0303-0015,nzd0303-0016,nzd0303-0017,nzd0303-0018,nzd0303-0019,nzd0303-0020,nzd0303-0021,nzd0303-0022,nzd0303-0023,nzd0303-0024,nzd0303-0025,nzd0303-0026,nzd0303-0027,nzd0303-0028,nzd0303-0029,nzd0303-0030,nzd0303-0031,nzd0303-0032,nzd0303-0033,nzd0303-0034,nzd0303-0035,nzd0303-0036,nzd0303-0037,nzd0303-0038,nzd0303-0039,nzd0303-0040,nzd0303-0041,nzd0303-0042,nzd0303-0043,nzd0303-0044,nzd0303-0045,nzd0303-0046,nzd0303-0047,nzd0303-0048,nzd0303-0049,nzd0303-0050,nzd0303-0051,nzd0303-0052,nzd0303-0053,nzd0303-0054,nzd0303-0055,nzd0303-0056,nzd0303-0057,nzd0303-0058,nzd0303-0059,nzd0303-0060,nzd0303-0061,nzd0303-0062,nzd0303-0063,nzd0303-0064,nzd0303-0065,nzd0303-0066,nzd0303-0067,nzd0303-0068,nzd0303-0069,nzd0303-0070,nzd0303-0071,nzd0303-0072,nzd0303-0073,nzd0303-0074,nzd0303-0075,nzd0303-0076,nzd0303-0077,nzd0303-0078,nzd0303-0079,nzd0303-0080,nzd0303-0081,nzd0303-0082,nzd0303-0083,nzd0303-0084,nzd0303-0085,nzd0303-0086,nzd0303-0087,nzd0303-0088,nzd0303-0089,nzd0303-0090,nzd0303-0091,nzd0303-0092,nzd0303-0093,nzd0303-0094,nzd0303-0095,nzd0303-0096,nzd0303-0097,nzd0303-0098,nzd0303-0099,nzd0303-0100,nzd0303-0101,nzd0303-0102,nzd0303-0103,nzd0303-0104,nzd0303-0105,nzd0303-0106,nzd0303-0107,nzd0303-0108,nzd0303-0109,nzd0303-0110,nzd0303-0111,nzd0303-0112,nzd0303-0113,nzd0303-0114,nzd0303-0115,nzd0303-0116,nzd0303-0117,nzd0303-0118,nzd0303-0119,nzd0303-0120,nzd0303-0121,nzd0303-0122,nzd0303-0123,nzd0303-0124,nzd0303-0125,nzd0303-0126,nzd0303-0127,nzd0303-0128,nzd0303-0129,nzd0303-0130,nzd0303-0131,nzd0303-0132,nzd0303-0133,nzd0303-0134,nzd0303-0135,nzd0303-0136,nzd0303-0137,nzd0303-0138,nzd0303-0139,nzd0303-0140,nzd0303-0141,nzd0303-0142,nzd0303-0143,nzd0303-0144,nzd0303-0145,nzd0303-0146,nzd0303-0147,nzd0303-0148,nzd0303-0149,nzd0303-0150,nzd0303-0151,nzd0303-0152,nzd0303-0153,nzd0303-0154,nzd0303-0155,nzd0303-0156,nzd0303-0157,nzd0303-0158,nzd0303-0159,nzd0303-0160,nzd0303-0161,nzd0303-0162,nzd0303-0163,nzd0303-0164,nzd0303-0165,nzd0303-0166,nzd0303-0167,nzd0303-0168,nzd0303-0169,nzd0303-0170,nzd0303-0171,nzd0303-0172,nzd0303-0173,nzd0303-0174,nzd0303-0175,nzd0303-0176,nzd0303-0177,nzd0303-0178,nzd0303-0179,nzd0303-0180,nzd0303-0181,satname
2006-08-23 21:54:11+00:00,366.80,380.07,388.22,374.82,367.37,363.50,366.47,344.59,342.09,339.93,346.86,344.25,342.66,340.94,338.32,338.77,336.01,334.89,340.71,338.33,338.66,336.47,327.24,324.43,327.35,327.02,337.16,346.18,339.36,339.06,337.25,337.24,334.31,332.07,331.47,330.88,331.47,335.07,333.31,335.39,329.56,327.88,325.46,326.26,327.50,332.39,337.82,339.00,337.41,334.86,334.96,332.48,336.39,341.66,342.85,337.32,337.05,332.35,315.48,304.09,304.09,308.09,326.62,331.26,329.10,330.43,338.44,335.50,333.57,320.12,316.38,320.54,331.72,333.97,335.44,339.13,337.55,342.04,339.73,328.45,331.11,338.23,348.59,348.43,346.29,349.38,348.49,347.49,345.16,345.87,345.75,346.71,348.92,356.43,356.43,358.56,358.81,358.52,356.78,355.82,352.58,349.39,352.81,352.95,355.85,353.98,355.61,357.21,354.79,352.48,353.32,350.36,338.31,334.84,334.73,352.87,363.76,366.17,361.24,350.63,332.74,335.95,339.39,321.69,309.11,315.44,336.02,328.28,320.36,328.89,330.46,321.39,326.79,335.41,334.65,347.17,349.58,354.40,358.14,368.07,372.95,371.14,362.65,349.93,345.79,344.46,340.98,333.82,342.34,,,,,,322.98,315.26,314.77,305.85,300.47,297.66,303.22,298.21,295.49,295.50,300.59,311.17,333.46,359.03,372.29,382.30,382.54,391.04,387.78,394.01,398.95,394.29,388.60,406.49,398.59,400.53,412.56,439.23,L5
2006-10-10 21:54:44+00:00,360.71,375.76,381.20,371.10,363.59,355.31,356.29,343.73,342.27,339.96,342.80,339.70,339.11,336.66,334.33,333.87,330.30,331.49,333.44,333.94,332.56,327.81,320.59,323.21,325.75,326.73,335.22,342.06,334.64,335.99,334.53,334.48,330.93,327.45,328.53,328.79,330.51,332.53,330.12,329.10,324.14,328.42,326.94,327.30,328.64,332.12,335.75,334.71,332.90,332.58,332.70,329.24,329.33,333.84,333.54,327.72,325.70,326.57,308.47,299.68,304.66,308.49,323.93,329.21,329.30,331.75,335.82,332.47,331.18,314.21,312.32,315.53,325.99,328.64,331.67,335.66,332.39,334.55,333.15,324.55,334.02,338.98,347.00,346.53,343.95,345.33,345.41,345.31,340.83,340.79,341.44,342.60,344.50,349.60,349.85,352.02,353.89,352.80,351.72,351.31,349.10,349.47,352.50,352.98,355.40,353.69,353.85,353.40,350.93,349.29,349.85,347.06,335.95,332.20,329.79,348.02,359.41,361.24,356.36,345.80,330.49,332.31,336.35,318.32,311.02,316.69,328.79,324.28,316.90,324.43,327.51,314.43,321.15,331.79,329.31,343.06,343.82,344.00,347.77,358.43,362.92,363.24,355.63,346.13,341.88,341.20,339.74,327.92,331.86,331.26,332.17,330.02,322.69,315.84,315.59,298.23,291.65,286.96,287.33,292.86,299.56,305.62,313.04,319.18,316.88,322.00,323.29,337.87,358.04,369.43,377.56,383.15,380.69,377.65,372.06,371.43,369.14,384.99,383.64,388.72,404.66,435.23,L5
2006-12-05 21:50:46+00:00,363.49,379.12,384.28,373.70,365.71,360.27,361.57,349.46,347.94,345.64,345.90,341.50,340.42,337.87,334.73,333.43,331.45,333.59,334.31,334.22,333.96,330.29,322.72,325.79,328.71,329.28,336.21,342.78,336.39,335.99,334.53,334.48,330.93,327.45,328.53,328.79,332.18,334.19,330.77,330.80,326.43,330.84,329.37,330.99,330.53,334.51,336.39,335.29,332.90,332.58,332.70,329.24,329.33,333.84,333.54,327.72,327.76,329.41,315.20,305.56,311.88,315.04,327.98,331.68,331.43,336.33,340.81,335.16,334.00,318.96,314.72,317.33,330.11,332.33,329.30,335.26,335.41,338.05,337.67,330.02,340.90,343.56,350.53,348.85,344.95,345.70,346.33,346.15,340.83,340.79,341.44,342.60,344.50,349.60,349.85,352.02,353.89,353.46,352.32,352.78,352.16,355.17,357.38,360.32,357.57,356.06,357.00,357.79,355.88,353.45,351.52,348.25,336.18,332.82,332.34,351.49,364.14,361.24,356.36,348.70,334.06,335.93,339.39,319.50,316.95,324.04,331.61,327.75,321.30,327.17,331.16,319.21,325.02,331.58,329.31,343.06,343.82,344.00,347.77,358.43,362.92,363.24,355.63,346.13,343.70,343.40,341.94,339.93,342.85,340.03,341.51,338.11,331.36,324.09,317.37,307.37,304.40,300.88,296.42,301.20,306.25,305.62,313.04,319.18,316.88,322.00,323.29,337.87,358.04,369.43,377.56,383.15,380.69,377.65,372.06,363.12,360.97,377.51,374.69,380.74,399.28,432.23,L7
2006-12-12 21:56:59+00:00,363.49,379.12,384.28,369.87,360.57,354.16,356.20,347.01,347.28,345.18,344.52,340.33,338.99,336.35,334.73,333.43,331.45,333.59,334.31,331.53,332.01,329.68,321.70,323.61,327.29,328.31,335.26,340.79,336.77,336.16,335.60,334.48,330.93,327.45,328.53,328.79,332.18,332.79,329.77,329.22,325.71,330.20,328.12,329.31,330.89,332.84,333.76,333.02,331.21,331.28,332.70,329.24,329.33,333.84,333.54,327.72,325.71,327.90,314.93,306.73,310.81,313.82,324.87,328.29,331.17,336.09,339.94,335.18,333.97,319.63,314.72,317.33,330.11,332.33,329.30,335.26,336.10,338.37,338.59,332.75,341.67,344.31,349.68,347.51,341.83,343.90,345.26,345.17,339.44,339.47,341.44,342.60,344.50,349.60,349.85,352.02,351.45,351.00,349.63,351.58,351.51,354.34,356.56,358.36,357.31,355.59,356.59,358.37,355.50,352.12,349.32,348.25,336.18,332.82,332.34,351.49,364.14,361.34,355.98,348.14,334.26,335.36,336.88,320.91,317.89,323.53,333.32,325.26,319.87,328.54,330.81,318.35,322.34,329.30,327.45,343.06,343.82,344.00,347.77,358.43,362.92,363.24,350.39,345.01,342.97,341.33,342.27,342.33,343.53,342.58,338.78,334.83,327.15,319.92,314.69,304.46,302.21,301.62,295.37,299.90,306.25,305.62,324.37,319.18,316.88,322.00,323.29,337.87,358.04,369.43,377.56,361.46,365.50,362.16,358.20,353.42,351.71,367.08,367.35,374.40,395.60,430.66,L7
2006-12-13 21:55:19+00:00,372.54,384.64,388.62,375.73,360.57,361.06,363.08,353.80,353.13,345.18,348.30,344.76,343.88,340.85,341.25,333.43,331.45,344.07,340.49,337.21,337.44,337.62,321.70,329.40,333.08,334.45,335.26,340.79,336.77,336.16,335.60,334.48,330.93,327.45,328.53,338.54,338.99,338.72,335.89,336.47,325.71,337.11,328.12,335.03,330.89,332.84,333.76,336.17,331.21,336.34,337.71,334.79,335.42,339.46,341.17,335.65,332.03,332.96,321.57,314.66,310.81,313.82,324.87,331.90,331.17,336.09,339.94,335.18,333.97,319.63,314.72,317.33,338.79,339.49,337.15,335.26,344.06,345.45,346.89,332.75,341.67,344.31,349.68,347.51,341.83,347.91,349.87,345.17,339.44,344.86,348.55,348.48,349.87,354.34,354.55,357.63,356.09,354.59,353.02,356.75,358.17,361.97,362.85,363.68,362.15,360.74,360.74,364.08,355.50,357.92,353.37,352.60,341.93,338.42,338.41,351.49,369.81,361.34,355.98,353.58,334.26,340.59,341.15,328.31,317.89,323.53,333.32,333.30,319.87,335.01,330.81,318.35,328.50,329.30,327.45,346.82,347.59,348.00,354.20,362.77,365.44,370.27,357.38,352.53,349.26,346.65,347.96,342.33,354.26,342.58,338.78,342.23,335.82,319.92,321.69,315.50,311.03,301.62,306.91,307.75,306.25,305.62,324.37,319.18,316.88,322.00,323.29,337.87,369.55,371.56,377.56,364.26,365.85,363.10,358.97,353.05,349.47,361.89,366.03,372.97,394.70,432.31,L5
2007-01-29 21:57:09+00:00,372.54,384.64,388.62,375.73,361.05,360.57,361.37,353.36,354.38,346.78,351.18,347.76,347.57,343.85,346.71,337.79,335.42,347.76,343.81,338.65,339.60,340.60,325.00,330.42,334.54,336.38,335.60,340.52,339.14,339.83,339.57,336.97,331.94,330.29,329.96,343.23,344.21,343.01,340.44,340.64,329.92,340.03,329.79,338.11,333.09,334.45,333.91,336.64,330.15,339.37,342.20,340.97,343.79,346.73,348.31,344.45,337.72,339.90,330.60,328.48,317.49,320.70,323.74,330.87,331.61,338.24,342.77,336.80,336.52,323.08,322.18,323.46,344.10,344.89,345.84,342.28,352.17,348.72,350.80,341.38,346.50,344.72,347.56,345.62,340.42,347.73,351.36,344.43,338.97,344.40,348.28,350.62,352.38,355.86,357.41,361.78,358.26,356.69,355.15,360.28,362.71,367.01,364.85,364.91,365.12,364.22,363.16,363.90,354.58,359.53,354.40,357.75,353.61,347.92,348.83,361.47,376.63,365.76,359.71,359.88,340.83,343.71,341.13,326.94,316.62,321.38,330.32,333.51,315.64,335.52,332.64,321.80,329.65,326.98,325.35,345.62,344.12,345.71,352.43,358.02,365.44,370.27,357.38,352.53,349.26,346.65,347.60,342.60,352.96,343.86,338.05,338.33,333.91,318.94,320.24,314.81,310.11,300.70,307.24,308.57,307.81,311.19,325.95,324.36,328.01,335.72,333.66,333.72,369.55,371.56,377.56,364.26,365.85,363.10,358.97,347.35,344.01,353.93,362.12,364.46,387.57,426.76,L7
2007-02-07 21:51:02+00:00,372.54,383.22,385.69,375.31,362.46,361.03,361.40,354.51,354.82,349.16,352.58,349.23,347.53,343.85,346.71,337.79,335.42,347.76,343.81,340.11,343.00,342.25,328.92,333.53,337.62,339.18,337.67,341.63,341.49,342.12,339.57,336.97,331.94,330.29,329.96,343.23,344.21,343.01,341.93,341.39,331.71,339.86,332.09,338.85,335.88,337.85,336.37,338.02,332.71,340.67,342.20,340.97,343.79,346.73,348.31,344.45,337.72,341.06,336.08,333.68,322.30,324.21,327.27,333.78,334.39,340.45,345.17,340.69,339.71,325.68,322.18,323.46,344.10,344.89,345.84,342.28,352.17,348.72,352.83,344.87,348.94,348.31,352.58,350.16,345.32,351.29,354.23,347.49,343.56,346.17,348.28,350.62,352.38,355.86,357.41,361.78,358.26,356.69,355.15,362.72,366.58,368.47,366.51,366.86,366.04,365.35,365.90,367.75,356.71,360.40,357.33,362.38,353.61,347.92,348.83,361.47,376.63,365.76,359.71,359.88,341.28,343.85,343.69,331.20,325.40,328.13,334.93,341.17,324.49,338.24,334.76,325.44,332.44,329.88,329.78,346.70,344.12,345.71,352.43,358.02,365.44,370.27,357.38,352.53,349.26,346.65,347.60,342.60,356.62,348.03,338.32,338.45,334.64,322.06,321.54,315.67,310.64,309.70,315.14,316.06,318.62,322.67,330.29,333.72,336.66,335.72,333.66,333.72,369.55,371.56,377.56,364.26,365.85,363.10,358.97,347.35,344.01,353.93,362.12,364.46,387.57,428.29,L7
2007-02-14 21:57:15+00:00,372.54,383.22,385.75,376.33,364.04,361.83,362.10,358.32,359.02,353.46,355.36,351.93,350.29,346.90,348.93,337.79,335.42,347.76,343.81,340.31,343.95,343.76,332.88,337.07,341.36,342.63,339.22,343.29,344.56,346.10,343.97,339.97,333.39,330.29,329.96,343.23,344.21,343.34,341.88,341.37,334.91,342.73,335.63,342.22,338.93,341.43,338.52,339.88,335.39,342.68,343.57,342.66,343.79,346.73,348.31,344.45,337.57,340.96,336.92,333.82,321.09,319.99,324.93,333.68,338.64,344.61,347.61,341.84,335.42,327.20,325.75,330.17,344.10,344.89,345.84,342.28,353.59,350.83,354.03,346.86,350.02,353.96,357.94,355.04,349.25,356.17,358.39,351.21,348.20,350.70,350.61,352.40,356.54,355.86,357.41,361.78,358.33,356.08,354.96,363.63,367.61,369.14,370.48,371.32,369.54,369.41,370.52,371.91,360.75,363.10,361.09,365.49,358.00,350.86,348.83,361.47,376.63,367.49,361.26,359.53,342.07,344.48,345.57,333.52,335.91,335.92,335.16,346.50,333.10,339.25,334.05,328.78,333.76,330.60,332.02,344.58,343.98,346.63,355.69,357.28,365.44,370.27,356.94,352.95,350.54,349.90,350.60,349.66,360.23,351.05,340.60,339.34,336.34,324.97,322.83,316.91,311.35,311.78,317.32,317.99,322.33,325.99,331.51,333.72,336.66,335.72,333.66,333.72,369.55,371.56,377.56,363.45,362.21,358.12,354.07,345.66,343.12,351.83,358.44,363.76,389.12,428.30,L7
2007-02-23 21:51:07+00:00,383.31,384.51,384.22,376.68,363.08,361.27,361.47,358.65,358.93,353.52,355.05,352.23,350.63,349.54,358.62,343.39,336.07,355.81,346.67,340.55,345.52,346.54,333.28,337.63,342.19,343.24,339.63,342.25,344.36,345.19,344.03,340.82,335.67,331.70,332.20,350.42,348.59,345.01,343.17,342.34,333.84,343.29,335.83,342.39,338.81,339.72,336.50,337.96,332.89,345.15,345.70,351.21,347.03,347.30,351.11,352.02,341.59,341.71,341.02,335.61,320.81,319.84,324.58,333.67,337.66,346.87,351.32,346.51,339.72,330.87,332.06,343.40,348.58,354.02,356.66,334.18,363.94,360.55,359.56,352.24,351.95,355.68,358.88,354.83,348.33,356.72,360.25,353.33,350.81,351.68,352.06,353.82,357.00,356.16,360.09,366.11,359.67,352.79,353.16,365.09,368.48,370.02,371.29,371.79,370.69,369.75,372.82,380.55,364.70,367.76,367.67,374.30,363.58,359.78,357.13,350.64,392.04,374.70,366.33,363.06,343.05,344.83,345.53,336.23,335.91,335.92,335.16,346.50,334.33,342.12,336.15,333.27,337.66,334.47,338.03,344.03,340.83,351.23,362.03,362.29,371.40,371.84,359.93,352.50,356.85,354.07,355.47,349.66,360.23,351.05,340.60,339.34,336.34,324.97,322.81,316.91,311.35,311.78,317.32,324.00,330.75,333.51,334.49,339.55,341.09,339.43,337.75,340.90,368.43,371.86,379.70,365.05,356.78,351.33,347.43,337.02,335.33,338.97,344.85,352.18,384.65,426.84,L7
2007-03-18 21:57:21+00:00,383.31,382.94,385.05,376.78,363.50,361.32,361.51,358.19,358.51,352.64,355.05,352.23,350.63,349.54,358.62,341.73,337.00,349.50,344.60,339.56,344.36,344.55,332.71,336.59,340.91,341.28,338.37,342.25,344.36,345.19,344.03,340.82,335.10,331.43,331.54,345.30,344.99,342.46,341.43,341.30,334.90,342.91,335.71,341.94,337.93,338.95,336.50,337.96,332.89,345.15,345.70,347.17,344.50,345.56,348.91,347.90,340.88,341.56,339.69,334.01,320.99,320.51,324.90,333.79,336.75,346.87,351.32,346.51,339.72,330.87,332.06,342.05,347.74,352.67,353.94,339.35,361.04,357.56,357.09,351.29,350.51,354.80,357.92,355.31,348.99,355.83,360.25,353.33,350.81,351.68,352.06,351.59,355.38,355.57,358.42,362.51,358.16,352.51,353.29,363.70,366.86,367.94,369.19,370.22,368.60,367.24,372.82,380.55,364.70,367.76,367.67,374.30,358.53,353.68,352.34,359.58,387.01,375.03,367.14,363.19,342.18,344.81,346.33,336.23,334.86,336.20,334.69,343.78,332.43,342.12,336.15,333.27,337.66,334.47,338.03,342.59,340.57,350.68,359.91,360.86,369.74,369.07,358.93,350.81,354.99,353.21,353.81,348.09,357.13,348.10,340.33,338.78,335.70,325.21,320.08,316.91,311.35,311.78,317.32,324.00,330.75,333.51,334.49,337.90,338.58,340.92,339.83,343.32,366.61,372.17,370.17,361.82,354.42,348.90,343.21,335.26,334.03,339.32,341.45,350.34,383.49,426.22,L7
2007-04-19 21:57:19+00:00,387.64,387.18,389.16,379.12,364.60,363.08,363.37,360.51,360.16,354.66,357.56,356.31,355.24,356.75,369.38,350.24,344.11,355.49,349.11,341.49,347.22,348.53,337.66,339.95,343.62,343.07,339.66,344.30,348.17,349.40,348.33,347.27,341.53,337.73,333.25,351.57,348.32,344.44,343.33,343.51,336.75,345.15,337.60,343.85,338.97,340.62,338.80,340.42,334.99,346.03,348.60,349.71,347.50,348.83,354.12,353.14,342.84,343.09,340.96,336.51,323.61,321.86,327.44,336.26,338.93,348.43,352.96,347.95,342.74,335.46,336.22,345.77,354.19,357.21,362.09,344.52,364.76,361.40,360.46,355.09,354.89,358.78,362.03,359.80,353.53,359.68,363.24,356.21,354.47,354.50,355.97,355.46,359.17,359.24,364.43,369.18,360.42,353.60,354.76,364.90,367.93,369.51,370.69,371.50,369.93,369.85,376.10,383.71,367.98,369.28,369.33,375.64,358.10,354.80,358.76,368.52,396.10,379.32,370.67,364.61,343.89,346.92,349.92,343.17,340.52,341.47,340.58,349.72,338.10,347.84,341.60,338.00,341.15,337.33,341.31,346.40,345.61,356.07,364.98,364.12,377.40,377.24,363.42,355.84,362.32,359.62,358.03,355.32,362.04,351.54,341.98,340.27,338.76,329.17,323.59,322.66,317.93,319.37,324.17,329.65,337.46,339.20,337.75,339.48,341.05,347.22,345.34,345.14,369.46,373.08,366.48,357.55,347.45,342.81,337.45,330.79,330.30,338.45,340.82,349.29,388.25,429.40,L7
2007-04-28 21:51:07+00:00,387.64,387.18,389.16,379.12,364.60,363.08,363.37,360.51,359.65,354.23,357.03,355.87,354.70,355.96,365.68,348.51,343.33,350.49,349.11,341.49,347.22,348.53,337.66,339.95,343.62,341.17,338.26,342.97,347.00,348.27,348.00,345.18,340.15,335.90,332.82,346.18,348.32,344.44,343.33,343.51,336.75,345.15,337.60,342.55,338.37,340.76,337.98,338.90,334.45,342.44,344.05,344.78,343.36,343.27,348.69,353.14,342.84,343.09,340.96,336.51,323.61,321.86,327.44,336.21,339.72,348.49,351.92,346.66,341.72,334.18,332.89,344.41,351.99,355.50,359.23,344.52,364.76,361.40,360.46,355.09,354.89,358.78,362.03,360.73,354.88,359.71,362.25,355.76,353.26,352.69,352.48,352.39,356.84,358.16,360.43,363.43,360.42,353.60,354.76,364.90,367.93,369.51,370.69,371.50,368.55,369.03,374.97,381.34,366.88,367.65,366.62,370.79,354.15,351.92,352.35,358.16,396.10,379.32,370.67,364.61,343.89,346.92,349.92,343.17,340.52,341.47,342.21,349.81,338.80,346.56,341.03,337.24,340.07,336.54,339.89,345.12,344.50,353.55,361.37,362.10,373.24,377.24,363.42,355.84,362.32,359.62,358.03,355.32,362.04,351.54,341.98,340.27,338.76,329.69,324.47,322.95,319.46,319.69,324.14,329.46,336.25,337.06,335.18,335.38,337.33,342.43,345.57,345.89,363.17,362.96,366.48,357.55,347.45,342.81,337.45,330.79,330.30,338.45,340.82,349.29,388.25,429.40,L7
2007-05-21 21:57:09+00:00,384.63,383.15,383.74,374.44,360.99,359.49,361.11,358.70,358.19,353.67,356.86,356.22,354.15,355.96,365.68,348.51,343.33,350.49,350.93,342.62,344.51,346.28,337.02,339.49,342.16,339.74,337.20,341.70,345.79,347.16,348.00,345.18,340.15,335.90,331.15,343.81,345.64,342.25,341.70,342.66,336.78,343.81,337.23,341.78,337.68,339.57,336.47,337.02,331.99,342.44,344.05,344.78,343.36,339.16,343.25,343.17,337.71,339.22,343.58,338.51,325.36,323.31,326.98,336.02,339.56,346.39,349.15,345.04,341.72,334.18,332.89,344.41,351.99,356.80,358.48,344.94,362.71,360.62,359.55,354.48,354.22,358.35,361.18,360.31,354.12,358.22,360.13,355.32,353.26,352.69,352.48,352.39,356.84,356.14,357.77,359.80,358.25,351.88,351.69,361.83,365.26,366.53,368.14,369.28,366.85,367.65,372.54,377.74,366.88,367.65,366.62,370.79,354.15,346.52,344.57,349.55,381.76,379.32,365.02,364.61,342.59,344.89,347.05,341.95,338.92,342.13,342.33,348.36,338.08,344.10,339.25,337.24,340.07,336.54,339.89,345.12,344.50,350.69,357.97,363.95,376.81,378.99,364.99,355.03,360.12,358.63,357.50,354.96,360.30,350.53,342.57,340.70,338.80,330.44,325.25,323.01,319.01,319.69,324.14,329.46,336.25,337.06,335.18,335.38,339.27,343.96,347.02,343.62,355.03,355.73,349.37,348.85,343.68,339.95,341.74,334.68,333.58,339.93,346.10,354.04,390.05,430.90,L7
2007-06-15 21:50:54+00:00,380.86,373.27,375.73,370.01,362.96,356.79,357.86,356.12,354.66,353.79,356.13,356.23,353.62,357.82,360.38,348.51,343.33,338.65,348.48,343.40,344.93,342.97,341.20,340.41,341.81,337.60,337.66,342.86,346.54,348.59,349.19,345.18,339.62,335.69,332.03,335.33,335.37,335.40,337.71,339.43,338.89,338.89,338.13,340.00,338.45,341.08,339.04,335.98,333.55,340.38,338.11,336.71,336.33,331.99,334.51,331.14,333.04,335.65,343.97,335.38,327.25,324.62,328.31,337.54,341.26,347.95,351.58,347.47,343.03,336.05,332.89,346.67,347.84,354.19,352.58,343.97,360.03,354.27,352.04,350.36,350.10,355.09,360.03,363.41,358.83,360.79,360.71,358.33,356.73,351.91,346.15,345.74,351.74,352.13,353.60,354.09,355.66,347.48,348.20,356.94,360.60,359.12,362.35,365.07,362.31,364.35,372.12,377.29,369.65,366.38,369.32,368.33,344.03,337.18,334.50,353.43,374.09,381.38,366.62,360.87,340.30,341.13,346.54,345.78,344.07,344.55,342.96,351.39,341.58,341.59,339.78,341.58,342.18,340.20,343.20,341.69,340.11,348.04,353.58,361.58,377.77,374.87,367.48,350.31,362.21,362.55,358.15,357.12,359.59,351.30,342.73,337.91,338.10,332.87,325.04,323.88,319.78,323.99,330.57,337.83,340.13,337.06,335.09,335.38,339.27,345.30,348.90,344.10,347.50,349.16,346.37,345.25,341.19,337.50,339.03,333.69,338.36,345.14,347.17,354.31,391.32,432.28,L7
2007-09-10 21:56:39+00:00,372.33,375.55,378.65,367.56,358.86,354.68,358.32,353.71,353.34,350.83,355.96,358.84,355.67,361.30,359.09,346.14,350.14,343.33,352.76,345.98,341.07,338.18,339.55,339.12,336.54,332.86,333.34,339.10,341.93,346.44,353.04,347.88,339.30,337.35,332.46,333.42,333.95,333.52,333.28,337.45,341.30,338.46,336.58,338.79,334.45,338.50,335.24,331.05,330.08,331.03,335.05,332.91,335.91,333.28,335.60,329.70,327.91,332.76,336.93,327.49,322.98,322.32,324.85,335.73,340.78,345.25,341.11,338.41,340.45,333.75,329.65,348.00,353.16,354.94,351.46,347.10,349.75,342.91,346.59,345.42,345.97,351.21,355.02,362.20,357.46,355.01,353.15,355.16,350.18,345.82,341.66,345.54,352.58,354.04,353.02,352.19,353.14,348.99,348.96,350.47,351.84,354.24,358.51,361.01,359.61,361.18,363.98,361.52,364.83,358.13,354.94,352.81,343.13,335.46,337.45,357.09,363.27,373.67,361.46,358.82,340.42,342.76,345.79,341.31,339.79,344.79,343.27,338.91,337.72,337.15,337.90,338.51,337.15,336.91,340.11,344.95,348.39,348.18,350.90,362.10,372.37,372.95,365.12,351.82,355.99,357.25,352.78,355.03,354.27,347.04,346.76,343.18,341.70,335.24,325.26,328.97,327.76,327.06,329.63,333.01,334.39,328.39,324.60,322.25,330.11,342.27,348.37,343.93,342.46,345.02,336.52,333.13,336.70,336.01,339.20,338.25,339.54,350.86,349.19,358.47,395.48,436.43,L7
2007-09-19 21:50:26+00:00,375.27,373.19,367.30,362.17,357.35,352.35,357.18,353.27,352.89,351.91,355.96,358.84,355.67,361.30,359.09,350.84,353.59,349.71,360.99,352.16,342.90,340.94,342.99,342.39,338.07,334.19,334.30,339.10,341.93,344.57,351.84,347.29,342.38,339.83,334.18,334.11,334.18,333.32,332.32,336.18,341.32,337.92,336.94,338.68,334.68,339.55,335.24,331.05,334.50,336.34,337.27,333.65,336.75,334.50,336.97,332.56,331.25,331.64,338.74,327.55,323.20,321.77,324.34,335.99,343.15,345.25,341.11,338.41,356.58,345.72,342.90,357.49,361.01,358.50,353.18,349.59,352.53,349.42,351.33,348.22,347.00,351.63,355.73,363.20,358.59,356.37,353.15,355.16,357.21,352.58,341.66,350.16,355.51,355.95,355.93,357.67,359.12,348.92,348.40,355.10,356.21,353.93,358.98,361.07,360.52,363.44,363.98,361.52,364.83,356.29,353.64,351.05,344.29,338.15,336.12,358.86,365.31,375.15,360.87,358.61,342.35,341.23,344.24,341.31,342.61,346.52,346.11,341.76,343.30,337.15,337.90,338.51,337.15,348.18,349.74,357.07,358.68,353.15,351.55,364.64,377.70,382.34,379.63,365.38,363.67,361.95,356.91,355.09,360.56,352.59,349.42,345.96,345.20,337.39,333.37,328.97,327.76,327.06,329.63,333.01,333.46,327.57,324.02,320.37,329.65,340.03,346.94,341.53,336.18,335.22,329.87,329.37,336.39,336.50,344.07,344.24,346.36,349.37,355.37,364.87,400.22,440.07,L7
