dates,satname,nzd0303-0000,nzd0303-0001,nzd0303-0002,nzd0303-0003,nzd0303-0004,nzd0303-0005,nzd0303-0006,nzd0303-0007,nzd0303-0008,nzd0303-0009,nzd0303-0010,nzd0303-0011,nzd0303-0012,nzd0303-0013,nzd0303-0014,nzd0303-0015,nzd0303-0016,nzd0303-0017,nzd0303-0018,nzd0303-0019,nzd0303-0020,nzd0303-0021,nzd0303-0022,nzd0303-0023,nzd0303-0024,nzd0303-0025,nzd0303-0026,nzd0303-0027,nzd0303-0028,nzd0303-0029,nzd0303-0030,nzd0303-0031,nzd0303-0032,nzd0303-0033,nzd0303-0034,nzd0303-0035,nzd0303-0036,nzd0303-0037,nzd0303-0038,nzd0303-0039,nzd0303-0040,nzd0303-0041,nzd0303-0042,nzd0303-0043,nzd0303-0044,nzd0303-0045,nzd0303-0046,nzd0303-0047,nzd0303-0048,nzd0303-0049,nzd0303-0050,nzd0303-0051,nzd0303-0052,nzd0303-0053,nzd0303-0054,nzd0303-0055,nzd0303-0056,nzd0303-0057,nzd0303-0058,nzd0303-0059,nzd0303-0060,nzd0303-0061,nzd0303-0062,nzd0303-0063,nzd0303-0064,nzd0303-0065,nzd0303-0066,nzd0303-0067,nzd0303-0068,nzd0303-0069,nzd0303-0070,nzd0303-0071,nzd0303-0072,nzd0303-0073,nzd0303-0074,nzd0303-0075,nzd0303-0076,nzd0303-0077,nzd0303-0078,nzd0303-0079,nzd0303-0080,nzd0303-0081,nzd0303-0082,nzd0303-0083,nzd0303-0084,nzd0303-0085,nzd0303-0086,nzd0303-0087,nzd0303-0088,nzd0303-0089,nzd0303-0090,nzd0303-0091,nzd0303-0092,nzd0303-0093,nzd0303-0094,nzd0303-0095,nzd0303-0096,nzd0303-0097,nzd0303-0098,nzd0303-0099,nzd0303-0100,nzd0303-0101,nzd0303-0102,nzd0303-0103,nzd0303-0104,nzd0303-0105,nzd0303-0106,nzd0303-0107,nzd0303-0108,nzd0303-0109,nzd0303-0110,nzd0303-0111,nzd0303-0112,nzd0303-0113,nzd0303-0114,nzd0303-0115,nzd0303-0116,nzd0303-0117,nzd0303-0118,nzd0303-0119,nzd0303-0120,nzd0303-0121,nzd0303-0122,nzd0303-0123,nzd0303-0124,nzd0303-0125,nzd0303-0126,nzd0303-0127,nzd0303-0128,nzd0303-0129,nzd0303-0130,nzd0303-0131,nzd0303-0132,nzd0303-0133,nzd0303-0134,nzd0303-0135,nzd0303-0136,nzd0303-0137,nzd0303-0138,nzd0303-0139,nzd0303-0140,nzd0303-0141,nzd0303-0142,nzd0303-0143,nzd0303-0144,nzd0303-0145,nzd0303-0146,nzd0303-0147,nzd0303-0148,nzd0303-0149,nzd0303-0150,nzd0303-0151,nzd0303-0152,nzd0303-0153,nzd0303-0154,nzd0303-0155,nzd0303-0156,nzd0303-0157,nzd0303-0158,nzd0303-0159,nzd0303-0160,nzd0303-0161,nzd0303-0162,nzd0303-0163,nzd0303-0164,nzd0303-0165,nzd0303-0166,nzd0303-0167,nzd0303-0168,nzd0303-0169,nzd0303-0170,nzd0303-0171,nzd0303-0172,nzd0303-0173,nzd0303-0174,nzd0303-0175,nzd0303-0176,nzd0303-0177,nzd0303-0178,nzd0303-0179,nzd0303-0180,nzd0303-0181
2004-12-07 21:46:11+00:00,L5,398.36,403.53,407.01,396.78,387.06,388.36,376.93,377.16,373.32,378.76,375.73,367.16,359.33,354.48,355.31,351.42,349.89,349.93,343.63,348.75,340.92,340.07,342.05,346.32,347.41,345.58,349.10,345.84,345.54,346.27,346.95,342.01,343.34,342.40,340.44,342.71,341.93,347.09,352.57,349.95,350.97,343.12,342.52,337.89,343.85,351.60,349.70,345.69,350.48,345.46,344.65,342.38,353.65,358.98,353.63,341.34,336.24,343.63,345.89,349.73,336.53,331.88,336.66,340.37,345.02,345.70,349.87,353.33,351.66,347.81,343.78,342.93,341.97,350.15,353.94,348.51,345.19,346.88,340.17,344.97,343.70,347.60,345.06,343.85,345.34,349.75,357.77,357.27,361.61,364.29,359.96,356.79,364.02,360.83,365.34,366.25,365.92,363.60,368.93,368.21,368.81,368.02,367.99,373.48,375.93,382.53,381.35,374.59,370.26,364.93,367.08,362.13,354.39,356.42,367.02,379.82,376.92,378.70,368.72,367.12,354.99,359.60,363.25,334.53,338.25,334.80,329.59,323.01,325.10,328.52,332.78,337.80,343.08,349.10,346.73,352.26,351.84,351.38,362.00,361.84,365.96,358.73,349.12,339.90,330.77,324.17,326.22,324.05,326.02,339.81,344.42,333.71,332.53,327.77,319.14,310.00,310.01,298.83,293.40,293.64,320.93,331.55,332.90,329.61,317.97,303.11,305.47,314.01,319.61,330.93,363.46,376.75,385.61,389.27,385.74,408.09,418.85,419.91,433.39,444.78,459.72,479.09
2005-01-15 21:52:57+00:00,L5,399.97,394.88,409.61,407.48,403.08,390.16,384.50,378.19,377.07,373.42,370.32,360.44,353.62,349.03,349.94,346.38,349.83,350.72,359.62,358.58,360.33,353.12,353.47,351.78,366.15,366.23,356.28,341.08,339.83,344.03,342.46,337.99,344.48,352.72,349.98,350.52,365.35,367.82,373.47,363.34,356.33,357.43,358.88,355.81,360.91,355.39,344.91,354.29,343.41,336.56,338.58,337.45,339.66,342.44,353.59,392.10,380.58,365.81,359.85,348.69,339.91,345.77,348.99,349.95,343.39,350.55,358.54,355.01,350.54,345.25,340.84,339.00,357.38,356.94,354.89,378.58,377.85,370.91,363.55,362.72,369.12,374.90,362.76,354.18,345.09,361.02,362.46,370.32,361.07,372.34,355.20,369.57,358.94,360.13,370.32,375.61,380.11,387.41,395.44,402.90,407.16,408.98,397.45,385.96,376.04,376.70,368.60,366.17,364.02,355.03,374.59,382.30,363.32,365.25,377.34,390.14,399.86,402.54,393.35,388.22,374.38,377.97,389.20,,356.41,356.93,363.19,355.16,353.64,353.38,353.65,350.45,348.35,358.52,354.20,369.45,370.48,377.25,388.38,384.94,384.02,388.08,386.22,403.03,391.90,372.53,384.38,388.31,387.46,368.77,368.48,356.59,334.43,314.11,305.64,301.99,333.12,339.38,364.07,331.63,317.93,308.64,294.57,300.64,308.24,321.43,336.70,352.65,353.44,348.58,388.97,409.84,400.82,469.94,459.21,405.46,433.08,471.00,472.10,465.20,486.72,493.52
2005-01-16 21:50:03+00:00,L7,413.86,403.47,405.25,406.23,401.56,,,,,,,,368.05,361.67,362.28,359.16,359.33,363.52,365.74,354.87,356.04,351.77,341.05,,,,,,,,356.32,347.35,350.22,363.05,359.41,361.50,362.44,366.81,372.64,358.96,354.58,,,,,,,,,349.14,351.42,351.51,355.58,358.53,,395.27,377.64,368.24,360.68,349.04,342.91,,,,,,,,,357.27,352.18,349.39,355.33,366.16,351.50,375.64,376.75,370.86,365.69,367.47,374.09,375.56,,,,,,,,,,,,,,,,,,,,409.39,,,,,,,,,,,,,,,,,,367.24,360.88,385.57,394.82,345.55,,,,,,,,,,,,,,,,,,,,,378.56,366.74,387.34,387.48,382.06,364.16,361.20,356.29,,,,,,,,,,,,304.50,285.06,,,,,,384.69,,337.71,329.07,350.01,405.71,442.90,474.32,466.12,461.65,492.45,489.33
2005-01-31 21:53:09+00:00,L5,397.37,414.61,414.98,412.18,399.95,391.75,379.02,376.95,373.11,366.69,366.76,374.60,375.49,365.08,363.51,363.19,385.56,347.37,338.63,325.40,327.32,343.92,348.29,348.29,348.01,343.33,344.73,344.82,356.24,355.10,360.36,374.18,367.77,354.28,355.37,354.10,356.75,366.43,347.32,345.92,348.65,346.42,352.21,356.85,339.25,343.33,353.67,350.69,354.11,355.30,,,,,,,,,,,,332.70,338.30,340.45,341.91,343.34,356.85,358.95,360.82,360.62,366.31,371.79,369.17,366.19,355.41,352.53,357.78,350.16,367.74,362.44,353.15,352.64,348.98,350.76,347.21,369.53,378.96,379.64,373.03,372.50,382.98,365.11,365.64,377.08,375.95,386.87,385.41,384.38,383.28,388.31,390.07,384.39,389.53,389.56,383.80,384.91,390.20,390.42,385.39,375.54,393.21,399.27,391.22,379.95,376.34,390.70,385.85,387.09,374.08,368.72,364.99,383.26,392.53,351.19,362.40,351.88,355.47,357.08,370.09,371.76,366.32,366.42,365.21,367.06,362.85,370.67,382.82,391.72,385.51,376.40,371.88,372.13,377.34,381.69,368.26,360.59,360.25,371.51,372.61,369.79,365.53,354.81,317.96,311.66,312.71,314.60,346.01,401.84,385.82,345.95,327.86,318.17,301.19,313.70,321.18,322.12,335.99,346.85,355.71,354.98,378.62,388.39,414.71,454.80,407.87,418.82,433.77,460.70,459.64,455.76,463.03,496.69
2005-02-01 21:50:07+00:00,L7,,,,,,,,379.97,382.09,378.35,376.28,373.95,370.07,361.95,361.67,363.28,376.43,,,,,,,,356.36,355.72,358.56,356.99,354.40,353.34,362.64,374.33,368.22,352.23,354.95,,,,,,,,,363.48,353.81,354.67,360.61,346.37,357.17,359.67,354.93,353.23,359.23,361.74,380.50,,,,,,,,,348.69,347.75,344.90,351.16,350.78,354.98,360.26,362.19,364.85,363.31,360.09,349.23,,,,,,,,,356.28,355.37,369.96,373.76,372.80,370.63,370.12,383.82,362.12,366.91,378.84,373.38,376.16,,,,,,,,,,381.66,379.39,375.57,375.18,370.69,380.14,389.54,366.32,356.05,364.38,384.95,370.95,,,,,,,,,,,351.21,377.49,366.26,359.95,355.53,353.66,355.69,355.81,362.17,383.19,390.29,388.92,381.18,380.04,377.75,385.38,,,,,,,,,,,,309.79,316.31,339.68,,,324.85,317.28,307.16,300.52,314.41,315.93,319.82,331.38,343.68,340.97,356.69,383.42,393.81,405.63,451.98,420.09,,,,,,,
2005-02-08 21:56:22+00:00,L7,,,,,354.77,353.50,348.91,347.47,343.91,341.90,342.60,341.13,335.89,325.77,322.73,323.32,,,,,,316.17,312.77,312.12,313.34,313.33,316.74,314.02,312.41,315.77,319.56,321.52,320.84,315.80,,,,,,,318.74,318.25,317.72,316.56,317.61,320.86,317.64,313.58,315.86,312.86,320.89,321.69,319.95,,,,,,313.99,310.94,306.29,305.73,307.35,313.38,315.49,316.36,316.66,314.21,318.39,314.71,310.55,313.56,320.39,,,,,,,315.03,309.57,312.22,313.10,314.76,316.03,321.91,326.55,323.12,325.56,330.62,331.17,333.75,333.62,,,,,,,345.47,344.30,343.74,346.71,347.45,345.91,344.65,345.40,345.02,341.52,338.32,340.08,339.19,335.23,335.49,,,,,,,325.15,318.71,308.81,276.36,297.03,295.56,293.19,290.84,291.56,293.86,292.96,296.80,299.24,305.79,310.28,315.61,315.97,317.83,,,,,,,,295.88,295.19,299.48,306.03,300.70,301.53,295.45,287.03,280.71,270.84,269.19,270.28,268.29,267.61,266.53,272.49,276.58,274.46,278.26,276.72,266.61,,,,,,,,,82.49,116.53,368.25,377.77,386.36,400.27,414.67,435.64
2005-03-04 21:53:40+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,349.76,351.31,347.48,345.47,350.87,359.73,358.77,355.76,352.06,345.40,342.81,349.37,344.18,347.29,343.83,348.45,351.42,349.40,354.53,348.01,343.54,338.16,336.56,335.57,337.05,331.58,344.64,353.53,356.56,361.66,360.01,364.50,356.59,347.94,338.59,336.98,335.77,335.70,336.02,340.98,342.80,339.29,345.30,352.24,351.04,354.20,361.94,363.57,358.07,,367.89,365.49,366.49,362.03,348.54,344.96,347.24,348.94,352.47,352.90,357.44,364.35,354.91,357.21,358.32,354.77,359.26,354.75,349.63,358.09,367.75,371.15,371.10,378.39,383.25,383.57,383.81,384.24,387.15,385.62,380.40,371.34,365.59,363.42,362.14,372.91,369.79,360.08,365.66,360.49,368.74,358.95,358.38,361.07,368.13,358.73,360.27,353.80,351.36,344.93,323.69,346.55,348.18,345.75,346.11,345.69,336.86,329.36,333.76,338.90,348.01,375.60,368.46,358.82,359.30,356.11,360.48,349.58,356.76,341.38,330.49,336.95,345.70,342.79,351.97,345.48,334.81,312.28,307.03,302.59,323.40,334.59,335.42,326.07,314.75,298.42,293.65,286.74,290.88,308.58,318.53,322.11,328.21,329.71,333.18,352.88,,414.43,401.17,385.76,399.94,425.86,434.25,428.69,431.06,461.16,460.15
2005-03-12 21:56:32+00:00,L7,370.59,378.80,380.65,,,,,,357.44,355.90,347.45,344.26,337.38,330.63,334.62,342.74,341.68,335.35,346.62,337.58,,,,,,329.96,328.46,326.88,330.12,342.21,346.82,343.78,338.85,328.77,325.92,327.31,331.54,329.46,,,,,,,324.56,323.52,324.51,324.04,326.86,327.43,334.44,328.09,330.30,344.93,347.25,344.46,344.60,337.46,,,,,318.58,321.25,328.38,330.11,332.93,326.68,328.56,329.19,331.87,330.72,330.95,324.17,322.93,328.58,332.05,,,,,,,329.38,335.59,339.38,341.78,338.04,341.62,341.66,343.70,342.33,337.52,333.88,346.08,350.06,352.80,352.17,,,,,,,365.27,362.93,356.63,352.86,344.06,348.31,351.47,348.43,345.93,347.75,348.48,344.30,349.59,351.33,,,,,,,,317.01,318.12,314.15,318.07,321.78,320.86,319.16,311.03,309.19,317.05,334.50,341.75,340.83,335.70,340.73,337.39,333.23,327.22,305.74,,,,,,,,308.06,298.68,286.82,283.90,306.36,308.59,304.23,300.67,289.83,281.76,275.91,263.98,271.67,287.33,297.37,301.92,297.17,298.34,305.41,,379.47,380.60,369.92,373.99,399.71,105.96,,92.39,107.93,117.85,189.26
2005-04-05 21:53:54+00:00,L5,354.71,364.63,367.06,366.96,361.52,348.45,350.02,356.53,352.96,348.65,342.61,338.50,330.96,325.21,326.22,329.59,328.75,334.65,328.81,322.96,322.77,327.32,328.45,326.93,327.49,329.04,328.61,327.46,331.26,331.15,330.40,320.26,319.45,314.92,313.67,314.00,320.47,324.61,327.67,330.20,331.65,331.37,328.72,324.26,319.55,319.58,318.75,316.94,319.44,322.68,317.26,317.64,329.04,332.02,331.28,336.53,337.47,339.58,325.80,316.85,313.58,313.25,310.90,314.10,322.17,323.40,326.22,323.66,322.63,318.26,314.61,319.01,317.17,316.04,312.45,319.06,323.93,330.44,322.74,321.92,314.56,317.51,321.80,324.76,333.16,336.54,337.05,334.92,335.43,334.86,334.76,327.03,326.17,328.15,330.77,338.56,346.57,351.52,358.98,360.28,355.40,357.64,359.62,358.09,353.57,352.45,348.37,342.74,340.54,342.04,344.99,338.96,333.95,337.25,336.70,336.07,349.66,354.39,349.32,337.17,334.63,323.21,322.45,314.30,310.09,311.23,310.68,304.13,311.96,314.25,305.12,307.65,307.53,306.89,314.92,325.56,331.72,332.52,332.27,329.30,330.69,334.52,324.50,314.91,311.65,312.47,316.86,318.08,319.54,321.57,317.00,300.10,292.77,283.16,286.53,300.49,305.78,305.49,293.35,285.80,270.19,253.31,241.25,257.79,275.48,290.37,289.63,283.28,288.52,312.20,346.23,375.74,366.17,365.92,374.00,392.04,391.17,392.28,401.88,420.36,430.11,438.35
2005-04-13 21:56:24+00:00,L7,384.07,392.42,392.64,389.23,,,,,,360.95,353.40,346.12,343.73,340.66,342.98,350.23,358.54,359.16,356.29,343.71,334.16,,,,,,340.55,341.01,340.96,343.48,349.44,339.32,338.92,331.12,328.69,327.81,337.50,341.62,342.54,328.89,,,,,,333.68,331.40,331.89,335.64,336.15,333.60,336.23,347.74,349.15,349.12,354.20,351.31,351.92,340.90,,,,,,333.53,335.38,331.71,334.31,336.76,333.73,334.84,336.78,333.94,327.22,325.96,335.14,342.47,345.82,337.75,,,,,,344.52,349.18,346.29,349.00,352.27,350.04,351.62,348.40,346.01,346.04,350.00,354.33,360.45,359.32,363.88,360.87,,,,,359.38,359.22,357.03,353.69,354.98,355.62,355.66,357.20,341.71,347.89,343.39,341.93,350.91,352.58,352.84,351.49,,,,,,,326.41,325.61,328.60,332.36,324.78,317.38,313.51,318.91,335.17,347.81,353.44,352.13,354.16,352.13,350.35,356.73,346.92,335.19,323.16,,,,,,,,302.46,299.49,304.14,316.13,319.66,314.71,306.39,299.16,288.33,276.44,269.50,287.69,308.96,321.07,319.06,305.18,301.01,344.93,381.01,386.51,372.41,378.07,404.32,405.63,411.85,407.25,411.13,424.98,109.13,158.92
2005-04-21 21:53:58+00:00,L5,,,,,,,,,350.71,348.41,334.87,331.58,330.93,322.49,320.15,329.53,329.80,331.85,330.76,315.16,310.47,311.93,309.51,309.49,312.77,320.14,322.88,324.11,327.91,330.70,328.82,325.79,318.53,315.36,309.66,308.64,314.71,317.67,317.28,316.24,314.75,316.49,315.08,320.43,318.08,315.60,315.67,315.29,319.14,315.38,318.05,316.83,322.97,324.15,323.34,323.41,322.36,325.30,315.08,307.84,302.02,307.96,303.39,304.69,314.59,313.53,316.25,317.62,318.78,313.64,312.13,317.56,316.57,311.94,310.39,312.66,313.07,316.71,312.27,305.89,306.37,311.06,313.59,315.50,323.94,330.34,329.47,328.66,331.81,333.09,336.29,333.66,330.16,327.76,333.80,335.81,340.84,337.62,344.07,346.49,348.98,348.66,348.80,352.62,350.38,344.73,343.17,341.34,336.75,338.83,341.94,343.53,336.04,338.53,335.01,341.72,349.90,345.87,339.33,330.35,320.25,319.75,313.81,312.32,312.73,307.25,305.84,306.91,305.26,301.24,297.00,300.14,296.99,304.39,313.19,321.39,326.00,323.94,325.26,324.74,323.39,321.22,313.07,304.06,300.81,302.04,299.17,309.43,312.18,313.64,312.36,301.40,285.43,278.55,283.59,294.00,306.35,296.08,292.22,284.00,271.28,259.28,251.04,272.43,,,,,,,,,,,,,,,401.64,414.91,427.12,444.15
2005-04-22 21:50:11+00:00,L7,,,,,345.49,339.33,339.93,340.50,340.17,339.72,331.59,326.39,325.01,319.23,,,,,,,,,308.05,308.12,307.03,310.72,309.89,312.66,314.34,318.02,321.54,318.40,,,,,,,,,,,,308.19,308.70,311.52,311.02,308.82,311.17,310.71,315.84,308.56,,,,,,,,300.92,299.82,299.37,295.95,300.02,308.72,307.40,310.04,310.46,310.60,305.80,309.96,304.64,,,,,,,,,302.85,300.93,301.66,305.24,308.79,318.30,322.55,319.51,322.33,326.42,326.61,327.41,,,,,,,,,,338.89,340.06,339.15,338.28,334.46,333.58,333.96,331.59,329.23,331.96,331.65,326.81,,,,,,,,,,,284.62,297.07,295.64,292.63,291.47,289.23,289.15,284.95,285.01,287.63,292.11,304.36,311.96,316.52,310.26,,,,,,,,,,,,,303.35,289.87,279.05,272.80,276.51,291.19,293.52,291.24,289.15,275.03,256.95,244.56,239.01,258.27,266.48,267.05,,,,,,,,,76.54,,110.07,,,,,
2005-05-08 21:50:15+00:00,L7,,,,,,,,,,337.96,333.04,323.82,318.63,,,,,,,,309.45,309.87,303.77,304.29,307.93,308.89,311.87,310.84,317.31,320.88,315.14,,,,,,,,311.49,310.42,313.35,307.83,306.70,307.82,309.93,309.05,307.44,306.55,313.74,,,,,,,,,,306.13,295.43,297.00,297.17,293.29,294.40,303.69,301.05,303.81,309.02,308.73,,,,,,,,,,301.66,300.53,298.21,298.74,296.57,301.49,312.88,320.57,316.41,319.22,323.08,318.07,,,,,,,,,,338.34,337.53,338.92,339.60,338.27,335.82,335.92,332.63,,,323.04,321.82,,,,,,,,,,308.85,302.88,295.54,294.02,293.86,290.68,291.21,286.82,291.28,285.27,284.17,289.16,288.19,294.78,302.24,,,,,,,,,,,,,292.96,294.14,296.95,293.88,283.63,276.89,274.56,276.83,287.06,287.19,289.01,285.00,266.30,249.08,243.49,,,,,,,,,,,,,76.80,99.04,108.97,,,,,
2005-05-24 21:50:14+00:00,L7,,,,,,,,,337.89,339.36,332.54,323.79,319.20,317.68,316.19,314.76,316.70,322.26,318.98,,,,,,,,306.86,303.73,308.46,313.27,311.46,310.63,302.39,298.86,302.83,307.57,307.35,,,,,,,,,307.08,305.49,304.37,308.81,307.04,313.06,312.29,312.38,312.88,319.80,310.20,,,,,,,,,299.10,298.54,302.17,302.56,300.85,294.17,304.90,308.76,307.88,308.58,305.72,301.93,,,,,,,,,,319.29,321.52,321.01,322.81,325.39,324.33,325.49,326.00,322.69,324.99,331.46,337.32,328.20,,,,,,,,,332.54,,,320.95,325.82,328.06,318.50,318.89,319.51,335.07,344.53,344.38,336.74,,,,,,,,,,,284.83,287.71,289.76,292.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-05-31 21:56:23+00:00,L7,,,,,,350.52,348.68,345.98,346.68,339.89,339.89,341.13,325.64,326.50,322.08,325.87,336.35,331.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.47,295.39,296.95,294.37,291.12,310.59,310.79,320.12,329.23,317.10,297.89,302.01,308.35,305.75,300.60,,,,,,295.81,291.78,295.57,296.15,,326.99,330.54,334.75,338.23,338.13,332.81,331.68,330.84,328.62,327.90,,,,,,,341.34,345.09,345.16,,,330.74,335.26,,,,342.68,339.58,322.29,314.70,316.89,,,,,,,322.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-08 21:54:20+00:00,L5,,,,,,,,,346.57,346.97,343.83,,,,,,,,,,,,,,,,,,,,,,,,311.22,315.84,327.43,328.07,325.22,324.06,315.43,314.21,318.56,316.45,310.83,314.73,312.42,314.26,319.74,319.36,316.60,314.24,312.39,314.51,330.28,331.32,341.61,334.02,317.56,306.32,303.44,301.63,300.38,300.57,313.74,319.99,319.03,325.45,319.19,292.45,299.38,309.80,308.49,306.86,312.66,309.60,305.90,309.55,303.23,303.18,302.71,308.21,311.08,311.63,321.04,330.21,329.80,335.30,334.19,335.97,330.68,329.73,324.85,325.72,334.38,340.24,338.65,339.08,345.49,345.29,343.98,347.75,350.19,351.80,347.97,339.85,333.35,335.14,336.61,338.85,332.74,323.89,317.04,320.64,330.62,342.65,351.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-24 21:54:25+00:00,L5,,,,,,,,,,,,,,,493.25,515.13,574.78,627.11,,,,,,,,,301.23,,,,,455.94,,,,,,,,,,,,,414.16,,,,,,279.98,349.80,342.93,,,,,,,,,,,,,,,,,,,,,257.09,,,,,,,,,,272.67,,,,,,,,,,,408.04,,,252.05,,299.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.53,,,225.39,,,,,,,,,,,,,278.51,293.69,296.27,316.17,,386.27,,,,,,,,,,,,119.93,253.05,159.02,,,,,,,,,,,370.09,506.77,393.80,254.02,234.92
2005-08-03 21:56:13+00:00,L7,,,,,,344.29,347.17,344.67,339.30,334.66,331.63,330.43,326.91,326.35,325.28,329.40,326.60,,,,,,312.47,308.35,310.95,311.01,317.35,320.06,323.19,325.68,321.86,322.41,314.60,312.83,315.07,,,,,,324.62,317.77,316.52,315.61,310.04,313.30,316.72,316.48,317.39,317.28,316.37,317.39,317.48,329.51,,,,,,292.70,295.18,298.59,291.97,293.24,311.41,311.43,323.31,324.33,311.76,303.21,300.28,305.50,307.66,296.04,,,,,,,,,,,,,,,,,,,,,,,,,,,343.39,345.33,341.61,345.73,340.36,341.96,342.62,341.54,336.12,341.62,338.22,334.46,328.49,324.29,317.91,,,,,,,316.82,319.98,,304.45,305.48,308.09,308.73,307.37,,,,,,,,,,,,,,,,,,307.87,310.53,316.15,313.69,311.47,311.26,311.71,308.56,309.97,305.97,294.60,289.15,289.50,285.80,278.23,270.18,259.86,261.95,269.35,267.29,267.15,,,,,,,,,,,,,,,
2005-08-20 21:48:42+00:00,L5,358.84,358.35,359.84,359.79,354.82,351.21,352.15,352.23,343.07,344.73,336.77,331.68,331.33,331.54,335.34,332.63,332.19,327.82,326.68,325.92,329.14,322.72,319.90,317.65,323.95,318.87,322.49,321.41,320.93,324.58,324.51,316.74,316.07,309.86,307.83,312.03,314.22,326.23,330.85,329.80,321.99,322.00,316.55,317.64,317.42,316.13,313.35,313.55,316.21,314.02,316.22,313.65,317.41,330.06,339.98,348.19,346.78,344.73,320.89,306.33,304.88,299.96,300.64,298.46,315.12,318.59,329.18,329.22,327.74,311.57,303.16,309.90,315.63,321.48,313.60,319.25,317.33,315.54,309.47,311.66,310.94,321.22,334.24,335.45,334.68,338.03,343.16,341.23,336.50,330.73,325.96,335.00,332.02,330.28,332.95,337.11,338.84,342.68,343.57,346.87,348.25,350.57,350.32,349.06,348.32,346.74,341.64,340.79,333.59,340.60,341.47,340.20,331.79,328.70,329.46,342.02,350.28,348.18,343.95,330.10,325.47,323.38,322.11,298.68,302.39,314.98,314.92,315.61,310.19,302.88,300.40,299.60,300.23,310.46,321.34,326.81,338.25,334.56,333.60,329.34,330.20,332.44,322.43,322.04,310.43,299.69,308.72,313.14,317.35,316.65,316.84,314.84,317.30,314.37,303.74,304.96,301.10,296.87,287.48,279.62,273.44,269.24,264.37,257.75,265.23,271.99,290.48,308.46,328.80,341.85,351.22,359.09,361.87,381.73,384.12,382.95,382.88,390.04,407.68,427.53,437.86,445.33
2005-08-27 21:54:55+00:00,L5,396.32,395.82,390.87,378.85,377.62,371.39,368.88,367.80,364.96,356.86,356.33,356.91,352.94,354.38,352.11,352.64,356.58,366.28,360.44,356.57,354.93,354.06,349.13,350.26,350.10,342.10,342.63,345.33,345.41,349.56,346.48,347.87,338.82,334.80,340.98,344.80,349.21,354.79,351.08,350.27,350.09,350.91,353.19,350.39,339.54,338.48,333.74,333.47,332.95,337.20,339.15,339.67,354.36,373.33,379.81,374.29,386.22,380.44,358.19,342.87,330.39,319.27,309.33,318.75,336.79,342.22,360.10,356.84,351.12,338.94,328.11,345.90,356.21,350.40,354.00,351.91,348.27,352.38,346.59,350.20,361.90,367.84,369.21,364.85,363.19,363.01,363.83,359.24,357.00,353.73,355.23,354.77,371.55,368.38,366.31,367.21,367.35,372.95,374.48,371.49,370.78,373.73,373.75,375.56,375.11,371.62,363.75,356.00,356.33,357.42,365.83,364.22,344.59,351.93,353.10,377.42,370.88,378.18,362.51,352.16,345.63,357.50,362.08,352.93,346.34,353.51,346.48,341.94,327.23,319.93,320.28,319.13,327.76,341.82,354.66,366.33,373.67,378.20,373.95,378.64,389.97,387.67,387.28,373.37,337.37,331.00,344.70,357.77,351.30,343.26,354.08,361.85,355.05,345.26,343.63,337.98,334.02,325.21,317.57,310.21,304.45,295.52,296.58,297.21,306.82,322.04,342.40,365.50,383.11,388.30,386.65,383.49,402.12,415.76,422.94,421.02,420.27,425.26,438.44,454.89,466.33,481.22
2005-09-12 21:54:58+00:00,L5,395.44,393.47,381.65,383.13,384.88,373.68,372.62,373.62,370.61,366.87,366.45,372.10,368.23,366.28,363.61,363.18,374.19,374.33,359.99,366.86,361.03,357.37,358.68,360.77,357.04,353.86,356.97,357.86,361.83,360.96,363.90,362.95,354.05,344.62,346.61,347.31,353.30,358.14,359.57,355.06,359.10,357.47,358.70,353.94,352.44,343.98,348.34,343.25,346.77,349.26,342.78,347.49,358.04,372.03,378.51,378.07,389.27,388.44,373.06,352.31,345.31,326.69,322.16,331.93,339.00,351.53,365.16,363.94,362.96,349.76,355.92,365.87,352.65,361.30,357.80,357.27,354.55,363.60,354.11,357.62,366.40,374.93,372.29,377.66,372.21,373.07,375.41,373.25,374.45,365.78,365.16,364.62,369.21,367.56,365.53,367.25,367.86,380.15,385.35,382.34,380.95,383.81,383.76,387.46,387.05,378.47,382.05,372.00,374.02,367.04,376.60,383.94,364.07,364.85,,405.74,406.58,411.30,413.31,403.65,398.50,391.15,382.50,377.63,373.79,369.34,360.60,355.55,349.37,344.85,344.22,334.32,345.62,354.45,373.97,377.87,378.77,387.24,393.12,398.37,397.10,398.88,402.14,375.72,362.47,346.99,355.57,355.02,349.28,358.78,376.99,375.27,369.78,367.77,363.83,356.79,345.67,335.20,330.22,335.98,334.84,306.73,301.98,301.89,322.82,342.11,372.60,387.45,394.54,383.72,384.27,391.40,413.16,436.71,432.16,436.88,443.35,430.25,455.25,473.08,475.33,491.84
