dates,nzd0369-0000,nzd0369-0001,nzd0369-0002,nzd0369-0003,nzd0369-0004,nzd0369-0005,nzd0369-0006,nzd0369-0007,nzd0369-0008,nzd0369-0009,nzd0369-0010,nzd0369-0011,nzd0369-0012,nzd0369-0013,nzd0369-0014,nzd0369-0015,nzd0369-0016,nzd0369-0017,nzd0369-0018,nzd0369-0019,nzd0369-0020,nzd0369-0021,nzd0369-0022,nzd0369-0023,nzd0369-0024,nzd0369-0025,nzd0369-0026,nzd0369-0027,nzd0369-0028,nzd0369-0029,nzd0369-0030,nzd0369-0031,nzd0369-0032,nzd0369-0033,nzd0369-0034,nzd0369-0035,nzd0369-0036,nzd0369-0037,nzd0369-0038,nzd0369-0039,nzd0369-0040,nzd0369-0041,nzd0369-0042,nzd0369-0043,nzd0369-0044,nzd0369-0045,nzd0369-0046,nzd0369-0047,nzd0369-0048,nzd0369-0049,nzd0369-0050,nzd0369-0051,nzd0369-0052,nzd0369-0053,nzd0369-0054,nzd0369-0055,nzd0369-0056,nzd0369-0057,nzd0369-0058,nzd0369-0059,nzd0369-0060,nzd0369-0061,nzd0369-0062,nzd0369-0063,nzd0369-0064,nzd0369-0065,nzd0369-0066,nzd0369-0067,nzd0369-0068,nzd0369-0069,nzd0369-0070,nzd0369-0071,nzd0369-0072,nzd0369-0073,nzd0369-0074,nzd0369-0075,nzd0369-0076,nzd0369-0077,nzd0369-0078,nzd0369-0079,nzd0369-0080,nzd0369-0081,nzd0369-0082,nzd0369-0083,nzd0369-0084,nzd0369-0085,nzd0369-0086,nzd0369-0087,nzd0369-0088,nzd0369-0089,nzd0369-0090,nzd0369-0091,nzd0369-0092,nzd0369-0093,nzd0369-0094,nzd0369-0095,nzd0369-0096,nzd0369-0097,nzd0369-0098,nzd0369-0099,nzd0369-0100,nzd0369-0101,nzd0369-0102,nzd0369-0103,nzd0369-0104,nzd0369-0105,nzd0369-0106,nzd0369-0107,nzd0369-0108,nzd0369-0109,nzd0369-0110,nzd0369-0111,nzd0369-0112,nzd0369-0113,nzd0369-0114,nzd0369-0115,nzd0369-0116,nzd0369-0117,nzd0369-0118,nzd0369-0119,nzd0369-0120,nzd0369-0121,nzd0369-0122,nzd0369-0123,nzd0369-0124,nzd0369-0125,nzd0369-0126,nzd0369-0127,nzd0369-0128,nzd0369-0129,nzd0369-0130,nzd0369-0131,nzd0369-0132,nzd0369-0133,nzd0369-0134,nzd0369-0135,nzd0369-0136,nzd0369-0137,nzd0369-0138,nzd0369-0139,nzd0369-0140,nzd0369-0141,nzd0369-0142,nzd0369-0143,nzd0369-0144,nzd0369-0145,nzd0369-0146,nzd0369-0147,nzd0369-0148,nzd0369-0149,nzd0369-0150,nzd0369-0151,nzd0369-0152,satname
2003-05-03 21:49:49+00:00,346.85,347.39,315.70,,347.93,361.96,366.23,366.54,368.76,374.81,377.17,366.25,359.93,359.85,354.45,,,,358.79,362.34,357.99,363.46,360.52,355.72,363.82,349.37,337.98,338.17,348.75,337.49,,,,,,,,,340.24,359.49,357.30,355.98,355.29,340.06,345.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2003-07-21 21:43:45+00:00,354.09,348.44,345.61,348.45,349.30,352.90,352.25,353.29,352.79,359.44,363.34,358.77,361.44,367.55,361.92,364.29,355.59,352.76,365.24,359.15,356.10,358.79,355.08,352.53,356.28,350.02,333.99,335.26,347.25,333.92,337.35,334.58,345.19,334.28,317.29,299.20,303.00,301.08,308.44,332.14,338.46,337.45,344.04,324.17,330.57,340.47,356.55,352.63,344.64,336.65,327.11,343.33,344.71,336.63,332.40,314.92,323.51,339.31,355.71,346.25,335.89,333.93,317.76,318.95,314.40,308.74,307.97,311.50,317.20,311.75,313.85,319.32,327.77,336.39,335.99,327.70,322.56,318.03,313.64,306.42,301.02,312.02,325.90,326.59,331.13,329.10,325.86,324.63,333.80,327.16,338.67,340.43,343.48,347.96,336.61,337.80,345.09,325.19,321.05,325.73,342.48,339.85,350.31,349.07,344.95,345.69,349.87,346.95,334.87,335.88,341.57,344.75,333.89,332.43,342.16,328.97,323.27,330.92,332.45,339.52,341.03,335.36,333.92,334.56,331.35,335.08,332.68,337.95,334.10,334.98,330.42,342.44,345.85,344.07,345.73,341.64,339.83,341.11,342.91,339.78,335.57,341.32,347.87,346.90,336.24,331.38,336.41,339.53,346.31,347.07,356.27,361.09,,L5
2003-07-29 21:55:41+00:00,352.02,343.44,344.17,341.62,342.84,346.15,351.30,354.06,357.68,360.25,,,,360.33,351.63,348.98,331.49,344.61,347.67,346.66,342.94,345.43,343.28,339.76,,,320.25,328.24,329.94,341.33,331.47,327.25,338.00,337.71,328.14,319.66,303.84,307.05,305.12,334.77,326.31,,,,335.65,339.29,345.67,345.17,336.79,328.50,329.20,338.52,339.57,330.54,329.74,318.70,332.02,,,345.43,328.62,321.52,324.81,320.05,316.64,311.29,310.67,311.13,320.72,330.91,326.73,326.86,325.66,338.38,,,,320.28,317.40,309.99,308.28,313.62,323.27,334.73,331.70,331.33,330.14,329.76,331.36,,,346.11,348.56,338.77,337.03,340.47,344.29,328.39,328.31,348.45,355.16,343.34,342.04,,,320.83,346.96,354.53,334.06,331.54,337.77,343.14,339.58,343.16,341.72,328.71,,,341.73,343.16,,,343.44,339.66,337.45,341.63,338.97,342.26,339.76,334.95,331.58,338.88,344.33,345.53,343.92,,,337.49,342.71,339.08,,331.42,347.10,343.70,333.48,327.90,330.79,337.55,,,353.48,355.95,370.72,L7
2003-07-30 21:37:45+00:00,350.41,348.99,345.97,347.85,349.98,349.17,358.18,360.99,365.77,363.48,368.50,367.04,368.87,368.76,359.82,360.21,348.90,351.69,362.82,360.41,355.35,365.30,359.48,355.04,358.82,346.82,335.66,343.38,344.37,341.69,339.22,335.81,344.53,335.03,329.66,302.85,305.85,307.58,314.56,342.58,340.30,345.39,349.39,331.70,344.30,349.89,358.88,354.59,346.70,340.20,334.68,347.23,348.81,343.63,332.26,322.73,332.67,350.75,360.25,346.55,335.36,331.58,319.21,324.15,320.93,314.04,316.27,327.19,323.76,325.03,328.39,338.05,334.27,344.20,341.76,344.37,327.92,326.12,322.12,318.75,314.25,318.79,333.32,334.18,339.44,337.48,334.58,336.57,340.35,339.57,351.20,357.46,348.19,344.30,334.44,336.88,346.76,336.48,330.46,342.89,346.98,353.70,357.20,355.02,348.87,340.38,353.20,353.41,336.64,339.65,,,,,,,,,,,,,,,,,,,,340.37,338.22,345.06,356.26,349.07,352.07,347.22,345.45,344.27,347.65,343.05,336.89,340.53,355.03,356.54,345.26,340.75,340.92,343.26,345.18,350.54,362.66,364.16,371.06,L5
2003-08-06 21:44:03+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.14,339.01,339.84,336.24,313.12,307.58,329.24,345.62,349.93,350.70,345.93,343.53,355.57,359.84,354.60,346.69,326.26,333.26,349.21,356.82,344.88,333.61,327.66,317.68,323.70,312.25,314.00,313.38,316.31,325.59,328.71,329.40,335.11,330.66,339.18,340.18,328.86,325.09,321.83,316.05,311.46,310.17,318.26,339.65,342.43,343.97,345.36,341.21,331.95,333.04,335.07,340.15,346.59,342.79,346.38,340.22,342.97,354.25,341.79,339.34,346.70,357.17,346.34,350.06,345.72,342.21,344.75,351.33,349.95,340.72,347.07,348.92,362.45,351.84,351.03,351.50,341.93,333.47,324.84,331.96,344.36,345.91,338.50,335.76,340.27,342.78,344.56,345.25,353.99,347.79,342.95,339.70,350.68,338.37,332.75,341.98,336.61,338.57,341.79,341.20,348.60,342.32,347.53,359.51,360.79,350.18,341.05,337.34,341.81,341.68,346.70,350.21,356.59,372.06,L5
2003-08-30 21:55:34+00:00,343.49,338.80,335.77,341.94,340.21,350.54,,,,356.64,357.65,356.79,359.07,361.66,350.74,358.95,349.86,346.69,360.34,358.72,,,357.08,353.05,354.89,350.80,339.65,334.43,348.45,333.98,335.79,330.61,334.79,337.38,,,,,,,340.30,341.95,348.48,337.05,338.57,337.79,355.62,355.35,349.67,346.37,333.14,349.01,,,,327.88,334.58,348.46,357.81,350.11,336.76,326.58,321.86,325.55,317.58,306.95,311.61,312.09,317.48,317.83,,,330.22,345.30,344.32,339.98,327.74,325.28,322.45,316.01,313.30,319.61,329.62,331.08,334.60,,,329.78,338.78,338.51,340.85,350.10,346.72,346.52,331.92,326.77,345.67,338.26,330.68,,,342.37,347.36,344.18,341.00,343.01,355.12,355.42,343.55,343.11,345.98,353.66,349.10,340.99,338.94,,,,329.63,339.24,344.01,346.04,342.20,341.89,341.80,342.18,344.30,342.67,342.06,340.88,338.94,,,338.85,339.03,330.57,335.44,337.02,345.77,343.84,342.06,344.37,352.24,351.99,,,334.58,339.38,335.97,339.07,345.60,351.43,361.96,L7
2003-10-17 21:55:27+00:00,,,,,,,,,,,378.30,374.25,377.78,381.47,375.62,385.92,379.05,370.42,382.47,376.48,,,,371.92,373.63,366.95,357.08,349.10,370.52,343.36,348.47,342.89,352.04,,,,,,,,354.25,357.16,362.41,354.70,354.67,356.61,374.38,376.12,368.69,365.87,344.78,370.38,,,,340.98,349.11,359.64,374.55,366.43,357.68,344.08,325.01,334.03,327.39,332.99,333.08,339.52,336.42,,,,,358.74,355.85,348.72,343.03,337.42,328.41,324.56,320.48,325.08,342.10,342.25,348.87,,,348.39,353.68,353.68,356.75,360.64,355.85,364.61,345.68,346.91,365.79,347.90,345.05,,,360.87,366.22,372.56,357.99,377.32,379.68,364.20,357.48,357.47,359.57,369.55,353.19,354.50,365.14,,,,343.24,350.01,355.19,352.36,350.01,359.20,360.08,357.79,355.75,357.02,352.87,353.10,,,,355.23,357.18,355.72,354.16,355.49,351.78,350.61,350.55,354.80,367.11,364.50,,,349.43,352.36,353.29,352.96,361.13,361.91,370.71,L7
2003-10-26 21:49:26+00:00,350.10,349.62,349.35,350.86,,,,,,,367.35,365.04,368.25,368.95,359.45,358.77,340.73,,,,,,,,353.82,345.30,328.63,332.24,344.91,343.60,341.62,,,,,,,,,,,340.78,344.02,328.06,338.84,347.80,353.40,349.54,346.42,,,,,,,,335.59,345.36,359.80,352.12,337.95,324.34,324.14,322.46,310.22,305.93,307.24,,,,,,,345.33,341.49,336.69,330.38,324.82,314.37,310.36,315.78,319.77,,,,,,,335.78,342.47,349.52,353.41,349.79,347.63,339.92,,,,,,,,347.02,342.33,349.67,344.60,352.95,353.37,336.64,334.94,339.22,,,,,,,,,335.58,342.06,342.02,342.91,346.29,349.04,347.85,350.26,,,,,,,352.99,355.09,351.16,354.65,360.57,359.06,346.94,345.14,,,,,,,350.12,347.48,352.58,363.11,368.43,375.49,L7
2003-11-18 21:55:51+00:00,356.62,348.45,346.01,352.92,352.88,356.96,361.70,362.52,367.03,,,,376.56,374.26,368.92,373.92,362.45,359.62,367.05,365.02,360.93,364.49,,,,358.59,345.45,344.31,357.40,345.55,343.70,339.30,352.34,345.83,332.42,313.24,316.62,316.90,320.76,345.31,,,349.36,343.13,345.55,343.89,359.72,359.00,355.84,352.93,335.70,350.23,355.84,352.80,348.85,,,,361.00,353.56,345.65,337.87,320.29,324.12,320.26,315.62,317.78,316.21,325.75,320.42,326.63,328.19,337.79,,,337.95,334.22,326.70,315.36,315.21,308.73,315.04,336.27,338.34,339.89,338.24,338.93,,,,349.18,352.71,340.49,354.75,340.39,341.91,355.58,341.72,337.30,343.84,355.61,354.66,,,359.05,360.49,362.34,358.81,345.77,344.73,349.15,356.80,345.63,341.02,351.33,336.35,323.49,331.24,,,,347.50,347.76,347.09,342.57,344.30,341.85,341.88,348.18,350.97,344.81,351.72,347.65,,,,351.02,347.72,343.47,339.96,339.84,345.56,359.80,358.99,349.85,342.28,,,,353.51,360.37,362.26,375.19,L7
2003-12-12 21:45:46+00:00,,,,,,,,,,,,380.80,383.85,385.06,380.72,385.03,376.47,362.63,369.87,364.49,361.20,361.64,357.30,352.14,374.72,364.79,355.37,351.10,367.72,349.46,354.22,332.13,343.91,334.79,323.55,310.21,314.05,316.62,320.10,338.64,341.99,353.16,360.94,349.87,352.11,357.83,370.64,373.78,362.69,349.48,333.06,358.42,353.44,348.77,343.65,335.36,344.19,360.46,374.19,366.18,356.32,348.25,323.35,331.91,330.09,326.58,312.55,322.79,317.86,315.63,319.45,324.39,332.68,346.04,351.32,349.51,343.48,336.78,331.50,324.19,323.95,314.34,328.03,333.43,340.74,337.46,338.32,341.38,359.86,356.91,353.88,363.10,356.42,368.52,352.57,336.56,349.67,334.27,330.56,336.55,354.72,352.93,374.78,377.12,366.65,378.09,377.25,362.34,356.01,355.71,349.74,358.14,341.85,344.87,358.08,341.08,330.04,331.64,341.77,354.68,361.60,357.68,361.12,362.03,354.77,350.65,342.00,335.64,340.21,345.18,338.60,348.36,354.88,367.72,363.61,360.37,361.25,362.22,358.81,355.69,336.60,345.43,359.20,354.01,343.59,335.69,350.98,360.61,360.85,365.15,371.26,375.24,381.90,L5
2003-12-13 21:49:49+00:00,,,,,358.92,366.38,372.53,372.84,375.93,378.36,379.98,,,,,,,366.16,388.31,379.89,374.39,383.22,378.49,377.84,,,,,,,,351.15,363.50,356.30,347.69,340.76,341.00,347.35,344.95,367.87,370.34,,,,,,,,376.02,379.60,352.72,375.49,373.50,374.22,366.78,355.37,361.94,,,,,,,,,339.29,343.27,342.85,342.95,333.46,343.49,343.56,351.86,362.24,,,,,,,,324.94,342.94,341.53,349.48,353.70,356.61,357.73,,,,,,,346.99,347.64,368.22,353.32,348.06,355.17,367.93,367.64,,,,,,,,361.43,370.79,379.20,369.93,,376.25,364.26,351.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2003-12-20 21:56:04+00:00,337.40,334.47,333.06,331.42,328.93,340.96,,,,355.12,351.51,345.85,355.83,351.03,344.68,349.62,,330.09,336.68,,,,,,,,,,,,,,,,,,,,,,,,,315.63,324.87,,,,,,,,,,,313.20,327.59,338.98,348.78,328.89,,,304.10,306.58,316.63,312.69,297.35,295.37,310.74,,,,316.62,335.26,324.22,322.78,317.49,315.22,311.62,309.92,298.64,307.24,318.63,329.98,,,,337.06,345.23,330.19,337.46,343.83,337.71,332.84,331.17,338.15,335.16,323.35,,,,338.03,337.19,321.83,,,,346.02,325.78,326.94,329.59,,327.95,327.11,,,,317.29,330.37,336.88,344.28,340.89,342.32,341.22,338.07,338.31,341.46,338.80,337.48,339.59,,,,339.80,344.00,333.28,332.90,330.29,332.94,328.48,326.05,326.90,341.36,,,,330.20,334.50,331.29,340.19,349.84,355.90,369.53,L7
2003-12-21 21:39:43+00:00,380.90,360.43,359.78,352.76,352.70,363.07,364.14,369.85,378.06,382.90,370.81,369.41,384.96,388.16,374.77,,,369.25,370.58,363.28,364.11,387.15,382.66,362.34,364.80,355.89,328.97,342.24,390.50,363.90,355.98,359.79,364.17,348.70,346.92,320.72,318.36,319.73,320.94,353.52,356.30,366.20,392.09,377.74,352.86,372.30,390.06,396.57,387.63,345.34,347.26,387.57,405.15,379.71,,339.48,343.33,,393.86,385.63,374.91,357.75,339.60,336.11,324.94,327.48,329.39,328.19,327.78,323.09,326.64,333.91,337.80,341.72,337.59,345.91,341.23,332.48,327.70,322.25,327.11,333.34,334.89,341.42,345.91,347.12,340.30,351.32,353.83,347.16,353.60,358.41,357.26,349.84,353.28,354.22,346.26,337.75,334.34,348.76,338.33,349.12,353.19,349.10,362.25,338.71,345.04,365.84,345.16,344.36,347.65,340.29,333.93,338.09,345.77,334.49,321.60,325.97,331.56,332.04,346.07,347.78,352.37,352.62,,,,,,,,,,,357.44,349.28,,,,,,,,,,,,354.75,350.86,360.11,366.50,,,L5
2003-12-28 21:45:57+00:00,373.70,368.41,361.61,376.58,370.48,377.61,380.08,370.97,374.72,380.26,377.07,367.85,375.87,386.04,388.80,,391.14,377.65,397.29,387.94,372.25,376.30,372.38,369.28,375.00,366.85,361.88,369.29,383.30,352.77,359.57,355.61,368.79,355.91,325.18,315.00,316.85,321.23,321.74,348.89,355.02,359.94,359.86,352.98,359.91,368.74,387.13,382.78,376.13,377.60,357.04,383.02,363.79,361.23,353.89,343.18,341.14,352.82,368.90,380.35,372.29,357.27,327.71,339.52,339.43,337.19,338.45,337.30,330.07,316.28,321.45,330.93,341.32,346.94,344.86,345.34,341.84,346.18,335.63,331.65,326.11,331.76,352.57,353.54,343.35,350.27,347.97,348.30,352.21,349.78,348.55,371.92,365.83,374.17,359.97,361.19,375.64,358.67,336.79,346.85,369.38,363.62,371.02,382.24,374.51,,390.46,362.55,365.33,365.72,373.06,382.63,364.64,353.69,362.72,342.10,340.32,349.69,353.86,355.20,365.03,364.38,371.79,368.79,360.16,358.75,359.37,365.78,367.93,353.04,350.90,363.07,364.09,361.24,361.18,360.99,368.50,366.87,359.22,364.07,362.06,369.42,382.29,373.24,359.68,354.01,354.24,358.14,361.84,377.13,382.92,385.63,396.48,L5
2004-01-14 21:49:58+00:00,,,343.38,352.53,354.12,359.98,367.41,367.56,374.37,,,,,,,,372.05,364.17,381.67,374.09,372.80,378.78,376.27,,,,,,,341.24,347.97,338.58,353.13,346.71,335.30,322.04,322.99,323.81,325.05,352.66,,,,,,,,371.15,363.52,362.48,338.49,362.71,366.46,365.71,351.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2004-01-22 21:39:52+00:00,,,,,,,,,,,,,369.94,362.77,355.94,356.64,341.67,347.60,349.50,351.13,347.54,351.68,343.82,341.96,352.02,343.81,331.55,338.95,339.17,344.48,340.19,329.97,335.67,329.89,327.33,310.70,308.44,309.99,310.29,335.65,337.42,336.57,341.48,326.24,337.42,342.31,350.57,348.74,342.87,334.29,329.95,343.39,338.88,336.43,333.39,328.21,338.19,352.57,356.72,348.39,330.89,323.18,329.65,329.19,325.38,,,,,,,,,341.45,339.03,337.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.74,,,,,,,,,,,,,,,,,,,,L5
2004-02-23 21:40:02+00:00,359.96,353.33,349.95,352.81,,,,,,371.55,377.13,369.02,372.09,375.60,373.76,378.10,366.76,363.91,376.09,370.72,371.45,372.34,361.77,361.62,367.02,353.88,350.75,345.93,360.76,342.51,343.02,338.49,350.46,335.23,325.40,307.34,309.05,312.34,316.11,344.19,345.18,349.23,353.12,344.99,346.42,353.42,365.52,361.54,354.85,358.07,,,,,,,,,,357.10,344.41,331.39,320.08,,,,,,,,,,,,,,,331.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.51,347.94,340.27,340.29,346.71,346.54,348.72,,,,,,,,354.13,353.97,352.70,351.46,349.24,353.87,,,,,,,,,368.48,369.94,381.72,L5
2004-03-02 21:50:12+00:00,,,,,,334.98,340.49,345.18,353.21,362.06,360.21,353.79,356.83,,,,,,,335.95,333.96,347.10,328.38,328.52,329.58,320.04,,,,,,,,314.84,311.73,298.97,296.89,297.48,297.20,322.18,315.30,318.28,328.87,309.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2004-03-09 21:56:27+00:00,,,,,,,,,,,,,,,,,353.90,350.55,362.65,360.47,358.36,360.38,358.49,355.43,359.86,352.34,342.87,,,338.62,338.29,333.71,339.29,339.45,331.94,322.87,326.82,326.07,330.30,349.02,349.72,352.79,353.63,346.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.31,352.77,,348.20,347.11,359.68,346.72,340.28,343.61,350.35,357.28,360.42,354.68,354.84,,,,350.41,352.90,349.22,353.46,345.40,357.65,358.48,352.16,354.89,349.28,351.32,,,,340.42,343.59,358.85,357.02,357.25,344.31,346.71,349.50,350.22,349.75,359.48,,,L7
2004-03-25 21:56:30+00:00,355.18,348.52,,,,357.31,358.94,358.11,364.97,373.82,374.52,369.23,372.25,375.47,365.61,,,363.33,372.87,368.72,366.77,367.52,364.10,361.99,363.09,359.05,351.01,344.64,355.82,,,337.36,344.46,338.76,330.21,317.95,319.74,320.74,324.77,347.17,348.89,350.16,354.89,347.70,350.07,349.09,364.98,,,358.56,338.44,354.05,358.43,355.03,350.10,332.79,336.87,352.68,360.24,357.73,345.44,,,,,,,331.20,329.39,326.17,330.18,333.14,342.11,348.78,338.96,341.51,337.91,329.54,323.02,317.71,,,328.06,335.91,341.04,339.34,341.39,341.02,345.86,340.95,344.39,348.99,341.90,353.07,,,355.93,342.79,336.69,345.22,357.12,360.22,364.11,368.65,361.14,372.62,373.38,363.29,,,,363.58,348.89,350.51,360.32,343.76,335.49,344.19,345.70,354.76,360.78,356.08,358.52,357.13,352.12,,,,,,,,,,,,,,,,,,358.87,360.93,351.54,345.93,347.67,351.66,348.75,352.08,361.82,363.83,371.86,L7
2004-04-02 21:46:30+00:00,373.49,343.37,337.33,339.82,345.73,356.08,360.68,359.79,369.34,377.53,378.79,366.92,365.13,368.70,356.27,,,348.71,363.52,365.35,357.73,379.81,372.78,365.64,367.71,350.94,321.22,331.02,384.42,345.91,339.88,338.83,343.18,342.64,348.50,324.85,316.92,319.92,324.24,361.86,358.12,360.80,372.92,369.15,334.19,349.09,365.75,382.31,365.17,335.50,345.14,348.05,385.85,363.10,,334.84,337.40,343.68,371.75,365.71,355.62,334.33,338.23,334.00,322.16,316.28,323.83,328.07,334.01,331.13,332.71,338.00,341.81,347.35,332.62,328.02,327.91,324.17,312.13,307.20,308.74,310.88,333.64,341.73,340.86,340.32,340.91,341.26,340.59,337.34,344.64,344.50,340.82,342.81,342.13,349.00,347.59,337.60,333.39,342.36,340.15,344.75,342.91,333.27,346.14,330.50,340.21,360.57,339.88,336.09,338.64,349.78,344.58,342.01,345.08,342.57,335.40,334.85,337.55,334.20,343.35,338.72,341.94,338.72,335.76,333.19,334.31,341.41,347.22,346.25,344.92,351.39,353.02,349.98,344.64,343.81,342.45,345.21,342.72,336.71,333.73,341.08,351.65,348.32,342.65,333.16,333.36,332.69,332.47,340.97,349.96,355.80,363.15,L5
2004-04-10 21:56:26+00:00,364.88,353.16,348.88,360.91,353.28,362.33,366.74,369.81,374.05,380.63,382.73,380.95,,,372.89,379.82,376.30,365.84,380.01,376.26,374.52,378.01,375.02,366.77,376.25,,,353.02,370.91,345.90,345.79,342.39,353.57,344.93,332.71,317.04,322.13,321.83,323.01,349.74,355.08,359.58,363.19,,,,372.36,373.94,366.40,364.39,342.33,363.95,371.30,367.06,358.96,339.94,346.71,356.49,,,355.21,345.86,328.14,340.59,332.88,330.43,329.22,332.92,336.26,333.60,336.90,343.88,347.69,353.24,348.87,,,,320.13,317.31,316.63,323.75,337.66,341.35,351.56,349.39,350.04,347.86,353.52,351.75,,,349.66,360.21,344.86,346.81,362.01,345.45,342.32,347.32,368.50,364.83,369.07,,,,,358.98,357.08,358.34,364.56,376.33,357.85,356.32,363.91,351.81,341.84,351.27,348.99,351.85,357.60,,,,344.46,349.81,347.88,347.51,349.80,353.44,355.63,359.70,363.70,359.24,356.40,348.86,,,347.32,346.13,344.01,354.97,365.70,364.14,356.51,351.62,351.81,352.74,358.09,,,,376.02,L7
2004-05-04 21:47:27+00:00,345.83,339.79,338.25,342.72,348.06,355.68,358.91,357.52,362.19,368.72,368.53,362.49,363.23,359.86,349.95,344.55,324.30,345.07,344.35,349.83,343.42,352.32,351.68,337.26,341.08,327.94,312.92,325.69,325.71,348.44,339.80,337.60,349.47,348.63,346.20,324.73,321.65,324.22,325.55,345.86,335.95,329.67,340.75,325.71,333.50,337.00,351.51,345.53,337.44,332.28,341.66,343.30,346.26,338.99,339.19,325.79,336.24,346.89,362.44,350.54,334.10,335.43,342.02,346.96,337.60,333.89,334.89,339.68,345.55,345.26,343.68,348.19,355.82,344.62,345.33,338.82,332.53,325.43,323.04,321.60,319.47,332.77,341.51,348.19,353.08,351.63,350.73,343.01,341.59,338.90,344.32,349.93,343.23,336.76,350.74,352.70,349.98,337.53,338.59,345.97,342.31,344.28,344.41,331.40,344.14,325.95,334.68,362.57,341.03,341.99,346.91,352.53,349.46,351.17,352.03,354.45,340.59,331.12,337.87,348.77,351.36,348.84,349.48,353.29,355.02,352.97,356.80,356.90,359.36,359.26,354.78,364.63,360.07,355.27,354.47,356.15,360.10,352.55,347.82,348.12,345.14,349.75,360.31,354.84,345.43,341.11,331.68,338.94,335.04,345.04,354.12,361.16,369.82,L5
2004-06-05 21:48:24+00:00,349.30,348.72,344.40,345.40,354.72,354.02,362.17,364.06,369.19,371.61,375.76,367.21,370.40,365.76,353.55,359.82,347.60,355.06,368.92,364.53,361.84,362.62,360.42,356.06,355.04,343.41,333.87,338.42,344.79,336.89,336.66,334.35,339.68,332.38,313.29,298.83,299.23,311.85,313.86,336.51,339.56,343.34,346.47,321.95,331.70,338.04,352.94,355.65,347.36,342.31,334.29,357.15,355.88,347.88,332.54,321.42,332.18,349.47,354.61,345.14,329.96,318.88,309.24,319.58,309.13,302.11,304.60,317.23,319.71,318.99,324.88,326.11,334.87,339.31,331.47,328.37,322.68,320.70,308.51,306.36,303.96,312.88,331.33,333.88,343.86,340.63,333.37,335.25,340.22,338.53,340.61,346.51,343.96,344.11,333.64,339.60,346.79,325.93,326.92,342.80,353.20,354.51,352.08,351.48,340.22,345.82,352.50,346.61,332.68,331.31,339.99,349.27,336.00,333.88,341.95,324.09,319.88,325.77,326.18,330.19,334.41,331.13,331.02,339.20,338.39,338.23,339.98,342.07,346.30,346.20,344.19,349.03,350.40,348.29,345.17,344.46,340.42,344.04,338.49,340.65,344.47,349.90,364.11,359.70,349.05,344.17,340.46,346.85,346.99,351.06,360.42,368.24,372.81,L5
2004-06-30 21:42:58+00:00,342.21,336.97,336.15,332.85,332.99,332.14,337.90,341.62,345.10,351.30,358.17,350.39,350.03,351.77,341.34,337.11,314.02,332.98,330.02,335.18,336.63,340.61,337.13,331.74,332.01,322.71,302.20,320.57,317.29,331.79,319.55,314.40,312.19,315.82,301.43,287.86,283.74,291.57,295.54,316.34,312.79,320.94,329.78,296.02,319.12,333.08,337.38,323.70,315.15,302.98,310.02,,319.64,310.03,303.42,292.59,319.80,336.85,341.59,330.50,307.43,292.34,306.21,300.87,300.59,282.15,288.27,303.99,287.65,294.79,299.31,312.96,314.85,326.37,317.62,317.27,312.23,301.80,304.96,303.68,294.32,301.63,313.12,319.96,325.65,320.78,314.20,317.91,322.34,321.05,326.69,336.99,332.05,322.71,322.20,328.68,318.43,306.75,310.04,319.99,319.90,335.77,,323.74,337.71,309.30,313.25,,309.41,307.01,316.49,,,322.55,,,296.83,300.84,308.00,318.55,328.54,322.92,324.99,331.15,334.25,326.56,325.93,324.98,331.66,327.30,331.14,343.38,345.05,340.21,340.81,337.76,334.06,331.51,336.81,332.71,320.97,325.78,335.52,332.43,326.53,319.42,321.16,330.36,324.22,336.95,347.54,357.97,366.78,L5
