,dates,mex0295-0000,mex0295-0001,mex0295-0002,mex0295-0003,mex0295-0004,mex0295-0005,mex0295-0006,mex0295-0007,mex0295-0008,mex0295-0009,mex0295-0010,mex0295-0011,mex0295-0012,mex0295-0013,mex0295-0014,mex0295-0015,mex0295-0016,mex0295-0017,mex0295-0018,mex0295-0019,mex0295-0020,mex0295-0021,mex0295-0022,mex0295-0023,mex0295-0024,mex0295-0025,mex0295-0026,mex0295-0027,mex0295-0028,mex0295-0029,mex0295-0030,mex0295-0031,mex0295-0032,mex0295-0033,mex0295-0034,mex0295-0035,mex0295-0036,mex0295-0037,mex0295-0038,mex0295-0039,mex0295-0040,mex0295-0041,mex0295-0042,mex0295-0043,mex0295-0044,mex0295-0045,mex0295-0046,mex0295-0047,mex0295-0048,mex0295-0049,mex0295-0050,mex0295-0051,mex0295-0052,mex0295-0053,mex0295-0054,mex0295-0055,mex0295-0056,mex0295-0057,mex0295-0058,mex0295-0059,mex0295-0060,mex0295-0061
0,1985-09-24 16:53:54+00:00,,,,,,,,,,,,230.47520613921978,217.99589131535333,214.01330565314254,212.16461538969935,211.06771315350676,199.88033206899632,197.15056849222327,198.14854587477208,197.06716974338534,192.30518672557628,198.87398990896577,193.4500909456155,189.03889709869384,196.72311074390532,196.0772033848064,190.54293649286063,191.18623958461166,193.62502018109396,198.69834542794854,204.23323255267388,204.6413837052948,202.93017929150204,201.08754102243023,201.16815039823075,203.5297161183853,208.20808325593737,206.34792073734516,197.9883923121014,203.34929944089558,205.4641715641269,209.78083306236175,209.3148263024895,213.425310037478,217.04655489667903,215.1210726099427,211.7615775269699,204.8755700957296,202.41393623168636,202.03905802173634,203.91323111982877,201.2864159168867,201.90367024402724,203.6671455977226,200.43918111145723,194.30602311492444,191.45571941543994,194.5394188218931,191.76127872713596,180.38563435301927,183.33372845657905,190.99529479857125
1,1986-03-19 16:50:43+00:00,260.0259926310862,259.07369965858265,260.2934110474482,254.20475485731197,258.5585709705497,257.38097273607207,268.8650797787406,280.0579008618316,,299.2609780718915,282.037863973096,255.77352523167542,231.52628166666364,219.02288785207088,206.92838768659294,199.99312042633616,193.6812545561425,201.24415990502177,208.47618879308305,207.06076157659513,212.17910262762467,218.79310449954994,213.39591978858488,210.3976894455464,215.0699573277402,220.169987955147,216.94324746905934,210.32567325752362,208.81183271218242,216.00805241568622,219.97573446115888,220.97009947088316,226.51609262867942,227.7781055978258,225.35864795875494,235.04292411772389,237.36198878951365,226.49811111292706,224.43512672756037,224.9254033271849,226.22120125460089,228.41934524776735,232.45003610197443,,,,,,,,,,,,208.74352750868192,209.4731508059675,209.35686208791577,208.38023604553518,208.87846596048402,205.8473614387682,207.78082997926523,212.08332758208763
2,1986-04-04 16:49:59+00:00,,,,,254.1673965526776,235.0675395452324,241.62169279849434,,,264.3880710483065,282.51391533914693,264.01108204703456,230.34927933936575,219.98362768992774,207.9489531436001,201.76806976254215,195.36587831820134,185.82554207142232,,,,207.81109948773877,213.7685828519074,214.27479578368286,212.88492144313915,217.017360939217,210.70670941097032,206.98298380366253,207.68690835232061,211.7886520862349,222.86260611474452,223.01299322754522,226.02538144396135,229.69785652550405,226.77170581584215,231.7209563067561,230.14230130035787,222.60191173655207,220.3100059665844,218.14858424575283,220.34704791195082,223.9762972524857,226.44369234327354,231.42837957428182,238.1711725155224,236.2286201317722,235.59714091075085,230.87615842217272,221.30369883330712,222.02392731192114,218.01175949425885,215.41617162362726,217.44363106034143,219.24847803721988,212.00127629176467,212.64245276471067,208.16859315205693,206.8982513301801,207.57612911982784,200.86682300080102,203.65527666118717,212.5161560854121
3,1986-04-20 16:49:38+00:00,235.30200206948305,241.24421405593347,243.74514647614768,238.63825955961147,243.68179203087965,249.25047864834065,263.58937470316386,267.53272423682535,,284.79793333871646,281.2787206219085,261.29258058750514,225.46105053370326,212.0845133892427,204.53326486202604,197.87325797552984,188.6797575488682,190.45600569422407,200.70831172956855,199.13742532348385,201.7069565789665,212.40818857674648,209.5490628401256,205.3681459983025,204.4423942607067,207.74878077534174,204.53059903146186,200.10812599687722,202.62690557455383,205.18289008323023,212.3748649046471,211.40375074759905,213.58389694464728,213.09229571150604,210.51273107659358,219.05656944395844,218.93571498423614,215.6429193412499,214.7032885760753,217.52859459286861,217.0208714107833,224.32700202972012,222.21751809201993,225.2027510247738,227.35231215002267,222.8410262289766,225.0192029959329,221.94648352863527,212.17294408112636,210.38991565095182,207.06971571697937,206.07570898440153,209.82843495217054,210.07733848376833,203.79729459534892,207.4807930434619,199.9615825062616,201.16376628763447,200.84275443559892,197.29540797556996,200.69933120681412,203.64574881683583
4,1987-09-14 16:51:10+00:00,192.4819341892611,204.92642898058688,200.57851438713297,203.53944243501132,208.5297287919097,213.61782316850366,214.06588810611998,220.05478133924387,213.94102491775672,219.24929369631232,220.61367788647954,221.02362588705097,205.95310887063403,198.87918551576584,197.72547856464013,197.97865866487643,186.50422376166898,188.27237840433457,192.62016650411422,192.44067027126846,189.64005828832325,,191.08276194129598,186.52836530037524,186.57433809425777,187.55713945876883,184.82708600774544,184.60197930747822,183.8494869867631,195.78398186604238,193.0665507335757,202.68758535808755,201.74673094913567,198.44028434263643,193.0654884307129,195.05129625084157,207.53212539297948,197.37988258156838,195.77546140291247,193.2356697645311,193.50443391505303,196.05083229368165,204.46639207405983,197.03005986801313,196.39625247045865,195.5611600208506,207.88765746296414,198.9842224640733,193.665231978464,195.29691447631743,186.58471783507164,182.11218686489545,185.1251579110322,186.04697074479043,190.06032577405955,185.09263077590097,180.15906924173484,181.36546169491658,181.89379820125146,178.6643314640939,181.08639057520747,188.48449890694442
5,1990-02-10 16:45:58+00:00,206.30445841925285,207.56476048855836,205.24040664079078,201.01790386795363,211.5699886438743,228.45523048432156,230.32751417921156,237.68600952291789,237.4353604804296,244.44772638696963,238.12996936288312,235.82791319065,224.93665387857897,221.97696012589594,219.62298340178785,218.42963606184207,207.35063900493552,203.7881646767603,206.75777995969625,202.5936102501569,201.8700843264477,208.61008549444784,197.93700264862858,196.52021880167592,193.75098317430985,198.7882591180307,202.26234807250106,200.0104322886466,203.75852868686744,206.11958855915242,208.82636246995514,211.6060560719864,212.1284158934286,210.41886268281803,210.04251091681564,224.7738900680874,220.3236225473033,217.48911596924654,210.49295008783912,211.25928531256108,215.9066684197041,211.87578729610493,217.0118680923178,223.65262061902635,227.59076654181226,222.06917884167999,221.99523255119576,217.40314641030903,207.51716869158813,207.97388201409814,212.359730243772,207.42759614234745,207.69895616931564,207.64416867461554,204.8719383925806,206.67365627580665,201.71375704193593,205.2168908337601,203.29880471155138,199.49993323623005,189.29361143532097,196.0183665765115
6,1990-03-14 16:44:54+00:00,206.03748429446404,206.04896914422912,207.2833218248996,202.0427925692294,210.2756182211339,215.21589189602224,227.84851305477582,231.09572789612162,235.91039736255647,238.0866418225421,228.3746054608789,227.33699815925522,221.56391548834915,216.76443467596675,212.01658475578438,207.94367848488582,199.65035308957675,198.30691992817736,203.28954124958867,199.518721461267,197.89767131937765,202.8409358075149,194.68292883699536,190.18601043022042,198.188344104984,204.17385702555168,201.91559644592945,197.37584993172007,195.0478138761821,201.56134913407206,207.62999824007989,210.05679096991528,215.08160642347752,209.49045007269277,210.47331777486977,216.76499414070588,216.7459337104475,212.88520567021783,212.63335517503424,215.50746173758915,209.09579415366542,208.75289453266976,211.5772286291342,219.02570486008378,217.3454997164768,216.5238616205558,218.79672654217262,216.3220369482541,202.3124241085328,201.70679181980285,203.2060598750675,202.69848109972475,207.11425407155866,209.59669291411865,206.05796792918534,207.86805184907516,198.64070136596354,201.62349740808455,200.464012554667,197.29438346380937,195.1093651521099,201.11680223189927
7,1990-04-15 16:44:33+00:00,213.40225752935535,214.80429618102627,212.9113328195083,215.8074998781845,218.83587925423544,226.8815941192404,233.42626721382405,240.4838268924236,238.25675917893423,251.66550253344107,245.1397219399666,241.02502685885872,225.42890816452802,220.89489096316953,217.300748794593,213.62954169597538,212.65972697058686,209.7294220377504,211.26427532936287,207.58806371347094,209.33005658392278,213.86837020485336,207.53223553845186,201.56509802621338,202.73499168866508,205.8034720764188,199.32415498225612,196.65714924961475,204.98034812502584,210.2210237488705,215.04742382397055,218.15028364173395,217.18879673566474,213.37588148635797,217.83367336748427,217.645558714738,224.31843535440808,213.01619495627696,215.63434008043424,212.22993195648434,217.48157070769403,218.5273798064359,221.13057293151633,223.6358924996695,226.70387705391667,224.42887202289535,230.3198764418284,222.21960492328446,214.2863426898752,213.65576304696995,218.14235959454362,210.3302876225422,214.06180454725438,212.49748527489447,213.44703649143017,211.1785646626566,209.52302370801556,208.52123425376448,196.94095024507718,196.66540056195277,196.66939224304463,200.1615085206795
8,1992-06-07 16:48:12+00:00,231.48914158248505,238.4191877145177,239.31694775728343,239.89044321572118,240.67000559864567,244.2470888590278,251.82986191485497,266.69233189492763,263.07040925319274,262.020985522972,256.81551981082475,243.60471793983737,227.09560448012527,222.43214325195714,217.07975330897423,212.88162081020397,205.77963550005285,207.91745912062112,211.5069886122052,210.0342007692518,216.74212237065012,221.91822184001202,217.66924167828927,213.4808925551485,211.34023579589842,216.0945968113689,214.69923663982524,217.1888852733647,216.24704239606132,219.86141331166175,230.151826518771,227.6648172128941,231.92430053961718,229.4009055218694,230.11406893692404,234.91759705455203,237.2179213179939,233.89248153857008,232.20366107151057,231.46504761191196,233.66098981831365,239.23744889238776,240.93425593181024,242.12331233678083,242.28003045932135,241.46893465713697,241.16558479719362,236.41612686255036,231.59723116337898,230.40021736975675,226.56106897030605,225.88182424593805,231.82986518739463,231.90569771767284,227.24156656671653,225.54201782905602,223.51149335983902,220.6102642266925,216.65424125564806,210.08090575394334,211.45576736883692,215.22677694743464
9,1993-01-17 16:45:59+00:00,210.46165404762957,214.70441453892983,213.4999155100099,216.64963826371954,216.30963364026,225.07996436400998,227.71533306631596,236.04584123312267,232.9194056420162,238.6398148647982,235.7754053305027,225.4567861825572,213.58024962157106,209.9263598874419,210.15880458858607,207.8014608525694,200.56961149876952,204.41617933496545,210.34568472112605,207.93810866437212,209.1335519501721,212.3769070891416,213.30956041856294,209.59558983751697,208.80865539965714,210.56174084993097,208.39792177572372,207.13800741306147,207.15626943547892,216.27087239648114,220.32738041997195,219.68984631307387,220.87888605799867,221.27124831565416,219.81972959781845,225.62817515673083,227.6038291874815,216.47928934022144,212.3769067280553,214.67912931761387,225.8416585878346,231.74549892768368,228.56943201065806,231.2764810598319,232.26882971249938,238.29093623259706,233.56783344152083,228.24157198861207,215.8210795169299,213.86712412062985,209.1796831293899,218.4368085868508,215.29753575109345,222.6017844333981,220.77614527911277,221.7976590386864,217.5352558032889,213.85789681867192,214.57129776745583,207.40938259828152,205.49888066526933,212.87205599689025
