dates,nzd0251-0000,nzd0251-0001,nzd0251-0002,nzd0251-0003,nzd0251-0004,nzd0251-0005,nzd0251-0006,nzd0251-0007,nzd0251-0008,nzd0251-0009,nzd0251-0010,nzd0251-0011,nzd0251-0012,nzd0251-0013,nzd0251-0014,nzd0251-0015,nzd0251-0016,nzd0251-0017,nzd0251-0018,nzd0251-0019,nzd0251-0020,nzd0251-0021,nzd0251-0022,nzd0251-0023,nzd0251-0024,nzd0251-0025,nzd0251-0026,nzd0251-0027,nzd0251-0028,nzd0251-0029,nzd0251-0030,nzd0251-0031,nzd0251-0032,nzd0251-0033,nzd0251-0034,nzd0251-0035,nzd0251-0036,nzd0251-0037,satname
1999-08-05 21:46:59+00:00,265.86,272.36,267.79,265.85,272.65,290.56,286.19,293.28,309.05,324.60,348.69,355.12,353.42,349.53,347.45,329.56,322.18,321.60,326.39,331.37,345.98,357.79,351.70,348.94,342.00,331.16,320.70,308.17,302.97,300.87,302.82,325.78,340.63,348.18,335.50,332.72,320.97,317.22,L7
1999-08-21 21:46:33+00:00,271.42,276.00,268.30,268.06,281.00,296.32,296.85,302.98,315.69,325.92,353.50,353.35,359.06,353.80,348.42,337.58,328.75,325.79,331.52,337.19,348.01,357.31,351.80,349.15,344.53,332.83,325.37,309.54,313.26,302.43,303.32,324.51,339.50,347.58,341.57,331.40,320.22,309.87,L7
1999-09-06 21:46:35+00:00,278.12,272.56,268.42,266.56,281.40,298.05,296.57,302.57,311.42,327.59,353.71,351.73,356.62,353.12,347.13,338.13,327.51,325.33,333.46,337.72,345.69,355.52,350.75,350.43,349.95,332.83,325.37,309.54,313.26,302.43,303.32,324.51,339.50,347.58,341.57,331.40,320.22,309.87,L7
1999-09-22 21:47:00+00:00,280.83,274.60,270.74,267.96,283.53,301.46,300.88,310.35,315.45,332.47,354.35,352.22,359.20,356.34,347.55,340.55,331.63,327.58,334.92,342.78,349.00,355.87,352.30,351.59,354.50,339.47,328.95,309.54,319.22,308.32,306.71,327.04,345.39,347.21,342.83,333.09,319.85,314.02,L7
2000-02-13 21:46:48+00:00,281.24,272.26,270.62,269.84,288.25,305.94,309.40,316.64,321.11,336.46,358.29,352.35,359.04,356.94,350.44,341.88,332.55,330.07,338.74,347.37,351.83,358.68,356.06,356.01,359.52,345.51,334.67,319.36,326.75,315.12,314.15,333.09,351.65,353.02,349.57,339.50,327.62,317.76,L7
2000-04-01 21:46:10+00:00,267.40,262.91,268.25,272.05,284.36,298.08,307.99,308.69,314.34,331.50,355.36,351.52,348.41,350.19,351.96,337.08,327.29,329.89,339.18,345.26,354.15,363.88,363.45,361.90,366.43,349.78,337.19,327.80,320.88,311.00,315.15,334.00,353.87,355.50,349.46,343.44,334.38,318.31,L7
2000-05-19 21:45:43+00:00,267.40,268.35,278.90,280.95,289.73,304.69,311.21,306.48,315.86,331.63,354.50,353.32,350.30,352.24,352.70,339.68,330.73,331.58,340.49,346.59,355.87,365.48,364.52,360.46,362.02,345.88,333.33,320.44,316.22,305.81,311.89,328.00,349.49,351.06,346.74,338.94,332.61,316.35,L7
2000-08-07 21:44:45+00:00,267.14,266.23,274.76,277.60,288.10,302.56,307.08,302.31,309.93,326.64,351.19,347.93,346.98,347.04,346.43,335.26,325.77,327.44,337.62,343.69,351.94,362.01,361.21,357.93,358.33,342.97,332.20,318.80,312.47,300.15,308.52,323.58,343.71,346.56,343.64,335.95,330.69,312.05,L7
2000-10-26 21:43:58+00:00,266.86,267.36,276.91,278.03,290.90,302.19,303.71,296.80,308.99,324.25,346.62,346.03,344.78,343.17,343.20,331.76,321.68,322.89,333.85,338.93,345.43,356.30,356.63,352.77,351.89,338.65,329.40,319.76,309.24,296.29,304.64,317.82,337.42,340.58,337.55,328.69,324.43,305.29,L7
2000-11-27 21:44:26+00:00,269.75,263.85,267.56,271.69,288.40,297.59,302.42,301.36,311.05,324.99,346.63,343.29,344.68,342.09,343.70,325.20,313.72,316.86,329.22,333.77,338.51,350.11,351.62,350.36,351.23,338.94,331.30,323.10,310.41,296.71,304.26,318.73,340.08,343.17,338.07,328.21,319.48,297.34,L7
2001-04-04 21:44:06+00:00,270.62,264.25,273.10,276.35,289.13,298.90,309.39,304.05,318.74,330.19,347.84,348.23,346.63,347.22,351.87,332.54,321.34,331.62,340.03,342.69,340.53,354.02,357.49,352.86,357.16,340.31,330.28,322.16,312.98,307.46,306.80,324.81,344.47,345.33,335.72,327.84,315.53,294.64,L7
2001-04-20 21:43:46+00:00,270.78,266.14,274.48,277.61,289.24,301.60,309.60,306.65,320.30,332.62,349.99,349.90,349.20,350.42,352.85,338.06,326.96,334.47,344.63,345.43,344.25,356.24,359.56,355.80,360.23,340.94,330.06,317.28,313.76,307.41,306.74,323.33,344.19,344.57,336.09,327.17,317.02,296.08,L7
2001-05-22 21:43:54+00:00,272.00,266.73,275.03,277.45,289.26,305.59,308.16,311.88,323.48,336.33,353.21,351.88,350.56,352.94,353.37,345.03,332.39,334.66,343.30,346.96,348.76,359.28,360.15,355.41,356.15,334.77,324.20,305.55,304.43,301.02,303.58,317.45,341.22,340.56,334.19,323.04,313.33,290.77,L7
2001-07-25 21:43:18+00:00,270.23,267.03,274.27,277.48,289.92,307.96,308.15,316.88,329.06,341.35,356.62,355.43,353.02,356.54,354.80,346.17,333.89,335.92,344.64,350.54,352.96,362.96,362.33,357.60,356.97,336.82,328.57,307.90,309.06,305.62,306.87,321.30,340.75,341.32,332.42,322.84,316.05,293.42,L7
2001-08-10 21:43:00+00:00,272.80,268.41,275.23,279.02,291.47,309.67,309.56,321.04,331.87,343.10,358.79,356.07,354.54,358.07,355.48,346.74,333.67,334.23,343.33,350.31,353.21,362.32,362.06,357.40,355.56,337.37,327.64,307.11,310.15,306.98,307.15,320.19,340.97,341.03,333.22,322.75,319.26,296.35,L7
2001-08-26 21:42:49+00:00,272.95,267.97,273.97,277.97,291.15,308.35,308.66,322.01,333.04,343.75,359.99,356.56,355.30,359.21,356.35,347.62,334.79,334.93,343.52,350.54,354.31,362.82,362.84,358.31,356.46,338.97,328.25,309.67,311.91,307.19,307.84,320.73,341.64,343.38,336.45,325.07,321.09,298.63,L7
2001-09-11 21:42:14+00:00,274.28,268.33,273.93,278.89,292.43,307.88,310.45,322.99,332.77,344.93,360.21,357.12,356.59,359.21,356.35,347.62,334.79,334.93,343.52,350.54,354.31,364.28,364.67,359.73,357.15,340.10,330.89,313.31,313.54,309.44,310.76,322.68,342.67,345.07,338.45,327.11,322.48,298.64,L7
2001-09-27 21:42:05+00:00,277.93,270.53,275.29,281.26,294.19,307.73,313.64,323.79,333.04,345.60,361.03,358.06,358.52,360.37,358.61,348.55,336.92,336.97,345.41,353.02,357.95,366.89,366.40,361.74,359.44,342.53,332.56,316.34,315.08,309.17,311.54,324.33,344.10,346.17,339.36,328.84,323.05,299.64,L7
2001-10-13 21:42:15+00:00,281.67,273.05,275.61,282.26,295.82,308.77,312.18,325.78,334.00,347.38,362.02,360.44,360.36,361.18,359.39,349.34,338.18,335.40,345.39,353.89,359.54,367.07,367.27,361.31,359.62,343.40,331.50,316.71,316.07,310.03,312.35,324.93,345.41,348.21,341.04,329.33,324.75,301.24,L7
2001-10-29 21:42:21+00:00,284.05,274.03,275.23,283.49,297.78,308.64,315.34,328.26,335.93,349.30,363.44,361.84,362.24,362.00,360.59,349.97,339.07,335.40,344.81,355.26,361.33,369.12,368.33,360.93,360.38,346.34,334.65,319.06,315.46,310.53,313.88,326.42,346.40,349.61,341.86,329.88,325.66,302.11,L7
2002-01-17 21:42:52+00:00,285.43,276.41,276.82,287.27,299.83,308.92,320.84,331.91,338.86,351.57,365.63,363.62,365.22,365.86,363.93,351.29,341.16,339.09,348.46,359.06,363.93,371.11,370.15,362.75,362.89,349.06,336.03,323.84,320.22,314.10,316.13,328.94,348.39,352.35,343.25,333.26,329.24,308.11,L7
