dates,satname,nzd0251-0000,nzd0251-0001,nzd0251-0002,nzd0251-0003,nzd0251-0004,nzd0251-0005,nzd0251-0006,nzd0251-0007,nzd0251-0008,nzd0251-0009,nzd0251-0010,nzd0251-0011,nzd0251-0012,nzd0251-0013,nzd0251-0014,nzd0251-0015,nzd0251-0016,nzd0251-0017,nzd0251-0018,nzd0251-0019,nzd0251-0020,nzd0251-0021,nzd0251-0022,nzd0251-0023,nzd0251-0024,nzd0251-0025,nzd0251-0026,nzd0251-0027,nzd0251-0028,nzd0251-0029,nzd0251-0030,nzd0251-0031,nzd0251-0032,nzd0251-0033,nzd0251-0034,nzd0251-0035,nzd0251-0036,nzd0251-0037
1999-08-05 21:46:59+00:00,L7,265.50,272.03,267.43,265.41,272.29,290.12,285.62,292.71,308.61,324.27,348.36,354.81,353.09,349.17,347.01,329.20,321.82,321.20,325.95,330.80,345.54,357.43,351.34,348.54,341.56,330.66,320.03,307.50,302.40,300.30,302.32,325.38,340.23,347.74,335.10,332.36,320.61,316.65
1999-08-21 21:46:33+00:00,L7,282.98,285.14,274.81,277.60,295.35,309.42,316.93,322.10,329.65,332.74,363.81,356.66,370.21,364.08,356.72,351.60,341.31,336.57,343.99,352.44,357.37,362.83,357.90,355.96,354.39,342.75,341.04,321.91,332.99,313.41,312.07,329.85,344.98,354.31,354.24,336.09,325.47,311.95
1999-09-06 21:46:35+00:00,L7,303.88,277.02,281.01,278.68,294.55,316.62,315.44,321.18,318.00,342.27,365.47,358.94,363.05,364.10,359.67,351.59,337.39,338.02,352.43,358.20,356.16,364.30,361.02,366.59,375.90,,,,,,,,,,,,,
1999-09-22 21:47:00+00:00,L7,298.97,289.88,287.72,284.37,299.92,323.91,329.52,349.41,339.78,356.28,365.44,362.15,376.12,376.00,361.01,357.82,354.02,345.34,351.51,373.69,371.13,366.92,366.95,366.08,380.37,366.51,354.44,,346.84,335.83,327.25,343.10,368.15,358.69,356.35,346.47,329.11,338.03
2000-02-13 21:46:48+00:00,L7,265.48,261.16,265.32,270.93,289.56,306.05,317.15,315.32,329.23,338.71,362.63,353.95,350.97,349.96,356.56,332.87,323.83,329.36,339.24,346.57,354.86,367.03,364.72,364.42,359.64,346.53,334.18,324.13,322.41,318.13,322.39,341.72,357.23,363.17,353.52,349.95,342.27,325.31
2000-04-01 21:46:10+00:00,L7,276.97,271.67,278.83,282.51,286.80,299.45,310.83,314.07,308.79,331.30,355.08,355.55,352.85,358.07,356.69,348.93,338.39,338.82,348.45,355.95,362.79,368.36,369.82,367.79,382.56,363.53,354.20,,331.35,315.86,318.41,334.68,358.91,357.18,353.79,344.58,334.14,323.31
2000-05-19 21:45:43+00:00,L7,156.27,276.71,297.45,295.42,297.73,314.57,313.37,297.76,315.58,329.37,350.28,354.60,351.57,353.61,350.87,342.15,334.88,331.97,339.79,344.95,355.96,365.95,363.92,354.57,349.87,334.33,320.62,308.08,302.62,291.16,301.63,312.99,337.73,338.83,338.32,327.21,326.34,308.13
2000-08-07 21:44:45+00:00,L7,266.60,259.89,262.34,267.56,283.20,296.18,294.67,289.81,292.12,311.67,341.26,331.77,337.01,331.43,327.59,322.00,310.91,315.00,329.00,335.02,340.15,351.63,351.28,350.34,347.26,334.26,328.82,315.53,301.21,283.16,298.40,310.33,326.38,333.05,334.35,326.97,324.93,299.15
2000-10-26 21:43:58+00:00,L7,273.67,268.98,274.76,275.77,295.60,300.48,309.10,308.83,323.94,335.20,351.81,354.96,349.25,348.28,355.80,334.95,323.07,325.91,337.44,342.81,344.86,355.14,358.51,357.59,363.20,352.61,345.77,342.67,329.90,320.54,319.13,334.33,352.36,354.54,344.17,335.71,325.85,314.59
2000-11-27 21:44:26+00:00,L7,268.99,262.69,265.59,271.75,286.41,296.10,303.49,305.45,317.10,328.11,346.81,343.13,347.78,346.56,347.70,,,,,,,,,,,,,,,,,,341.49,341.92,335.69,321.95,307.67,278.28
2001-04-04 21:44:06+00:00,L7,281.76,272.58,291.49,296.85,297.92,315.44,335.28,317.58,330.50,338.77,356.39,357.21,354.37,359.38,367.44,349.24,338.71,358.34,365.95,372.58,359.53,372.00,375.57,369.13,374.46,354.27,349.80,336.65,326.06,324.37,320.72,336.30,353.35,354.86,341.09,338.42,325.62,310.75
2001-04-20 21:43:46+00:00,L7,280.33,280.15,287.70,292.52,298.65,320.81,324.54,328.74,336.10,348.25,364.77,362.61,365.23,369.09,366.91,358.17,347.30,350.16,364.94,365.18,362.79,369.77,372.78,371.68,377.46,354.69,346.29,324.18,329.60,321.60,319.13,330.36,353.36,353.42,347.22,334.25,330.57,314.69
2001-05-22 21:43:54+00:00,L7,151.78,270.14,275.71,273.54,294.41,314.88,301.33,327.74,335.10,348.84,363.54,361.82,353.50,357.08,356.30,354.58,338.08,325.09,331.88,345.41,356.83,362.98,359.02,355.03,349.40,332.34,325.86,305.17,299.93,299.38,307.89,315.29,339.07,336.92,335.18,317.88,309.83,291.36
2001-07-25 21:43:18+00:00,L7,145.00,258.25,256.35,264.31,282.87,298.03,293.74,315.75,331.86,342.53,354.78,352.08,351.96,354.79,345.88,336.86,325.65,325.67,333.12,341.28,350.02,361.26,356.14,350.16,343.87,325.48,318.35,291.61,302.93,299.43,299.25,318.86,332.84,337.39,321.77,314.98,312.37,279.16
2001-08-10 21:43:00+00:00,L7,270.67,267.23,271.82,276.31,290.41,307.63,303.77,326.26,334.20,343.42,360.81,352.48,353.96,356.94,349.28,341.76,325.53,319.50,329.21,337.98,345.30,352.48,353.68,348.62,341.02,329.56,310.57,290.64,303.07,300.96,298.25,307.74,333.82,330.98,328.45,315.11,324.80,296.63
2001-08-26 21:42:49+00:00,L7,273.41,265.82,267.69,272.74,289.54,301.72,304.14,326.83,338.93,347.03,365.97,358.98,359.12,364.87,360.74,352.02,340.38,338.43,344.43,351.67,359.83,365.37,366.79,362.83,360.96,346.96,331.34,322.43,320.70,308.24,311.32,323.44,345.00,355.13,352.58,336.68,330.27,310.04
2001-09-11 21:42:14+00:00,L7,278.71,269.61,272.72,283.27,299.22,303.95,319.75,327.45,330.05,351.18,360.71,359.72,363.48,,,,,,,,,372.09,374.72,367.24,360.17,345.66,345.05,333.47,321.92,321.53,327.00,333.37,347.85,354.09,349.44,338.43,329.89,297.31
2001-09-27 21:42:05+00:00,L7,303.95,293.11,292.68,307.45,314.29,316.27,348.33,341.72,344.49,357.40,373.90,371.31,379.24,375.19,381.71,361.95,357.52,357.81,366.32,380.17,389.37,392.98,386.33,384.40,385.07,370.32,358.56,351.90,338.13,319.54,327.78,344.50,362.74,363.44,354.33,348.78,334.85,318.94
2001-10-13 21:42:15+00:00,L7,303.70,292.24,293.51,304.17,310.44,323.12,322.67,332.65,337.50,352.51,363.87,375.71,368.51,364.51,372.23,354.19,346.98,346.72,365.19,377.85,369.99,372.90,381.95,365.12,375.22,360.47,340.28,338.60,333.12,330.39,326.42,340.48,363.20,370.51,353.92,341.81,338.67,322.65
2001-10-29 21:42:21+00:00,L7,293.49,287.00,283.58,301.02,313.22,,348.17,346.86,350.23,362.62,375.09,372.91,379.27,373.68,373.97,361.53,352.43,349.00,359.52,373.03,373.95,385.07,380.22,367.44,382.20,376.69,369.57,340.97,323.04,323.95,329.87,341.07,360.11,363.35,352.62,337.51,336.76,319.90
2002-01-17 21:42:52+00:00,L7,281.16,272.86,270.54,282.00,293.01,295.09,317.31,328.87,336.74,350.71,364.73,361.03,361.03,366.30,357.93,346.02,334.90,331.32,335.67,344.04,353.25,361.10,355.75,350.01,347.74,329.62,304.20,310.77,309.99,299.93,301.39,315.88,335.35,337.03,326.72,327.11,320.68,311.39
2002-02-18 21:42:30+00:00,L7,261.72,262.85,263.04,264.69,272.53,297.61,304.80,326.08,340.45,348.27,366.82,361.15,357.08,363.46,358.14,348.41,339.56,338.97,343.99,348.54,356.84,366.07,362.06,356.79,354.23,337.87,312.46,320.31,320.20,311.21,310.10,326.18,338.02,348.90,333.46,327.47,316.82,293.72
2002-04-07 21:42:52+00:00,L7,,,,,,,,328.61,336.17,356.34,383.46,381.42,380.71,378.57,383.39,358.50,358.08,365.41,371.52,374.28,378.03,386.76,383.52,376.90,378.37,369.82,355.22,345.18,335.63,327.11,335.09,344.97,362.90,361.87,350.76,345.28,337.54,325.00
2002-08-29 21:42:03+00:00,L7,,,,248.29,,,267.24,,292.84,311.06,332.00,331.04,347.92,338.57,336.16,325.06,315.01,315.63,323.09,334.87,344.37,362.55,361.08,355.63,348.65,333.34,322.98,310.27,304.18,297.25,304.27,318.87,336.22,341.05,334.56,325.45,318.93,292.91
2002-09-14 21:41:55+00:00,L7,267.15,261.84,272.81,275.52,290.63,297.65,299.00,304.89,313.13,325.32,346.74,346.66,351.13,357.13,355.69,342.05,338.17,337.37,338.37,343.06,351.90,364.02,362.83,352.91,356.86,336.06,330.22,321.92,312.62,301.98,311.12,328.55,347.05,351.41,347.47,330.00,327.47,296.24
2002-09-30 21:41:23+00:00,L7,265.92,259.89,264.96,283.09,285.01,296.07,294.19,,,,,,,,,,,,,,,349.03,348.96,341.36,337.64,324.43,308.79,298.86,296.17,286.90,295.95,300.22,,,,,,
2002-11-01 21:41:54+00:00,L7,,,,,,,,,,,,,,,,355.36,347.15,340.33,343.57,353.12,361.82,368.29,362.36,358.24,362.41,346.34,344.02,344.19,338.23,325.57,320.95,334.79,349.82,355.46,335.37,331.14,313.85,298.80
