dates,nzd0251-0000,nzd0251-0001,nzd0251-0002,nzd0251-0003,nzd0251-0004,nzd0251-0005,nzd0251-0006,nzd0251-0007,nzd0251-0008,nzd0251-0009,nzd0251-0010,nzd0251-0011,nzd0251-0012,nzd0251-0013,nzd0251-0014,nzd0251-0015,nzd0251-0016,nzd0251-0017,nzd0251-0018,nzd0251-0019,nzd0251-0020,nzd0251-0021,nzd0251-0022,nzd0251-0023,nzd0251-0024,nzd0251-0025,nzd0251-0026,nzd0251-0027,nzd0251-0028,nzd0251-0029,nzd0251-0030,nzd0251-0031,nzd0251-0032,nzd0251-0033,nzd0251-0034,nzd0251-0035,nzd0251-0036,nzd0251-0037
1999-08-05 21:46:35+00:00,,,,,73.56829368766677,90.08120056715025,86.8228537498473,93.14037421688279,108.76224769092818,120.92807718780256,150.43590549951338,155.3466109656578,153.4809142102607,149.78404806122234,145.89162837277098,129.6231362505007,121.50797782983204,121.0226620283157,126.56896590984793,130.6450928792172,145.597467486137,157.10431433030772,151.96028501918238,149.0214240007191,142.3638192959799,131.09140331870125,119.85816291209412,107.7957111857571,101.98134162392708,99.8076410263949,102.79357610064469,126.20549213989405,140.32518169429846,147.8071349650654,136.1033817030258,132.06887982140262,120.3154790553597,104.29404688949946
1999-08-21 21:46:56+00:00,,,,62.357404870384514,79.32705896675792,94.56376263142893,102.34333108607424,103.63448777411271,109.09417944378102,122.71920127188324,149.88489728241092,144.7015237512984,154.83269456845545,151.451361572798,142.7283702276795,138.4604516663633,127.73681950474007,121.95929511943137,128.72210391123653,135.87351022825055,142.16927034921312,148.25223443237726,144.42214332511654,143.0010468386995,135.48225317601256,123.76269929986717,118.4799693732865,96.82191355672164,109.36693657829072,95.32375841680508,96.58022002845165,117.66953715072685,130.18809856938083,140.2806769775309,136.47994160477515,119.07932948976725,109.07764611507764,90.55455197695882
1999-09-06 21:46:35+00:00,,52.4183902979687,56.62626176186937,55.19406224583024,71.613551337177,89.33438359872493,95.44863282571512,94.17913060852369,88.38982581970897,130.04944453936605,148.75543984029153,144.95842225510196,143.31745199504144,141.7667976057395,139.02496388839342,134.0705965350879,120.26451446658831,118.72701037577332,128.58154614811727,131.387723060531,133.0207935272358,145.27453762851144,141.19685403445237,143.4068188988782,132.51909396147934,,,,,,,,,,,,,
1999-09-22 21:46:36+00:00,79.88068694040837,72.60212117131695,69.4654375677397,67.1839739348767,84.85614788000896,105.52424225606829,112.4172660974636,127.10421187423398,115.99249359493115,146.3058800465775,154.33407981714512,153.13289972916482,161.9027385104638,155.77042330127165,146.41956870487485,145.49621593628692,137.7575108187493,130.55165628891953,132.93984302620896,150.07954014170213,152.36527761631191,152.101876066826,149.01024559893756,149.8506573619483,157.61456230251133,139.40507894451721,128.69589505008963,,118.64251217259141,113.61795732169986,107.1099358727405,,150.77781409686696,144.3772019057645,140.02568032241547,127.04944186843366,110.08602553624586,118.51433791631513
2000-02-13 21:46:48+00:00,,,,73.7005672233732,91.04985926920175,107.4868386735624,119.13935884701364,117.59304684463861,132.2531247262017,142.54978660412746,163.54842612280117,154.1219700252178,152.92461388513271,153.54670884730737,156.29456180500455,133.8776691738576,125.71829624992417,130.98016287660482,141.5318505360716,149.75020882212922,156.96291007135616,168.77041668135166,165.96046389231327,166.16247477276352,162.24708063242895,149.20782701512286,137.63375097677937,128.09894685297357,125.64805853029746,120.33173523965591,124.64199346022205,143.04550080711329,159.30463753744468,164.2713581805314,156.18929809751936,151.7857456677136,144.49121417996156,
2000-04-01 21:46:10+00:00,,,60.74146436031839,64.59185178302423,70.62588584024718,82.2644831747228,94.96047978280464,89.39248523964193,76.8782980691898,119.6420660562619,143.11186477698922,144.62737631291935,137.91759665265798,140.49200755048693,138.9303084011279,132.66668533031972,124.64906416615364,123.38427803385028,129.916538898163,134.47299761659318,144.4106128800117,151.90297356837232,153.22843587801873,150.141791006327,158.36466435191556,139.50138593816442,127.85243432760221,,106.52472194231613,96.00733788485657,100.87737347826074,119.69937163416802,142.6988640678268,141.80921827780253,135.18210987879814,128.5622121064971,118.25909409737639,
2000-05-19 21:46:07+00:00,,77.29871051373522,98.72592268832521,97.65747222705309,100.33270888043673,117.74348555626895,115.9078699578866,103.54614926809047,121.7197435022832,131.32488109824374,150.17282202583013,153.2259528704884,153.47476167598762,155.26362091652808,153.93259611380557,144.07045010682478,136.07328569643883,135.66510655985311,142.3508750117095,149.16989145841953,158.9730973433635,168.3868284906698,166.08054852583794,157.41266489897993,153.82756351384097,137.80497836307595,125.42516167297588,112.15977642769144,106.79031241513796,94.25230807136548,105.3680595841416,113.82899519610592,138.7587603386549,141.66686952030656,143.3160913649201,130.02071302409354,128.40237225366002,
2000-08-07 21:44:45+00:00,,,,,73.23722429022357,87.81611137233038,85.89993204171031,79.82802052734834,80.5157751473838,109.5006826346381,133.24748510608012,125.73228463611404,130.90881676916314,124.4124047214567,120.1446239679768,113.44005291308898,102.66385879064052,108.08168982015304,122.40937900598078,126.504739863395,135.7393940793853,144.38459163982006,144.2948460910593,142.98134889163902,137.79828898106769,127.10074358059744,117.83010642788284,104.49763397753064,92.13204219501966,74.57748885924102,89.69726804833896,104.38954362591028,116.96711501068016,125.45751018350484,123.30994230751784,120.16857283433932,112.25940904184752,81.67030453635097
2000-10-26 21:44:22+00:00,,,62.833522415738635,64.76635887497451,80.13395873103124,90.20755010996956,99.29041370988249,95.48489694125972,108.44367646764013,129.82816540237678,144.32834056601405,149.02858548682178,140.42024359055569,137.03723308028495,145.85213812225635,124.9909799062243,114.68174152937476,117.401015923197,126.1608169174084,131.36646419599674,135.18828207478592,145.8848241818555,149.51453755558776,148.1173625687747,148.9389741056518,139.20482390199697,128.79702819693438,126.83942104414709,111.59829729707656,106.88699063648068,108.33411753278551,124.30827286685127,143.65872400086852,145.10463047824717,132.77308614394178,124.04152784461948,116.08093416469708,
2000-11-27 21:44:26+00:00,,,,82.00904632135527,95.30867413183385,106.18634949967782,112.87594930070422,117.2670430644319,131.8996472679096,134.55887679640685,153.82389087015227,148.90478179714705,156.73346563935507,157.14184460834696,156.6235498170617,,,,,,,,,,,,,,,,,126.51255260392335,150.30687986098988,150.89579209444284,145.18664072575223,131.00563745262266,116.18165534162782,
2001-04-04 21:43:43+00:00,,51.384619799039285,65.77257950767732,71.37630174435573,76.44265890672992,90.9571638337725,113.96885632649727,89.53079424446624,99.10718584749254,123.53787258090851,141.09356353671077,143.04969551506343,135.2979678341872,136.47665306317214,146.3654292545982,130.26746771625108,122.20948479600905,137.39328254177778,141.44600985276622,143.82908806428594,136.1096183857884,152.1458987231845,155.63277184973046,149.18476138689567,148.28864225086355,123.57507958789068,118.16409865332312,102.91082982005315,94.83560223841232,99.01717484377144,98.05782919154247,116.84360917098921,134.51433500164882,135.15301648422525,118.30508892877104,117.82224553503494,104.94471267008814,82.13693016253632
2001-04-20 21:43:46+00:00,59.94533403315172,61.646058077339305,68.64103423152781,72.51844135253353,84.21508880659763,101.55901013739486,104.96628797752288,105.46256871002925,111.7511666255632,134.32830763479666,150.2636350451222,150.8159722105855,148.79536981677,149.2341409131326,150.4744927842639,144.43974977206292,128.99653921436624,132.88833740770934,146.82800565806357,142.5559654910609,143.85357297626052,152.75241451558844,155.7378031724954,153.03903669400663,152.86921748780364,132.63360754908496,119.86714033079795,98.4917425154182,104.37410947108148,101.27598264754624,100.57379108517702,115.63674396771161,136.55144908538367,136.1709866743322,128.0923879157997,117.10605519817364,113.5385795283187,91.89071242399883
2001-05-22 21:43:30+00:00,,,,59.96459078285306,77.74714397302652,96.84185714998327,85.9887300080856,109.27913793028573,114.3860805300998,137.96563065718237,149.3301145018059,150.7728616327619,139.2552983317317,143.46121069191398,141.2661959080615,141.29074494617595,124.89222979579462,114.98660747779032,119.81863808465664,134.17990104840294,144.30814623013595,151.05230302194136,149.90478638525187,145.25002272477155,135.82579848828235,119.35763428301588,109.04548594707124,88.36375595474244,83.3385501770671,83.44889096774433,99.87805342164631,106.25622223698508,130.6120447692739,126.62069515127757,125.60551534789249,109.56769222288722,100.98370591125038,76.24222508844828
2001-07-25 21:42:54+00:00,,,,,96.83034049759105,116.32520895530322,106.50942882591146,135.3563243206375,155.90340308382738,151.82606316714126,167.66304328000948,162.08066916340383,168.4002960431412,173.2853415690833,160.99968473765773,147.37312539640087,140.32004577818603,142.05525788038724,152.31447220805498,163.98296413595088,169.31718563847954,176.83986565471628,173.29417561309856,166.29757554358977,165.31771535637498,147.62478142410782,142.9749389654109,116.97341180820219,129.8990522369501,123.23079251007084,118.24975733358886,134.39653998596708,150.01913170577723,153.147870413133,141.1778190634992,131.7422870655888,129.29854226891774,
