dates,satname,nzd0237-0000,nzd0237-0001,nzd0237-0002,nzd0237-0003,nzd0237-0004,nzd0237-0005,nzd0237-0006,nzd0237-0007,nzd0237-0008,nzd0237-0009,nzd0237-0010,nzd0237-0011,nzd0237-0012,nzd0237-0013,nzd0237-0014,nzd0237-0015,nzd0237-0016,nzd0237-0017,nzd0237-0018,nzd0237-0019,nzd0237-0020,nzd0237-0021,nzd0237-0022,nzd0237-0023,nzd0237-0024,nzd0237-0025,nzd0237-0026,nzd0237-0027,nzd0237-0028,nzd0237-0029,nzd0237-0030,nzd0237-0031,nzd0237-0032,nzd0237-0033,nzd0237-0034,nzd0237-0035,nzd0237-0036,nzd0237-0037,nzd0237-0038,nzd0237-0039,nzd0237-0040,nzd0237-0041,nzd0237-0042,nzd0237-0043,nzd0237-0044,nzd0237-0045,nzd0237-0046,nzd0237-0047,nzd0237-0048,nzd0237-0049,nzd0237-0050,nzd0237-0051,nzd0237-0052,nzd0237-0053,nzd0237-0054,nzd0237-0055
2006-01-26 21:56:00+00:00,L7,302.65,321.45,328.96,329.56,320.43,317.04,,,,291.65,290.76,291.62,295.20,292.17,297.48,291.44,284.81,284.27,292.07,296.20,,,282.53,279.30,249.19,240.19,,,,,,,,,,,340.32,342.49,341.95,332.80,334.61,337.66,340.39,338.96,342.25,327.90,340.36,339.51,,,,339.02,329.40,343.55,348.20,351.21
2006-02-03 21:56:19+00:00,L5,378.10,371.74,366.33,366.23,360.71,355.19,356.84,351.86,346.66,340.77,347.88,349.21,348.46,345.45,342.23,321.29,325.93,338.14,356.05,369.46,374.89,365.88,359.08,424.16,411.30,373.09,355.45,364.24,360.26,346.66,364.98,365.94,359.02,351.74,374.06,380.04,381.99,371.93,374.27,381.30,368.27,,,,,,,,,,,,354.17,366.49,419.29,418.53
2006-02-19 21:56:39+00:00,L5,378.42,362.94,361.79,357.73,352.87,358.63,343.12,336.40,338.49,339.95,336.45,330.04,336.22,344.37,343.79,331.36,323.80,326.15,337.85,358.13,356.96,351.49,366.73,380.30,297.35,355.55,361.04,367.56,354.49,351.92,362.97,369.53,366.72,354.87,365.60,377.49,389.29,394.90,383.66,379.14,382.73,382.53,372.74,362.14,381.08,382.80,385.62,378.68,370.08,374.89,384.84,379.34,364.50,370.00,413.18,417.06
2006-03-15 21:56:08+00:00,L7,293.53,302.36,307.30,300.80,297.10,296.57,,,,295.31,290.59,288.11,284.01,289.88,294.70,285.21,275.05,273.81,281.13,284.91,,,278.61,271.82,257.09,291.26,307.28,311.86,319.00,320.03,320.52,324.21,327.45,,,,339.30,346.70,337.25,326.59,328.49,326.69,332.56,335.48,326.37,316.34,323.10,323.57,,,327.21,334.03,330.66,338.99,340.15,343.09
2006-03-31 21:56:06+00:00,L7,303.47,300.28,308.06,305.70,299.30,,,297.58,292.65,285.11,285.53,284.15,285.49,287.47,286.81,287.63,286.45,283.17,286.56,,,282.83,279.49,275.39,253.62,285.07,302.11,306.72,321.23,327.40,326.29,327.01,,,,334.92,337.61,335.91,328.89,325.05,322.71,320.43,329.86,328.54,321.88,309.09,322.43,,,306.63,322.04,329.20,320.61,335.65,333.27,334.63
2006-04-16 21:56:02+00:00,L7,325.74,333.05,339.66,332.92,323.11,310.56,,,,304.67,303.89,296.87,295.82,298.18,303.29,307.03,307.54,307.96,310.06,304.26,,,298.31,300.54,284.78,288.68,319.21,327.31,330.81,333.36,335.41,332.23,340.05,345.54,,,,346.72,343.75,347.94,349.03,345.08,347.12,343.44,345.89,336.88,333.97,346.48,,,,346.05,347.27,358.63,357.27,352.39
2006-05-18 21:56:06+00:00,L7,,264.56,364.81,,366.81,356.40,344.90,344.69,332.21,331.43,326.26,317.60,315.32,,,,342.69,336.26,343.40,348.96,352.86,346.45,338.87,336.26,358.83,346.55,355.54,,,346.12,344.32,364.44,358.85,366.87,386.71,390.61,389.42,380.24,384.89,381.95,381.65,,,,373.38,372.40,377.31,380.22,372.80,368.25,371.87,375.53,385.48,385.62,398.40,
2006-06-19 21:56:00+00:00,L7,366.74,372.46,369.63,,385.40,384.79,382.88,371.50,347.35,338.15,,,,,,,,,,,,,,,,160.56,385.69,358.98,346.56,348.67,348.40,352.52,343.21,349.54,371.74,383.88,388.10,384.21,,211.00,375.32,374.10,378.99,,356.04,153.67,358.55,362.41,,385.37,400.00,374.14,,181.49,317.87,406.99
2006-06-27 21:58:48+00:00,L5,299.33,307.02,306.75,310.56,318.05,312.49,308.61,305.40,292.65,288.16,281.32,274.06,,,,,,,,,,,,,,,,,319.64,316.53,329.68,328.48,331.42,336.19,340.30,341.30,348.01,347.58,341.57,342.87,337.10,342.02,341.29,,308.17,172.98,321.60,324.93,325.14,307.75,211.54,218.48,190.58,197.24,165.50,174.65
2006-07-13 21:59:02+00:00,L5,288.99,261.16,290.61,292.27,290.20,289.02,282.22,289.68,279.97,273.88,266.26,,,,,,,,,,,,,,,,,,305.08,313.35,318.08,324.51,323.78,311.64,318.94,323.05,325.04,329.35,329.75,316.76,314.01,314.47,321.02,314.30,307.32,165.61,306.03,308.06,302.12,229.67,213.55,215.03,194.26,205.13,165.62,177.64
2006-07-21 21:55:45+00:00,L7,300.13,288.04,308.52,295.46,300.93,303.84,303.92,,,,,,,,,,,,,,,,,,149.95,187.98,296.49,307.04,320.31,326.38,325.91,336.51,339.77,331.26,330.91,,,356.16,360.74,352.41,334.14,325.21,335.93,,363.40,349.60,332.58,319.39,317.62,,,344.39,346.31,350.67,348.86,328.39
2006-08-22 21:55:41+00:00,L7,296.81,298.68,302.19,295.03,293.19,292.59,287.25,288.93,,,270.06,276.14,273.85,269.54,265.91,257.43,,231.87,,,273.69,,,119.15,137.62,249.64,271.20,290.15,303.65,319.47,324.04,324.07,318.80,323.37,320.59,,,,325.21,333.40,330.11,326.22,321.73,317.57,313.84,303.88,316.30,,,,,,,,,
2006-10-25 21:55:41+00:00,L7,296.84,303.37,315.19,314.38,312.64,310.24,311.13,,,283.05,281.84,283.74,280.38,285.06,288.88,287.46,285.25,283.96,284.27,286.65,,,,290.08,276.30,295.12,304.26,309.99,324.27,329.41,336.20,338.47,338.66,339.34,336.45,,,337.93,333.55,332.15,336.41,331.73,330.46,323.68,318.76,307.25,322.58,320.96,,,,341.22,340.99,337.77,337.66,334.19
2006-11-02 22:00:20+00:00,L5,,327.51,327.76,330.51,336.33,338.66,327.94,323.23,302.59,303.09,308.54,315.69,313.98,313.88,316.26,315.07,310.71,304.17,308.37,314.22,318.22,323.22,321.74,320.73,332.75,331.52,344.36,340.47,346.53,351.85,356.68,353.23,356.54,350.61,344.39,344.27,347.41,345.75,,,,,,,,,,,,,,,,,,
2006-12-12 21:56:11+00:00,L7,380.41,380.70,,,366.10,347.34,339.93,347.35,342.97,342.86,334.88,329.17,343.37,342.74,335.92,,,,345.74,367.99,373.24,359.51,338.77,340.55,373.15,354.90,367.66,396.48,375.22,,,371.40,367.95,355.68,370.38,374.23,380.30,382.82,397.58,386.23,382.93,381.64,390.32,,,,390.42,383.13,373.12,374.60,397.12,393.77,395.44,385.20,399.58,409.71
2007-02-14 21:56:27+00:00,L7,321.77,321.95,321.51,,,,302.45,306.49,306.33,294.80,286.99,292.45,299.85,306.23,303.16,305.72,295.62,,,301.62,304.08,305.46,305.62,306.40,305.10,295.40,331.90,333.17,336.09,332.94,334.03,,,339.25,347.99,354.40,352.40,342.39,339.84,343.62,347.87,344.39,348.97,349.82,351.05,,,343.32,342.28,325.17,340.36,348.98,346.61,349.93,351.39,357.51
2007-03-02 21:56:31+00:00,L7,300.63,313.45,310.30,309.49,311.88,301.54,293.42,295.50,290.94,289.53,281.77,,,299.65,296.68,294.76,292.84,286.45,286.38,286.98,293.18,295.88,294.91,298.01,,,,313.21,323.66,331.03,330.57,337.38,336.51,333.39,337.26,343.08,339.43,334.46,328.51,,,335.09,340.64,341.23,344.50,336.65,337.81,331.07,322.89,316.28,328.96,332.24,,,,343.83
2007-04-19 21:56:31+00:00,L7,,,312.25,308.96,306.80,303.16,301.68,307.35,292.71,289.62,288.05,286.76,285.33,283.38,,,293.93,297.94,293.18,307.19,302.09,300.00,296.77,294.20,283.08,286.10,301.46,,,,331.29,336.36,342.42,339.10,341.37,341.74,335.16,337.42,339.86,340.60,343.88,,,333.45,329.71,331.75,335.85,341.99,337.63,323.92,325.73,320.49,322.07,332.42,328.73,
2007-09-10 21:55:51+00:00,L7,272.38,290.92,295.22,291.61,290.15,281.69,278.56,279.75,271.13,,,,270.53,267.21,264.89,267.48,272.60,278.44,285.21,277.52,272.25,273.75,,,,230.28,240.30,277.69,300.17,307.66,318.08,320.47,320.03,311.87,315.11,319.84,,,320.14,315.33,313.68,317.84,317.75,312.48,308.56,294.50,313.91,318.19,309.88,289.49,,,,,,
2007-09-26 21:55:47+00:00,L7,285.17,300.89,310.32,308.02,303.12,295.54,283.78,279.77,278.95,276.07,278.01,,,,271.46,277.09,285.25,286.65,282.95,284.96,289.23,288.07,292.81,294.86,279.04,,,285.91,308.51,320.80,332.38,331.12,328.46,319.53,317.36,322.40,330.30,330.56,,,,321.44,321.07,329.84,327.57,318.08,318.14,317.00,312.98,299.78,316.29,321.44,,,,325.20
2007-12-31 21:56:23+00:00,L7,419.03,381.84,386.25,,,369.45,353.76,362.35,366.72,360.68,348.54,347.41,343.40,353.07,366.90,348.70,378.95,,,374.19,387.44,383.54,361.05,342.37,351.38,394.60,408.41,356.21,387.36,380.68,,,378.34,388.83,404.09,399.91,387.78,379.22,388.87,389.70,395.15,401.12,397.88,389.50,,,409.45,410.98,381.27,390.65,389.57,386.62,409.31,422.64,418.06,406.36
2008-03-03 22:02:28+00:00,L5,,293.00,520.66,,254.07,253.76,254.04,260.60,,,,,,,,,194.27,120.20,,,,,,,,,,,437.62,281.01,296.76,298.80,296.67,145.20,,,,,,,,285.28,293.94,,263.12,149.40,164.30,175.83,,,,,,,,
2008-05-23 21:55:58+00:00,L7,298.89,311.63,312.05,322.50,321.32,314.37,315.39,311.73,311.23,305.23,,,277.05,288.88,300.86,,,,,,,,,,,,,287.68,318.41,323.93,332.20,336.76,343.96,347.45,343.00,349.22,348.45,,,334.61,327.01,324.78,322.43,333.27,348.35,340.11,347.45,343.13,338.10,316.39,330.89,,268.86,351.34,351.34,349.15
2008-08-27 21:55:06+00:00,L7,317.97,335.35,330.72,323.35,311.66,314.31,316.87,314.95,301.43,291.23,282.39,,,,287.59,289.09,287.69,291.48,285.48,287.52,278.86,267.03,268.05,226.93,260.52,,,322.01,317.07,325.75,337.35,339.42,338.45,332.58,330.72,332.36,334.64,345.27,329.27,,217.48,320.72,320.26,327.31,338.74,338.57,338.36,334.00,322.71,315.43,331.93,341.02,336.94,,224.79,347.74
2008-10-30 21:54:58+00:00,L7,,,297.74,296.98,289.52,292.66,284.73,279.76,272.30,268.84,,,,266.00,269.80,268.01,262.69,254.45,243.78,242.85,,217.44,241.80,176.40,,,242.91,259.29,290.61,300.91,313.93,318.78,326.67,324.04,321.62,321.88,318.87,311.73,,,322.52,319.46,315.35,311.44,305.33,292.48,313.72,312.59,306.99,286.50,306.33,313.01,,,331.58,322.79
2009-03-23 21:56:15+00:00,L7,,319.72,321.82,318.33,317.13,310.66,308.56,304.79,294.16,290.60,290.18,286.10,,,,293.24,290.23,284.85,280.15,281.37,288.51,270.87,276.01,267.78,270.96,283.91,,,315.22,325.65,337.18,338.90,340.04,338.47,347.83,349.32,346.36,341.58,339.96,337.87,,,335.89,336.85,332.84,314.87,329.66,331.82,325.70,321.45,336.24,338.15,332.25,,,
2009-08-30 21:56:12+00:00,L7,322.37,290.45,311.45,327.56,,,329.08,336.41,322.80,307.68,304.78,299.95,299.48,306.13,299.97,290.79,290.21,,,,282.57,282.65,295.24,239.10,245.34,263.28,198.10,281.17,304.16,319.12,329.35,,,340.04,334.18,335.26,341.20,348.19,352.59,349.71,351.50,341.58,340.47,331.80,313.03,,,315.23,318.42,292.04,310.17,326.02,317.73,338.53,343.24,345.25
2009-11-26 21:56:28+00:00,L5,335.09,345.13,360.61,369.15,367.33,360.38,355.00,345.90,340.07,331.77,319.17,310.63,304.30,308.08,316.20,326.43,332.19,326.78,318.22,313.30,315.41,327.62,320.91,310.28,302.62,314.16,338.30,341.16,354.84,363.83,370.77,363.43,354.86,352.18,350.38,359.23,360.42,355.80,360.12,360.03,361.44,352.75,354.14,352.66,355.19,347.33,352.75,349.60,361.05,327.08,355.62,360.44,365.48,371.64,380.83,381.03
2009-12-20 21:57:07+00:00,L7,318.03,331.75,333.42,337.75,344.36,345.69,332.24,,,307.60,308.65,305.11,290.28,276.17,279.74,286.09,300.94,301.08,302.21,299.66,,,283.72,272.82,265.93,279.83,280.48,296.51,317.97,334.85,355.93,360.60,361.58,359.15,,,333.20,342.13,351.81,339.35,329.78,331.75,335.21,338.67,340.48,339.47,337.58,,,,331.62,340.17,337.49,344.23,350.96,364.29
2010-01-05 21:57:24+00:00,L7,349.12,363.64,364.43,364.88,367.89,370.91,367.12,360.98,343.95,,,,324.15,325.17,310.41,298.77,318.93,336.60,340.73,330.35,327.18,314.15,316.89,,,331.56,326.47,339.20,348.39,364.44,375.30,385.21,388.88,382.84,393.23,380.65,373.35,,,378.57,377.00,360.06,355.92,354.17,360.05,358.43,363.14,357.42,360.96,338.12,,,,386.19,390.65,393.37
2010-01-13 21:56:49+00:00,L5,305.79,311.27,313.91,321.05,321.85,321.00,319.46,315.95,307.72,297.14,288.58,289.16,287.62,286.22,282.95,268.40,275.96,287.95,285.54,276.44,268.43,267.74,267.46,266.54,250.85,279.11,287.35,294.76,306.24,317.54,328.13,334.81,339.68,338.77,336.73,342.61,335.17,334.76,332.95,337.87,334.37,332.69,320.67,315.97,314.45,305.01,312.94,314.22,312.39,309.79,321.13,326.48,326.82,340.38,348.74,351.65
2010-01-29 21:56:53+00:00,L5,280.48,297.81,302.08,306.94,308.30,310.05,301.55,295.91,287.84,280.35,277.55,271.97,274.18,279.42,282.28,272.76,273.78,276.45,269.78,269.76,250.59,251.68,250.66,182.16,222.45,238.74,253.19,273.48,298.93,310.59,321.79,332.76,337.07,338.09,333.21,326.84,325.04,316.64,318.10,326.34,328.65,324.92,324.03,323.53,310.14,298.65,314.63,319.60,312.74,295.68,313.29,320.19,318.06,329.93,340.77,343.85
2010-05-13 21:58:09+00:00,L7,,200.13,304.22,309.31,299.78,300.41,287.85,284.86,281.15,275.35,273.56,267.66,271.52,275.16,,,268.71,270.51,269.51,267.34,256.02,265.53,261.55,232.80,210.56,253.42,266.69,,,317.46,321.68,326.08,323.89,317.37,321.79,327.79,326.97,321.67,320.60,321.71,319.33,,,309.53,306.58,301.72,305.84,311.64,304.91,288.51,312.11,317.86,313.56,327.17,,
2010-05-29 21:58:09+00:00,L7,321.84,333.38,,,330.28,331.44,317.32,302.92,288.44,290.41,290.42,294.45,304.83,,,,,,,,,,,,,,,,,,319.74,324.74,325.50,323.94,335.92,339.55,343.87,339.84,338.83,344.96,332.90,335.81,,,321.11,322.91,319.76,321.09,322.60,317.08,328.95,339.96,328.73,347.27,347.28,321.61
2010-06-30 21:58:13+00:00,L7,331.69,352.36,352.56,345.26,336.96,320.48,,,,,,,,,,,,,,,,,,269.20,287.48,317.01,328.17,325.41,322.07,319.12,323.03,333.23,347.03,356.83,151.60,330.68,340.73,347.68,346.69,347.05,341.20,343.76,347.67,,322.86,311.43,,,,237.53,332.19,344.79,340.48,352.43,355.71,172.60
2010-07-16 21:58:15+00:00,L7,,254.55,389.36,,383.15,369.49,351.91,347.57,347.10,343.69,341.17,340.10,333.93,,,,333.32,324.99,322.11,328.13,323.32,319.06,305.32,285.73,275.91,359.83,373.40,,225.91,335.37,338.82,347.78,357.04,365.15,390.26,382.78,361.73,379.09,376.39,369.21,365.90,,,376.36,368.45,360.08,356.12,338.75,,364.82,345.25,373.49,378.86,379.53,,
2010-10-28 21:55:51+00:00,L5,,,,,,,,358.64,350.70,338.51,331.63,327.67,326.03,323.08,323.40,319.17,320.02,320.88,315.50,320.54,321.32,327.88,331.90,343.35,329.28,343.09,355.08,349.02,349.49,348.48,344.24,339.24,341.29,341.93,351.96,357.43,362.13,367.70,,,,,,,,,,,,,,,376.92,386.24,398.12,383.90
2010-11-05 21:58:37+00:00,L7,282.34,294.60,304.97,301.62,293.85,291.00,284.92,,,284.04,275.34,270.96,268.91,268.55,270.96,265.77,264.70,261.01,256.07,252.75,,,192.53,199.61,234.91,255.98,272.09,292.42,308.20,315.29,323.30,325.43,323.10,319.06,,,325.62,323.51,321.99,324.75,325.37,317.00,319.55,320.90,315.65,302.55,313.71,310.74,,,317.52,328.14,318.28,330.83,334.50,328.24
2010-11-21 21:58:50+00:00,L7,,,314.82,314.89,314.18,313.73,301.87,301.23,298.93,290.60,287.06,274.86,272.40,,,,267.80,264.40,262.67,253.36,247.79,257.76,235.71,202.40,234.53,271.29,,,,317.88,322.16,322.88,322.84,322.63,321.95,326.63,326.66,328.05,323.72,326.26,330.56,,,320.94,322.08,307.45,319.68,319.46,320.18,307.52,326.56,327.57,322.71,333.97,,
2011-01-16 21:55:58+00:00,L5,355.60,357.15,352.05,346.30,343.57,336.15,332.67,335.60,344.61,343.48,333.35,315.69,304.89,300.94,298.36,307.66,313.19,310.83,305.33,305.45,305.53,309.80,309.06,308.77,303.27,323.70,333.29,332.43,326.85,336.99,346.09,355.60,353.17,343.31,338.80,346.55,346.30,342.45,343.11,347.63,360.78,361.17,353.87,344.00,348.20,343.46,338.25,342.32,353.64,354.28,351.62,354.77,345.12,352.31,368.67,373.85
2011-02-09 21:59:27+00:00,L7,342.88,357.48,,,352.07,341.53,340.33,343.77,346.29,346.03,332.00,314.70,308.64,301.63,309.81,,,,306.81,309.03,306.29,309.53,307.77,296.25,278.05,319.35,336.16,330.37,330.56,,,354.85,357.63,350.45,349.83,361.65,362.03,341.68,328.67,322.76,339.92,340.24,,,,335.50,342.45,341.43,343.38,308.30,344.17,358.79,345.35,352.86,354.49,356.58
2011-02-17 21:56:00+00:00,L5,322.69,342.51,339.72,339.03,333.51,320.88,318.87,324.05,321.21,313.42,307.45,291.74,288.16,286.86,294.59,297.57,297.50,302.24,291.89,282.15,279.90,274.55,267.08,225.74,255.27,295.55,308.06,316.30,328.37,339.42,349.79,354.49,349.92,343.56,342.40,344.61,335.71,333.44,334.94,346.82,350.04,347.52,343.99,340.78,334.16,331.63,335.56,337.86,319.77,322.83,334.98,338.14,344.67,355.63,358.01,356.14
2011-03-21 21:55:52+00:00,L5,297.12,313.49,313.44,310.74,304.70,304.41,309.83,306.95,302.85,298.56,294.01,287.79,282.42,280.78,274.22,271.54,276.08,276.23,277.96,277.67,269.67,266.70,245.53,220.28,247.91,267.63,284.08,302.96,313.20,315.00,321.24,325.97,330.29,325.26,328.46,331.83,329.33,330.47,321.85,313.23,314.89,317.97,322.44,317.27,310.44,301.68,316.15,312.23,313.02,301.33,309.60,313.03,312.79,321.60,329.82,335.18
2011-04-14 21:59:38+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.21,341.27,336.70,344.52,344.95,342.79,333.64,338.06,337.38,341.64,341.48,,,330.06,313.65,328.69,324.30,312.98,339.95,346.48,331.39,323.53,296.25,328.72,627.73,621.79,,375.96,375.10
2011-09-05 21:59:22+00:00,L7,346.49,420.65,431.02,,370.09,355.17,347.67,340.39,333.98,,,,331.91,335.21,325.21,320.03,346.29,364.21,369.89,382.70,403.14,415.46,413.76,,,,405.37,388.46,355.78,359.41,377.98,380.74,377.85,354.21,375.29,373.05,,,,394.84,384.25,335.67,323.70,,385.31,402.51,421.27,411.11,382.13,377.50,,,298.28,326.13,409.37,412.40
2012-02-12 22:00:09+00:00,L7,356.55,352.98,351.32,348.68,343.52,345.40,,,339.69,337.77,331.27,328.06,322.73,322.02,309.39,306.84,318.29,336.95,339.46,,,332.92,336.63,349.64,298.87,341.50,353.60,355.47,354.71,349.62,356.92,346.38,354.93,,,360.76,355.55,361.97,356.92,371.47,379.71,371.77,362.55,357.15,359.86,350.96,,,,345.67,357.43,367.82,378.18,377.87,375.43,369.21
2012-03-15 22:00:09+00:00,L7,382.97,,,,357.50,371.09,377.19,360.69,349.90,343.63,344.17,341.24,342.01,335.47,341.53,,,355.85,359.85,354.92,370.07,332.88,323.02,381.86,358.04,374.06,381.96,387.12,371.41,,,373.61,374.03,374.69,391.62,389.68,373.92,363.99,368.25,372.85,383.97,389.79,,,369.94,370.18,374.20,367.52,365.95,352.62,375.37,373.87,390.94,385.19,394.33,398.97
2012-04-16 22:00:05+00:00,L7,342.50,348.78,346.72,349.11,99.00,148.49,338.65,326.01,322.03,326.72,322.36,325.64,323.77,322.27,318.70,310.31,315.39,,,324.86,324.51,326.26,322.12,326.83,317.33,339.02,343.60,350.49,351.34,346.58,348.53,,225.69,357.05,364.48,361.87,359.36,352.32,349.81,334.87,344.51,359.54,364.70,358.71,,,,344.83,349.43,333.65,342.23,332.90,328.37,347.52,370.58,363.94
2012-05-02 22:00:31+00:00,L7,334.33,351.16,352.32,353.33,355.44,359.26,338.29,329.30,,,323.93,319.38,319.31,314.99,309.45,309.36,316.30,318.10,321.60,328.78,,,,,,,,,,,,,169.28,362.46,368.62,,227.88,360.39,346.83,333.93,358.99,368.60,366.07,352.31,354.75,352.23,355.16,352.58,346.14,,249.68,351.30,328.50,347.46,359.60,369.19
2012-05-18 22:00:44+00:00,L7,,,,,,,,,277.48,279.60,277.97,269.60,262.40,269.05,268.39,272.19,277.93,284.91,271.64,283.42,,,,,,,,,,,,,,329.08,323.44,324.07,326.92,315.80,311.56,306.93,308.93,313.78,316.30,319.38,306.67,288.56,304.97,309.67,307.20,273.52,,,,,,
2012-07-05 22:00:41+00:00,L7,291.72,,,,264.81,276.38,288.98,295.00,292.86,292.40,291.70,282.72,277.31,278.58,277.63,,,,,,,,,,,,,,307.59,,,258.61,321.69,325.06,324.44,327.56,330.20,325.82,315.47,306.31,310.40,319.39,317.73,,,171.06,306.61,308.54,,237.73,209.89,215.69,195.42,314.88,325.30,180.02
2012-08-22 22:01:14+00:00,L7,332.57,359.72,372.43,369.02,365.39,359.03,358.54,344.89,340.38,338.94,326.50,,,315.89,320.47,316.51,318.34,328.83,321.23,333.48,330.57,329.14,325.85,329.68,,,360.63,372.36,367.14,360.04,372.29,362.35,349.92,355.28,377.89,367.61,356.01,350.75,,,358.08,352.18,357.78,356.32,341.15,322.33,354.56,340.23,333.22,300.42,330.49,,,,356.67,357.30
2012-10-25 22:01:51+00:00,L7,,,308.86,310.05,307.66,299.40,311.76,304.32,307.30,302.76,283.56,,,,289.76,295.55,289.20,277.01,282.96,297.46,305.01,306.64,294.80,296.46,242.09,,,306.74,328.93,335.96,337.55,344.26,345.39,348.35,343.03,347.41,,,,,,,,,,,,,,,,,,,,
2012-12-12 22:02:05+00:00,L7,,,296.65,298.07,300.86,299.26,298.66,295.55,285.10,271.75,264.93,,,,264.88,269.45,268.96,268.72,268.11,268.76,261.87,259.98,252.94,179.77,,,,278.53,297.33,308.47,315.25,322.82,331.23,333.33,327.39,320.88,318.01,312.41,,,,311.08,308.87,302.62,301.80,294.15,314.25,314.16,306.68,285.38,293.88,298.90,,,,320.52
2012-12-28 22:02:11+00:00,L7,310.30,317.36,312.57,313.42,315.15,318.08,317.71,319.40,,,,277.67,284.15,289.85,287.97,283.04,284.68,287.61,292.32,300.05,291.15,289.81,,,234.19,272.34,282.16,295.08,312.90,322.97,333.33,339.06,343.71,352.33,342.59,,,,336.35,337.53,333.76,327.02,325.05,322.86,319.73,311.13,331.53,334.21,323.61,,,,316.57,329.69,342.04,337.57
2013-06-06 22:01:43+00:00,L7,299.04,306.61,317.08,313.13,317.67,313.61,298.39,300.51,297.22,293.00,,,,285.50,288.83,,,,,,,,,,,,,308.62,315.54,321.81,328.91,329.21,329.11,318.00,320.12,324.84,328.72,323.77,,243.31,331.21,329.96,322.25,314.14,315.66,314.08,323.86,317.45,,245.00,,,,263.50,332.98,182.55
2013-07-08 22:01:27+00:00,L7,265.07,,,,294.73,285.39,281.91,292.95,283.94,283.58,272.65,265.98,258.99,257.58,275.16,,,,,,,,,,,,,,304.25,,,258.00,326.30,316.75,325.13,316.31,323.21,328.23,319.06,321.59,320.47,325.34,316.77,,139.39,160.93,311.86,316.54,298.54,252.44,213.29,218.16,189.66,307.53,330.49,168.51
2013-09-02 22:08:04+00:00,L8,347.25,354.55,344.43,346.16,349.57,339.44,333.85,325.37,321.87,317.30,314.16,303.09,300.12,309.91,317.57,322.91,309.61,300.36,299.39,303.42,306.92,324.45,326.13,324.96,301.11,333.08,345.33,350.46,355.29,359.11,354.98,359.69,365.72,363.11,352.47,339.65,338.90,344.99,359.43,369.80,363.19,349.23,351.16,347.34,347.57,333.02,338.50,342.12,332.36,322.64,337.51,355.08,355.65,360.53,359.36,359.27
2013-10-28 22:02:06+00:00,L7,324.03,350.53,361.95,359.81,350.91,,,327.91,327.53,317.75,320.72,321.89,323.48,318.79,311.75,310.27,302.07,307.09,314.01,,,322.42,329.70,317.86,330.77,343.76,351.43,350.19,351.37,349.84,351.34,346.56,,,,355.78,357.42,351.11,351.31,353.69,361.80,366.87,367.76,363.98,359.89,349.38,,,341.81,351.98,360.62,362.18,356.98,350.36,354.76,362.95
2013-11-21 22:07:37+00:00,L8,322.82,333.89,337.27,330.65,326.91,325.42,318.56,314.97,316.47,318.20,319.46,305.14,312.38,308.57,300.53,294.22,294.50,304.12,312.79,318.86,325.25,306.12,296.87,292.96,296.06,315.98,324.42,327.42,338.29,339.70,341.58,341.95,341.53,329.42,327.86,335.84,346.54,346.64,339.53,335.90,346.18,358.99,346.77,338.73,344.16,343.81,327.79,326.76,325.94,312.43,338.51,345.64,347.14,346.44,345.88,352.60
2013-12-07 22:07:38+00:00,L8,320.76,321.30,321.46,321.44,319.25,315.28,317.14,306.49,309.46,307.14,308.36,281.60,290.51,299.96,293.86,288.30,296.63,308.23,306.40,305.89,,241.97,219.39,251.16,229.65,286.07,313.77,305.15,315.55,325.01,328.06,334.23,335.79,327.81,326.99,339.27,361.88,348.14,333.31,331.90,334.99,345.03,345.43,328.94,325.45,305.61,316.09,316.27,316.32,303.42,316.63,,,,,
2013-12-15 22:02:21+00:00,L7,286.44,301.72,309.73,309.79,304.79,294.75,287.37,,,,281.89,282.63,279.93,272.93,266.79,267.39,271.96,280.24,285.02,283.84,273.65,,,240.61,244.24,273.92,293.54,303.06,311.22,318.95,322.80,323.69,317.25,305.11,306.87,,,327.31,313.95,317.22,323.15,321.83,323.37,316.82,316.60,311.35,304.27,297.46,,,,314.69,313.41,320.67,324.29,325.68
2014-01-24 22:07:09+00:00,L8,388.17,380.02,379.80,374.00,364.85,360.13,352.51,351.74,351.87,359.53,351.06,342.40,335.36,328.46,324.68,319.40,333.73,342.71,347.18,355.41,358.32,342.50,330.02,330.47,260.22,229.63,224.26,205.68,173.85,158.86,337.62,367.72,368.21,349.32,367.98,369.00,370.74,371.83,,,,,,,,,,,,,,,,,,
2014-02-01 22:02:54+00:00,L7,290.53,303.00,309.82,,,304.23,298.78,297.00,294.01,293.59,292.70,287.15,277.78,275.11,278.73,283.57,283.14,,,285.33,282.56,275.37,264.99,244.54,230.57,252.08,263.64,287.99,305.82,314.45,321.45,,329.19,320.62,322.70,327.29,328.93,324.46,327.18,323.73,330.45,330.80,321.61,320.88,,,316.35,320.37,322.72,299.78,310.86,315.88,317.56,330.08,341.77,343.81
