dates,nzd0237-0000,nzd0237-0001,nzd0237-0002,nzd0237-0003,nzd0237-0004,nzd0237-0005,nzd0237-0006,nzd0237-0007,nzd0237-0008,nzd0237-0009,nzd0237-0010,nzd0237-0011,nzd0237-0012,nzd0237-0013,nzd0237-0014,nzd0237-0015,nzd0237-0016,nzd0237-0017,nzd0237-0018,nzd0237-0019,nzd0237-0020,nzd0237-0021,nzd0237-0022,nzd0237-0023,nzd0237-0024,nzd0237-0025,nzd0237-0026,nzd0237-0027,nzd0237-0028,nzd0237-0029,nzd0237-0030,nzd0237-0031,nzd0237-0032,nzd0237-0033,nzd0237-0034,nzd0237-0035,nzd0237-0036,nzd0237-0037,nzd0237-0038,nzd0237-0039,nzd0237-0040,nzd0237-0041,nzd0237-0042,nzd0237-0043,nzd0237-0044,nzd0237-0045,nzd0237-0046,nzd0237-0047,nzd0237-0048,nzd0237-0049,nzd0237-0050,nzd0237-0051,nzd0237-0052,nzd0237-0053,nzd0237-0054,nzd0237-0055,satname
2006-07-13 21:59:02+00:00,323.79,,319.61,317.13,311.95,313.88,307.08,314.54,299.30,293.21,288.01,,,,,,,,,,,,,,,,,,322.48,329.17,333.90,339.01,339.60,329.04,338.27,344.80,346.79,351.10,351.50,336.09,333.34,336.22,345.88,333.63,332.18,,327.78,327.39,326.98,,,,,,,,L5
2006-07-21 21:55:45+00:00,302.53,,310.52,297.17,302.43,305.55,305.63,,,,,,,,,,,,,,,,,,,,298.20,308.37,321.51,327.47,327.00,337.51,340.86,332.46,332.24,,,357.66,362.24,353.74,335.47,326.71,337.64,,365.11,351.10,334.08,320.72,319.33,,,345.89,347.51,352.00,350.06,,L7
2006-08-22 21:55:41+00:00,339.21,334.01,337.52,325.32,319.69,322.88,317.54,319.22,,,296.56,302.64,295.05,290.74,287.11,278.63,,,,,303.98,,,,,292.04,301.49,313.71,324.85,338.74,343.31,341.74,338.07,344.57,344.15,,,,351.71,356.96,353.67,352.72,352.02,341.13,344.13,330.38,342.80,,,,,,,,,,L7
2006-10-25 21:55:41+00:00,324.84,326.70,338.52,334.38,330.14,330.24,331.13,,,298.61,299.34,301.24,294.38,299.06,302.88,301.46,302.75,301.46,304.27,309.98,,,,313.41,304.30,323.12,324.26,325.55,338.27,342.14,348.93,350.14,351.39,353.34,352.01,,,355.43,351.05,347.71,351.97,349.23,350.46,339.24,338.76,324.75,340.08,336.52,,,,358.72,354.99,353.33,351.66,349.75,L7
2006-11-02 22:00:20+00:00,,334.18,334.43,336.22,341.33,344.37,333.65,328.94,307.03,307.53,313.54,320.69,317.98,317.88,320.26,319.07,315.71,309.17,314.08,320.89,323.93,328.22,327.45,327.40,340.75,339.52,350.07,344.91,350.53,355.49,360.32,356.56,360.18,354.61,348.83,349.27,352.41,350.75,,,,,,,,,,,,,,,,,,,L5
2006-12-12 21:56:11+00:00,349.61,355.03,,,346.85,325.34,317.93,325.35,325.86,325.75,315.63,309.92,327.97,327.34,320.52,,,,323.74,342.32,351.24,340.26,316.77,314.88,342.35,324.10,345.66,379.37,359.82,,,358.57,353.95,340.28,353.27,354.98,361.05,363.57,378.33,369.12,365.82,362.39,368.32,,,,371.17,366.02,351.12,352.60,381.72,374.52,380.04,368.09,384.18,392.60,L7
2007-02-14 21:56:27+00:00,340.57,337.62,337.18,,,,315.88,319.92,316.77,305.24,298.74,304.20,309.25,315.63,312.56,315.12,307.37,,,317.29,317.51,317.21,319.05,322.07,323.90,314.20,345.33,343.61,345.49,341.49,342.58,,,348.65,358.43,366.15,364.15,354.14,351.59,354.06,358.31,356.14,362.40,360.26,364.48,,,353.76,355.71,338.60,349.76,360.73,356.01,360.37,360.79,367.95,L7
2007-03-02 21:56:31+00:00,351.43,355.78,352.63,345.78,343.63,337.83,329.71,331.79,319.16,317.75,313.52,,,325.05,322.08,320.16,324.59,318.20,322.67,329.31,329.47,327.63,331.20,340.34,,,,341.43,349.06,354.12,353.66,358.55,359.60,358.79,365.48,374.83,371.18,366.21,360.26,,,366.84,376.93,369.45,380.79,368.40,369.56,359.29,359.18,352.57,354.36,363.99,,,,372.05,L7
2007-04-19 21:56:31+00:00,,,352.25,343.25,336.80,337.45,335.97,341.64,319.38,316.29,318.05,316.76,309.33,307.38,,,323.93,327.94,327.47,347.19,336.38,330.00,331.06,334.20,331.08,334.10,335.75,,,,353.11,356.36,364.24,363.10,368.04,371.74,365.16,367.42,369.86,367.27,370.55,,,360.12,364.00,361.75,365.85,368.66,371.92,358.21,349.73,350.49,346.07,359.09,352.73,,L7
2007-09-10 21:55:51+00:00,320.78,331.25,335.55,326.18,320.40,316.26,313.13,314.32,298.02,,,,294.73,291.41,289.09,291.68,302.85,308.69,319.78,317.85,306.82,304.00,,,,,,304.58,324.37,329.66,340.08,340.64,342.03,336.07,342.00,350.09,,,350.39,342.22,340.57,348.09,352.32,339.37,343.13,324.75,344.16,345.08,344.45,324.06,,,,,,,L7
2007-09-26 21:55:47+00:00,350.37,355.22,364.65,354.59,343.87,342.11,330.35,326.34,315.17,312.29,318.76,,,,304.06,309.69,326.00,327.40,329.52,339.29,335.80,328.82,339.38,349.19,344.24,,,322.13,341.11,350.44,362.02,358.29,358.10,352.13,353.58,363.15,371.05,371.31,,,,362.19,367.64,366.06,374.14,358.83,358.89,353.22,359.55,346.35,348.89,362.19,,,,361.42,L7
2007-12-31 21:56:23+00:00,387.43,355.51,359.92,,,346.88,331.19,339.78,349.16,343.12,328.79,327.66,327.60,337.27,,332.90,359.20,,,347.86,364.87,363.79,338.48,316.04,319.78,363.00,,338.65,371.56,366.32,,,363.98,373.03,386.53,380.16,368.03,359.47,369.12,372.14,377.59,381.37,375.31,371.94,,,389.70,,358.70,368.08,373.77,366.87,,,,388.80,L7
2008-03-03 22:02:28+00:00,,299.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.08,,,,,,,,,,,,,,L5
2008-05-23 21:55:58+00:00,318.49,327.96,328.38,336.50,333.57,328.37,329.39,325.73,322.12,316.12,,,286.85,298.68,310.66,,,,,,,,,,,,,298.57,328.21,332.84,341.11,344.93,352.87,357.25,353.89,361.47,360.70,,,345.50,337.90,337.03,336.43,344.16,362.35,352.36,359.70,354.02,352.10,330.39,340.69,,,362.23,361.14,360.04,L7
2008-08-27 21:55:06+00:00,322.77,339.35,334.72,326.78,314.66,317.74,320.30,318.38,304.10,293.90,285.39,,,,289.99,291.49,290.69,294.48,288.91,291.52,282.29,,271.48,,265.32,,,324.68,319.47,327.93,339.53,341.42,340.63,334.98,333.39,335.36,337.64,348.27,332.27,,,323.72,323.69,329.98,342.17,341.57,341.36,336.67,326.14,318.86,334.33,344.02,339.34,,,350.41,L7
2008-10-30 21:54:58+00:00,,,336.74,330.41,318.77,326.09,318.16,313.19,298.30,294.84,,,,289.40,293.20,291.41,291.94,283.70,277.21,281.85,,,275.23,,,,,285.29,314.01,322.18,335.20,338.28,347.94,347.44,347.62,351.13,348.12,340.98,,,348.52,348.71,348.78,337.44,338.76,321.73,342.97,338.59,340.42,319.93,329.73,342.26,,,354.98,348.79,L7
2009-03-23 21:56:15+00:00,,341.72,343.82,337.19,333.63,329.52,327.42,323.65,308.83,305.27,306.68,302.60,,,,306.44,306.73,301.35,299.01,303.37,307.37,287.37,294.87,289.78,297.36,310.31,,,328.42,337.65,349.18,349.90,352.04,351.67,362.50,365.82,362.86,358.08,356.46,352.54,,,354.75,351.52,351.70,331.37,346.16,346.49,344.56,340.31,349.44,354.65,345.45,,,,L7
2009-08-30 21:56:12+00:00,312.77,,303.45,320.70,,,322.22,329.55,317.47,302.35,298.78,293.95,294.68,301.33,295.17,285.99,284.21,,,,275.71,276.65,288.38,,,253.68,,275.84,299.36,314.76,324.99,,,335.24,328.85,329.26,335.20,342.19,346.59,344.38,346.17,335.58,333.61,326.47,306.17,,,309.90,311.56,285.18,305.37,320.02,312.93,333.20,338.44,339.92,L7
2009-11-26 21:56:28+00:00,309.09,323.46,338.94,350.58,351.08,341.81,336.43,327.33,325.63,317.33,302.92,294.38,291.30,295.08,303.20,313.43,315.94,310.53,299.65,291.63,296.84,311.37,302.34,288.61,276.62,288.16,319.73,326.72,341.84,352.01,358.95,352.60,343.04,339.18,335.94,342.98,344.17,339.55,343.87,345.59,347.00,336.50,335.57,338.22,336.62,331.08,336.50,335.16,342.48,308.51,342.62,344.19,352.48,357.20,367.83,366.59,L5
2009-12-20 21:57:07+00:00,331.63,343.08,344.75,347.46,352.86,355.40,341.95,,,315.16,317.15,313.61,297.08,282.97,286.54,292.89,309.44,309.58,311.92,310.99,,,293.43,284.15,279.53,293.43,290.19,304.07,324.77,341.03,362.11,366.27,367.76,365.95,,,341.70,350.63,360.31,346.91,337.34,340.25,344.92,346.23,350.19,347.97,346.08,,,,338.42,348.67,344.29,351.79,357.76,371.85,L7
2010-01-05 21:57:24+00:00,331.12,348.64,349.43,352.02,356.64,358.05,354.26,348.12,333.95,,,,315.15,316.17,301.41,289.77,307.68,325.35,327.87,315.35,314.32,302.90,304.03,,,313.56,313.61,329.20,339.39,356.26,367.12,377.71,380.70,373.84,383.23,369.40,362.10,,,368.57,367.00,348.81,343.06,344.17,347.19,347.18,351.89,347.42,348.10,325.26,,,,376.19,381.65,383.37,L7
2010-01-13 21:56:49+00:00,346.99,345.60,348.24,350.48,347.60,350.43,348.89,345.38,330.61,320.03,314.33,314.91,308.22,306.82,303.55,289.00,301.71,313.70,314.97,310.77,297.86,293.49,296.89,300.87,292.05,320.31,316.78,317.65,326.84,336.27,346.86,351.98,358.41,359.37,359.62,368.36,360.92,360.51,358.70,360.76,357.26,358.44,350.10,338.86,343.88,330.76,338.69,337.11,341.82,339.22,341.73,352.23,347.42,363.27,369.34,374.54,L5
2010-01-29 21:56:53+00:00,346.08,352.48,356.75,353.80,349.30,356.91,348.41,342.77,324.28,316.79,318.55,312.97,306.98,312.22,315.08,305.56,314.78,317.45,316.64,324.43,297.45,292.68,297.52,236.83,288.05,304.34,300.05,309.92,331.73,340.41,351.61,360.09,366.89,370.89,369.65,367.84,366.04,357.64,359.10,362.78,365.09,365.92,370.89,359.97,357.00,339.65,355.63,356.04,359.60,342.54,346.09,361.19,350.86,366.37,373.57,380.29,L5
2010-05-13 21:58:09+00:00,,,347.55,346.45,332.28,337.55,324.99,322.00,310.04,304.24,306.06,300.16,297.52,301.16,,,301.21,303.01,306.65,310.67,293.16,298.03,298.69,276.13,262.56,305.42,303.83,,,341.10,345.32,347.75,347.53,343.37,350.68,360.29,359.47,354.17,353.10,350.60,348.22,,,338.42,343.72,334.22,338.34,340.53,342.05,325.65,338.11,350.36,339.56,356.06,,,L7
2010-05-29 21:58:09+00:00,367.44,371.38,,,358.78,364.01,349.89,335.49,313.77,315.74,318.92,322.95,327.63,,,,,,,,,,,,,,,,,,340.47,343.74,346.23,346.74,361.25,368.05,372.37,368.34,367.33,370.29,358.23,364.31,,,353.68,351.41,348.26,346.42,355.17,349.65,351.75,368.46,351.53,372.60,370.08,346.94,L7
2010-06-30 21:58:13+00:00,341.29,360.36,360.56,352.12,342.96,327.34,,,,,,,,,,,,,,,,,,277.20,297.08,326.61,335.03,330.74,326.87,323.48,327.39,337.23,351.39,361.63,,336.68,346.73,353.68,352.69,352.38,346.53,349.76,354.53,,329.72,317.43,,,,,336.99,350.79,345.28,357.76,360.51,,L7
2010-07-16 21:58:15+00:00,,,373.03,,370.90,355.49,337.91,333.57,336.21,332.80,328.92,327.85,324.13,,,,321.07,312.74,308.11,311.80,309.32,306.81,291.32,269.40,,340.23,359.40,,,326.46,329.91,339.61,348.13,355.35,379.37,370.53,349.48,366.84,364.14,358.32,355.01,,,365.47,354.45,347.83,343.87,327.86,,350.82,335.45,361.24,369.06,368.64,,,L7
2010-10-28 21:55:51+00:00,,,,,,,,350.64,344.48,332.29,324.63,320.67,320.43,317.48,317.80,313.57,313.02,313.88,307.50,311.21,313.32,320.88,323.90,,318.08,331.89,347.08,342.80,343.89,343.39,339.15,334.57,336.20,336.33,345.74,350.43,355.13,360.70,,,,,,,,,,,,,,,371.32,380.02,392.52,377.68,L5
2010-11-05 21:58:37+00:00,339.94,342.60,352.97,342.76,329.85,332.14,326.06,,,316.04,311.34,306.96,297.71,297.35,299.76,294.57,300.70,297.01,297.21,300.75,,,,247.61,292.51,313.58,313.23,324.42,337.00,341.47,349.48,349.43,349.28,347.86,,,361.62,359.51,357.99,356.75,357.37,353.00,360.69,352.90,356.79,338.55,349.71,342.74,,,346.32,364.14,347.08,362.83,363.30,360.24,L7
2010-11-21 21:58:50+00:00,,,357.82,351.75,346.43,350.59,338.73,338.09,327.60,319.27,319.31,307.11,298.20,,,,300.05,296.65,299.53,296.36,284.65,290.01,,245.40,286.13,322.89,,,,341.33,345.61,344.38,346.29,348.43,350.62,358.88,358.91,360.30,355.97,354.93,359.23,,,349.61,358.94,339.70,351.93,348.13,357.04,344.38,352.36,359.82,348.51,362.64,,,L7
2011-01-16 21:55:58+00:00,365.60,365.48,360.38,353.44,349.82,343.29,339.81,342.74,350.17,349.04,339.60,321.94,309.89,305.94,303.36,312.66,319.44,317.08,312.47,313.78,312.67,316.05,316.20,317.10,313.27,333.70,340.43,337.99,331.85,341.54,350.64,359.77,357.72,348.31,344.36,352.80,352.55,348.70,349.36,353.19,366.34,367.42,361.01,349.56,355.34,349.71,344.50,347.88,360.78,361.42,356.62,361.02,350.12,357.87,373.67,379.41,L5
2011-02-09 21:59:27+00:00,330.48,347.15,,,344.32,332.67,331.47,334.91,339.40,339.14,324.25,306.95,302.44,295.43,303.61,,,,297.95,298.70,297.43,301.78,298.91,285.92,,306.95,327.30,323.48,324.36,,,349.68,351.99,344.25,342.94,353.90,354.28,333.93,320.92,315.87,333.03,332.49,,,,327.75,334.70,334.54,334.52,,337.97,351.04,339.15,345.97,348.29,349.69,L7
2011-02-17 21:56:00+00:00,,397.51,394.72,386.17,374.76,368.02,366.01,371.19,357.88,350.09,348.70,332.99,321.16,319.86,327.59,330.57,338.75,343.49,339.03,337.15,327.04,315.80,314.22,280.74,321.27,361.55,355.20,352.97,361.37,369.42,379.79,381.99,379.92,376.56,379.07,385.86,376.96,374.69,376.19,383.49,386.71,,391.13,377.45,381.30,372.88,376.81,374.53,366.91,369.97,367.98,379.39,377.67,,391.01,392.81,L5
2011-03-21 21:55:52+00:00,355.12,361.82,361.77,352.17,340.95,345.84,351.26,348.38,335.07,330.78,330.26,324.04,311.42,309.78,303.22,300.54,312.33,312.48,319.39,326.00,311.10,302.95,286.96,268.61,305.91,325.63,325.51,335.18,342.20,341.36,347.60,350.14,356.65,354.26,360.68,368.08,365.58,366.72,358.10,345.45,347.11,354.22,363.87,349.49,351.87,337.93,352.40,344.45,354.45,342.76,338.60,349.28,341.79,353.82,358.82,367.40,L5
2011-04-14 21:59:38+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.65,341.67,337.06,344.88,345.28,343.15,334.04,338.50,337.88,342.14,341.98,,,330.50,,329.26,324.74,313.55,340.45,346.98,331.83,324.10,,329.12,,,,376.36,375.54,L7
2011-09-05 21:59:22+00:00,,388.98,399.35,,346.34,328.03,320.53,313.25,312.87,,,,312.91,316.21,306.21,301.03,322.54,340.46,342.75,351.03,376.00,,,,,,378.23,367.35,336.78,342.14,360.71,364.91,360.58,335.21,354.18,349.30,,,,373.73,363.14,,296.56,,358.17,378.76,,,354.99,350.36,,,,,390.37,391.29,L7
2012-02-12 22:00:09+00:00,348.95,346.65,344.99,343.25,338.77,339.97,,,335.47,333.55,326.52,323.31,318.93,318.22,305.59,303.04,313.54,332.20,334.03,,,328.17,331.20,343.31,291.27,333.90,348.17,351.25,350.91,346.17,353.47,343.21,351.48,,,356.01,350.80,357.22,352.17,367.25,375.49,367.02,357.12,352.93,354.43,346.21,,,,340.24,353.63,363.07,374.38,373.65,371.63,364.99,L7
2012-03-15 22:00:09+00:00,350.17,,,,337.00,347.66,353.76,337.26,331.68,325.41,323.67,320.74,325.61,319.07,325.13,,,335.35,336.42,327.59,346.64,312.38,299.59,354.53,325.24,341.26,358.53,368.90,355.01,,,359.94,359.12,358.29,373.40,369.18,353.42,343.49,347.75,354.63,365.75,369.29,,,346.51,349.68,353.70,349.30,342.52,329.19,358.97,353.37,374.54,366.97,377.93,380.75,L7
2012-04-16 22:00:05+00:00,342.10,348.45,346.39,348.82,,,338.36,325.72,321.81,326.50,322.11,325.39,323.57,322.07,318.50,310.11,315.14,,,324.53,324.22,326.01,321.83,326.50,316.93,338.62,343.31,350.27,351.14,346.40,348.35,,,356.85,364.26,361.62,359.11,352.07,349.56,334.65,344.29,359.29,364.41,358.49,,,,344.61,349.14,333.36,342.03,332.65,328.17,347.30,370.38,363.72,L7
2012-05-02 22:00:31+00:00,331.13,348.49,349.65,351.04,353.44,356.97,336.00,327.01,,,321.93,317.38,317.71,313.39,307.85,307.76,314.30,316.10,319.31,326.11,,,,,,,,,,,,,,360.86,366.84,,,358.39,344.83,332.15,357.21,366.60,363.78,350.53,352.46,350.23,353.16,350.80,343.85,,,349.30,326.90,345.68,358.00,367.41,L7
2012-05-18 22:00:44+00:00,,,,,,,,,294.59,296.71,297.22,288.85,277.80,284.45,283.79,287.59,297.18,304.16,293.64,309.09,,,,,,,,,,,,,,344.48,340.55,343.32,346.17,335.05,330.81,324.04,326.04,333.03,338.30,336.49,328.67,,324.22,326.78,329.20,295.52,,,,,,,L7
2012-07-05 22:00:41+00:00,340.92,,,,,,324.12,330.14,320.19,319.73,322.45,313.47,301.91,303.18,302.23,,,,,,,,,,,,,,332.19,,,,344.05,349.66,351.77,358.31,360.95,356.57,346.22,333.64,337.73,350.14,352.87,,,,337.36,335.87,,272.87,,,,342.21,349.90,,L7
2012-08-22 22:01:14+00:00,322.17,351.05,363.76,361.59,358.89,351.60,351.11,337.46,334.60,333.16,320.00,,,310.69,315.27,311.31,311.84,322.33,313.80,324.81,323.14,322.64,318.42,321.01,,,353.20,366.58,361.94,355.31,367.56,358.02,345.19,350.08,372.11,361.11,349.51,344.25,,,352.30,345.68,350.35,350.54,333.72,315.83,348.06,334.45,325.79,292.99,325.29,,,,351.47,351.52,L7
2012-10-25 22:01:51+00:00,,,,307.76,305.66,,309.47,302.03,305.52,300.98,281.56,,,,288.16,293.95,287.20,275.01,280.67,294.79,302.72,304.64,292.51,293.79,,,,304.96,327.33,334.51,336.10,342.93,343.94,346.75,341.25,345.41,,,,,,,,,,,,,,,,,,,,,L7
2012-12-12 22:02:05+00:00,,,346.65,340.93,338.36,342.12,341.52,338.41,318.43,305.08,302.43,,,,294.88,299.45,306.46,306.22,310.97,318.76,304.73,297.48,295.80,,,,,311.86,327.33,335.74,342.52,347.82,358.50,363.33,360.72,358.38,355.51,349.91,,,,348.58,351.73,335.95,344.66,331.65,351.75,347.49,349.54,328.24,323.88,336.40,,,,353.85,L7
2012-12-28 22:02:11+00:00,361.10,359.69,354.90,349.71,346.90,354.37,354.00,355.69,,,,309.42,309.55,315.25,313.37,308.44,316.43,319.36,328.61,342.38,327.44,321.56,,,284.99,323.14,318.45,323.30,338.30,346.06,356.42,360.23,366.80,377.73,370.81,,,,368.10,365.75,361.98,358.77,361.34,351.08,356.02,342.88,363.28,362.43,359.90,,,,341.97,357.91,367.44,365.79,L7
2013-06-06 22:01:43+00:00,332.24,334.28,344.75,336.84,338.42,337.32,322.10,324.22,315.66,311.44,,,,302.10,305.43,,,,,,,,,,,,,327.06,332.14,336.90,344.00,343.04,344.20,334.60,338.56,345.59,349.47,344.52,,,349.65,350.71,345.96,332.58,339.37,334.83,344.61,335.89,,,,,,,349.58,,L7
2013-07-08 22:01:27+00:00,312.67,,,,324.48,319.39,315.91,326.95,310.38,310.02,302.40,295.73,282.79,281.38,298.96,,,,,,,,,,,,,,328.05,,,,347.94,340.55,351.57,346.06,352.96,357.98,348.81,348.03,346.91,355.09,350.77,,,,341.61,342.98,332.54,,,,,333.97,354.29,,L7
2013-09-02 22:08:04+00:00,,369.22,359.10,358.73,360.57,352.01,346.42,337.94,331.65,327.08,325.16,314.09,308.92,318.71,326.37,331.71,320.61,311.36,311.96,318.09,319.49,335.45,338.70,,318.71,350.68,357.90,360.24,364.09,367.11,362.98,367.02,373.72,371.91,362.25,350.65,349.90,355.99,370.43,379.58,372.97,360.23,363.73,357.12,360.14,344.02,349.50,351.90,344.93,335.21,346.31,366.08,364.45,370.31,368.16,369.05,L8
2013-10-28 22:02:06+00:00,298.03,328.86,340.28,341.24,334.66,,,309.34,313.09,303.31,304.47,305.64,310.48,305.79,298.75,297.27,285.82,290.84,295.44,,,306.17,311.13,296.19,304.77,317.76,332.86,335.75,338.37,338.02,339.52,335.73,,,,339.53,341.17,334.86,335.06,339.25,347.36,350.62,349.19,349.54,341.32,333.13,,,323.24,333.41,347.62,345.93,343.98,335.92,341.76,348.51,L7
2013-11-21 22:07:37+00:00,343.22,350.89,354.27,345.22,339.66,339.99,333.13,329.54,327.80,329.53,332.21,317.89,322.58,318.77,310.73,304.42,307.25,316.87,327.36,335.86,339.82,318.87,311.44,309.96,316.46,336.38,338.99,338.75,348.49,348.97,350.85,350.45,350.80,339.62,339.19,348.59,359.29,359.39,352.28,347.23,357.51,371.74,361.34,350.06,358.73,356.56,340.54,338.09,340.51,327.00,348.71,358.39,357.34,357.77,356.08,363.93,L8
2013-12-07 22:07:38+00:00,311.56,313.63,313.79,314.87,313.50,308.71,310.57,299.92,304.35,302.03,302.61,275.85,285.91,295.36,289.26,283.70,290.88,302.48,299.83,298.22,,,,243.49,,276.87,307.20,300.04,310.95,320.83,323.88,330.40,331.61,323.21,321.88,333.52,356.13,342.39,327.56,326.79,329.88,339.28,338.86,323.83,318.88,299.86,310.34,311.16,309.75,296.85,312.03,,,,,,L8
2013-12-15 22:02:21+00:00,325.64,334.39,342.40,337.79,329.29,322.75,315.37,,,,306.39,307.13,299.53,292.53,286.39,286.99,296.46,304.74,313.02,316.51,301.65,,,273.28,283.44,313.12,321.54,324.84,330.82,336.77,340.62,340.02,335.07,324.71,328.65,,,351.81,338.45,339.00,344.93,346.33,351.37,338.60,344.60,335.85,328.77,319.24,,,,339.19,333.01,342.45,343.89,347.46,L7
2014-01-24 22:07:09+00:00,354.17,351.69,351.47,349.71,343.60,335.84,328.22,327.45,332.98,340.64,329.81,321.15,318.36,311.46,307.68,302.40,312.48,321.46,322.89,327.08,334.03,321.25,305.73,302.14,,,,,,,322.17,353.55,352.76,332.32,349.09,347.75,349.49,350.58,,,,,,,,,,,,,,,,,,,L8
2014-02-01 22:02:54+00:00,350.13,352.67,359.49,,,346.80,341.35,339.57,327.12,326.70,329.95,324.40,307.58,304.91,308.53,313.37,320.39,,,335.00,325.13,312.62,307.56,294.21,290.17,311.68,306.21,321.10,335.62,341.54,348.54,,356.28,350.42,355.81,364.54,366.18,361.71,364.43,356.84,363.56,368.05,364.18,353.99,,,353.60,353.48,365.29,342.35,340.66,353.13,347.36,363.19,371.57,376.92,L7
2014-02-09 22:06:57+00:00,342.26,345.26,343.58,339.78,340.04,339.70,328.66,329.20,337.42,341.36,335.92,318.31,309.64,312.34,315.37,313.71,312.40,318.46,322.33,323.63,318.01,317.63,310.50,305.02,317.25,328.91,338.23,335.08,337.14,337.83,344.19,350.53,352.53,348.22,354.68,351.92,352.02,349.96,348.40,354.95,358.69,356.43,342.82,346.50,352.27,348.70,348.44,346.58,349.86,325.40,324.86,335.16,341.14,350.87,363.91,365.83,L8
2014-03-05 22:02:49+00:00,343.53,347.90,340.59,338.57,341.70,344.96,338.92,,,327.90,327.54,320.72,316.14,315.23,306.63,306.83,305.48,305.12,301.90,308.60,,,303.36,294.74,325.93,335.21,337.34,333.27,337.62,332.78,348.18,350.68,346.63,349.13,,,,349.25,344.96,341.46,349.35,359.78,364.90,347.78,352.82,345.13,332.30,327.22,,,,350.36,345.56,351.95,367.16,378.84,L7
2014-04-22 22:03:12+00:00,,355.22,334.52,328.07,351.37,354.77,355.68,345.12,341.48,320.90,315.89,308.10,,,,331.09,324.60,308.23,303.67,317.43,,316.31,313.18,,288.43,360.26,,,339.57,341.09,346.27,343.32,352.47,357.87,371.63,357.78,354.63,339.42,332.13,332.22,,,352.06,347.16,330.54,340.01,360.03,356.38,344.36,349.23,352.99,359.04,,383.73,,,L7
2014-06-01 22:05:38+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.20,372.13,354.98,347.70,349.50,346.29,343.30,337.90,335.92,,359.59,350.74,346.84,342.41,339.53,325.67,347.28,364.03,364.86,366.55,370.11,359.23,L8
2014-06-17 22:05:44+00:00,,,,,,350.98,,,,281.23,277.48,,,,,,,,,,,,,,,,,,,,351.51,347.33,352.07,356.16,358.63,353.01,335.81,344.90,335.17,340.20,324.94,308.92,312.40,,,,,,,,,,,,,,L8
2014-07-03 22:05:50+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.84,345.60,351.96,350.69,354.71,354.17,347.55,344.97,343.70,349.96,348.36,349.40,354.09,,352.54,343.93,343.01,336.88,336.15,322.54,333.23,345.53,348.16,343.52,343.84,,L8
2014-07-27 22:03:38+00:00,364.97,374.99,,368.96,353.21,356.99,356.78,,,,328.54,328.67,,,,,,,,,,,,,,,324.97,336.86,341.31,346.20,353.65,352.27,357.23,345.28,348.45,,,353.56,351.88,348.73,350.88,360.97,366.82,361.64,365.30,361.63,362.00,363.25,,,343.86,359.85,355.93,364.07,357.29,348.92,L7
2014-08-20 22:06:06+00:00,,,325.01,331.59,333.47,331.36,321.73,321.89,313.39,312.63,313.66,302.25,305.37,311.16,309.21,305.35,300.99,306.92,298.15,301.54,296.69,302.17,289.82,288.73,271.43,,314.67,325.76,330.10,331.41,340.73,345.72,350.98,345.22,351.29,340.72,333.87,338.56,340.58,347.78,341.05,341.67,342.39,349.47,348.40,340.36,344.49,343.72,341.96,312.09,328.61,325.95,337.28,347.27,350.25,350.23,L8
2014-08-28 22:03:39+00:00,367.92,372.31,362.87,347.40,345.71,345.75,342.75,336.28,329.79,,,,320.02,321.04,322.61,320.11,322.23,326.14,324.81,327.08,320.97,315.64,,,,332.18,343.62,350.79,346.45,339.47,344.15,346.54,354.89,355.15,359.79,355.89,,,,356.45,358.21,362.93,355.33,353.55,371.45,360.51,350.93,347.13,,,,,,,,,L7
2014-09-21 22:06:08+00:00,,,325.54,322.23,310.02,312.83,302.74,300.57,297.01,292.19,293.44,287.21,283.04,281.77,279.22,,282.84,287.05,287.12,284.83,273.27,276.58,269.58,,237.35,,,,322.52,331.45,333.59,335.85,336.95,329.20,331.58,332.70,340.51,336.01,336.99,337.09,333.06,329.19,339.38,334.76,332.50,,326.42,331.13,328.06,309.27,325.27,351.40,358.48,340.10,332.09,337.78,L8
2014-09-29 22:03:52+00:00,343.71,358.05,361.02,357.63,349.07,340.58,,,,343.96,341.24,332.28,317.27,312.87,318.77,318.89,321.04,323.63,322.57,320.90,,,318.41,331.17,,339.75,352.77,363.41,,364.66,369.03,360.82,351.46,,,,353.68,360.70,368.02,371.28,361.66,356.73,360.20,360.10,358.23,358.42,354.82,,,,359.07,370.93,372.00,368.36,347.65,344.88,L7
2014-10-31 22:04:11+00:00,,,,,312.31,312.53,309.01,306.75,306.80,,,306.53,312.15,308.02,306.11,299.39,293.45,288.58,284.17,287.82,292.11,300.83,,,256.94,307.12,316.58,317.62,323.78,331.48,344.53,351.59,348.49,338.46,342.87,337.07,,,332.88,342.44,344.19,332.05,,,,,,,,,,,,,,,L7
