dates,nzd0237-0000,nzd0237-0001,nzd0237-0002,nzd0237-0003,nzd0237-0004,nzd0237-0005,nzd0237-0006,nzd0237-0007,nzd0237-0008,nzd0237-0009,nzd0237-0010,nzd0237-0011,nzd0237-0012,nzd0237-0013,nzd0237-0014,nzd0237-0015,nzd0237-0016,nzd0237-0017,nzd0237-0018,nzd0237-0019,nzd0237-0020,nzd0237-0021,nzd0237-0022,nzd0237-0023,nzd0237-0024,nzd0237-0025,nzd0237-0026,nzd0237-0027,nzd0237-0028,nzd0237-0029,nzd0237-0030,nzd0237-0031,nzd0237-0032,nzd0237-0033,nzd0237-0034,nzd0237-0035,nzd0237-0036,nzd0237-0037,nzd0237-0038,nzd0237-0039,nzd0237-0040,nzd0237-0041,nzd0237-0042,nzd0237-0043,nzd0237-0044,nzd0237-0045,nzd0237-0046,nzd0237-0047,nzd0237-0048,nzd0237-0049,nzd0237-0050,nzd0237-0051,nzd0237-0052,nzd0237-0053,nzd0237-0054,nzd0237-0055,satname
2001-09-25 21:54:28+00:00,370.57,369.46,365.45,346.64,344.02,339.78,335.36,332.43,331.56,328.56,326.07,318.29,319.99,318.19,318.14,316.71,326.69,327.17,330.90,332.52,334.42,342.58,320.80,302.99,317.86,333.86,358.36,356.19,356.51,354.57,362.50,363.25,363.59,363.17,361.87,365.89,370.45,370.01,369.99,354.46,360.20,362.53,361.59,359.83,351.43,351.63,357.60,359.72,366.55,360.95,347.76,352.97,362.53,363.65,373.32,386.30,L7
2002-02-16 21:54:54+00:00,382.67,373.38,373.00,356.02,355.22,351.43,345.45,344.70,339.31,331.21,328.59,322.29,324.25,323.26,322.93,324.34,331.17,331.89,335.33,337.69,336.05,334.32,321.87,317.16,332.81,333.40,360.38,362.16,360.29,359.44,365.00,367.12,372.05,371.25,372.12,374.29,377.68,379.09,380.50,365.43,372.38,372.11,372.70,373.62,362.29,358.04,366.08,364.25,365.99,365.14,353.87,362.53,370.34,373.54,380.92,398.10,L7
2002-03-20 21:54:48+00:00,373.79,370.22,368.27,371.25,373.68,372.22,364.41,357.67,347.13,330.70,326.72,324.63,326.16,325.55,327.85,326.98,332.81,329.73,326.31,324.09,337.53,310.90,325.06,315.92,346.72,349.04,356.15,366.04,365.19,363.93,356.56,364.89,374.43,378.34,386.35,391.13,392.37,388.78,383.93,373.98,367.75,371.78,381.27,380.89,363.64,370.01,365.27,367.52,355.38,358.19,367.54,351.91,377.35,374.38,380.58,401.38,L7
2002-08-27 21:54:00+00:00,352.39,353.56,363.82,372.05,349.03,345.23,340.88,335.57,320.88,309.20,306.22,304.31,307.22,311.00,308.98,309.99,317.17,314.18,307.11,300.53,311.19,298.63,304.93,286.77,324.85,339.31,336.22,337.31,334.03,341.97,334.62,348.77,363.33,363.18,369.94,371.20,372.33,366.06,362.22,349.92,348.00,358.07,362.21,360.07,348.29,356.36,342.87,346.01,338.81,334.30,,327.37,364.36,360.09,356.89,,L7
2002-10-14 21:53:43+00:00,360.26,356.83,365.70,356.29,334.11,325.24,327.18,332.06,317.71,307.58,304.06,300.40,307.12,319.15,316.24,313.31,323.96,326.73,336.46,338.56,333.52,309.36,325.96,304.87,322.74,333.23,331.35,338.09,336.24,339.30,346.29,349.50,357.72,353.50,359.81,361.17,364.48,364.12,368.73,365.94,363.88,360.05,359.92,359.70,362.00,362.26,360.20,349.68,353.80,345.97,381.71,364.16,364.43,363.87,356.33,,L7
2003-01-18 21:54:30+00:00,360.05,357.74,361.74,353.13,338.98,331.82,331.38,333.83,318.91,310.78,310.78,307.04,310.87,316.94,314.91,313.90,322.01,322.07,327.57,329.67,331.81,320.19,328.31,315.27,311.06,342.07,344.59,342.51,340.07,342.88,349.39,352.49,356.20,354.19,362.54,363.33,363.52,363.44,368.54,369.03,365.57,362.72,359.71,359.54,363.10,361.00,357.76,348.60,353.42,347.93,371.90,361.90,363.11,365.48,364.19,395.06,L7
2003-04-08 21:54:47+00:00,367.19,362.07,359.57,353.16,347.85,339.95,338.04,337.43,329.19,320.96,316.05,311.93,313.48,320.47,321.07,316.10,321.34,319.90,327.94,334.52,335.38,321.75,330.98,320.31,310.65,342.16,348.34,352.25,351.44,350.47,351.63,354.88,354.77,357.23,365.53,368.93,370.77,374.08,376.23,372.76,364.23,358.86,360.20,363.70,365.72,363.22,364.11,354.76,359.37,358.95,369.50,368.95,372.88,369.89,364.35,380.00,L7
2003-04-24 21:54:46+00:00,361.08,358.39,355.99,350.43,346.68,343.32,340.68,336.49,330.12,323.61,316.87,312.54,312.07,314.40,313.86,310.72,315.93,313.30,317.93,327.71,324.97,319.20,319.29,321.28,311.52,342.09,348.39,350.25,350.21,351.81,352.82,352.36,353.99,362.74,371.14,374.43,374.10,377.14,374.59,367.95,362.00,354.14,360.34,365.50,365.94,360.97,358.39,350.92,356.22,354.10,358.83,361.02,368.99,367.80,368.15,368.56,L7
2003-07-29 21:54:29+00:00,354.33,357.81,355.11,350.67,343.11,336.65,335.41,333.30,328.20,321.36,313.78,310.46,311.59,316.79,314.66,308.54,314.83,313.58,322.00,335.63,323.26,307.87,312.42,313.88,323.44,333.25,337.04,345.80,349.89,352.70,351.45,348.96,351.17,359.81,371.04,377.70,377.31,377.87,369.41,363.50,355.16,346.36,355.89,368.63,366.25,355.25,353.10,346.50,345.69,339.85,346.91,354.38,373.25,367.35,362.28,355.31,L7
2003-10-25 21:44:04+00:00,344.31,375.56,376.13,353.11,341.61,330.81,332.37,330.20,319.43,314.69,321.43,319.22,317.39,318.38,326.12,321.21,304.48,298.11,315.63,319.71,327.48,327.88,297.92,288.92,326.14,355.69,370.82,340.49,347.18,351.22,349.80,352.60,346.18,349.87,368.02,372.88,368.09,369.22,362.50,369.31,357.40,353.50,352.87,357.68,353.63,342.51,339.38,334.53,329.67,324.52,337.10,343.31,362.05,367.13,393.59,412.43,L5
2003-11-18 21:54:39+00:00,348.44,364.77,367.65,354.78,344.01,334.59,332.37,330.20,323.98,317.53,318.99,315.08,315.87,319.81,321.62,311.77,302.96,303.75,316.69,320.40,327.48,327.88,306.15,286.43,322.64,335.34,354.76,348.28,350.43,351.76,354.58,358.61,356.00,354.28,368.02,372.88,367.33,374.22,372.10,368.72,356.01,349.96,352.17,354.47,356.50,344.76,341.98,334.53,329.67,324.52,338.57,346.10,362.56,370.95,384.37,395.44,L7
2003-12-04 21:54:43+00:00,346.05,363.29,366.17,354.36,344.19,335.97,335.23,331.34,323.98,317.53,315.05,312.23,314.48,320.03,318.16,308.38,301.97,304.29,315.01,322.58,327.12,327.88,306.15,286.43,316.51,333.20,349.69,347.99,350.96,351.74,355.21,361.27,359.53,356.46,362.62,372.88,367.33,374.22,374.71,370.20,357.51,350.00,350.48,352.96,356.96,347.26,340.31,331.35,331.25,324.52,338.57,346.10,359.00,372.28,381.74,392.55,L7
2004-03-01 21:45:02+00:00,346.78,361.27,364.46,353.92,346.41,339.71,339.12,332.50,328.73,316.00,308.70,307.46,311.01,320.92,320.73,312.07,303.37,305.00,312.06,321.24,325.38,325.37,321.91,286.43,330.38,336.86,349.80,350.68,351.64,352.74,358.06,364.96,361.49,358.45,357.87,360.14,360.89,372.12,376.03,369.95,362.08,355.04,355.92,354.70,354.61,346.06,338.30,330.77,336.34,339.94,344.69,350.42,359.00,372.28,381.74,392.55,L5
2004-03-09 21:55:15+00:00,348.70,361.56,364.46,353.92,346.41,340.21,342.00,336.31,329.77,315.15,308.28,306.84,309.79,319.47,321.95,313.39,303.37,305.00,312.41,321.34,325.99,326.25,321.94,289.14,331.77,341.66,353.80,351.62,352.09,352.96,358.06,364.96,360.14,357.20,359.70,360.98,360.36,369.50,372.75,367.86,361.71,359.03,357.92,354.70,354.61,346.06,339.01,331.88,338.28,339.63,347.08,352.51,358.38,368.06,378.23,387.40,L7
2004-03-17 21:45:08+00:00,346.07,360.31,362.95,351.35,343.56,339.33,341.62,335.34,327.89,314.01,305.98,303.36,306.19,316.87,321.03,312.58,302.25,302.83,309.91,319.79,324.27,324.75,317.26,282.75,328.14,340.08,350.80,349.68,350.33,351.45,355.74,362.63,358.94,355.84,358.23,359.26,357.40,365.41,368.61,364.29,359.99,359.07,357.48,353.00,351.39,343.26,338.27,330.90,336.04,337.01,345.57,352.60,356.70,365.55,373.87,380.94,L5
2004-03-25 21:55:18+00:00,346.07,360.31,358.87,348.23,341.65,338.02,339.44,334.29,327.02,314.03,306.69,301.20,302.17,316.87,321.03,312.58,302.05,300.80,307.19,316.61,324.27,322.20,314.63,282.75,327.12,338.13,347.51,349.68,350.33,351.45,351.53,358.19,355.37,352.28,353.50,354.93,353.65,361.18,365.76,362.47,359.32,359.07,357.48,353.00,351.43,342.32,337.31,329.00,333.79,330.55,340.83,347.61,351.42,362.62,369.95,380.94,L7
2004-04-18 21:45:49+00:00,346.09,360.90,359.10,348.54,342.95,339.02,340.22,334.96,326.77,315.16,308.41,301.45,302.56,314.41,320.26,314.05,305.09,303.02,309.44,317.47,325.27,324.61,316.03,282.75,329.53,341.63,351.09,350.42,351.21,351.77,352.30,358.90,354.96,352.92,356.29,356.47,354.64,360.90,364.68,361.62,358.28,358.67,357.94,354.95,353.95,346.37,340.77,333.61,337.30,333.44,342.94,348.06,352.77,363.08,372.12,382.57,L5
2004-05-04 21:46:16+00:00,343.03,355.76,354.70,346.11,340.24,336.82,337.91,333.54,325.17,313.52,306.45,298.72,299.54,310.66,316.11,310.48,303.33,300.52,305.08,312.42,324.83,322.23,319.05,280.69,327.85,341.95,349.09,349.47,349.13,349.27,350.83,357.10,353.88,350.38,354.99,356.05,353.72,357.94,362.33,359.07,355.86,357.17,355.60,351.75,351.36,343.99,340.87,333.28,337.36,330.59,340.42,347.06,351.68,361.89,369.65,376.56,L5
2004-05-12 21:55:13+00:00,342.95,353.43,352.29,344.44,339.73,336.55,337.44,333.54,325.17,314.43,306.71,299.58,299.25,307.90,313.81,308.64,304.08,300.95,305.81,313.18,324.83,322.23,319.05,289.34,328.51,339.33,348.54,349.40,348.93,348.97,350.33,356.27,353.29,349.28,354.99,356.05,354.45,357.56,361.57,356.90,354.00,355.62,356.28,353.18,352.02,344.35,343.12,336.15,337.36,330.59,340.42,346.91,352.75,361.11,368.87,373.75,L7
2004-06-05 21:47:12+00:00,341.34,346.40,344.94,339.13,336.14,332.03,333.28,330.04,321.56,311.31,305.02,296.52,294.23,300.33,313.68,310.86,305.20,298.80,303.27,310.09,324.35,322.23,319.98,291.14,333.31,344.30,351.23,347.37,346.99,347.96,344.30,349.46,343.63,340.11,355.52,356.05,352.83,353.75,354.33,352.84,352.97,358.66,359.01,354.21,349.82,341.80,342.11,337.48,339.35,337.73,340.62,340.39,351.18,351.37,364.13,365.71,L5
2004-07-23 21:48:33+00:00,341.34,346.40,344.94,339.13,336.14,332.03,333.28,330.04,321.56,311.31,305.02,296.52,294.23,300.33,313.68,310.86,305.20,298.80,303.27,310.09,324.35,322.23,319.98,291.14,333.31,344.30,351.23,347.37,346.99,347.96,344.30,349.46,343.63,340.11,355.52,356.05,352.83,353.75,354.33,352.84,352.97,357.62,358.06,354.21,347.96,340.20,342.11,337.48,339.35,337.73,340.62,340.39,351.18,351.37,364.13,365.71,L5
2004-07-31 21:54:51+00:00,339.56,346.14,345.00,339.13,335.57,331.22,331.85,329.40,321.10,311.61,306.30,297.59,294.23,300.33,313.68,310.86,305.20,298.80,303.27,310.09,324.35,322.23,319.98,291.14,333.31,344.30,351.23,347.37,346.68,347.64,345.10,350.66,343.87,340.81,356.14,356.93,353.38,353.30,354.24,352.84,352.97,357.62,357.19,352.73,347.30,340.30,341.27,337.21,339.46,337.56,342.57,342.28,353.31,351.37,364.13,365.71,L7
2004-08-24 21:49:18+00:00,340.94,344.06,340.97,334.29,331.80,330.20,331.81,330.12,321.88,311.22,305.93,296.78,293.79,298.66,313.68,310.86,305.20,298.80,303.27,310.09,324.35,322.23,319.98,291.14,333.31,344.30,351.23,347.37,346.68,347.64,345.19,351.74,346.01,341.05,353.88,354.39,351.46,352.53,353.16,350.17,351.09,357.78,358.26,353.15,346.15,339.33,342.89,339.22,339.89,336.78,345.30,343.23,353.01,350.52,363.13,359.46,L5
2004-09-09 21:49:43+00:00,338.13,339.80,338.68,331.67,329.91,327.48,328.97,331.46,322.57,313.63,308.34,296.63,291.91,292.53,303.95,304.49,306.92,302.99,308.19,313.02,331.05,326.21,317.62,305.22,327.14,338.13,347.39,342.92,342.89,344.43,344.56,351.46,346.27,339.89,351.71,352.17,350.27,351.08,350.08,346.32,349.18,358.25,359.30,354.00,346.72,340.24,346.54,344.24,343.33,339.79,349.31,345.44,353.62,349.88,361.22,356.24,L5
2004-09-25 21:50:07+00:00,338.74,338.11,335.22,328.90,327.21,324.54,326.99,330.58,322.09,313.53,308.96,298.65,293.23,288.96,296.89,299.78,307.88,308.11,314.46,317.44,335.68,333.01,332.48,323.14,329.27,336.81,350.44,337.65,340.12,341.78,345.82,352.48,346.78,339.71,353.83,352.25,350.47,349.92,348.41,344.85,348.35,358.48,360.45,354.69,346.05,340.24,348.68,349.11,350.00,347.50,355.75,347.35,357.45,349.93,361.91,355.52,L5
2004-10-27 21:50:47+00:00,337.15,337.08,334.05,327.75,324.24,321.15,323.33,327.07,319.67,311.91,307.74,298.41,291.17,286.35,290.85,293.43,302.68,301.84,306.33,306.17,320.91,325.37,324.12,323.14,318.92,329.87,342.15,331.71,336.26,339.16,344.28,349.50,344.70,337.16,350.23,349.68,347.86,347.32,346.74,344.95,348.75,358.99,359.72,352.58,342.16,335.25,345.49,345.93,348.83,347.27,354.36,346.68,357.29,350.13,360.70,353.24,L5
2005-01-15 21:52:09+00:00,338.17,342.78,334.75,323.10,319.65,321.24,324.22,331.54,323.55,313.75,309.43,300.10,290.02,283.41,283.64,288.25,300.53,304.06,305.45,306.90,313.38,319.38,321.10,327.07,315.88,322.96,332.98,324.50,329.92,335.74,346.93,350.46,350.48,345.24,346.62,345.60,342.96,344.51,345.01,346.64,349.68,357.90,359.19,351.32,340.44,334.87,345.46,348.79,350.44,344.43,359.35,357.08,356.80,351.72,353.63,347.81,L5
2005-01-23 21:55:25+00:00,342.10,346.80,337.83,329.52,323.89,321.24,324.22,331.54,324.52,315.77,311.97,302.88,292.33,285.01,286.35,292.34,302.76,305.41,305.88,306.90,313.38,319.38,322.10,324.21,322.06,332.31,340.90,331.97,332.77,336.57,346.77,350.60,350.29,345.24,346.62,345.60,344.02,345.64,345.75,348.18,350.56,359.13,359.10,350.90,343.07,338.37,347.24,348.79,350.44,345.58,359.51,357.46,356.98,353.77,356.59,353.39,L7
2005-02-08 21:55:35+00:00,342.21,351.01,339.80,330.42,323.03,322.42,328.04,333.72,325.68,316.11,311.22,302.33,293.85,286.07,287.87,294.13,303.14,306.12,305.56,304.78,312.79,318.33,322.10,324.21,322.06,337.10,346.25,332.99,332.18,335.73,345.95,349.38,349.87,344.11,346.76,344.62,341.81,344.89,344.44,350.42,351.52,358.72,358.98,351.62,340.29,336.18,347.91,348.84,351.33,346.85,358.78,357.79,355.46,355.95,360.87,358.98,L7
2005-02-24 21:55:41+00:00,341.89,359.28,349.17,338.56,329.62,325.39,328.81,333.17,325.19,318.20,314.71,307.33,296.53,287.73,290.18,296.19,304.40,307.39,307.90,307.36,314.63,318.33,322.10,320.38,324.53,342.30,350.51,336.25,335.55,337.74,345.58,347.66,347.22,345.95,351.22,346.22,342.97,345.69,346.13,355.33,354.30,359.01,357.07,351.74,343.06,339.85,348.43,348.78,354.98,349.44,357.86,358.68,357.15,359.51,365.36,370.56,L7
2005-03-28 21:55:42+00:00,343.22,363.53,353.34,335.62,332.30,327.15,327.69,324.90,320.58,316.63,317.13,310.67,299.91,287.98,291.45,298.89,303.06,300.72,299.86,298.78,306.37,309.03,315.60,319.03,325.02,352.13,357.27,341.11,338.00,340.76,342.70,345.18,343.70,342.66,352.66,349.89,344.90,346.06,348.51,357.89,352.19,353.36,350.28,348.26,342.49,340.58,347.94,344.81,351.11,345.84,352.38,355.86,358.51,363.47,370.72,378.90,L7
2005-04-05 21:53:07+00:00,341.80,360.18,352.33,334.25,330.48,325.64,325.75,322.70,318.69,313.96,315.31,310.40,301.08,291.16,293.84,298.53,302.50,300.21,299.68,299.95,306.88,309.10,312.67,312.14,320.26,348.99,355.67,341.79,339.55,341.19,341.59,344.23,342.62,341.42,351.04,348.95,343.98,345.07,346.64,355.59,350.98,351.13,347.76,347.10,342.13,339.47,344.94,342.29,350.06,344.01,351.75,353.55,352.14,361.59,369.23,376.76,L5
2005-04-13 21:55:36+00:00,337.32,355.53,348.24,334.10,331.18,324.56,322.18,319.05,316.17,311.79,312.83,307.96,301.08,291.16,293.84,298.23,300.73,297.92,299.68,299.95,306.88,309.10,312.67,312.14,320.26,348.99,355.67,341.79,339.55,341.19,342.34,344.23,342.57,341.29,350.20,349.27,345.37,344.15,344.97,355.59,350.98,351.13,346.19,346.57,342.45,339.11,344.81,342.24,349.20,340.96,350.16,352.03,351.13,360.12,369.23,376.76,L7
2005-04-29 21:55:36+00:00,337.45,355.20,347.43,332.53,331.39,325.03,322.76,320.21,317.74,312.50,313.18,309.07,302.78,293.12,295.51,299.24,301.21,299.77,302.21,306.51,311.07,309.86,315.99,312.14,325.39,351.92,359.16,345.11,340.79,341.72,342.02,344.94,343.59,342.00,350.00,349.38,345.99,344.67,344.90,355.48,346.68,346.54,341.62,346.09,340.76,338.05,343.21,339.76,349.62,340.55,351.23,353.21,349.69,359.10,367.99,377.16,L7
2005-06-08 21:53:33+00:00,338.85,343.81,343.44,330.88,328.41,321.49,320.13,318.75,314.85,310.70,311.56,309.21,303.83,295.17,295.51,299.24,301.21,299.77,302.21,306.51,311.07,309.86,315.99,312.14,325.39,351.92,359.16,345.11,337.47,339.26,340.45,344.45,342.68,339.73,348.98,348.91,346.09,344.31,344.17,353.21,345.76,346.59,341.40,346.09,337.55,338.05,342.28,338.56,346.86,340.55,351.23,353.21,349.69,359.10,367.99,377.16,L5
2005-08-03 21:55:25+00:00,333.17,337.09,339.72,327.34,325.94,320.46,318.05,317.01,309.25,304.13,308.18,307.25,307.32,300.94,301.32,301.99,301.50,299.94,300.18,309.30,311.84,311.73,301.90,299.58,321.58,355.66,354.44,343.06,338.05,340.00,339.26,343.68,339.77,336.99,349.61,349.75,346.89,343.05,341.41,351.45,344.29,346.42,340.14,345.26,336.80,336.79,339.80,335.79,342.93,330.41,344.32,346.45,346.42,361.42,372.63,380.15,L7
2005-08-19 21:55:20+00:00,336.56,331.43,336.61,329.96,328.63,320.74,317.45,315.36,307.56,304.64,308.97,308.05,309.28,305.96,303.28,301.77,300.79,303.08,304.77,314.87,313.05,315.11,305.61,304.35,321.58,345.91,349.81,345.38,337.25,339.88,338.31,345.33,340.52,337.33,349.59,351.55,350.62,346.75,343.83,349.27,343.56,346.21,338.46,344.26,338.75,342.76,342.20,337.40,341.87,331.16,344.37,345.91,348.07,360.51,372.55,382.01,L7
2005-08-27 21:54:08+00:00,334.08,322.72,332.92,329.27,328.73,320.75,313.92,313.86,305.83,303.41,303.14,301.53,305.53,307.71,305.05,299.95,299.43,300.87,301.94,311.85,305.64,315.11,302.62,301.97,307.77,336.72,329.57,334.16,328.74,336.07,337.11,343.70,339.13,334.49,346.32,352.64,352.79,347.77,342.04,342.10,339.71,339.98,335.03,342.28,337.93,342.00,342.30,336.19,338.19,328.33,341.01,342.95,340.56,354.80,365.61,372.86,L5
2005-10-22 21:55:15+00:00,341.62,311.51,329.49,333.40,333.81,326.11,318.66,314.63,303.62,302.83,306.43,307.89,310.28,311.98,312.66,301.61,303.79,313.59,307.27,313.41,302.64,315.33,303.62,308.43,295.44,336.08,316.94,336.37,329.39,328.51,333.17,346.02,341.07,338.16,352.56,358.76,361.45,356.33,350.25,340.83,336.75,339.81,339.07,342.07,334.13,347.27,346.38,338.68,334.93,321.30,336.62,343.76,343.25,355.41,367.72,374.71,L7
2005-10-30 21:54:03+00:00,340.50,320.25,333.09,333.31,332.98,324.95,318.73,314.13,303.02,303.82,308.68,310.81,312.26,312.16,312.17,305.13,304.52,311.30,304.80,305.53,300.30,311.79,302.55,309.40,288.32,339.99,321.70,336.16,331.62,332.48,333.60,344.99,340.02,338.57,352.98,358.68,360.31,357.60,351.75,343.15,340.90,342.76,346.01,349.15,339.56,350.31,347.99,341.92,334.52,322.85,338.70,345.58,345.92,356.66,369.87,376.28,L5
2006-01-10 21:55:52+00:00,337.09,331.38,336.30,336.39,335.78,329.37,321.25,315.13,304.31,305.31,310.68,311.37,313.13,313.46,311.36,305.13,304.52,310.43,305.10,304.84,300.10,308.93,302.25,306.19,281.78,339.99,319.60,337.34,338.22,335.16,334.99,346.78,341.20,341.51,353.69,360.70,363.37,361.60,355.65,344.68,341.67,343.09,348.75,349.15,348.79,350.18,351.37,345.33,336.99,324.40,338.88,345.45,345.68,357.51,369.82,376.14,L7
2006-01-26 21:56:00+00:00,333.35,332.50,337.46,337.09,334.88,328.89,321.25,315.13,304.31,304.50,308.86,309.58,311.64,311.56,310.54,303.96,301.84,307.98,304.71,305.11,300.10,308.93,301.14,304.41,277.23,339.99,319.60,337.34,338.22,335.16,334.99,346.78,341.20,341.51,353.69,360.70,361.22,360.02,354.70,344.20,341.80,343.60,348.69,348.60,349.40,348.46,350.94,345.43,336.99,324.40,338.88,345.39,344.47,356.69,368.45,374.63,L7
2006-02-03 21:56:19+00:00,339.46,339.51,342.66,342.50,338.28,332.84,327.27,320.18,310.82,309.65,312.54,313.35,315.01,316.20,315.38,305.04,304.40,311.01,313.72,312.14,310.54,318.44,309.93,310.43,277.23,341.64,323.41,339.59,342.61,337.07,342.09,349.47,344.06,343.51,356.82,364.11,364.23,362.22,355.81,347.61,344.03,343.84,349.90,352.33,349.31,349.15,352.82,348.25,340.72,330.07,341.51,346.78,343.96,356.19,374.52,380.12,L5
