dates,nzd0250-0000,nzd0250-0001,nzd0250-0002,nzd0250-0003,nzd0250-0004,nzd0250-0005,nzd0250-0006,nzd0250-0007,nzd0250-0008,nzd0250-0009,nzd0250-0010,nzd0250-0011,nzd0250-0012,nzd0250-0013,nzd0250-0014,nzd0250-0015,satname
1999-07-18 21:58:49+00:00,,,,212.58,138.19,,,,,,,,,,,347.53,L7
1999-09-20 21:59:20+00:00,,,,212.71,166.85,,,,,,,,,,,,L7
1999-12-25 21:59:16+00:00,322.38,297.26,,260.31,,,,297.24,,,,,,,,316.69,L7
2000-02-27 21:59:04+00:00,348.22,336.72,335.06,331.48,,360.29,340.62,332.68,340.18,352.17,351.47,340.49,347.37,349.15,360.24,364.48,L7
2000-03-14 21:58:59+00:00,371.71,324.55,343.98,335.05,316.54,329.22,335.36,347.56,350.79,352.98,367.90,358.80,358.80,370.29,373.93,383.63,L7
2000-03-30 21:58:33+00:00,340.80,320.55,314.54,305.62,310.63,328.38,318.47,324.59,333.76,327.04,333.68,336.38,339.44,342.44,349.07,357.44,L7
2000-04-15 21:58:43+00:00,357.85,335.90,321.00,317.55,330.23,337.15,326.01,327.71,323.35,325.98,325.65,331.95,333.16,343.36,359.82,368.21,L7
2000-07-04 21:58:02+00:00,346.95,326.04,304.33,303.91,308.84,314.53,313.44,305.12,305.48,312.85,,277.90,327.49,327.06,325.45,,L7
2000-08-05 21:57:08+00:00,311.16,,,,325.94,321.90,309.16,306.48,299.28,284.40,287.96,315.54,322.01,329.40,329.12,316.60,L7
2000-11-09 21:56:45+00:00,351.55,329.16,318.94,321.37,333.51,334.06,318.46,316.49,318.73,315.14,341.35,343.32,335.91,329.96,331.75,338.04,L7
2001-03-01 21:56:45+00:00,320.60,317.00,,,,,,,,,,,,,,,L7
2001-03-17 21:56:40+00:00,,340.66,341.26,340.25,344.34,351.62,349.62,349.36,352.76,343.32,330.38,330.72,346.46,365.42,350.66,354.97,L7
2001-05-20 21:56:16+00:00,282.03,,,,,,,,,,,,,,,,L7
2001-09-09 21:54:36+00:00,395.31,327.64,341.69,335.02,359.05,347.35,338.90,340.37,336.02,352.12,341.47,354.94,352.47,346.84,346.01,372.63,L7
2001-09-25 21:54:52+00:00,365.33,336.47,343.00,330.46,348.69,350.50,342.42,339.86,337.00,349.51,348.50,350.59,344.98,348.60,357.15,361.98,L7
2002-02-16 21:55:18+00:00,351.18,337.07,332.06,342.19,356.71,364.77,358.12,343.40,333.53,335.84,345.81,362.58,363.02,350.81,353.40,350.30,L7
2002-06-24 21:54:52+00:00,326.03,286.64,,,,,,,,256.78,,,,,,,L7
2002-08-27 21:54:24+00:00,345.47,317.19,295.28,308.19,,326.94,324.73,329.53,306.42,291.87,292.22,292.71,302.44,306.20,,,L7
2002-10-14 21:54:07+00:00,348.44,350.44,324.60,320.45,361.18,374.15,348.82,337.56,333.99,326.96,323.56,327.02,333.02,319.14,321.76,330.96,L7
2002-12-01 21:54:16+00:00,367.84,334.75,324.93,323.29,338.00,334.96,333.94,324.64,328.01,319.12,311.73,320.52,322.31,329.84,331.05,338.83,L7
2003-01-18 21:54:54+00:00,372.34,338.92,310.51,306.28,320.34,331.93,330.76,331.27,321.93,318.54,323.49,336.00,331.87,337.20,335.25,344.64,L7
2003-04-24 21:55:10+00:00,341.24,320.79,319.17,309.86,309.16,339.15,334.13,323.33,326.21,336.63,337.64,348.38,344.43,321.01,,,L7
2003-07-21 21:42:57+00:00,388.96,311.10,321.96,299.82,331.30,364.51,344.30,305.45,298.39,308.05,,,,,,,L5
2003-07-29 21:54:29+00:00,361.74,332.16,308.39,,,329.52,319.60,310.65,300.15,311.61,308.96,,311.87,322.82,324.41,336.90,L7
2003-09-07 21:43:48+00:00,,,,,,,310.43,304.90,296.79,294.01,285.85,,305.19,313.76,323.01,324.95,L5
2003-10-25 21:44:04+00:00,367.13,327.64,295.68,305.88,314.90,331.11,323.74,326.27,314.93,320.52,319.55,343.97,342.04,339.60,344.51,352.08,L5
2003-11-18 21:54:39+00:00,356.86,322.31,329.77,307.87,326.37,345.45,328.24,,,,315.83,329.06,325.00,331.00,321.45,344.96,L7
2003-12-04 21:55:07+00:00,347.49,314.88,310.56,308.32,316.42,337.59,326.44,319.78,309.35,,,320.38,331.09,328.60,320.54,320.61,L7
2004-03-09 21:55:39+00:00,358.20,326.53,301.30,297.58,,,325.02,325.04,320.56,322.71,322.68,347.50,345.74,336.96,337.13,346.47,L7
2004-03-17 21:45:32+00:00,350.68,318.36,295.49,286.76,293.26,318.71,312.04,308.56,306.92,305.55,303.28,327.81,338.94,337.43,330.52,336.32,L5
2004-03-25 21:55:18+00:00,328.50,,,,259.83,287.16,291.54,284.84,280.17,270.49,264.30,290.28,,293.48,,,L7
2004-04-02 21:45:18+00:00,345.19,305.96,278.06,257.90,244.96,302.85,309.09,305.03,315.64,318.73,305.92,328.46,336.40,329.58,330.28,334.25,L5
