dates,satname,nzd0250-0000,nzd0250-0001,nzd0250-0002,nzd0250-0003,nzd0250-0004,nzd0250-0005,nzd0250-0006,nzd0250-0007,nzd0250-0008,nzd0250-0009,nzd0250-0010,nzd0250-0011,nzd0250-0012,nzd0250-0013,nzd0250-0014,nzd0250-0015
1999-07-18 21:58:49+00:00,L7,413.07,442.65,,228.33,153.94,,,,,,627.59,466.24,413.25,415.53,404.09,363.28
1999-09-20 21:59:20+00:00,L7,281.28,260.60,,221.21,175.35,251.00,225.84,227.51,226.75,248.53,236.26,225.18,190.82,,,
1999-12-25 21:59:16+00:00,L7,298.71,281.48,262.39,242.56,237.59,288.50,286.57,284.33,279.32,274.30,260.53,262.31,274.48,277.42,293.27,298.94
2000-02-27 21:59:04+00:00,L7,369.22,350.72,342.93,347.23,372.35,369.98,351.12,344.13,350.68,363.62,367.22,361.49,365.37,363.15,374.24,380.23
2000-03-14 21:58:59+00:00,L7,395.04,340.11,352.73,352.55,334.04,339.99,347.03,360.29,362.46,365.71,385.40,382.13,378.80,385.85,389.49,401.13
2000-03-30 21:58:33+00:00,L7,345.13,323.44,316.16,308.87,313.88,330.38,320.64,326.95,335.93,329.40,336.93,340.71,343.15,345.33,351.96,360.69
2000-04-15 21:58:43+00:00,L7,335.18,320.79,312.50,300.55,313.23,326.69,314.68,315.35,312.02,313.62,308.65,309.28,313.73,328.25,344.71,351.21
2000-07-04 21:58:02+00:00,L7,325.28,311.60,296.21,287.66,292.59,304.53,302.61,293.30,294.65,301.03,268.66,256.23,308.92,312.62,311.01,142.13
2000-08-05 21:57:08+00:00,L7,335.16,609.28,,643.29,343.94,332.98,321.16,319.57,311.28,297.49,305.96,339.54,342.58,345.40,345.12,334.60
2000-11-09 21:56:45+00:00,L7,326.55,312.49,309.56,302.62,314.76,322.52,305.96,302.85,306.23,301.50,322.60,318.32,314.48,313.29,315.08,319.29
2001-03-01 21:56:45+00:00,L7,337.27,328.11,,,,,,,,,,,,,296.46,284.40
2001-03-17 21:56:40+00:00,L7,381.86,353.55,348.51,354.75,358.84,360.54,359.29,359.91,362.43,353.87,344.88,350.05,363.03,378.31,363.55,369.47
2001-05-20 21:56:16+00:00,L7,257.03,235.76,,,,,,,,645.82,641.90,626.31,616.81,,,
2001-09-09 21:54:36+00:00,L7,416.64,341.86,349.69,351.02,375.05,357.20,349.57,352.01,346.69,363.76,357.47,376.27,370.76,361.06,360.23,388.63
2001-09-25 21:54:52+00:00,L7,388.33,351.80,351.63,347.71,365.94,361.12,353.92,352.41,348.50,362.06,365.75,373.59,364.69,363.93,372.48,379.23
2002-02-16 21:55:18+00:00,L7,342.18,331.07,328.68,335.44,349.96,360.62,353.62,338.49,329.03,330.93,339.06,353.58,355.31,344.81,347.40,343.55
2002-06-24 21:54:52+00:00,L7,280.36,256.20,235.91,220.93,175.89,221.11,215.86,203.40,203.57,231.87,208.96,198.51,166.36,167.57,142.07,587.83
2002-08-27 21:54:24+00:00,L7,344.14,316.30,294.78,307.19,292.54,326.32,324.06,328.80,305.75,291.14,291.22,291.38,301.30,305.31,598.11,582.56
2002-10-14 21:54:07+00:00,L7,370.77,365.33,332.97,337.20,377.93,384.46,359.99,349.74,345.16,339.14,340.31,349.35,352.16,334.03,336.65,347.71
2002-12-01 21:54:16+00:00,L7,349.51,322.53,318.05,309.54,324.25,326.50,324.77,314.64,318.84,309.12,297.98,302.19,306.60,317.62,318.83,325.08
2003-01-18 21:54:54+00:00,L7,325.01,307.36,292.76,270.78,284.84,310.08,307.09,305.45,298.26,292.72,287.99,288.67,291.30,305.64,303.69,309.14
2003-04-24 21:55:10+00:00,L7,360.91,333.90,326.54,324.61,323.91,348.23,343.96,334.06,336.04,347.36,352.39,368.05,361.29,334.12,597.94,583.30
2003-05-26 21:55:07+00:00,L7,558.22,469.88,444.77,606.33,564.74,,,,,,621.61,250.12,258.24,262.89,264.10,293.39
2003-07-21 21:42:57+00:00,L5,416.96,329.77,332.46,320.82,352.30,377.43,358.30,320.72,312.39,323.32,278.57,244.67,214.33,183.74,167.18,143.54
2003-07-29 21:54:29+00:00,L7,319.41,303.94,292.52,,,309.98,298.43,287.56,278.98,288.52,277.21,249.80,275.58,294.60,296.19,305.15
2003-09-07 21:43:48+00:00,L5,,,,,,,301.10,294.72,287.46,283.83,271.85,284.49,289.19,301.32,310.57,310.95
2003-10-25 21:44:04+00:00,L5,308.13,288.31,273.55,261.63,270.65,303.88,294.24,294.09,285.43,288.34,275.30,284.97,291.47,300.27,305.18,307.83
