,dates,chi0135-0000,chi0135-0001,chi0135-0002,chi0135-0003,chi0135-0004,chi0135-0005,chi0135-0006,chi0135-0007,chi0135-0008,chi0135-0009,chi0135-0010,chi0135-0011,chi0135-0012
0,1986-02-04 14:04:23+00:00,231.05086502334512,211.5017903500191,215.0901238168922,214.0794688328485,,,231.89575661176207,224.608965986617,234.1967861801124,230.96029886289608,224.93706447515478,230.23038127285645,222.3922423124327
1,1986-07-30 13:59:40+00:00,224.37611441443406,208.35571349733283,206.30667992430605,,,,,193.96354029097117,218.46338674716165,203.4052171448969,199.1307255266527,214.19139638704488,224.38145902448952
2,1986-09-16 13:57:58+00:00,225.27167278502375,206.95282710626216,209.51107690566386,208.03737457521135,211.61825906287186,216.50805606331738,215.38676682263076,210.6330272556128,224.69559403681663,219.94055377205845,214.54972273347417,222.99260676662607,216.60882050986518
3,1987-12-08 14:05:53+00:00,228.35448889268952,200.86626701634276,209.26476866140592,212.91546029031522,217.61462236127647,216.72816943242927,213.86086575513139,225.80901584791317,225.52500864325785,225.45537827342827,234.69494116247887,230.8535195236116,206.910998734726
4,1988-01-25 14:06:43+00:00,232.44771767370887,201.79899522470495,217.31415569776718,226.1922109037069,230.51302344381395,233.1689566082683,,232.44102319128652,243.42007016957592,247.72708493540011,248.43627870142777,242.02079310615824,221.74968418314344
5,1988-06-17 14:08:03+00:00,220.77294873607042,210.5242671904095,219.33960704610013,214.02709230524025,217.52731992839253,215.43795141870297,218.05544260897682,221.30106916942037,227.96973796597706,224.47137273648696,232.33719251136074,227.86365512614154,225.9345691606186
6,1988-08-20 14:08:12+00:00,223.56260008761947,201.4126569179841,211.40639495034497,213.66999204321638,214.18207262216924,207.76533709612076,213.17832101202927,206.91530208296243,207.92713895525992,213.4804253874936,221.00149914923946,215.7636822589601,206.43285019968303
7,1988-11-08 14:08:03+00:00,237.04234047309765,218.55839292523314,220.1224034859094,222.1314388301726,219.0656995458679,223.62733838801176,224.3403797965364,226.5531321359405,228.25714755035344,230.44405009822714,233.83623796396003,234.82218194739283,213.36952488296131
8,1989-02-28 14:07:14+00:00,228.83550854313378,204.13259924454817,210.69696980463448,208.91698491597825,212.34352009912965,217.00670682328183,224.90685566584557,221.28196600530637,228.50210384696447,233.6618892972521,237.56370635470253,231.45464761342143,227.4503591613342
9,1989-05-03 14:06:13+00:00,237.51839089288242,217.59841734930845,219.37248142443863,218.80246606516505,217.20365532148455,228.83126247675455,230.68044662088386,232.21169422852873,230.23705295384903,231.41347340734748,238.47472899163537,235.7418785110209,216.38317344098584
10,1989-09-24 14:03:11+00:00,219.16518602706498,210.40747537063552,216.57875608028272,214.7541871225538,221.54677058441308,218.7509693596297,225.0268694409823,221.1139717296421,222.78922655834444,220.08455689471066,233.34724500730306,231.86828765227636,207.06564768260498
11,1990-04-20 13:57:41+00:00,234.30714246696178,212.06683082552274,220.8643401059632,219.0780656990346,224.32704378530943,225.38798151291766,220.0270296013679,238.66805378160726,244.30258913338534,244.31426644740867,240.23967325875594,240.02664218407983,245.1989557578732
12,1990-05-06 13:57:37+00:00,227.06291202891512,215.0373787817954,218.76313681151103,212.33212670024884,217.09746345050053,218.95997041365698,218.16517541724798,220.83532411256036,228.34325617738645,237.77936536362114,233.06493304070733,232.15249462400698,228.35915636220267
13,1990-08-26 13:57:21+00:00,,216.0941711502913,223.52024909232097,226.50379112178516,218.00035006590142,217.69717784554032,235.82986419125066,211.79940670793397,230.89750834647543,232.53577203356684,230.22382207702333,229.25121221387883,234.25608159247813
14,1991-02-02 13:58:00+00:00,237.928913948896,209.3207583733735,216.87681859023624,222.13641538934002,224.42509327570448,223.36289024971558,226.36002591489097,223.38908483177832,231.50281656781917,240.63534028855065,240.12751381064083,233.158232843986,234.12561232832613
15,1991-03-22 13:59:00+00:00,235.30608433706897,208.05158391872428,217.80543460850487,227.87725202318987,228.71311976775124,227.56365994090584,239.3528240135334,237.52637150037987,243.71350251113964,238.1963178508957,238.93727244311413,243.53984690493553,242.89628169083667
16,1991-05-25 14:00:04+00:00,222.7378132765977,206.23910378125765,209.55809428059015,210.91545973743635,217.3223175402905,216.00247776778144,223.66774237439216,212.62071492488127,222.8921964244714,229.66742960672403,235.99012716852815,232.85721732514594,231.80874159446054
17,1991-07-12 14:00:40+00:00,246.95392585675506,193.2016616479147,204.47649565365043,214.6444645594782,218.14532855104216,215.96856247553475,218.6754855429076,241.15347277310676,228.60064843738212,231.34995266251101,235.87147900523775,239.64276199014262,224.70473928011336
18,1991-09-30 14:01:25+00:00,243.31710929197027,209.57172856939005,216.6828533960032,218.98232223531673,228.94609785518753,225.79244830447104,231.0520102041112,238.02093508412332,230.56941630301782,238.6198129755536,238.87202483163452,233.96473285291407,225.92504786540175
19,1991-12-03 14:01:54+00:00,248.52161814012945,212.72162734726106,224.33382428696646,229.29846320054486,229.6606503561635,228.99102496568622,236.69979707810205,240.24960151984797,240.74624154423208,244.0575311459266,246.47549286800938,239.91969620269595,244.667695512205
20,1992-01-20 14:01:43+00:00,242.80992920499924,206.71891389898028,217.34341681681295,227.6511407607681,223.6320771000846,224.82288416476064,240.9768993622578,243.68474478538778,246.981760414959,251.3169245342329,245.37921051604616,241.63895700873283,246.61452675834167
21,1992-02-05 14:01:40+00:00,251.9128166927797,215.83483001737233,226.95349080394024,232.46323515289512,236.0985487698792,241.69531399254635,260.51682160088046,242.9018293002216,254.06493045357007,254.20599938830935,248.29840936950893,242.74220932499463,238.1301932763179
22,1992-06-28 14:00:40+00:00,,,,,,,,,,,,,
