,dates,jap0022-0000,jap0022-0001,jap0022-0002,jap0022-0003,jap0022-0004,jap0022-0005,jap0022-0006,jap0022-0007,jap0022-0008,jap0022-0009,jap0022-0010,jap0022-0011,jap0022-0012,jap0022-0013,jap0022-0014,jap0022-0015,jap0022-0016,jap0022-0017,jap0022-0018,jap0022-0019,jap0022-0020,jap0022-0021,jap0022-0022,jap0022-0023,jap0022-0024,jap0022-0025,jap0022-0026,jap0022-0027,jap0022-0028,jap0022-0029,jap0022-0030,jap0022-0031,jap0022-0032,jap0022-0033,jap0022-0034,jap0022-0035,jap0022-0036,jap0022-0037,jap0022-0038,jap0022-0039,jap0022-0040,jap0022-0041,jap0022-0042,jap0022-0043,jap0022-0044,jap0022-0045,jap0022-0046,jap0022-0047,jap0022-0048,jap0022-0049,jap0022-0050,jap0022-0051
0,1984-05-23 00:22:43+00:00,,,,113.30982044976044,110.80220407863685,121.70557281133654,121.64238695396294,121.0326829691694,124.06029854661165,124.05839245155644,117.11427107642977,121.16672791246519,122.2718835614956,118.82164598558423,111.30968293656164,108.99639578223976,101.70818974642758,,113.09442767879881,,,,,117.79211413668835,,97.33361120175091,109.99654728157299,112.37948719808138,112.29138690387764,120.92135753798145,120.95570252883095,109.86535342460064,112.99464131851848,,,,,-39.21133109608478,,126.4186962647403,116.92502230407378,130.28743450491984,126.62728415658407,130.1631945573137,129.75148090608712,138.71733153052259,146.9706706482861,,,167.01160037166267,,175.23935139620826
1,1984-06-15 00:29:22+00:00,,,,81.54167741496096,82.75274347832172,88.4368778603992,85.78907209446432,89.99192907581697,,90.8988641569673,90.93330025645346,97.5371057483445,87.1829445807873,94.18424787652366,78.21519201704304,66.18388785854006,66.73883458115262,67.3440925508351,69.75314779991714,63.16078930356947,68.1467258354641,62.862243511421944,67.84693690185843,73.98528596819233,,62.66098773735341,77.05241153233975,79.12143930095176,74.92290339976569,77.56279071872709,,75.80464467370129,68.61405423298436,,,,,,,102.027274048201,90.00222128234165,,101.1435171155868,98.32415998006823,104.84212216667822,118.10973734513558,112.4506184125325,,123.68000016635085,,,148.54576518899535
2,1984-07-10 00:23:29+00:00,165.1948568648392,169.79228362479813,147.3647537121192,135.0466319294133,128.90715249361492,126.85890180590656,120.530110112598,121.42381493700236,119.83017619545339,111.92690952435754,116.77468185709083,112.25922701609217,111.42272135966893,115.24492550730426,105.17771841632728,100.39090226509606,93.76694213694282,95.44342479111347,95.4557912648992,85.75998862180768,87.6134763850243,98.25336225874935,93.88276851971548,111.6096985335235,98.51947151477707,103.86625207750262,106.43036874213493,109.51459437603299,118.26737575564098,126.64750299730756,139.41333588835528,119.44330008171264,,,,,,,,133.2196344775428,,131.32165848948068,136.74079621390237,132.1061493773012,137.52007108594583,145.3852074614743,147.75650482427858,,146.2047226514009,,155.57771290300428,
3,1984-08-18 00:30:55+00:00,156.19446902526948,156.81021406603048,152.55116208574506,136.91325089865094,135.63631818792305,144.80733503311882,147.61415111022419,139.15906465523776,137.6618704141293,126.77969530763788,137.33301030765531,136.6219507518031,138.51108227390253,134.5789786847412,129.67904634133922,123.20440417074465,119.52455112495515,115.17222901643426,119.89632044372635,123.35864287528985,,132.4532959184781,122.20785297599271,129.11641315581699,135.39053342819534,135.11238468270983,136.58539326010631,142.40734780067874,155.59312884181605,162.1946340748136,164.86437342341833,161.85626244287928,,,138.5041250177635,134.44568934616677,132.25354145986742,,140.41738411576299,146.48875728873645,129.28889201046073,134.76477085255826,136.30878649590417,133.77111255478965,136.67299178376356,141.16967171852397,146.75192490790488,,150.26568002609613,148.1856700978077,153.14555000153834,
4,1984-10-05 00:31:11+00:00,150.23345033423917,141.5654026568263,129.88634637682645,115.37143914759434,113.40808305227182,123.76613781475508,129.3359657590332,120.96042404023225,131.08305249379399,138.7531624730468,138.37106744820957,141.93036020582085,145.07585517719667,145.9054688822425,128.5774115971694,104.20736745612288,81.25872509626309,91.23771583573406,90.14278156274251,104.7793498581559,91.29934814526626,106.67644092458455,116.79840386526959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1984-12-08 00:31:05+00:00,153.867768502113,147.77201736742543,141.44974231026006,128.3182972845142,115.24453584296086,110.85780063585901,104.31775646948098,98.74146949004165,91.4716746972608,125.82615412874674,128.89488958342267,131.6173184376899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1985-04-15 00:31:22+00:00,149.99254873298017,151.4040107253301,145.3353951868408,129.57036321654945,115.28145817930184,115.49782867364654,115.46244253247649,106.55734441153818,110.83715001050797,113.26685169912861,119.89399106919127,130.335867184232,129.28600260619407,140.51082632164693,131.43927003615093,99.6040441829459,92.77073796896886,91.98048092436638,62.41751758166722,114.87774003721111,117.54441253788808,114.13376058195311,109.57198669810278,109.52823139995665,,111.66666562752194,119.3661691010608,129.55919728672535,121.56119084399651,155.05242868624177,144.34828262861586,127.68692822901836,115.37561173691292,82.66566621882122,,,,-30.06922253071033,,130.13870911095236,108.0922174238709,107.73505659813699,143.04659867364674,,,,,,,,177.69328402104253,
7,1985-05-17 00:31:11+00:00,147.0055542244062,140.2194182467489,139.22687183080265,120.72640652842192,115.51871160745668,125.75576554291966,122.9605272900613,126.34429446997977,117.07958931397205,118.51405749747957,116.19173689805942,124.91807727151297,131.72096797446255,130.2788882987302,,,108.52294418892514,117.59274485526929,127.56058843315078,117.7142648215337,118.41562698869342,111.72401448836915,122.2283711329942,110.26825266338841,121.48888147041099,117.49175996315581,135.5529278116281,145.33215331329913,131.58785593938487,151.11402496030263,155.40044490612715,130.53678514470243,122.0758528819653,91.60995133181366,,,,64.39055099125397,115.73965073090413,132.91043276604157,142.02513090000994,154.66138413480593,162.2858107127997,,,188.9707438806357,169.3048999680507,160.7602613246471,165.28830089941482,,181.5037879325479,
8,1986-02-06 00:21:48+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1986-05-13 00:19:38+00:00,,133.17670617439498,,119.65328927494662,112.42765410157756,,,145.8658648181706,135.209658233915,151.2394175662729,153.46579684237489,,,,,128.39500868607544,120.91520739257899,117.29643842123909,106.74420050213294,,127.20852095440472,140.43523177275839,120.63101054326036,99.70305265100943,111.78216498675636,124.5017350843491,125.65208220853454,122.01520553731166,126.17790702793575,127.1779647494818,132.19915903380547,,140.684624862702,118.06196473755745,128.60368547012305,121.76095922174403,,141.1490990447262,142.88882390804875,144.56077371885746,147.1068186827654,,139.30717153212277,,143.44425820370466,156.8073154113716,151.72546940769183,,143.68094721825565,,154.97673932105843,
