,dates,jap0083-0000,jap0083-0001,jap0083-0002,jap0083-0003,jap0083-0004,jap0083-0005,jap0083-0006,jap0083-0007,jap0083-0008,jap0083-0009,jap0083-0010,jap0083-0011,jap0083-0012,jap0083-0013,jap0083-0014,jap0083-0015,jap0083-0016,jap0083-0017,jap0083-0018,jap0083-0019,jap0083-0020,jap0083-0021,jap0083-0022,jap0083-0023,jap0083-0024,jap0083-0025
0,1984-05-21 00:35:49+00:00,160.1184231447578,150.00026958952193,136.3157618542587,133.02908217134012,135.83061398713284,130.97185645951322,140.3727326256343,138.0003267869281,126.68374945317382,123.58144202310335,114.19736611414733,120.82349836632613,117.20906974742455,,,,117.65555580786089,137.8789922140851,135.11249946458736,132.19904211471768,133.10040135402824,139.60133091172835,145.3769669245835,147.4061952352451,144.3780154454613,140.18434949615727
1,1984-09-26 00:38:10+00:00,140.26110056512806,131.72898237900813,121.62509334540512,124.00958724769615,128.55603723230908,132.68992138323074,137.0304120248354,136.83348693265916,130.1962733717245,135.61736491671118,137.50408329937943,135.94541973312846,139.61009297576572,143.1148000515301,141.06036922903644,144.2950856457891,148.3428463636554,145.53382228569907,144.23812607880697,134.44404043825097,137.49637837768873,144.267634180406,148.93673436965648,151.97248365843416,147.2481203079117,143.58968932218218
2,1984-10-12 00:38:08+00:00,159.4462193208803,141.8233633622172,133.1903012375269,130.0212801167757,134.20873894378224,130.29351035723118,144.4174416268655,145.93918136100967,135.79451057093274,140.73718648254643,129.9187975437836,130.38848585322617,133.24609843857183,130.65322867814322,131.05177669236346,130.50734389933686,132.9128753856164,143.56729655920483,139.70229085380385,137.51933649008768,138.87780593035282,145.64098728345914,150.11846287532185,152.2257815397754,151.346691215313,148.3105318679423
3,1985-01-07 00:44:31+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1985-05-24 00:38:10+00:00,164.66063728771803,148.35974189449593,140.7854474791329,144.07749084818136,141.94809198603676,138.92016001830743,155.44571798616428,146.76826602415522,131.15972132455028,131.61958802789795,119.12859989648231,127.97181798628772,122.58590709674526,111.42688667565857,109.16483058221701,107.41107376143682,121.8816534596304,147.99483179418934,142.46692650754562,143.56081279677244,140.98806419232645,144.75265735031837,149.75560470799888,155.88573348923052,156.24117642192712,148.74059707935248
5,1985-05-31 00:44:21+00:00,,120.1122331421902,126.33273008577827,109.75553800544458,,130.9744419491197,,,,,,,,,,,,,,,,,,,148.89200885164715,145.46822874623058
6,1985-06-16 00:44:19+00:00,160.28994121172772,148.3370821782531,138.01106353209073,134.6138109967431,140.62487898605946,137.62940280630198,150.3229327892733,145.34936195875053,119.90825419140327,129.71785671906636,115.62486933365588,122.43487261999375,120.95084336610553,117.2503590200438,108.5869342916057,67.07381554442487,114.2187724646537,143.04888992560262,131.24901030441563,127.14869412650489,132.36900935000648,135.10344503392258,136.12849297767798,141.60738635739813,139.9036171936026,137.5580078453923
7,1985-09-13 00:37:21+00:00,158.2412035940822,138.39029091619,124.4360380876964,127.00892392667683,136.25569767916406,136.9296488331061,146.77580510228472,142.10236244075026,132.32413013144517,137.48357404388938,139.6525315093603,141.3255021830246,140.39228150802793,134.40838911641845,138.65129606980503,136.57371485729576,139.22785578168208,150.34588765321143,132.83172072458524,133.3694947869719,135.39656664672802,140.64870193060332,146.53828519033948,148.21270168370145,149.47799678604636,145.94167298804655
8,1985-10-15 00:37:01+00:00,156.6805123975924,140.28329687948624,126.45927448271226,127.831299082676,139.49760425774596,139.48346318793722,146.95315994264703,153.02242732299206,139.6089464382512,139.91034816919495,138.54363746127868,140.53658259940633,137.86134614076323,132.48877245069343,129.11468198001197,136.150641643926,141.86628916325697,149.85383139634484,143.16867386593532,142.51469568228615,145.74258869459575,147.05325910668108,149.951608166121,156.69150471973603,154.1125209694459,150.0534732796694
9,1986-03-15 00:40:19+00:00,177.15990142554563,160.97201652873804,151.91300666669326,152.78298077831255,149.63084633674345,144.7560688636532,140.7932398746314,139.39813433026623,134.01579059743793,127.54116035395562,117.072661943891,117.5397647099225,111.87971584391879,106.51844859216524,97.51932244132144,100.94377970453647,115.64033409203336,142.7592514623089,140.94611989625378,138.31917526668988,138.95703272769694,145.27336163621408,144.80106591832734,155.7800682369611,,153.28542543842013
10,1986-06-12 00:31:54+00:00,169.0039120104481,157.12709892413244,147.97095125943764,143.97261352935823,139.94798274286694,137.91378231788457,145.13205272431068,137.11602392412877,127.63108054920323,128.52902042179437,118.27448419004607,126.8406330605957,118.12637898779158,107.59383472381502,103.01791920850242,110.10552032061982,123.27225801629136,145.21997956930576,136.71559210802343,134.86419554124572,135.35685342343476,140.6792909740959,143.2203721839863,151.02465165768356,148.21378446147105,144.41499256977164
11,1986-06-28 00:31:23+00:00,166.01962985688527,152.6835574276455,143.12576484430988,139.52586921498482,140.53205474574426,134.4404810015764,140.3006065834324,135.16319109304894,123.67973900792241,122.81811330051457,114.54323101262167,123.92893855840447,116.08770663383713,110.59331991151022,103.72957646833804,113.8888552036345,118.84453205484749,137.26154571839504,137.09725467574117,135.4810708708109,139.12997686130012,143.11889198276643,140.26478107738347,147.865692009274,144.34181788274643,143.4486735407611
12,1986-07-30 00:30:17+00:00,165.7859486122596,151.13025677621565,143.31976121209703,141.75847313813986,143.88034737613265,141.87931083265295,146.05583747373475,144.44403561496085,131.40380918870207,133.58101044671457,120.7331466123848,132.44429464210344,136.56459357710514,127.68180069315594,125.45245318226947,128.80845428670668,135.54593828088832,148.4937397375441,135.96614420364156,135.32667330121504,138.74655742949855,140.40815460303938,146.3786388612572,154.26353500067893,152.82395129977445,147.67245213706693
13,1986-09-16 00:28:35+00:00,159.79754311972678,138.74958348991558,127.9667605222405,126.81476778216134,129.09090895039444,130.6964937881684,141.04026009697728,147.0576151081717,146.28682930456657,147.70315193176387,144.93603287948065,144.01429592912584,140.69790454231392,138.76549613051304,134.6582408171142,143.12929066737797,144.67615419627515,151.5552715260686,141.97220469813,136.92715360975117,138.85847469803724,144.584477555159,142.48835849244014,154.95326676934147,154.88427680097445,149.77154748108538
14,1986-10-09 00:34:02+00:00,145.9946751336057,135.34801966794333,117.25828377498829,121.7707996878778,123.18439659056523,117.48933163460862,132.51953628410638,129.70315040120013,128.34274916238274,125.31800163038372,117.90575215845537,126.06447703226233,116.60473411771079,109.04096168553872,104.07964156011451,114.39435944509312,116.00344955277002,131.65148536844438,132.6362776462895,128.83706332858844,130.13975186442252,134.14834136286672,134.4908325128752,141.51113295146752,142.16827031953218,139.2026752485729
15,1986-10-18 00:27:33+00:00,151.07738790214864,,,,,,,155.8086603972905,151.99373060467903,157.8065771366065,152.9000697942509,149.45394729349294,,,135.96636836016395,137.18191984846268,,,,,,,,132.18338700253332,113.57501656488053,95.566327543071
16,1986-12-28 00:33:25+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1987-01-22 00:27:57+00:00,,,,,,,,150.87439078317055,148.70318663525873,143.42777341232704,125.78270798242885,,,,,,,152.8554153642216,,,,,,,,164.76819499259193
18,1987-05-14 00:31:50+00:00,167.09454257089612,150.65088657485558,147.0272120502383,151.35314807954214,155.6743058641718,148.66204121080676,150.1162701643173,138.6546360959292,129.3592706432034,126.26112672263034,122.91150646426298,119.57573203732103,117.6420465390916,111.52052439145866,98.21172340334894,100.38863284206946,108.23919204600791,144.4292699304878,141.72295775303903,145.7361072238392,143.2490328191961,151.44610336888698,155.23866286240516,166.66350802415116,165.27271749586828,163.63721568889605
19,1987-05-21 00:38:12+00:00,168.50562958022755,151.6835753849392,145.90816802191455,146.62953637957912,145.66386842672392,140.0068350694238,142.57869617415727,138.71160455509133,127.46721545209624,123.80740338899167,113.70753042775395,116.24427530128251,110.81781142950842,110.80641597419174,93.18098688711329,100.68886665016194,110.57250015211163,130.81499826631673,138.04562115636955,135.55806525675638,136.02756286130298,139.98606801154682,147.25423726688948,150.9664731420531,151.9508337096637,149.13371738539848
20,1987-05-30 00:32:14+00:00,171.43155905094554,156.54366261809685,146.2746888946028,145.67543686783702,141.38156628227168,134.814849894851,145.67787706653655,135.30586341577614,120.86431690954421,118.08017859513187,108.37297393471489,114.75347884992986,104.267390714853,102.11778412499883,90.33379258263314,95.45167639717016,108.50704016178604,126.2557103351729,132.23449608347906,130.0979667937003,131.56179371346283,138.3914698573084,139.33103380788035,149.19513584303922,144.57837153228883,147.72896228061896
21,1988-01-16 00:43:18+00:00,148.0494389763718,141.42430464073712,137.6452734889753,136.71487641980545,140.13510768314833,146.93230445745007,145.86191925323837,147.849351477843,146.52718526400366,146.63280096743955,127.05200670233428,121.15951895353462,111.48883741236028,104.92932164518758,101.88705274208348,109.49022123405577,127.18199874161162,154.00497078551984,149.4099019424927,144.79386886630294,145.77171300733625,151.87872580605077,155.5742378086377,165.4846999329074,164.99709739364215,159.01656181738392
22,1988-02-17 00:43:52+00:00,,,,,,,,139.7106195236394,131.82590365874714,112.56039989503255,,,,,,,,,,,,,,,,149.48253132230582
23,1988-03-29 00:38:05+00:00,179.98364132376898,167.08669127459416,164.62139630345828,164.8950906957595,161.38340753667742,156.21798988833072,156.96615097680126,147.954697538105,139.0718024932974,139.82582859942852,128.14903224955074,128.22248502153636,126.60437301045698,115.25626059509473,114.74010737900011,114.51792720432893,126.7344126164676,157.1263448567673,151.95374590296953,150.4892719624461,148.52672539388593,154.59084540823687,163.28573926186377,164.8346650423197,165.71791474542113,164.05656055410267
24,1988-07-26 00:44:58+00:00,166.2949054490862,152.18795234396245,146.8541400356217,140.58156094465033,138.57543450741196,135.1175685706103,141.9657672096252,144.1055653286719,143.79702202440768,147.81962469303397,137.81909213384628,135.93790887903856,124.86007853349386,114.30574549201818,121.51399238319938,122.71348771389884,131.42795098496072,144.910771851571,133.83008168971614,133.34044023995625,133.22320081034272,138.06813490467914,144.69029107220172,157.45007150194797,147.22478065571278,151.84490042089232
25,1988-08-20 00:38:48+00:00,162.1861913359781,144.62484427357703,137.96943143717752,135.1442597553207,134.50848010877166,129.01628399348095,134.12176976109515,130.84564678974664,133.25967495833768,130.3695515439368,123.70055159790115,123.13814090464294,117.90714252605433,121.6985325686176,119.91312653552966,127.89367591130217,133.74864064594811,145.00643615751343,140.46919543669216,135.32416233042062,136.731477548342,141.09609652786745,144.56670420176658,160.16686294970134,152.7920419732465,150.62952648907756
26,1988-09-05 00:38:50+00:00,165.27504322898673,149.9024834037752,144.57007568101562,141.84308061546574,145.39991137885525,138.50737225990216,145.77093198729514,149.27446022424857,147.17264716548004,148.9604764653642,143.3942469157286,147.54106465861594,142.34399314780555,142.25707077754637,136.88291792880494,145.21010239902034,141.26166097966959,146.5728770695689,137.71301469348273,138.23182005620296,141.38612622912106,142.71117971009235,150.56174532046853,157.2655354741198,157.69188687836944,158.42287653123736
27,1988-09-21 00:38:45+00:00,150.1249131985641,135.16181644735767,123.16483283536563,125.17219257980643,132.07678532568215,127.26753313854545,131.68189898998108,132.8159902581149,133.83731584851435,129.9222103447253,127.40755208606672,134.47320970618318,128.34245856904462,121.56341007563617,127.81935691063391,134.91328406812016,126.55541110966394,137.49596572089183,133.51680746866327,129.34890166021634,131.52258280083254,136.50289230249214,141.06742525876254,148.71279387342247,148.8771921585999,152.60948707913485
28,1988-11-08 00:38:39+00:00,164.42253470563543,148.77909397790046,146.89710829048434,152.00193360572783,149.83240520970318,148.94504852404785,143.50627731676678,149.62296485880262,152.51069308535867,148.80905328591206,141.81344337238428,135.8964154976216,,,136.60992799718485,140.93320728579786,140.12322829751244,154.84913797642776,151.908326815445,151.65120675427528,153.45496124922508,157.45182073083302,162.9078072346392,172.42757931668768,175.04827816580055,172.5775139737308
