,dates,mex0030-0000,mex0030-0001,mex0030-0002,mex0030-0003,mex0030-0004,mex0030-0005,mex0030-0006,mex0030-0007,mex0030-0008,mex0030-0009,mex0030-0010,mex0030-0011,mex0030-0012,mex0030-0013,mex0030-0014,mex0030-0015,mex0030-0016,mex0030-0017,mex0030-0018,mex0030-0019,mex0030-0020,mex0030-0021,mex0030-0022,mex0030-0023,mex0030-0024,mex0030-0025,mex0030-0026,mex0030-0027,mex0030-0028
0,1985-09-30 16:17:33+00:00,180.59684045787,181.83780277874612,172.3700593031874,173.25756435807523,166.6613538070499,162.74408860211088,164.02197235617825,162.89784663584177,157.80580473853206,154.45948681280697,159.12262337618031,152.61643002873632,154.4022968352605,157.59903419681046,167.40537934996513,174.54087579346017,176.7901335077511,184.1654725886584,185.53878250477422,189.9661242637881,180.27461876998976,188.03330100688362,194.616060285343,,205.88600245939205,190.98981158808016,,221.54636126630152,222.3516471741782
1,1986-01-20 16:15:42+00:00,193.4079669790535,194.06942030442363,196.01896489527334,187.3161018699337,186.34390043067384,184.01254461465066,183.8935465671498,184.1698421316589,180.47283298041555,176.27844166775952,178.54418462641468,184.46455565079285,187.98945098958853,193.7525276730207,197.38132003422,202.00301960463582,206.44649625165476,209.25297587086067,208.7577582573303,209.6192251607559,210.03253697945536,206.26348906310483,216.0042785848588,217.92589544383597,229.8577524324208,228.55012007097915,232.72725245775595,243.43018853965836,253.26256284292418
2,1986-03-25 16:14:19+00:00,197.74874751572767,194.13658394991253,193.1246617490121,188.25305636249607,185.54739160381794,186.99119128290684,189.86394499133556,190.53582766516658,183.5221971693966,186.76616024984585,183.11411192537497,191.62394095861603,196.01036978913012,194.98526320014764,196.84100111439653,201.42990679636915,201.90890163686296,205.19625851108484,201.30830032692282,199.82950871124086,197.89310190704322,202.00046927834586,210.13397686406037,209.89936006991778,218.97249758122152,212.70252590703853,212.56730515277945,209.09883170360425,216.7925909491926
3,1986-04-10 16:13:58+00:00,183.2382938174556,182.34674388867174,181.52065784427612,179.43660264748422,172.56159577571685,177.01985556892043,174.8240369928986,174.56435114941675,172.28670888211877,169.0581964505196,168.6510348237536,176.3480171954502,179.4894791286284,178.33168557077894,186.2599076899098,186.81713254340514,191.45083738789083,191.96973278414865,187.55212615031522,189.27349819775748,180.76654579068318,186.4318016347685,195.12940014486657,,,,,217.5467157072694,211.11582532549681
4,1987-07-02 16:13:22+00:00,177.16537348420516,167.16799318452408,163.20023436874766,158.98199753104012,169.082260813814,164.8647394906676,167.23987257536413,155.068566098903,153.90036944556016,147.4626350985432,146.99237904672032,144.9029790453362,152.72311720944074,156.39760819412774,158.97826573646765,165.8994361665395,163.94082692593014,164.70199877485106,163.90941615209763,162.37525697613302,160.6570293813588,173.02890753468645,184.0442254962194,,,,,201.42543064808808,
5,1987-07-18 16:13:40+00:00,180.16693392440274,175.96306182994866,172.4117600685763,172.44079213401503,170.0967596102708,167.98411769972685,168.92246246187298,164.65820226044264,163.69371944278737,152.83071940195802,150.7109683500558,159.58798584781275,164.0578954563271,169.2141461120133,176.9788065604575,177.9007118875763,178.59184904621057,181.52320938336595,182.4297622677608,178.68218367794094,176.79898617352003,186.24334793145826,193.67579712454025,,200.89640320480612,193.66440907490934,208.3826891766163,213.50832039777148,
6,1987-08-03 16:14:08+00:00,166.38296579571812,167.0929731403858,159.14907491951868,155.13946814325055,157.7332692244495,156.17464953596058,161.65663909154677,154.8862308323699,150.84778857772443,146.42036752631805,145.36197125964972,149.31421676010098,149.79985685534922,152.65439925919952,153.14340067851188,163.20087545821585,165.86896688102672,163.7906984161646,163.3202128732611,167.35158134445774,173.34253414227155,168.68586681603074,174.5923150313308,,,,,,
7,1987-08-19 16:14:36+00:00,175.67647879402006,177.83568042080776,170.74756043242584,170.25023240848748,163.55303629748974,161.3353659010773,158.52914116399484,160.2176842730335,155.98937594046205,148.48668713433474,151.02525696147708,156.4280503818382,151.8764523079606,150.06769840958538,150.55170502263863,,163.04726448527535,163.96778231992081,164.65430325748616,164.97867032919882,166.80551518594152,161.74205966603998,173.9328124001044,,,,,,
8,1987-09-20 16:15:25+00:00,192.16971513056131,194.2058090130952,186.2921389257057,183.60891471922213,179.91028873213298,188.1938048557612,180.02307492916674,180.42709400881614,174.04264165152105,173.24011248810248,171.63788723083744,167.39509138895338,164.5475198116533,169.91192400918118,174.66438100371144,174.21278657865687,180.77320470843893,181.55765837246605,183.05267479807097,190.17414623181875,186.55130672760302,194.96515068997866,195.35389308914074,203.81089713902722,210.57033098265796,212.29357422539422,213.96729417388522,211.96529409576175,196.06381182767032
9,1990-04-21 16:08:41+00:00,187.8642174075214,183.05547257884857,177.64571441345691,177.79931969885538,172.78555650027707,176.51079640678893,174.21773145717648,172.0725947644556,165.85717350933356,162.78050228573906,159.89063342268486,160.020402560636,163.47042533472916,164.76865832841875,169.78761842916373,174.80017888577427,178.08912067026264,180.97992232026215,176.50610525305595,185.08908963050928,182.73480138306192,180.3993600448885,185.5818881480206,186.2062704322053,189.7028874897868,195.69993670578236,197.0488792053041,206.41141923489985,211.18931005433666
