,dates,aus0158-0000,aus0158-0001
0,1987-05-22 23:07:20+00:00,203.56049494200045,196.38536093942324
1,1987-10-06 23:04:27+00:00,167.56382091337437,167.3806512731901
2,1987-10-22 23:04:43+00:00,162.49071404173668,160.63093716541107
3,1987-10-29 23:11:01+00:00,195.56895699073442,200.02146715909305
4,1987-11-14 23:11:23+00:00,166.91204566223257,178.1927669637392
5,1988-02-18 23:12:59+00:00,165.2209624413885,167.5703263204328
6,1988-04-22 23:13:28+00:00,185.34837673633868,195.9029636193777
7,1988-05-08 23:13:38+00:00,175.98308684521953,176.40480543291267
8,1988-06-09 23:13:51+00:00,186.47840174971708,186.88261142305748
9,1988-06-18 23:07:44+00:00,181.5156715478571,162.1360219969758
10,1988-06-25 23:13:57+00:00,184.89963183877182,190.7355686821898
11,1988-07-27 23:14:02+00:00,181.6423476370391,181.1419699654077
12,1988-08-12 23:14:01+00:00,178.90110989989603,183.78488429495258
13,1988-08-28 23:14:06+00:00,184.86473872387285,192.04380155885323
14,1988-09-29 23:13:57+00:00,181.1860984907436,180.50130032804694
15,1988-10-08 23:07:45+00:00,165.7966056965602,158.91711945169803
16,1988-12-02 23:13:51+00:00,165.89238115615174,177.29992218732357
17,1989-01-19 23:13:18+00:00,169.99418210200167,170.0748234185437
18,1989-03-08 23:12:51+00:00,169.84219247653766,171.85681704070413
19,1989-05-27 23:11:40+00:00,171.50581602871648,176.7894241928519
20,1989-06-12 23:11:17+00:00,185.48036261357248,184.50323361856653
21,1989-07-07 23:04:39+00:00,179.48592633467038,167.73167119705084
22,1989-07-23 23:04:20+00:00,184.9334725311739,174.98215740422876
23,1989-08-08 23:04:00+00:00,186.05303912523866,171.88853101032652
24,1989-08-15 23:10:00+00:00,180.51671274476607,179.67417859726532
25,1989-09-09 23:03:14+00:00,184.07679932195566,159.4785920687799
26,1989-09-16 23:09:08+00:00,180.28016870316145,173.87447266819586
27,1989-10-18 23:08:16+00:00,170.19090045997052,176.94027553980692
28,1989-11-19 23:07:18+00:00,164.74518811899716,181.65286860140912
29,1990-02-23 23:04:33+00:00,167.7872764771658,166.01739728785722
30,1990-04-12 23:03:30+00:00,190.10626321099895,190.85626710256395
31,1990-04-21 22:57:23+00:00,185.47540621916977,183.62099161812978
32,1990-05-23 22:57:19+00:00,171.73091454369262,165.2806677488342
33,1990-05-30 23:03:29+00:00,184.2357761878177,176.65716590993458
34,1990-06-15 23:03:28+00:00,191.96680868496685,190.1176808897876
35,1990-07-01 23:03:28+00:00,185.44586464042493,187.1667016244394
36,1990-07-10 22:57:16+00:00,180.39136397086074,169.08139847763164
37,1990-08-11 22:57:07+00:00,185.0721799244208,168.31933390209838
38,1990-08-18 23:03:16+00:00,183.2339917166891,174.61454048060008
39,1990-09-03 23:03:09+00:00,181.0140555567386,180.91004398673277
40,1990-09-19 23:03:06+00:00,180.71441792021255,187.21541914793534
41,1990-10-14 22:56:43+00:00,168.8199140842525,162.32133410194393
42,1990-11-06 23:02:47+00:00,,
43,1990-12-17 22:56:36+00:00,170.22035993744637,180.86995706795256
44,1990-12-24 23:02:57+00:00,164.3207277184177,176.5520924723431
45,1991-01-09 23:03:22+00:00,184.3149975306691,192.59926587487578
46,1991-01-25 23:03:50+00:00,167.4858392580416,183.02689028135285
47,1991-02-10 23:04:01+00:00,174.55302689843165,177.03300449745794
48,1991-03-07 22:58:21+00:00,184.84458103660222,187.69191756197387
49,1991-03-14 23:04:40+00:00,179.1567455811232,177.54441099358814
50,1991-03-23 22:58:43+00:00,176.61398055487115,178.90888345965246
51,1991-03-30 23:04:55+00:00,179.5782086135149,178.69018905344092
52,1991-04-15 23:05:15+00:00,183.19508827418943,188.23607986549658
53,1991-06-11 22:59:55+00:00,184.58189579602953,181.24736860814977
54,1991-06-27 23:00:13+00:00,188.28025085543823,180.58038527352724
55,1991-07-20 23:06:43+00:00,192.906493604307,195.56219085930562
56,1991-07-29 23:00:36+00:00,184.48227200319457,184.49677530842013
57,1991-08-05 23:06:49+00:00,184.7356095204196,186.78566683349825
58,1991-08-14 23:00:38+00:00,186.95163234953972,194.69595013155646
59,1991-08-21 23:06:54+00:00,193.57523424710746,196.88212633157644
60,1991-08-30 23:00:49+00:00,186.8792618158532,192.37361349219287
61,1991-09-06 23:07:08+00:00,196.31707418447883,200.23815773449897
62,1991-09-15 23:01:03+00:00,173.51741959622424,179.4438147611387
63,1991-09-22 23:07:16+00:00,174.09327792847705,178.7550263955365
64,1991-11-09 23:07:31+00:00,170.0118230449108,181.53273812711217
65,1991-11-25 23:07:36+00:00,170.13295019258757,177.18523258243906
66,1991-12-27 23:07:38+00:00,180.22123664121875,189.52564305450613
67,1992-01-05 23:01:24+00:00,173.90935130448668,157.2719430838268
68,1992-01-12 23:07:34+00:00,167.09542351797904,172.67679771564497
69,1992-01-21 23:01:24+00:00,,
70,1992-02-22 23:01:19+00:00,179.4834868034469,177.787155591467
71,1992-03-09 23:01:19+00:00,183.9599932500603,188.89121973443758
72,1992-05-12 23:00:50+00:00,193.40684781502927,199.21889373008403
73,1992-06-04 23:06:49+00:00,175.0710195588162,180.70710204591938
74,1992-06-29 23:00:20+00:00,173.842637991096,172.19409070729992
75,1992-07-22 23:06:12+00:00,183.39664342380155,191.85011863711992
76,1992-07-31 22:59:55+00:00,188.9307715887855,189.6588270915896
77,1992-08-07 23:06:00+00:00,185.6493138056777,184.7331176518635
78,1992-08-16 22:59:40+00:00,178.82786500849937,177.68218187475568
79,1992-08-23 23:05:44+00:00,176.90805195265696,186.06034457786782
80,1992-09-17 22:59:11+00:00,181.05163142751377,176.36775739146248
81,1992-11-27 23:04:23+00:00,163.82672988131426,172.78073050505097
82,1992-12-06 22:58:21+00:00,,
83,1992-12-29 23:04:44+00:00,180.65254537579472,193.3313052299736
84,1993-01-14 23:04:57+00:00,184.46781137444526,189.66608420914312
85,1993-01-23 22:58:52+00:00,180.23495288041872,181.233277710108
86,1993-02-24 22:59:06+00:00,162.24744566816452,162.99381875662982
87,1993-03-28 22:59:19+00:00,169.83730335046022,167.0939621761244
88,1993-04-04 23:05:33+00:00,172.10502523821935,175.80711031192044
89,1993-04-20 23:05:42+00:00,183.8647956610122,185.18327520837343
90,1993-06-07 23:05:52+00:00,186.2024056654031,191.63732348422786
91,1993-06-23 23:05:47+00:00,196.17829615723278,195.16722304122052
92,1993-07-25 23:05:41+00:00,190.35854645319995,186.62478072310057
93,1993-08-10 23:05:42+00:00,196.41245097648658,185.91074200418268
94,1993-08-19 22:59:31+00:00,175.35200615606567,170.3784760514517
95,1993-08-26 23:05:41+00:00,194.98343551102252,193.9217046734628
96,1993-09-11 23:05:40+00:00,186.2305120934953,194.33469465807937
97,1993-09-20 22:59:27+00:00,183.9062564822697,182.85958375267867
