dates,nzd0528-0000,nzd0528-0001,nzd0528-0002,nzd0528-0003,nzd0528-0004,nzd0528-0005,nzd0528-0006,nzd0528-0007,nzd0528-0008,nzd0528-0009,nzd0528-0010,nzd0528-0011,nzd0528-0012,nzd0528-0013,nzd0528-0014,nzd0528-0015,nzd0528-0016,nzd0528-0017,nzd0528-0018,nzd0528-0019,nzd0528-0020,nzd0528-0021,nzd0528-0022,nzd0528-0023,nzd0528-0024,nzd0528-0025,nzd0528-0026,nzd0528-0027,nzd0528-0028,nzd0528-0029,nzd0528-0030,nzd0528-0031,nzd0528-0032,nzd0528-0033,nzd0528-0034,nzd0528-0035,nzd0528-0036,nzd0528-0037,nzd0528-0038,nzd0528-0039,nzd0528-0040,nzd0528-0041,nzd0528-0042,nzd0528-0043,nzd0528-0044,nzd0528-0045,nzd0528-0046,nzd0528-0047,nzd0528-0048,nzd0528-0049,nzd0528-0050,nzd0528-0051,nzd0528-0052,nzd0528-0053,nzd0528-0054,nzd0528-0055,nzd0528-0056,satname
2005-08-25 22:08:52+00:00,312.01,297.60,332.70,343.28,347.17,349.87,349.91,345.04,353.49,359.52,350.05,346.43,341.64,337.88,340.42,344.65,343.43,339.20,338.82,331.87,334.43,334.24,335.54,333.12,338.81,345.09,344.46,342.06,345.07,359.79,363.22,360.86,350.21,344.04,350.70,352.46,352.14,348.73,358.30,361.79,358.82,357.94,352.42,344.17,341.81,333.32,336.43,343.56,346.04,351.47,358.72,365.48,366.90,364.86,364.46,362.33,368.12,L5
2005-08-26 22:03:51+00:00,316.48,302.45,,,,,,,,,,347.59,344.88,346.23,339.57,344.29,349.20,347.49,349.54,340.29,339.07,338.76,339.00,333.77,344.97,338.73,334.54,,,,,,,,,364.38,357.21,363.15,368.41,369.03,366.08,363.18,354.60,347.48,344.32,345.24,352.82,354.41,344.84,355.87,,,,,,,,L7
2005-09-02 22:09:58+00:00,321.27,328.27,344.27,352.36,357.47,361.80,,,,,,,,,,,,,,,,352.34,348.15,346.47,,,317.19,333.08,343.84,368.00,366.79,357.37,,,,,,367.36,358.85,357.92,368.68,372.48,350.67,343.15,343.02,354.34,357.04,354.78,343.44,344.40,343.96,366.89,368.92,369.30,382.55,,,L7
2005-09-10 22:08:55+00:00,331.59,332.83,341.59,347.20,356.06,355.64,356.75,359.72,361.27,361.76,353.34,351.50,346.04,344.87,341.74,343.51,347.48,342.56,342.35,335.97,339.99,344.87,345.65,341.08,346.45,346.23,339.76,341.64,348.27,368.04,374.58,359.77,368.71,371.24,368.61,361.61,359.48,368.91,355.15,357.12,364.61,366.16,360.96,343.97,344.49,356.69,358.32,360.36,355.29,355.56,373.20,367.40,373.89,385.51,390.26,395.66,400.20,L5
2005-09-27 22:03:40+00:00,,,,,,,,,,342.93,339.15,339.89,343.21,341.34,337.22,339.21,339.00,335.40,333.62,331.57,332.06,339.14,341.33,337.66,337.01,,,,,,,,,342.58,356.02,353.10,348.58,352.82,353.34,345.55,348.28,348.31,349.80,343.50,338.55,338.83,350.18,344.50,,,,,,,,,378.54,L7
2005-11-13 22:09:08+00:00,343.36,340.43,351.46,360.17,363.45,369.22,364.04,360.60,357.62,360.66,370.02,367.45,361.79,359.53,356.06,356.62,360.43,363.14,354.59,353.76,353.56,350.18,344.65,347.58,355.58,356.37,350.20,347.85,351.23,364.57,376.26,378.96,371.73,365.80,369.46,375.72,370.66,368.21,376.16,374.67,,,,,,,,,,,,372.01,375.59,377.57,378.08,374.23,371.64,L5
2005-11-14 22:04:05+00:00,,,350.78,351.62,360.86,369.45,367.65,356.68,353.22,355.78,363.68,363.15,356.31,352.70,345.37,347.54,355.27,361.98,352.22,354.39,,,,,,,,,349.92,357.53,370.79,376.06,360.39,358.47,367.57,368.86,360.71,357.10,363.44,365.45,370.32,369.03,348.47,,,,,,,,,,,,,,,L7
2006-03-29 22:10:52+00:00,330.34,327.49,352.61,361.91,373.93,364.75,362.89,356.56,,,,,,,,344.76,358.26,363.11,357.00,352.35,346.75,356.54,364.90,352.53,354.65,364.01,361.14,350.41,351.88,359.33,365.07,373.19,358.03,,,,,,,361.76,359.31,352.77,356.94,355.52,344.69,339.71,358.09,363.50,354.31,360.82,359.08,368.92,371.91,362.52,364.16,388.68,388.24,L7
2006-04-22 22:12:36+00:00,320.47,334.68,349.65,364.19,365.14,366.77,360.08,359.37,363.40,367.93,365.38,358.77,354.26,357.96,359.62,360.41,365.22,360.98,364.42,360.28,357.49,359.05,363.87,359.00,352.35,356.23,362.24,361.70,356.38,372.74,373.28,365.37,366.64,368.84,375.09,375.05,371.76,379.14,373.81,386.27,382.15,373.12,368.29,361.45,361.88,366.67,379.64,367.85,361.71,362.20,369.09,371.81,376.48,382.89,384.44,388.30,392.92,L5
2006-04-30 22:10:50+00:00,319.42,319.77,345.58,353.52,,,,,,,,,,,,,,,,,,,,358.46,360.67,369.15,359.18,355.86,358.34,360.40,355.57,364.39,359.02,358.12,356.14,358.76,360.34,358.66,356.41,359.20,360.43,,,,,,,352.05,,,,,,,,,,L7
2006-06-01 22:10:50+00:00,307.01,283.80,347.81,348.18,358.45,356.74,357.92,366.23,364.11,354.27,355.22,361.62,358.42,352.59,346.40,348.16,,,,,,,,360.91,363.90,371.76,366.17,348.61,,371.96,377.29,375.34,373.69,363.34,369.62,370.56,363.67,353.03,368.26,365.05,367.52,,,,,,,345.35,365.05,362.36,,,378.83,383.93,383.29,379.43,385.12,L7
2006-06-02 22:07:00+00:00,,,,,,,,,,,,,,,334.02,339.58,343.44,348.04,357.57,346.80,345.00,346.39,355.27,352.32,362.11,368.69,362.45,347.93,346.07,362.07,366.39,367.44,362.12,357.00,367.15,367.72,365.17,357.06,354.32,360.88,357.59,354.00,347.91,339.98,345.49,347.23,352.81,349.00,355.74,355.45,363.11,366.88,363.37,374.61,378.18,379.34,378.05,L5
2006-06-25 22:13:31+00:00,,,362.59,364.57,381.51,384.27,381.87,383.87,379.44,375.71,376.48,377.61,370.57,353.03,358.50,357.55,354.56,357.65,360.34,374.19,365.81,376.24,382.12,380.09,372.14,373.04,364.55,352.27,357.26,370.21,369.23,378.00,378.07,379.87,390.18,391.87,386.13,379.90,373.29,366.74,365.91,369.28,362.75,358.73,361.64,361.28,368.99,366.27,369.51,375.63,378.74,380.23,383.74,378.25,372.45,375.96,407.07,L5
2006-06-26 22:04:32+00:00,,268.29,364.49,,,376.40,379.00,,,,,,,,,,,350.18,365.66,,,373.62,376.08,,,,368.88,359.42,358.78,372.25,369.33,,,,,,,,,,367.00,378.74,367.57,355.64,350.44,360.40,360.83,366.08,362.47,369.46,,,,,364.23,357.72,,L7
2006-07-12 22:04:25+00:00,284.26,310.63,354.97,,,361.11,364.43,357.29,357.15,359.31,,,,,,,,,,354.87,359.90,359.96,359.58,362.93,360.15,366.53,348.19,340.08,,353.48,358.43,373.39,367.56,366.07,,,,,,,,,,342.89,336.27,344.57,346.70,351.42,352.23,354.82,,,364.74,360.33,362.37,367.87,381.04,L7
2006-07-27 22:13:58+00:00,296.00,329.32,356.33,357.08,362.61,365.24,368.11,363.22,362.79,356.10,347.19,343.40,346.83,346.28,341.78,349.11,352.24,352.67,358.85,355.96,358.84,363.24,359.16,361.90,363.17,363.63,343.81,339.89,347.94,365.91,375.06,377.86,362.52,358.15,361.94,361.99,354.67,356.22,359.93,360.87,351.81,359.34,353.40,347.60,341.75,340.79,349.61,357.07,350.89,357.65,363.86,367.27,368.12,382.05,388.94,390.97,401.62,L5
2006-08-04 22:10:28+00:00,,,,,,,,366.45,375.16,376.35,368.99,360.93,365.78,368.84,363.69,362.57,368.23,377.38,373.51,371.19,373.86,379.09,375.95,370.00,367.99,366.97,358.01,,,,,,,379.20,376.10,371.96,375.95,377.54,380.74,387.26,375.06,379.84,380.78,365.55,368.95,369.00,379.42,381.70,377.61,376.88,,,,,,400.62,397.71,L7
2006-08-05 22:07:55+00:00,329.16,342.96,365.14,364.66,368.82,374.09,368.52,367.27,368.45,364.46,365.96,359.17,351.78,357.01,349.80,354.18,365.94,364.14,365.23,359.52,362.35,367.98,362.57,361.88,359.18,359.56,351.80,348.10,346.37,376.38,386.57,383.79,377.66,383.56,383.45,369.89,368.46,369.98,377.68,377.04,372.83,367.24,372.76,361.74,360.22,363.17,374.26,376.42,377.73,374.17,389.97,386.74,384.55,386.48,397.35,403.17,403.30,L5
2006-08-20 22:10:26+00:00,314.22,327.33,338.84,345.71,348.99,353.33,345.96,347.55,347.87,349.16,345.64,349.98,352.10,351.48,344.75,342.27,348.83,353.77,,,,,,,,341.89,335.93,337.67,335.86,357.02,354.69,353.79,363.17,364.69,361.65,355.31,350.52,351.05,356.27,365.70,358.88,354.65,,,,,,,,,,,,,,,,L7
2006-08-28 22:14:23+00:00,338.92,339.96,352.51,358.58,364.85,371.51,370.08,368.54,361.20,359.67,359.31,366.17,364.12,356.29,346.29,346.42,349.19,360.19,354.35,352.80,352.61,353.75,350.48,349.25,359.95,364.85,357.69,352.75,351.42,367.77,367.19,371.59,377.18,377.85,374.56,372.23,365.56,353.83,354.32,358.97,354.56,359.59,355.29,,,,,,,,,,,,,,,L5
2006-09-13 22:14:35+00:00,330.49,338.17,346.81,357.09,363.27,369.22,364.56,355.57,349.82,349.70,348.17,345.95,340.61,334.46,338.97,349.17,347.25,345.14,342.69,346.36,346.44,346.62,354.82,357.53,355.86,355.25,349.49,340.99,344.51,365.38,370.58,363.34,362.36,346.14,341.17,337.38,346.79,353.56,356.52,362.05,362.91,359.05,352.16,348.52,349.52,354.83,363.05,362.11,353.68,349.28,362.35,362.95,363.31,370.40,379.93,386.89,381.74,L5
2006-09-14 22:04:09+00:00,,,,,,,,,,,355.94,356.43,,,,356.82,356.08,347.58,348.38,346.40,342.36,344.25,353.01,348.02,348.63,349.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2006-09-21 22:10:16+00:00,,,361.76,359.94,371.71,372.64,357.91,355.85,365.85,359.62,358.76,360.91,357.13,366.66,366.60,367.17,365.58,362.33,359.24,358.75,363.41,370.11,,,,,,,,367.75,365.10,368.87,368.33,360.59,368.59,367.56,362.56,364.39,371.95,380.11,382.42,379.38,367.18,361.53,354.05,355.90,364.61,,,,,,,363.73,378.59,404.84,420.81,L7
2006-10-08 22:08:40+00:00,332.70,333.85,349.58,354.70,369.29,380.18,364.65,353.05,353.65,358.88,363.34,357.52,367.84,373.36,370.16,356.15,350.01,359.85,355.73,357.96,358.04,365.00,367.63,362.77,353.15,358.44,347.16,339.83,344.94,352.14,358.16,360.73,357.80,359.53,354.34,349.79,355.73,355.44,365.54,375.19,380.01,377.24,361.01,353.57,338.42,344.55,353.70,359.48,348.62,349.39,350.62,357.56,367.56,379.88,385.63,399.40,400.44,L5
2006-11-25 22:09:07+00:00,332.03,339.26,356.79,361.22,366.83,367.58,361.27,353.52,358.51,362.75,361.86,352.84,351.58,352.11,349.49,355.08,364.50,361.05,358.74,356.63,357.04,358.68,362.14,355.57,345.92,345.64,340.44,340.75,345.41,353.56,362.13,364.05,364.21,364.21,363.82,356.51,355.70,358.38,367.33,369.35,371.81,370.08,369.95,361.88,355.58,358.27,365.54,372.28,367.73,373.36,382.54,383.61,379.43,366.06,369.33,371.18,385.45,L5
2007-02-28 22:11:16+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.15,347.94,350.01,347.39,347.02,348.14,353.39,352.86,357.19,355.77,357.68,352.56,344.19,336.52,338.98,344.54,355.16,355.22,,,,,,,,,,L7
2007-03-09 22:05:07+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.45,367.33,378.18,,,,,,,L7
2007-03-16 22:11:19+00:00,341.80,343.87,,,,,,,,,,348.89,353.46,349.32,347.49,353.99,350.49,,,,,,,,,,,,,,,,,,,365.06,360.32,357.96,366.43,373.80,365.21,357.71,349.93,351.83,352.22,358.59,365.32,365.40,361.69,363.56,375.43,371.55,,,,,,L7
2007-05-19 22:11:07+00:00,298.52,331.61,354.02,355.17,363.58,366.15,363.61,356.59,353.89,358.37,368.27,363.21,369.98,366.48,357.04,,,,,,,,337.66,340.54,352.29,358.39,345.42,348.45,343.25,358.58,370.65,373.20,366.80,361.48,363.04,364.75,362.28,365.96,375.21,,,,,,,338.41,356.19,357.59,348.59,345.90,361.01,370.73,378.39,381.64,,,,L7
2007-07-06 22:11:01+00:00,303.89,,340.02,,,369.57,373.84,366.47,362.95,360.96,370.08,378.71,377.31,,,,,,,,,353.36,354.84,353.30,343.37,348.71,343.13,345.48,355.16,367.73,363.35,362.15,365.25,361.95,360.50,371.51,374.98,374.36,,,,,,,347.64,350.50,351.80,358.04,364.83,368.96,376.56,377.50,381.09,383.29,391.62,399.40,404.25,L7
2007-07-15 22:04:48+00:00,,,354.07,,,378.84,379.87,375.81,374.49,374.09,373.57,383.24,382.22,369.38,361.81,,,,,,,,,,,365.87,363.55,357.36,370.23,371.44,367.51,376.27,363.42,358.33,359.05,378.31,381.55,375.89,377.23,378.65,,,,,,,,,374.95,373.08,380.14,388.24,383.76,382.08,395.46,401.33,396.66,L7
2007-08-07 22:10:52+00:00,309.57,,326.33,331.76,342.59,353.82,,,,,,,,352.72,348.57,347.12,341.60,335.05,333.94,336.66,345.96,349.79,355.19,355.50,357.78,362.55,354.25,350.37,361.17,374.79,375.23,,,,,,,354.28,347.05,348.97,345.06,343.33,348.69,346.49,342.45,339.68,341.42,344.86,345.23,353.80,375.76,381.93,390.28,400.86,,,,L7
2007-09-01 22:04:31+00:00,,,,341.57,348.74,353.40,358.17,355.84,352.99,353.65,354.97,357.64,355.45,354.19,349.25,349.20,347.19,351.58,355.90,355.02,,,,,,,,,353.30,368.15,374.64,376.54,367.27,365.91,363.89,359.47,355.73,354.67,356.89,354.39,357.24,356.91,345.44,,,,,,,,373.27,380.32,383.82,379.62,382.05,374.93,379.87,L7
2007-09-08 22:10:38+00:00,,,,,,361.29,354.99,355.40,354.30,356.81,357.72,360.83,360.94,358.63,359.26,357.22,353.00,353.87,357.85,356.43,362.98,368.33,368.61,364.65,361.83,,,,,,376.21,374.82,365.21,363.29,363.99,363.30,359.70,351.36,355.87,361.71,362.71,363.66,355.38,345.92,344.39,353.05,361.31,366.85,,,,,,370.72,380.90,378.09,382.35,L7
2007-09-09 22:07:45+00:00,325.36,333.96,348.49,350.89,361.71,365.39,364.69,357.12,354.03,355.28,359.66,369.62,362.30,357.53,354.77,350.04,347.49,353.95,358.96,361.62,359.50,359.88,364.59,359.72,352.96,360.73,353.74,347.41,351.90,369.88,377.08,371.05,357.83,369.94,371.34,366.36,361.99,355.93,362.93,367.24,372.04,361.01,351.85,345.53,355.68,359.61,365.80,373.09,369.33,368.32,380.85,385.97,389.44,393.71,387.81,378.07,383.52,L5
2007-09-16 22:13:52+00:00,317.20,333.51,347.19,354.13,364.19,367.48,361.34,361.50,360.12,363.89,350.78,361.63,361.97,356.43,357.34,353.34,354.58,357.34,358.12,361.27,362.12,364.77,367.46,372.61,370.73,373.26,366.23,364.65,365.90,375.43,379.74,375.96,375.00,385.15,373.29,369.46,,,,,,,,,,,,,,,,,,,,,,L5
2007-12-22 22:04:56+00:00,350.70,353.36,364.54,370.27,375.38,374.48,365.52,,,,,,,,,350.06,358.03,367.89,376.61,375.74,377.91,373.85,374.64,375.59,369.51,370.42,362.91,359.31,357.86,363.28,362.66,,,,,,,,,369.03,365.12,358.87,354.06,351.53,350.03,356.11,359.72,364.79,360.72,367.48,371.31,373.50,377.65,385.55,,,,L7
2008-01-07 22:04:58+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.93,365.33,375.10,,,,,,,,,,L7
2008-04-12 22:04:44+00:00,317.39,337.31,346.29,354.11,359.33,360.13,357.50,354.91,357.65,356.78,347.53,346.27,346.52,347.73,353.16,352.45,356.74,360.42,,,,,,,,,,345.05,350.49,366.52,365.71,368.58,371.44,373.10,369.88,357.64,359.51,367.06,366.81,369.10,367.75,,,,,,,,,,,,,,,,,L7
2008-04-19 22:10:54+00:00,,278.12,,,,,,,,,335.24,339.97,347.03,353.17,,,,,,,,358.46,362.65,363.65,366.24,361.65,356.69,356.53,354.26,359.65,365.13,378.58,373.68,370.55,367.52,365.61,366.69,370.42,,,,,,,,341.76,352.31,351.26,349.58,357.45,363.60,367.15,377.93,376.80,,,,L7
2008-06-15 22:04:20+00:00,298.67,275.44,356.33,,,373.46,372.81,,,,,,,,,,,,362.36,368.84,369.19,362.63,354.43,347.50,351.25,353.71,351.76,360.94,,376.58,376.14,,376.10,,,,,,,,,,,,,,,,,,,,,,,,,L7
2008-07-17 22:03:58+00:00,,271.29,348.22,,,365.72,368.79,,,,,,,,,,362.00,376.69,378.49,,,361.73,363.22,363.69,364.82,368.26,356.23,352.07,353.08,368.64,371.63,,,,,,,,,,364.69,370.68,352.88,345.69,341.07,351.44,356.94,354.21,361.30,377.25,376.57,386.43,380.78,377.69,,,,L7
2008-07-24 22:10:04+00:00,312.82,290.31,350.75,351.47,370.26,382.05,379.19,366.83,368.42,368.69,388.53,389.24,379.75,367.47,365.96,371.86,376.29,381.70,,,,,,,,372.31,367.61,357.41,359.23,380.81,,,,,,,,,,378.81,369.22,371.77,372.61,,,,,,368.48,383.72,,,,,,,,L7
2008-08-09 22:09:59+00:00,313.70,294.48,327.90,344.62,349.39,359.01,364.43,368.56,360.01,,,,,,,,350.57,353.39,366.48,365.66,367.56,369.31,367.20,365.55,362.83,360.63,362.75,360.83,362.23,382.07,375.88,372.22,371.72,370.46,,,,,,,354.11,353.42,349.16,339.32,347.92,350.39,357.54,360.31,363.40,371.28,387.49,387.62,388.68,393.07,391.11,392.05,395.75,L7
2008-08-18 22:03:44+00:00,286.30,282.31,331.55,332.20,341.91,352.04,353.42,348.68,355.35,350.23,354.77,357.41,364.95,367.00,356.83,,,,,,,,,357.36,365.64,370.68,363.64,356.34,365.11,367.53,360.15,366.24,359.28,353.88,362.16,367.38,363.89,351.98,,,,,,,,,,353.92,348.69,355.75,363.73,375.96,376.87,378.44,376.51,369.15,367.70,L7
2008-09-19 22:03:28+00:00,313.37,300.50,325.18,333.93,343.07,343.42,,,,,,,,,,353.52,347.66,359.28,370.29,371.87,361.19,361.44,373.58,369.52,358.36,362.99,359.18,353.59,355.84,359.85,,,,,,,,,,345.93,350.85,359.13,348.16,339.73,335.62,346.71,356.81,349.82,343.68,348.89,364.44,380.07,372.64,,,,,L7
2008-10-12 22:09:25+00:00,,,,,,354.92,348.22,347.67,343.85,340.57,344.16,348.97,353.86,357.98,361.29,362.54,367.12,366.53,368.21,365.57,363.03,363.74,368.79,363.66,,,,,,,363.48,365.79,367.28,367.22,361.18,360.14,361.50,358.32,364.84,369.88,366.63,360.41,348.09,337.04,340.09,343.87,350.26,,,,,,,363.92,377.43,389.43,397.13,L7
2008-10-21 22:03:23+00:00,,,,,,,,,335.85,345.94,351.24,356.19,358.57,365.33,368.67,371.33,372.15,358.92,362.97,361.76,363.63,367.42,363.44,357.36,359.62,,,,,,,,363.53,371.80,373.90,365.60,361.60,369.90,373.12,367.82,361.02,356.21,354.25,347.20,342.89,345.02,348.09,351.35,,,,,,,379.42,401.77,396.08,L7
2008-10-28 22:09:41+00:00,326.46,327.97,347.21,360.36,360.83,359.35,355.91,346.06,,,,,,,,349.38,355.35,359.98,365.78,363.48,355.93,361.65,362.04,354.25,359.27,362.76,353.49,351.11,347.15,363.26,365.82,360.88,361.41,,,,,,,355.89,349.03,353.19,337.86,327.11,333.54,343.20,351.02,355.88,356.87,364.56,366.31,365.86,365.78,383.05,391.40,,,L7
2008-12-23 22:05:16+00:00,342.15,340.88,361.21,374.13,370.83,371.24,369.59,365.31,367.78,364.41,370.61,373.96,378.61,385.71,384.94,381.69,392.61,377.78,369.37,374.31,372.74,374.07,375.34,370.24,370.45,374.18,360.69,360.44,359.52,374.79,376.97,374.08,379.19,379.10,383.85,383.61,380.13,382.35,382.82,385.50,387.44,375.51,360.95,356.39,355.92,361.81,366.04,366.31,374.16,378.18,392.02,398.89,402.29,400.10,403.65,411.04,411.56,L5
2009-02-10 22:04:28+00:00,,,,,,,,367.63,367.62,365.74,371.56,370.97,374.85,380.55,380.53,377.61,369.35,384.72,384.90,383.90,381.77,381.95,382.66,,,,,,,,,381.81,378.52,377.17,376.55,376.56,375.86,372.74,374.64,374.12,378.28,366.60,356.62,356.43,354.50,359.51,,,,,,,,388.30,391.05,392.96,396.36,L7
2009-05-01 22:05:01+00:00,324.19,339.44,357.30,365.13,369.53,373.63,362.67,361.21,358.39,,,,,,,,,369.23,372.90,373.02,375.72,380.14,377.84,374.44,369.84,375.16,374.84,375.11,374.21,385.76,390.00,382.17,,,,,,,,,366.81,362.45,358.79,358.91,360.11,359.54,365.44,358.94,361.16,371.28,388.08,389.28,386.12,384.80,391.03,,,L7
2009-08-05 22:04:48+00:00,,,,,,,,,,373.69,359.16,353.03,357.87,367.52,374.61,364.82,368.63,390.64,386.60,387.47,384.30,379.42,378.52,383.74,387.62,,,,,,,,,368.63,369.87,362.91,366.30,371.56,374.96,369.62,370.15,362.85,363.82,367.48,360.68,350.10,357.43,378.76,,,,,,,,,351.44,L7
2009-08-12 22:10:57+00:00,,,,,,,,,,,,351.86,349.62,362.27,365.08,358.27,365.85,,,,,,,,,358.49,,,,369.98,363.72,,351.18,353.94,362.63,365.79,363.65,366.08,367.19,364.22,356.81,361.23,,,,,,,371.43,369.79,380.95,383.19,374.08,376.04,377.17,371.95,364.74,L7
2009-08-28 22:10:57+00:00,308.34,300.97,327.74,330.47,338.32,344.50,339.12,343.63,349.59,352.56,354.81,352.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2009-12-02 22:11:36+00:00,,,,354.11,365.69,360.69,353.92,351.19,359.80,374.03,376.40,366.22,358.72,356.19,352.17,354.26,361.35,371.92,382.79,384.13,366.89,364.26,369.10,,,,,,,355.40,356.07,356.45,351.51,355.58,352.31,352.31,358.11,369.62,372.36,366.18,360.13,362.76,364.74,361.05,344.22,337.69,339.74,,,,,,,,,,,L7
2010-02-20 22:12:45+00:00,337.71,350.59,367.22,370.68,372.00,374.48,370.15,365.02,364.87,370.22,376.23,372.97,362.31,360.34,364.31,363.99,365.69,,,,,,,,,363.44,354.12,352.19,352.03,362.51,372.52,374.15,365.69,364.05,366.76,371.14,373.14,368.05,361.17,364.61,371.21,,,,,,,,365.78,372.40,388.19,389.91,386.44,385.39,391.20,396.83,395.30,L7
2010-04-09 22:13:00+00:00,348.83,356.42,373.43,383.33,386.89,385.37,386.33,384.89,372.56,377.45,378.67,378.41,374.71,374.86,372.74,365.41,376.41,386.84,387.51,,,,,,,,,356.86,356.11,376.23,374.05,367.32,375.15,377.42,384.47,378.03,371.73,375.98,377.03,382.77,379.04,371.46,372.05,,,,,,,,,,,,,,,L7
2010-05-04 22:06:46+00:00,299.59,327.20,348.00,,,,,,,,,,355.06,362.99,361.85,363.39,358.31,361.03,363.90,360.52,362.97,358.71,356.49,356.57,357.04,357.65,353.32,346.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2010-05-11 22:12:55+00:00,334.01,343.81,364.78,370.91,378.20,382.45,380.10,365.55,367.43,376.90,381.31,382.30,375.90,370.00,372.55,375.57,373.22,365.04,374.13,,,,,,,366.29,361.04,355.38,357.81,374.50,378.76,371.70,377.63,383.11,388.45,386.25,386.55,382.06,385.91,394.63,384.34,380.34,,,,,,,,,,,,,,,,L7
2010-06-21 22:06:46+00:00,287.01,,338.33,,,,,,,,,,,,,,363.34,373.20,,387.38,371.77,,,,,,,,,,,,,,,,,362.05,,,,,,,,343.03,351.14,358.13,345.73,348.37,359.27,,,,,,,L7
2010-07-07 22:06:49+00:00,305.86,330.07,355.17,365.78,364.46,370.24,361.20,362.59,360.82,363.86,366.48,365.33,361.88,354.33,361.51,370.26,,,,,,,,,,343.00,,,,,,,,,,,366.12,363.31,,,,,,,,,,,354.49,359.92,,,369.87,367.56,366.51,370.70,382.80,L7
2010-07-23 22:06:50+00:00,,336.90,370.45,368.18,372.15,372.00,374.35,374.03,372.97,376.48,377.75,373.17,370.53,366.51,373.73,,,,,,,,,,372.50,369.77,362.56,365.50,365.14,379.00,375.92,376.42,379.32,378.02,376.95,373.02,380.75,380.09,,,,,,,,,,363.44,357.20,353.88,,,374.81,380.91,383.97,385.83,400.31,L7
2010-08-08 22:06:48+00:00,,,362.87,373.84,378.73,375.16,375.64,374.94,369.61,370.44,371.96,376.88,369.75,385.07,384.61,374.11,367.90,368.76,371.90,,,,,,,,,,361.32,374.58,380.08,380.03,385.09,377.64,371.47,382.96,377.82,369.32,375.97,373.34,375.23,368.64,,,,,,,,,,365.46,372.88,368.71,378.25,393.13,392.89,L7
2010-08-15 22:13:00+00:00,296.73,330.33,349.61,354.51,356.97,357.13,351.60,352.45,353.38,350.99,355.91,358.10,359.17,365.51,363.27,353.78,354.66,354.96,357.13,358.79,,,,,,,,349.00,342.02,353.26,363.80,370.76,368.24,365.74,366.82,369.24,363.63,361.24,357.59,362.35,366.40,359.82,357.34,350.48,,,,,,,356.79,360.07,362.47,368.25,382.16,398.01,379.91,L7
2010-08-24 22:06:52+00:00,341.10,338.61,361.70,370.68,374.18,377.08,378.60,377.57,376.09,368.92,375.08,377.82,384.22,378.84,,,,,,,,,,382.09,369.72,375.24,364.70,361.74,367.92,374.36,378.99,388.03,377.31,371.39,378.95,381.87,368.39,358.14,,,,,,,,,358.93,364.11,360.95,363.77,367.14,374.97,386.04,398.78,403.69,408.15,383.98,L7
2010-08-31 22:13:03+00:00,315.64,327.19,349.10,354.12,357.92,361.37,355.67,359.54,364.38,364.95,358.66,367.46,367.19,363.99,370.00,368.74,357.52,,,,,,,370.85,364.36,365.68,361.65,359.82,364.18,375.01,379.84,381.38,373.86,363.77,363.71,366.25,369.52,364.52,363.35,366.34,370.14,,,,,,,343.83,358.15,355.94,362.98,368.27,383.63,389.44,391.96,399.50,407.72,L7
2010-09-09 22:06:53+00:00,,,,,,,,,,,,,,,,,,,377.52,387.77,382.91,,,,,,,,,375.18,374.55,386.92,383.62,381.35,380.77,378.14,364.96,363.76,374.67,380.73,379.10,363.81,357.66,357.91,,,,,,,,390.70,396.54,387.36,384.46,395.26,400.75,L7
2010-09-16 22:13:04+00:00,312.77,316.59,343.15,355.95,350.34,358.57,356.75,358.92,,,,,,,,351.36,360.82,361.41,370.22,367.67,362.52,359.28,366.87,365.31,361.85,369.06,365.13,359.69,359.43,374.63,377.22,367.19,365.61,,,,,,,362.32,357.44,353.72,350.83,338.51,332.21,335.76,343.82,350.09,353.62,359.56,372.77,377.95,377.80,378.45,386.20,397.40,,L7
2010-09-25 22:06:53+00:00,,,,,,364.71,364.20,358.09,361.71,366.25,363.16,360.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2010-10-11 22:06:57+00:00,334.54,331.61,352.34,359.53,369.10,370.79,363.31,361.37,364.15,354.33,354.19,350.21,,,,,,,,,355.11,365.32,,,,,,,,,,,,,,,,,,,,,,342.14,341.86,345.24,351.28,354.87,352.61,357.83,360.57,368.07,371.31,369.42,368.40,378.66,382.64,L7
2010-10-26 22:10:38+00:00,331.93,330.46,344.47,351.16,364.14,371.28,369.58,364.63,351.63,351.58,347.42,354.60,363.21,364.64,361.12,364.12,364.72,376.10,369.16,375.53,373.39,363.86,366.53,365.83,364.03,366.36,354.07,342.35,340.19,352.22,367.58,378.29,366.99,362.17,364.94,360.45,355.82,373.48,386.51,383.54,376.23,371.62,368.83,360.56,355.98,356.74,360.80,360.41,355.57,356.05,346.70,360.04,360.92,360.85,363.10,364.98,369.23,L5
