dates,nzd0528-0000,nzd0528-0001,nzd0528-0002,nzd0528-0003,nzd0528-0004,nzd0528-0005,nzd0528-0006,nzd0528-0007,nzd0528-0008,nzd0528-0009,nzd0528-0010,nzd0528-0011,nzd0528-0012,nzd0528-0013,nzd0528-0014,nzd0528-0015,nzd0528-0016,nzd0528-0017,nzd0528-0018,nzd0528-0019,nzd0528-0020,nzd0528-0021,nzd0528-0022,nzd0528-0023,nzd0528-0024,nzd0528-0025,nzd0528-0026,nzd0528-0027,nzd0528-0028,nzd0528-0029,nzd0528-0030,nzd0528-0031,nzd0528-0032,nzd0528-0033,nzd0528-0034,nzd0528-0035,nzd0528-0036,nzd0528-0037,nzd0528-0038,nzd0528-0039,nzd0528-0040,nzd0528-0041,nzd0528-0042,nzd0528-0043,nzd0528-0044,nzd0528-0045,nzd0528-0046,nzd0528-0047,nzd0528-0048,nzd0528-0049,nzd0528-0050,nzd0528-0051,nzd0528-0052,nzd0528-0053,nzd0528-0054,nzd0528-0055,nzd0528-0056,satname
2003-08-05 22:02:59+00:00,312.56,309.25,342.39,345.35,351.85,359.61,355.12,350.62,353.59,349.12,354.98,350.94,349.76,341.39,338.47,344.75,337.29,337.38,346.24,347.40,346.10,350.60,351.65,343.74,342.00,344.94,338.70,338.10,342.93,354.07,362.31,362.86,352.67,350.97,360.68,364.98,354.04,338.23,336.08,335.48,349.58,355.02,345.45,337.55,336.90,343.56,346.62,346.02,343.62,348.63,355.82,360.07,361.95,360.66,353.40,348.90,359.86,L7
2003-08-13 21:51:32+00:00,322.61,315.86,346.17,346.70,354.12,361.57,358.14,355.68,359.48,358.17,361.00,353.84,351.43,347.85,349.54,351.50,343.75,344.25,348.25,350.73,348.23,352.32,351.12,345.96,347.54,349.82,341.18,340.01,346.80,356.31,364.43,366.35,356.52,355.48,364.10,368.69,359.45,349.56,350.75,350.54,359.50,363.24,352.97,350.70,344.87,344.69,347.87,347.62,344.20,348.70,355.14,362.35,364.12,361.63,352.72,352.11,362.40,L5
2003-08-29 21:51:49+00:00,324.28,314.20,342.80,344.65,352.93,360.34,358.25,355.09,360.04,361.44,363.30,355.20,351.58,348.19,350.75,352.68,345.51,345.17,347.99,352.03,349.55,352.52,351.12,345.96,347.54,349.82,341.18,340.01,346.80,356.31,364.43,366.35,356.52,355.48,364.10,368.69,359.45,349.56,350.75,350.54,359.50,363.24,352.97,350.70,344.87,344.69,348.16,348.17,343.81,346.24,352.00,359.79,364.87,362.83,355.07,353.38,359.11,L5
2003-10-07 21:58:35+00:00,327.77,317.98,342.70,345.96,354.49,360.55,357.96,354.83,358.56,359.52,360.24,353.21,350.87,348.19,348.77,350.26,344.47,344.25,348.22,352.27,351.52,354.30,353.61,347.31,349.42,351.15,342.27,342.19,348.34,358.53,365.19,366.91,360.59,359.48,366.23,367.98,360.12,354.00,355.06,353.42,359.90,361.28,353.48,350.91,349.01,349.94,351.77,352.18,349.05,348.80,353.95,359.75,363.94,360.63,356.56,356.24,361.58,L5
2003-10-15 22:08:58+00:00,329.89,320.98,343.59,346.72,355.04,360.24,358.03,354.24,357.02,358.36,359.08,352.07,350.12,348.19,348.77,350.26,344.47,344.25,348.22,352.27,351.52,352.24,350.92,346.18,348.49,350.97,342.35,343.34,348.79,358.79,364.39,365.12,360.65,360.04,364.86,364.88,357.65,352.40,355.06,353.42,359.90,361.28,353.48,350.91,349.01,345.20,349.03,350.60,347.23,347.32,352.78,358.94,362.58,359.16,358.69,359.52,363.81,L7
2003-11-16 22:09:23+00:00,331.89,318.94,342.61,345.04,355.43,359.99,358.60,355.13,358.97,362.07,361.36,352.86,349.98,350.46,352.21,352.10,346.86,346.54,348.88,353.90,353.33,352.64,350.68,344.00,347.33,344.92,338.87,335.99,347.91,360.33,366.69,366.44,362.56,362.88,366.23,357.68,354.30,352.41,357.85,355.79,365.06,364.40,357.50,357.59,355.06,345.75,348.67,347.34,345.17,344.69,351.19,355.45,360.00,357.36,358.28,359.75,365.33,L7
2003-12-26 21:59:30+00:00,332.81,320.86,342.49,345.83,356.44,360.95,358.14,354.32,357.56,359.57,359.13,351.20,349.04,348.87,350.04,350.20,345.68,346.23,348.10,353.74,354.87,354.65,353.74,346.77,349.03,347.78,338.57,335.29,345.95,357.65,363.36,364.53,362.17,363.46,365.44,357.81,353.32,352.55,356.74,354.27,362.77,363.77,359.63,355.71,351.83,348.04,351.89,350.20,346.98,345.78,351.11,355.37,359.30,358.66,359.56,361.17,366.78,L5
2004-01-04 21:53:21+00:00,333.77,324.07,344.47,348.43,359.02,362.26,359.02,354.09,356.48,359.25,358.84,351.08,349.39,349.12,347.74,348.57,345.94,346.92,349.32,354.10,355.58,354.59,354.03,348.75,348.89,348.47,338.95,336.74,346.42,357.55,361.66,362.89,361.41,364.17,365.54,357.53,353.21,352.73,355.62,351.93,356.98,361.05,357.67,354.06,349.41,346.17,351.68,350.75,347.69,346.93,352.36,356.27,359.83,359.92,361.04,363.19,366.78,L5
2004-03-23 22:10:04+00:00,335.26,330.05,343.93,350.97,363.65,364.56,358.41,351.38,350.54,351.57,350.61,346.22,347.57,347.47,341.64,343.18,343.49,345.50,348.16,352.98,356.23,354.18,355.00,353.18,351.97,349.70,339.32,337.49,346.90,357.23,357.63,360.15,361.70,364.06,361.59,352.12,349.09,351.09,353.17,348.51,352.83,357.57,354.49,347.59,344.99,345.55,353.98,352.37,350.02,349.80,355.85,357.51,358.82,359.46,365.04,369.60,372.10,L7
2004-04-08 22:10:00+00:00,333.95,329.43,344.25,350.92,364.39,365.35,358.83,348.09,348.31,349.76,349.37,346.27,345.35,340.97,333.81,338.09,342.57,345.93,345.83,350.37,351.89,351.33,352.75,352.16,350.26,348.56,337.74,335.24,345.38,355.25,355.17,358.05,358.91,360.01,355.49,347.22,343.05,345.52,347.06,342.41,345.56,354.62,349.52,342.55,335.97,339.87,348.86,348.82,346.65,349.24,354.67,357.09,358.54,360.99,365.54,369.98,373.48,L7
2004-05-02 22:00:57+00:00,336.16,327.79,343.31,351.02,366.58,367.57,358.96,347.28,348.07,349.06,348.39,346.23,345.00,340.97,333.81,338.09,342.37,345.73,344.98,348.31,350.42,350.22,350.41,352.26,351.65,349.55,336.76,332.06,343.24,352.91,350.12,350.74,351.12,356.42,352.97,347.52,344.69,346.20,348.85,345.54,347.14,353.66,347.39,340.14,336.42,342.95,352.91,351.34,349.91,351.64,356.34,355.96,356.75,361.20,365.85,371.36,376.90,L5
2004-05-03 22:03:47+00:00,336.16,327.79,343.31,351.02,366.58,367.57,358.96,347.28,348.07,348.47,349.16,346.38,343.64,341.22,335.41,339.05,341.55,345.75,345.56,348.81,350.47,349.92,349.97,351.84,351.42,349.94,336.76,332.06,343.24,352.91,350.12,350.74,351.12,356.42,351.58,348.62,346.54,347.43,350.40,349.21,349.20,353.71,347.14,339.67,336.63,344.60,354.38,352.50,350.75,351.64,356.34,355.96,356.75,361.20,365.85,371.36,382.52,L7
2004-05-18 22:01:26+00:00,342.95,339.11,355.44,361.66,366.74,368.38,362.04,351.70,352.61,351.69,351.15,349.22,346.92,345.42,340.21,342.83,344.22,347.15,347.38,351.09,352.67,351.94,352.92,353.76,353.18,357.82,345.59,345.34,348.05,355.91,353.95,356.30,355.77,357.48,352.54,353.47,350.76,351.60,354.00,354.43,352.72,355.74,348.55,341.37,339.31,344.60,354.38,356.17,353.37,354.17,357.96,357.88,358.21,362.93,368.32,374.53,385.27,L5
2004-05-26 22:09:57+00:00,337.44,328.41,356.33,360.71,366.21,368.02,362.11,351.70,352.61,351.69,351.15,349.22,346.92,345.42,342.40,344.91,345.14,346.36,346.65,349.88,351.85,352.12,353.26,353.68,353.69,357.92,346.28,346.27,347.43,356.93,356.65,358.43,358.24,357.48,352.54,353.47,350.76,351.60,354.00,355.14,353.85,356.01,348.77,341.13,340.79,346.76,354.38,356.17,353.37,354.17,357.96,357.88,358.21,362.93,368.32,374.53,385.27,L7
2004-06-04 22:03:43+00:00,337.44,328.41,356.33,360.71,363.73,366.27,362.11,351.70,352.61,353.27,350.85,348.93,347.08,346.62,342.40,344.91,345.14,346.36,346.65,349.88,351.85,351.39,353.26,353.68,353.69,357.92,346.28,346.27,347.43,356.93,355.42,358.78,357.93,356.72,353.29,353.47,352.31,352.30,353.91,355.16,353.15,355.04,348.08,341.44,340.95,346.76,354.38,356.17,353.37,354.17,357.96,357.88,358.21,361.78,364.72,374.53,381.74,L7
2004-06-12 21:55:59+00:00,334.36,322.06,357.27,360.71,363.83,366.15,361.70,354.22,355.55,355.23,351.74,349.86,348.43,349.49,345.23,346.23,345.97,347.46,347.07,350.40,352.14,351.85,353.19,354.23,354.73,358.06,348.28,349.73,348.84,357.53,357.44,359.64,359.11,358.12,354.48,354.50,353.69,354.15,355.53,356.95,354.22,355.35,349.56,342.54,341.74,347.92,355.35,356.30,353.96,356.85,361.05,360.56,359.80,363.43,367.30,377.30,382.77,L5
2004-06-27 22:09:48+00:00,329.98,315.06,357.76,363.24,364.23,365.20,362.45,355.13,354.19,355.57,352.17,351.05,348.31,349.37,345.52,346.52,346.51,347.77,347.23,350.04,351.23,349.39,351.26,352.35,353.14,356.16,348.25,351.38,349.35,356.91,359.49,359.83,357.83,355.96,353.30,353.93,355.01,354.93,355.38,357.85,353.72,354.46,347.97,341.50,341.34,346.58,352.41,353.48,352.35,357.08,364.90,362.49,361.00,362.16,367.66,379.61,383.47,L7
2004-07-06 22:03:36+00:00,324.06,303.92,357.70,362.10,362.18,364.37,362.07,355.61,355.03,355.32,351.47,351.17,347.77,349.25,346.91,345.62,346.43,347.45,346.23,349.26,350.19,349.56,351.60,352.05,354.06,357.15,349.63,352.50,348.21,356.32,360.44,360.56,357.86,354.28,351.71,353.61,355.37,355.11,355.98,359.75,355.27,354.18,348.06,341.74,341.50,348.34,353.43,354.67,353.47,358.48,367.06,364.31,362.17,360.84,366.91,380.19,383.47,L7
2004-07-29 22:09:38+00:00,324.06,303.92,357.70,362.10,362.18,364.37,362.07,354.32,354.73,354.98,351.86,351.80,349.23,350.01,345.67,345.31,347.02,347.23,346.35,348.64,349.46,349.56,351.59,351.94,353.58,357.08,349.91,352.50,348.21,356.32,360.44,360.56,357.12,353.99,352.71,355.59,356.35,354.75,355.76,360.67,356.52,354.98,348.44,342.95,342.01,348.66,354.01,354.72,353.42,358.13,367.06,364.31,362.17,360.84,366.91,380.19,381.52,L7
2004-07-30 21:57:15+00:00,324.43,307.44,358.79,363.98,364.50,365.24,363.22,356.43,355.91,356.25,353.58,354.40,353.13,350.01,345.67,345.31,347.02,347.23,346.35,348.64,349.46,349.56,351.59,351.94,353.58,357.08,349.91,352.50,348.21,356.32,360.44,360.56,357.12,353.99,352.71,355.59,356.35,354.75,355.76,360.67,356.52,354.98,348.44,342.95,342.01,348.66,354.01,354.72,353.42,358.13,367.06,364.31,362.17,360.84,366.91,380.19,381.52,L5
2004-08-15 21:57:37+00:00,324.43,312.86,359.97,363.98,364.50,365.24,363.22,356.43,355.91,356.25,353.58,354.40,353.13,350.01,345.67,345.31,347.02,347.23,346.35,348.64,349.46,349.56,351.59,351.94,353.58,357.08,349.91,352.50,348.21,358.94,363.04,360.56,357.12,353.99,352.71,355.59,357.93,357.39,355.76,360.67,356.52,354.98,348.44,342.95,342.01,348.66,354.01,354.72,353.42,358.13,367.06,364.31,362.17,360.84,366.91,380.19,381.94,L5
2004-09-08 22:03:17+00:00,324.43,314.68,359.97,363.98,364.50,365.24,363.22,356.43,355.91,356.25,353.58,354.40,353.13,350.01,345.67,345.31,347.02,347.23,346.35,348.64,349.46,349.56,351.59,351.94,354.24,357.47,351.26,352.84,348.21,358.94,363.04,360.56,357.12,353.99,352.71,355.59,357.93,356.89,355.69,360.54,356.92,355.16,348.82,342.72,342.09,349.81,355.80,356.73,355.10,359.65,368.67,364.31,362.17,360.84,366.91,380.19,381.94,L7
2004-09-24 22:03:12+00:00,323.16,313.02,362.03,365.57,362.13,362.83,360.20,354.09,353.60,355.03,353.16,352.96,351.74,348.26,344.55,345.54,347.53,347.00,346.17,347.05,348.27,348.82,351.15,351.45,354.07,357.58,352.34,355.00,348.90,358.27,362.59,358.29,356.33,353.21,353.75,356.41,357.35,356.47,355.15,359.57,355.80,354.81,348.62,343.18,342.66,350.59,356.53,357.46,356.19,360.53,369.44,364.18,362.70,363.04,367.70,384.16,383.46,L7
2004-10-10 22:03:07+00:00,323.16,313.02,362.03,365.57,359.24,360.33,357.17,353.65,352.05,354.12,352.55,351.54,350.57,348.81,346.93,346.80,347.79,347.14,346.53,346.15,348.09,348.49,351.64,352.11,354.90,358.62,354.66,355.00,348.90,356.93,361.30,357.25,355.30,352.91,355.00,358.61,358.11,356.93,355.56,360.80,356.39,353.82,349.28,343.61,344.09,352.91,358.81,358.97,357.10,361.33,369.44,364.18,362.70,360.13,362.68,373.57,380.09,L7
2004-11-19 21:59:42+00:00,313.99,307.80,359.68,363.26,357.91,358.83,354.83,351.04,348.93,353.31,351.37,350.93,350.79,347.71,345.78,345.75,348.94,346.40,344.79,342.61,344.72,347.81,352.71,351.93,354.74,357.01,351.95,353.15,346.03,351.82,362.85,358.46,356.23,352.68,357.55,359.59,358.49,357.30,353.63,358.65,355.07,352.68,350.04,345.03,344.22,354.01,358.87,359.10,357.24,362.73,372.98,369.18,366.67,361.58,360.64,370.49,373.01,L5
2005-01-13 22:06:52+00:00,325.75,336.20,366.76,369.62,355.87,354.41,348.87,345.92,345.25,347.91,350.29,350.58,351.91,341.21,337.77,342.80,347.42,345.07,344.01,339.03,341.00,344.51,351.43,350.98,355.07,358.88,356.97,354.94,,348.97,361.92,348.36,349.73,349.19,357.03,358.90,356.36,355.09,350.74,356.37,354.25,351.78,347.99,343.29,341.97,355.69,364.10,363.97,360.83,363.15,376.70,382.59,379.60,363.21,357.34,360.96,373.34,L5
2005-02-14 22:07:21+00:00,335.25,333.55,345.42,353.61,351.86,352.09,346.80,339.80,339.02,341.78,345.07,344.76,342.69,342.18,339.87,345.78,347.64,347.37,348.58,343.96,343.73,348.50,362.70,366.38,365.95,367.69,360.63,357.06,359.70,347.48,357.51,355.71,352.22,350.21,359.62,359.06,351.39,349.70,351.31,354.67,353.44,352.61,349.81,342.77,344.42,358.75,368.34,367.79,364.28,367.18,375.66,379.09,378.77,368.44,367.30,371.29,377.12,L5
