,dates,chi0103-0000,chi0103-0001,chi0103-0002,chi0103-0003,chi0103-0004,chi0103-0005,chi0103-0006,chi0103-0007,chi0103-0008,chi0103-0009,chi0103-0010,chi0103-0011,chi0103-0012,chi0103-0013,chi0103-0014,chi0103-0015,chi0103-0016,chi0103-0017,chi0103-0018,chi0103-0019,chi0103-0020,chi0103-0021,chi0103-0022,chi0103-0023,chi0103-0024,chi0103-0025,chi0103-0026,chi0103-0027,chi0103-0028,chi0103-0029,chi0103-0030,chi0103-0031,chi0103-0032,chi0103-0033,chi0103-0034,chi0103-0035,chi0103-0036,chi0103-0037,chi0103-0038,chi0103-0039,chi0103-0040,chi0103-0041,chi0103-0042,chi0103-0043,chi0103-0044,chi0103-0045,chi0103-0046,chi0103-0047,chi0103-0048,chi0103-0049,chi0103-0050,chi0103-0051,chi0103-0052,chi0103-0053,chi0103-0054,chi0103-0055,chi0103-0056,chi0103-0057,chi0103-0058,chi0103-0059,chi0103-0060,chi0103-0061,chi0103-0062,chi0103-0063
0,1984-07-15 14:11:57+00:00,239.4929434230305,,249.19646365076224,252.41886108772837,233.70634618805735,246.14421882534333,246.84013056878774,,215.8286184019364,212.5179809957374,206.9255376896942,197.73773612650385,194.151252291942,186.93703478772133,175.2354576205191,177.59080259562472,177.32091925569816,177.4605929046283,181.66288970989106,193.08221480933818,198.28007274112596,200.71101623385817,206.28932641760701,205.46099135202843,202.64120905900953,202.76854867728176,201.88269747662346,199.33614734709917,202.17293352967607,209.28738938963224,211.66833618685,214.66226443218736,218.17213082348448,220.55814157881068,222.47194977145242,224.01235905996072,230.64388025332792,234.43171333312878,232.4287661487647,234.74841989752505,241.40601079744476,239.59481613377307,239.45173576790154,237.71005369491428,232.7318816492462,223.1310698082378,214.79212705609496,208.74802998856438,205.0179980059216,209.58805929197806,209.77881107414422,221.14377794942178,234.3321438401833,225.10861916235447,226.68331607875544,229.9117983912383,215.3965263982604,209.11458735756472,188.30861665321524,190.0815661261344,200.41224357308738,202.90693899119375,211.0745998506732,222.18589298634436
1,1985-03-05 14:07:29+00:00,259.2615319824627,273.63687457937317,269.6037603931702,266.60742455071096,262.30185884498945,259.07757520263425,263.8748627156345,246.41989804480974,236.50120666983963,225.50933677641206,224.19346318473922,221.12894518957754,214.29959695781662,209.35593334024037,,,,,,,,,,,,,,207.10077309082735,,,,,,,,,,,232.65594705389856,231.1720161157716,240.7427354201469,237.84041765096964,233.0592958179576,230.18930289552767,,,,,,,,,,,,,,,,,,,,
2,1986-02-04 14:04:00+00:00,,,242.4172378394978,241.5130132702459,238.97413917860732,247.39368382988962,255.15763826925664,245.15977674705084,226.99706653337293,221.0887428435549,212.7729767410753,209.5605394667527,200.5803707402167,196.10824557688395,192.45366050207062,190.40383144198015,,,,,,,,,206.85578184773786,202.74033666206398,200.7670616941345,204.80279296385902,204.35501511059553,210.14383267597634,208.11526301486214,212.47736019892935,214.03992114752887,215.97186501720458,222.49529277430318,225.08034420857766,231.2222708351949,242.51396147378486,240.76759649826266,240.68452908077003,237.6764262091564,236.61993766540073,227.43395188115386,229.21431824289155,227.76224180544813,,,,,,,,,,,,,,,,,,,
3,1986-09-16 13:57:34+00:00,252.89839118306597,267.982208793722,267.1265280047459,255.91707621690736,249.98710726941314,250.08835508998604,252.74778850483105,235.79663397891412,226.1659066763322,218.8242236343465,215.00070759311615,213.7803897019452,209.9532915767982,198.63084484132705,198.58868683536423,189.61072171216878,188.44054864265627,188.81764465703358,191.0557602290101,192.01735885878685,206.0268204453638,213.25890726424527,215.80290983078314,213.9520855870907,213.12411178284432,203.6667214372024,206.77174763723892,206.52059639768788,212.33353520339173,209.2278220211774,219.05729514428202,220.545687958696,218.88076593072412,221.53442101694858,222.05177032193154,226.44408793477092,237.16310190604216,242.97111242290342,241.78733163282206,229.10537416781227,242.23901429209775,244.02837580605052,235.08786796706002,235.151634539744,235.47158592993893,223.7287192120055,214.19542024920304,208.79146965571005,208.74196692015568,202.89847388624167,208.6856776226443,226.41965829643974,238.62666962519475,223.3931938096084,221.1970019012867,230.35518933308452,217.48396009311674,205.43932327289883,185.59497086646655,191.35594362590666,187.1898574850724,195.2396886517471,212.12506046015264,223.32152193246313
4,1986-10-18 13:56:32+00:00,238.5171300604691,250.35233036751654,248.03652848073338,247.46268387911712,234.7241083400636,242.43449360097333,252.95525422610518,235.1657666866211,221.4405900426114,215.33179704835277,208.21581807964048,199.91467434692282,195.84860471217564,193.7105896561536,189.1850258213788,190.98909288137565,189.52989225717315,190.4910651769162,191.44846167601224,196.37828377553106,195.98090482541105,196.52849013602983,203.58834289586224,205.38391474161818,196.8876118156027,209.7097687585745,207.0792583184314,208.23759422929876,208.7324515961512,209.2544970891085,207.89827180642672,207.12129775854103,207.84168367587625,210.2357041174947,209.76989021909912,223.06598604081356,231.84100689794536,240.9809920038092,229.71685276263472,228.02623255159585,236.959318102696,226.68271177018096,223.6877821759568,227.8491580483239,223.35282721883843,213.1506363803715,215.82672821169635,203.3392719148482,198.5797433418341,198.76294470909104,204.89355724999365,211.1295534277393,228.13782377581725,212.89485155397222,208.52203198595083,222.360929506924,213.27840779946965,201.07995088899673,184.14677177687318,179.78796234181286,185.5371116047062,190.54773025893243,194.2816312321806,209.79775980349865
5,1987-01-22 13:56:58+00:00,,,,284.6630644221737,274.46510054524185,274.35951103337584,279.50142305865114,254.50288864887037,235.8951557140745,223.82391675940676,210.11221454913678,200.81817204934453,195.1531708032376,,,,,,,,,,,,,,,185.51327174062934,194.26314584199943,194.87671740879875,194.97465108954975,195.46546968705383,196.2153128088615,199.38718721924013,199.34470719400076,202.2095142177418,208.36330122002434,206.28703192886599,220.3954024581713,216.05663606172408,215.0178528908941,210.2838575372379,203.5459394083971,202.91750591078824,200.26237687748895,187.07508420933382,182.40320413488286,171.6754595116961,177.20759737164744,177.97707688532552,179.35030352478054,172.6959533655901,200.70535126999502,204.8266037219392,180.02646149603947,196.08953300165797,189.65343309364843,182.34470502049808,170.2580809235145,171.17170877623863,169.01096113565967,171.98100396283104,175.22295238053567,177.27520261797767
6,1987-03-18 14:05:13+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.6088011965558,205.44546389899,207.49276460575427,218.19501898661468
7,1987-11-22 14:05:16+00:00,250.53149164265042,263.13822868256267,262.17670122529756,257.3544280009343,261.1646214850497,260.49930097668584,263.22148902839484,244.26007538171868,238.60810272835647,225.72156154126478,222.92009781988324,219.7544078251081,215.8569520360403,203.38852146436284,208.16035475486487,201.61155705387463,196.58170961369342,193.33799117943744,196.54189730835776,196.64888116924604,209.51246632899398,211.70821717198643,215.90731130299,206.89151956781814,215.27622176802146,207.4756694267858,210.32271266619566,211.15802378725695,213.0917296696705,213.12340013409732,213.90002129154277,218.64756672981648,224.68428812079551,223.4274719053507,227.9260816100996,228.91790461945143,235.96574620161567,236.26032801214026,232.91406900008172,229.70621287518983,233.45022776878946,239.99099421402795,231.31650458804273,230.76795044033068,228.1032705040142,217.56871624597878,214.4902431057617,203.53503865996132,199.39243285583385,207.78049285744035,205.8627032908245,215.2704491604135,233.35078385466315,219.28772646451046,214.90593375297905,224.11540060831933,214.63425656427415,201.02727502512272,183.1169635347474,180.4898565913885,181.37497583823122,188.0103014638755,206.8270932947031,221.71814180973635
8,1987-11-29 14:11:33+00:00,236.2632439874909,252.50974519821193,250.13394461662887,251.28031437703845,250.22389890910824,248.95930696273638,255.62120395542223,237.56858571821138,228.04527479835124,214.6909235289569,208.90286815886734,204.47202718247314,199.99285006911418,191.6986378193848,195.11088575160596,192.96057656931876,186.35714281939923,187.77185759247817,186.229457048744,185.52862921674514,185.935277796612,195.89157521660943,197.66091408245848,198.68534574854849,202.18151413952106,199.14112708333093,198.45043378732146,197.11929953615476,201.8530838306279,199.97101071491414,197.91925773011556,201.9299611638008,202.73243115570688,208.35775093236774,216.23969607111854,217.12800100939177,219.77802783047548,227.6846114631535,223.9649503406147,217.7534059506573,224.34217897566805,220.17000511304542,214.36149313770608,213.96534127465122,217.2008857924236,208.53164162982443,201.3828135272754,195.07331608791657,189.11645935732582,194.96106213252153,205.79959687437233,209.4099973261191,226.13464520380506,204.23601914180577,204.182423652886,216.43211211064133,207.90883441880723,190.60156527365865,168.07437313887118,168.44634088690984,171.24056571262753,179.9224380106026,193.10095552342165,209.86485488444072
9,1988-01-25 14:06:19+00:00,263.58915233365053,268.68064508449436,258.4426025058533,260.8597173138888,260.7860160830848,266.27837853225105,269.20557653331906,252.63587755408858,237.75822917897665,229.36484903227756,221.4979997178486,213.08161495650825,210.09534157719753,206.7094695615611,199.74171020973557,197.22284127734324,192.69965728093592,192.3122727296793,192.84642876687244,199.06384855489105,,,,,,,,,,205.7300509294897,202.63681279312507,207.54150460614477,215.16119992201783,214.8260201327715,222.21868774085854,222.81835522121807,228.293056049985,232.40746421638832,233.76768859895563,232.18582950546832,230.90159249274237,223.30866940723328,223.5959775882973,222.47723603840242,215.31261583680293,204.77503439747431,198.856458185521,201.48288532399005,195.82620962087825,195.93356673663325,197.7298317754232,205.51010153933325,226.97957093142134,214.86183129749205,211.63936182501877,220.13750042773364,207.5221375087835,198.42895555139947,186.24393723367368,178.48432323652105,180.64454553252222,188.6622961292705,188.50065447086698,204.168044524289
