,dates,chi0103-0000,chi0103-0001,chi0103-0002,chi0103-0003,chi0103-0004,chi0103-0005,chi0103-0006,chi0103-0007,chi0103-0008,chi0103-0009,chi0103-0010,chi0103-0011,chi0103-0012,chi0103-0013,chi0103-0014,chi0103-0015,chi0103-0016,chi0103-0017,chi0103-0018,chi0103-0019,chi0103-0020,chi0103-0021,chi0103-0022,chi0103-0023,chi0103-0024,chi0103-0025,chi0103-0026,chi0103-0027,chi0103-0028,chi0103-0029,chi0103-0030,chi0103-0031,chi0103-0032,chi0103-0033,chi0103-0034,chi0103-0035,chi0103-0036,chi0103-0037,chi0103-0038,chi0103-0039,chi0103-0040,chi0103-0041,chi0103-0042,chi0103-0043,chi0103-0044,chi0103-0045,chi0103-0046,chi0103-0047,chi0103-0048,chi0103-0049,chi0103-0050,chi0103-0051,chi0103-0052,chi0103-0053,chi0103-0054,chi0103-0055,chi0103-0056,chi0103-0057,chi0103-0058,chi0103-0059,chi0103-0060,chi0103-0061,chi0103-0062,chi0103-0063
0,1984-07-15 14:11:57+00:00,228.60873306086472,,240.64458408048912,243.86698151745526,224.4966297277632,236.93450236504918,237.6304141084936,,207.84686413634816,203.30826453544324,196.9483448577089,187.76054329451853,184.94153583164785,176.959841955736,165.25826478853378,166.70659223345893,166.43670889353237,166.5763825424625,170.77867934772527,179.77929103335777,184.97714896514555,188.7383848354758,194.31669501922465,193.48835995364607,190.66857766062716,190.7959172788994,188.57977370064305,186.03322357111875,190.2003021312937,195.98446561365182,198.3654124108696,201.35934065620694,204.86920704750406,207.25521780283026,209.169025995472,210.7094352839803,217.3409564773475,221.12878955714837,220.45613475038235,221.44549612154464,228.10308702146435,224.6290268857951,224.48594651992357,222.7442644469363,217.76609240126822,208.16528056025984,199.826337808117,193.78224074058642,191.7150742299412,196.28513551599764,196.4758872981638,207.84085417344136,221.0292200642029,211.80569538637405,213.38039230277502,216.6088746152579,203.42389499987803,195.8116635815843,175.00569287723482,176.77864235015397,187.10931979710696,189.60401521521334,197.77167607469278,208.88296921036394
1,1985-03-05 14:07:29+00:00,257.95509065387193,272.3304332507824,268.5772707778489,265.5809349353897,261.19640849002803,257.97212484767283,262.7694123606731,245.39340842948843,235.54314969553974,224.40388642145064,222.99589196686435,219.93137397170267,213.1941466028552,208.1583621223655,,,,,,,,,,,,,,205.5040114669942,,,,,,,,,,,231.21886159244872,229.57525449193847,239.14597379631374,236.04406082415736,231.26293899114532,228.3929460687154,,,,,,,,,,,,,,,,,,,,
2,1986-02-04 14:04:00+00:00,,,246.84554120953564,245.94131664028373,243.7430812694173,252.1626259206996,259.9265803600666,249.58808011708868,231.1301496787416,225.8576849343649,217.93933067278613,214.72689339846352,205.34931283102668,201.27459950859478,197.62001443378145,196.0398539129374,,,,,,,,,213.05540656579083,208.93996138011696,207.65553360308226,211.69126487280678,210.5546398286485,217.0323045849241,215.0037349238099,219.3658321078771,220.92839305647664,222.86033692615234,229.38376468325094,231.96881611752542,238.11074274414267,249.40243338273262,246.96722121631564,247.5730009897178,244.56489811810417,244.36946856296694,235.18348277872008,236.96384914045777,235.51177270301434,,,,,,,,,,,,,,,,,,,
3,1986-09-16 13:57:34+00:00,245.4287085335163,260.51252614417234,261.2574916372426,250.04803984940406,243.66660656594803,243.76785438652092,246.42728780136594,229.92759761141082,220.6881393999958,212.5037229308814,208.1534984976956,206.93318060652467,203.63279087333308,191.7836357459065,191.7414777399437,182.14103906261911,180.9708659931066,181.34796200748391,183.58607757946044,182.88774673155947,196.89720831813642,205.04225634974063,207.5862589162785,205.73543467258605,204.90746086833968,195.45007052269776,197.64213551001154,197.3909842704605,204.1168842888871,200.09820989395,209.92768301705465,211.41607583146862,209.75115380349675,212.4048088897212,212.92215819470417,217.31447580754354,228.03348977881478,233.84150029567604,233.57068071831742,219.9757620405849,233.10940216487037,233.75756216291973,224.81705432392923,224.88082089661322,225.20077228680813,213.4579055688747,203.92460660607225,198.52065601257925,199.6123547929283,193.7688617590143,199.55606549541693,217.29004616921236,229.49705749796738,214.26358168238102,212.06738977405934,221.22557720585715,209.2673091786121,196.30971114567146,176.46535873923918,182.2263314986793,178.06024535784502,186.1100765245197,202.99544833292526,214.19190980523575
4,1986-10-18 13:56:32+00:00,231.20741343019125,243.0426137372387,242.2931796998008,241.71933509818453,228.53896349905926,236.249348759969,246.77010938510085,229.42241790568852,216.08013118040765,209.14665220734844,201.5152445018858,193.21410076916814,189.6634598711713,187.0100160783989,182.4844522436241,183.6793762510978,182.2201756268953,183.18134854663836,184.1387450457344,187.44418567185815,187.04680672173814,188.4878018427242,195.5476546025566,197.34322644831255,188.84692352229706,201.66908046526888,198.1451602147585,199.30349612562586,200.69176330284557,200.3203989854356,198.9641737027538,198.18719965486812,198.90758557220335,201.30160601382178,200.83579211542622,214.13188793714065,222.90690879427245,232.0468939001363,221.67616446932908,219.09213444792294,228.02521999902308,216.63185140354892,213.63692180932478,217.79829768169185,213.3019668522064,203.09977601373947,205.7758678450643,193.28841154821617,189.6456452381612,189.82884660541814,195.95945914632074,202.1954553240664,219.20372567214434,203.9607534502993,199.58793388227792,213.4268314032511,205.237719506164,192.14585278532383,175.21267367320027,170.85386423813995,176.6030135010333,181.61363215525952,185.34753312850768,200.86366169982574
5,1987-01-22 13:56:58+00:00,,,,288.47068020073243,278.5656098452282,278.4600203333622,283.6019323586375,258.3105044274291,239.44893044072933,227.9244260593931,214.55443295745533,205.26039045766308,199.25368010322396,,,,,,,,,,,,,,,191.4362296183874,199.5938079319817,200.7996752865568,200.8976089673078,201.38842756481188,202.13827068661956,205.31014509699818,205.2676650717588,208.13247209549985,214.2862590977824,212.20998980662404,225.72606454815357,221.97959393948213,220.94081076865214,216.94718514971572,210.2092670208749,209.58083352326605,206.92570448996676,193.73841182181164,189.06653174736067,178.3387871241739,183.1305552494055,183.90003476308357,185.2732614025386,178.61891124334815,206.62830914775307,210.74956159969724,185.94941937379753,202.01249087941602,194.9840951836307,188.26766289825613,176.18103880127256,177.09466665399668,174.93391901341772,177.9039618405891,181.14591025829372,183.19816049573572
6,1987-03-18 14:05:13+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.4366656269976,196.27332832943182,198.3206290361961,209.0228834170565
7,1987-11-22 14:05:16+00:00,247.24227503540348,259.8490120753157,259.592316748175,254.77004352381172,258.38143820199457,257.71611769363074,260.43830574533973,241.67569090459608,236.19601054970872,222.93837825820967,219.90498259657355,216.7392926017984,213.0737687529852,200.37340624105315,205.14523953155518,198.3223404466277,193.29249300644648,190.0487745721905,193.25268070111082,192.62872753816646,205.4923126979144,208.0900789040148,212.28917303501836,203.2733812998465,211.65808350004983,203.85753115881417,206.30255903511608,207.13787015617737,209.47359140169888,209.10324650301774,209.8798676604632,214.6274130987369,220.66413448971593,219.40731827427112,223.90592797902002,224.89775098837185,231.9455925705361,232.24017438106068,229.2959307321101,225.68605924411025,229.43007413770988,235.4683213790634,226.7938317530782,226.24527760536614,223.58059766904967,213.04604341101424,209.96757027079715,199.01236582499678,195.37227922475427,203.76033922636077,201.84254965974492,211.25029552933393,229.33063022358357,215.26757283343088,210.88578012189947,220.09524697723975,211.01611829630252,197.00712139404314,179.09680990366783,176.46970296030892,177.35482220715164,183.9901478327959,202.80693966362352,217.69798817865677
8,1987-11-29 14:11:33+00:00,244.40237642590535,260.64887763662637,256.5289772468116,257.6753470072212,257.11085712622815,255.8462651798563,262.50816217254214,243.96361834839414,234.01397191985515,221.5778817460768,216.36373956074723,211.93289858435304,206.8798082862341,199.1595092212647,202.57175715348586,201.0997090077332,194.49627525781366,195.9109900308926,194.36858948715843,195.476457752585,195.88310633245186,204.8446208988653,206.61395976471434,207.63839143080435,211.13455982177692,208.0941727655868,208.3982623231613,207.0671280719946,210.80612951288376,209.918839250754,207.8670862659554,211.87778969964066,212.68025969154672,218.30557946820758,226.1875246069584,227.0758295452316,229.72585636631533,237.63243999899333,232.91799602287057,227.70123448649716,234.2900075115079,231.36131221586527,225.55280024052593,225.15664837747107,228.39219289524345,219.72294873264428,212.57412063009525,206.26462319073642,199.06428789316567,204.90889066836138,215.74742541021217,219.35782586195896,236.0824737396449,214.18384767764562,214.13025218872585,226.37994064648117,216.8618801010631,200.5493938094985,178.02220167471103,178.39416942274968,181.18839424846738,189.87026654644245,203.0487840592615,219.81268342028056
9,1988-01-25 14:06:19+00:00,268.9730658740159,274.0645586248597,262.672820287569,265.08993509560446,265.34163523262475,270.833997681791,273.761195682859,256.86609533580423,241.70643244191126,233.9204681818175,226.43325379651685,218.0168690351765,214.65096072673748,211.64472364022936,204.67696428840384,202.6067548177086,198.0835708213013,197.69618627004468,198.2303423072378,205.64418732644873,,,,,,,,,,212.31038970104737,209.21715156468275,214.12184337770245,221.7415386935755,221.40635890432918,228.79902651241622,229.39869399277575,234.8733948215427,238.987802987946,239.68999349335755,238.766168277026,237.48193126430004,230.71155052523568,230.9988587062997,229.88011715640482,222.71549695480533,212.1779155154767,206.2593393035234,208.88576644199244,202.40654839243592,202.51390550819093,204.31017054698088,212.09044031089093,233.559909702979,221.44217006904972,218.21970059657644,226.71783919929132,213.4444424031854,205.00929432295715,192.82427600523135,185.06466200807873,187.2248843040799,195.24263490082816,195.08099324242465,210.74838329584668
