,dates,jap0129-0000,jap0129-0001,jap0129-0002,jap0129-0003,jap0129-0004,jap0129-0005,jap0129-0006,jap0129-0007,jap0129-0008,jap0129-0009,jap0129-0010,jap0129-0011,jap0129-0012,jap0129-0013,jap0129-0014,jap0129-0015,jap0129-0016,jap0129-0017,jap0129-0018,jap0129-0019,jap0129-0020,jap0129-0021,jap0129-0022,jap0129-0023,jap0129-0024,jap0129-0025,jap0129-0026,jap0129-0027,jap0129-0028,jap0129-0029,jap0129-0030
0,1984-07-31 00:45:05+00:00,188.84805609081909,189.628149595075,177.65658105924584,183.15172726009556,180.5739889423322,185.0489112342261,185.5979326411905,182.40902546000302,191.86244573361915,193.9626845069792,199.75180127047673,195.47644288117294,196.18021968615358,194.04078748944127,193.6056331712933,187.49849178889576,180.33999819776136,182.31289321021603,173.41685081101056,169.32421562021275,170.0891534765205,170.51325717225342,171.24330097313404,162.56709354127898,169.86120026041476,176.26405669950293,165.50851201529554,158.00664458871495,149.79740996709404,166.82812290756493,183.29445794913644
1,1984-08-16 00:45:37+00:00,185.6021193018003,185.8795121596324,180.04639079666885,180.99097211546817,178.30969146552127,181.80225702034926,181.35750082060068,180.9845512950123,183.3196665079953,189.0852710123666,193.53752343634625,203.40133615482634,201.6872557940816,199.33295137425463,197.06760120096905,184.4313541142696,176.70246442225547,172.60653778786838,172.38057637757998,168.99528197260548,167.4157044445679,168.17960803424833,169.17228169921543,170.21350190251414,169.55785486974474,174.8997082341846,171.23470662037437,149.286962998659,158.10552711060467,167.78483375904733,181.6404664751964
2,1984-11-04 00:45:22+00:00,202.46094989134014,192.721203418597,181.92719440100578,183.3415259857942,193.36065568648448,195.86804458688417,196.83997597085983,186.26400556010765,194.1655808875674,194.94641372413082,194.49393928292184,192.18827885364277,215.458155921799,199.09210751112926,184.2512603404607,195.44164637126642,191.9281054447568,189.47927096050245,182.77039950968899,150.7631422637656,145.04315149624563,145.95362719772461,171.7275635013663,158.70723653755095,163.510715352353,157.43725838609265,,,,,
3,1985-01-07 00:46:06+00:00,208.64948598018736,201.42088936761854,185.32388091442039,194.32637177903646,193.8676948522237,191.6491698229534,191.0681472921408,203.4845215703736,204.21501193980146,199.38158467736585,203.7031087751028,207.85918086709836,194.31768599943737,195.70506503785782,198.24526694938965,198.54661095570208,184.52883069853323,184.0307797607544,181.70092054721312,178.88740207376378,174.98107020934356,173.8618433236876,176.3691085437052,184.93510832548455,181.91167300555293,201.12806939047397,181.28080883170983,172.9649860118303,164.25833610415583,175.2640179999728,192.5485505215034
4,1985-05-15 00:45:56+00:00,201.13931948067062,199.62261787952428,195.66305451418373,173.88133261815585,177.5256399911077,160.80630717680128,190.3214217743603,188.7964964111428,185.68299200138296,178.69829667603926,183.9681244588897,203.34601743701447,203.98640119738556,193.33420203620796,182.31909817856373,186.37225487552757,164.7736572817446,174.0713032946802,173.13685927306693,166.72642183449994,161.46642087182187,154.2223845841973,154.07119493610412,177.62898815764655,185.0024806885342,183.2936690118971,181.008261240676,147.0052670948938,142.42992217105245,161.14460518324324,187.35350939069912
5,1985-08-19 00:45:26+00:00,195.5570870033302,188.6889016744447,181.27917736348888,181.60069614340674,178.21590833840088,174.2777539427493,174.98774233554644,179.01256020881513,185.08365345080094,188.3680048601812,188.4759318938895,184.08224801221473,179.4915338108482,184.030609305479,179.32718323689198,175.63925635265576,173.43403420222904,175.7814918110247,176.2367569122407,169.64047203220406,167.52541041479697,169.53698368567422,177.52500275380535,174.17617183845198,178.43820558355299,190.5542317483819,178.78660299735452,171.4329768704755,171.41182615879205,187.8642754891697,192.75334328901465
6,1985-09-04 00:44:51+00:00,188.05044953452358,180.67886285064264,176.92336536631655,177.4438291871835,175.25389084158041,166.79210054052774,166.3519840504336,169.97682450688518,169.20800068876204,174.74715229594062,176.19965569884613,181.57982700832656,182.86884836430926,175.3729699335839,179.4903813276901,173.41758811472604,176.0004616536503,169.52473671516987,170.01864095739415,166.85990994968665,162.54562651791304,161.59416584240398,168.34682528407671,165.85972164059072,179.50170873172732,176.238526491664,175.9198257161966,164.24356239523598,169.21697301701903,176.68416532897984,179.9750920339347
7,1985-12-09 00:43:30+00:00,186.07583148346924,182.3224021694116,183.64606514227734,163.71440545827286,166.3799188382711,177.14913112739578,160.0377797797613,162.38445464383395,175.70511244422107,183.3350646629175,186.7984014487456,187.18392179105845,187.9814803545064,189.479924701439,176.95273526073788,163.26633243588404,169.28937428214283,172.54644371489312,172.2932459064749,160.5899590545493,149.3985309608243,161.74840600216606,165.2799770491846,166.96258166271448,169.60938353904143,181.03379206421428,172.3804220234357,158.59327974406233,164.5710064808452,167.0178020382869,184.6077184420233
8,1986-01-10 00:42:55+00:00,198.66310599433794,195.25729472349454,187.42678662216773,190.32120982316513,185.0624310471406,180.67673220623882,177.68265244697054,192.2328504939331,191.0156795209558,198.4982890224366,197.04313151556045,208.59214063507238,203.44216896998415,196.5084408471547,183.67229770674186,180.23946533572993,185.16046095027087,186.34836281536312,179.69100305088392,172.9694620491112,172.92547315221827,173.50038402086392,177.3458874527064,179.7056632179421,183.6169309447079,185.96981625849054,178.003686470789,178.59939287500688,168.38943127560287,181.6952653502297,190.20024798938323
9,1986-04-09 00:35:13+00:00,198.95915340845858,190.56789069024956,168.6160684252508,165.3297281095959,169.3219473225791,164.03248029717315,177.00756972947374,174.9021404655722,190.66212442990968,190.8026556633464,183.40905551195354,194.0070708156657,194.907503820356,205.0506552540962,199.93689857450732,194.50780373556066,188.2909135325337,166.8280548139263,165.4131606600411,157.0284195202635,167.85347602481573,166.07352661415086,166.10841663744765,169.14423760980134,183.37798396575047,195.45741887766496,177.1658874844776,147.79906423936993,142.13217719325812,152.48632685043202,159.88741977946785
