dates,satname,nzd0554-0000,nzd0554-0001,nzd0554-0002,nzd0554-0003,nzd0554-0004,nzd0554-0005,nzd0554-0006,nzd0554-0007,nzd0554-0008,nzd0554-0009,nzd0554-0010,nzd0554-0011,nzd0554-0012,nzd0554-0013,nzd0554-0014,nzd0554-0015,nzd0554-0016,nzd0554-0017,nzd0554-0018,nzd0554-0019,nzd0554-0020,nzd0554-0021,nzd0554-0022,nzd0554-0023,nzd0554-0024,nzd0554-0025,nzd0554-0026,nzd0554-0027,nzd0554-0028,nzd0554-0029,nzd0554-0030,nzd0554-0031,nzd0554-0032,nzd0554-0033
1999-07-16 22:13:35+00:00,L7,,,,,145.57,373.66,,,,615.71,605.68,587.55,610.99,568.87,,,265.21,,,,,,415.64,,,594.20,,,401.37,237.97,,,,
1999-08-17 22:13:37+00:00,L7,269.54,273.81,271.37,267.70,270.08,280.46,285.56,288.28,286.65,284.74,282.63,280.54,284.37,282.29,276.51,275.55,276.73,272.98,265.37,271.88,279.65,285.42,294.97,300.15,306.03,306.01,306.38,310.36,302.88,304.87,302.61,296.24,287.65,266.49
1999-09-11 22:07:28+00:00,L7,,,,,,,,445.06,573.34,628.58,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-05 22:13:40+00:00,L7,273.94,270.62,258.94,258.09,260.69,272.82,283.01,282.63,278.34,281.59,284.57,293.30,288.53,282.26,272.43,265.81,268.86,265.77,258.94,271.18,289.26,297.69,306.22,312.51,316.17,317.58,314.69,313.24,305.14,288.38,284.19,277.14,271.30,268.60
1999-11-30 22:07:23+00:00,L7,356.26,315.12,520.01,487.54,614.08,622.03,609.83,550.46,517.15,475.52,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-07 22:13:41+00:00,L7,306.56,293.75,283.39,274.80,276.45,277.29,299.29,320.82,320.69,313.98,308.11,313.38,326.41,316.49,298.13,288.71,286.50,283.04,290.55,306.90,321.60,326.19,323.03,324.28,334.84,337.67,337.13,339.35,324.95,311.35,301.95,297.43,287.52,292.00
1999-12-16 22:07:33+00:00,L7,273.83,264.42,255.08,249.44,247.43,261.07,273.71,289.02,288.15,285.28,284.28,284.29,288.37,281.63,276.75,268.56,264.45,263.99,263.89,276.82,287.44,296.88,297.32,304.01,313.35,312.94,315.24,321.25,307.37,297.19,283.78,268.68,256.75,247.80
2000-01-24 22:13:35+00:00,L7,315.46,270.84,259.43,270.53,305.76,312.03,328.55,336.79,326.20,332.78,338.64,340.95,331.04,308.59,319.58,322.44,289.37,290.19,315.97,326.28,331.88,328.60,338.02,360.65,369.00,370.64,364.95,359.59,334.14,313.20,305.03,304.89,284.07,
2000-02-02 22:07:23+00:00,L7,275.61,275.39,273.94,268.77,281.37,291.07,307.62,308.86,303.20,301.53,307.47,313.19,312.80,304.07,297.51,292.34,290.16,,,,,,,,,,,,,,,,,
2000-06-25 22:06:19+00:00,L7,267.75,276.30,262.52,249.50,555.20,618.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-20 22:11:14+00:00,L7,236.49,249.97,253.37,248.14,243.42,258.71,272.45,275.54,276.22,279.87,281.93,281.08,279.61,281.02,281.50,281.09,278.75,277.84,274.24,276.93,281.31,288.17,296.29,306.96,314.14,309.22,317.80,324.88,302.70,288.27,279.27,275.02,259.01,246.56
2000-10-15 22:05:07+00:00,L7,338.16,328.45,313.73,315.92,323.99,332.57,334.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-02 22:04:57+00:00,L7,,,282.44,268.00,304.00,275.82,278.42,634.01,601.66,505.47,491.17,497.61,463.19,477.90,,320.06,312.22,,605.09,604.83,591.30,,627.19,565.08,551.75,,,,,,,,,
2001-01-03 22:05:00+00:00,L7,288.90,290.29,281.45,269.14,265.92,271.41,283.94,291.31,292.53,291.82,301.33,307.31,313.31,319.04,321.28,314.83,306.75,,292.99,297.73,305.59,,,,,,,,,,,,,
2001-01-10 22:11:15+00:00,L7,328.28,328.83,315.36,300.41,297.61,293.53,305.73,308.16,313.79,352.98,337.48,331.88,339.31,348.31,376.40,382.96,365.42,319.26,309.30,322.08,325.33,344.72,382.30,359.21,386.65,376.46,358.07,352.69,346.08,411.85,,320.30,310.06,308.44
2001-02-11 22:11:12+00:00,L7,324.50,316.31,307.02,297.65,295.09,300.40,309.42,313.33,311.88,327.02,342.06,355.82,363.34,353.89,331.52,335.09,339.00,335.20,327.96,328.52,329.45,330.65,346.78,362.07,369.09,369.37,365.08,364.18,343.58,326.35,315.92,305.48,296.81,293.41
2001-02-20 22:05:00+00:00,L7,302.15,305.09,288.34,284.78,283.66,294.35,303.32,306.59,305.79,313.10,319.55,319.40,327.23,325.19,322.29,325.44,324.76,319.11,311.19,311.55,321.19,333.37,347.12,357.04,359.26,353.35,356.88,355.59,340.34,324.04,319.05,301.47,290.87,283.30
2001-02-27 22:11:06+00:00,L7,331.17,316.80,313.78,306.25,308.05,318.15,328.18,324.15,335.91,347.63,351.76,350.35,355.38,355.74,362.60,361.76,364.09,364.04,347.63,352.68,336.64,350.06,359.29,374.64,381.47,382.33,379.41,370.37,353.79,341.01,325.81,308.89,297.51,293.98
2001-04-09 22:04:41+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
