dates,nzd0554-0000,nzd0554-0001,nzd0554-0002,nzd0554-0003,nzd0554-0004,nzd0554-0005,nzd0554-0006,nzd0554-0007,nzd0554-0008,nzd0554-0009,nzd0554-0010,nzd0554-0011,nzd0554-0012,nzd0554-0013,nzd0554-0014,nzd0554-0015,nzd0554-0016,nzd0554-0017,nzd0554-0018,nzd0554-0019,nzd0554-0020,nzd0554-0021,nzd0554-0022,nzd0554-0023,nzd0554-0024,nzd0554-0025,nzd0554-0026,nzd0554-0027,nzd0554-0028,nzd0554-0029,nzd0554-0030,nzd0554-0031,nzd0554-0032,nzd0554-0033,satname
1999-07-16 22:13:35+00:00,,,,,,,,,,,,,,,,,251.61,,,,,,,,,,,,,,,,,,L7
1999-08-17 22:13:37+00:00,277.94,278.48,273.47,271.20,273.90,283.96,292.56,,,,287.30,285.79,290.37,287.54,281.18,280.22,266.27,278.23,271.37,277.88,284.32,290.67,300.97,305.40,312.03,311.26,311.05,314.56,307.55,311.87,307.86,302.24,296.05,280.49,L7
1999-11-05 22:13:40+00:00,276.74,275.00,266.40,264.98,267.66,278.73,288.45,,,,286.38,290.05,290.02,285.40,277.25,273.46,267.40,272.50,265.73,275.10,287.24,294.68,304.17,309.45,314.67,314.92,313.31,314.30,306.79,300.79,296.52,290.26,284.48,275.88,L7
1999-12-07 22:13:41+00:00,278.55,276.73,270.03,264.86,266.89,274.86,285.29,309.73,313.51,305.85,289.10,292.74,296.34,290.68,279.69,274.02,269.12,270.93,268.19,279.89,294.17,300.10,304.64,309.31,315.58,317.42,316.73,318.58,308.32,297.53,293.25,286.84,277.36,267.70,L7
1999-12-16 22:07:33+00:00,284.37,277.54,268.05,263.93,265.21,274.33,288.23,305.74,304.95,300.23,291.79,295.00,299.35,292.79,282.85,276.55,270.99,273.57,272.12,284.12,296.38,303.67,307.81,312.36,320.02,320.68,320.25,322.75,311.98,303.28,295.26,287.30,279.20,267.70,L7
2000-01-24 22:13:35+00:00,285.15,273.18,264.96,262.98,270.85,279.60,291.76,311.97,309.37,308.06,298.14,300.79,301.80,292.55,287.17,282.70,275.82,273.49,277.00,288.67,300.46,305.26,309.97,318.62,325.93,327.27,326.17,327.40,313.39,300.73,293.81,286.93,274.74,267.70,L7
2000-02-02 22:07:23+00:00,282.89,273.18,266.29,263.67,272.30,281.23,293.84,310.74,307.53,306.09,299.32,302.44,303.16,294.06,288.52,283.94,277.88,273.49,277.00,288.67,300.46,305.26,309.97,318.62,325.93,327.27,326.17,327.40,313.39,300.73,293.81,286.93,274.74,267.70,L7
2000-06-25 22:06:19+00:00,284.14,272.99,264.76,262.04,286.47,295.05,305.08,315.74,310.11,311.95,314.39,317.32,310.77,296.58,299.88,298.72,281.97,273.19,296.54,306.85,316.77,311.60,318.59,343.65,349.57,353.64,349.84,345.99,319.03,290.53,288.03,285.46,256.87,,L7
2000-09-20 22:11:14+00:00,274.12,275.36,263.45,257.99,252.15,266.71,288.45,284.27,281.87,286.27,292.60,293.08,293.32,293.02,292.17,291.76,288.35,289.84,287.95,290.64,291.98,300.17,310.00,318.96,327.85,321.22,328.47,334.48,313.37,304.27,291.27,288.73,278.21,278.56,L7
2000-10-15 22:05:07+00:00,282.80,286.02,277.04,272.02,279.44,291.73,295.76,284.27,281.87,286.27,292.60,293.08,293.32,293.02,292.17,291.76,288.35,289.84,287.95,290.64,291.98,300.17,310.00,318.96,327.85,321.22,328.47,334.48,313.37,304.27,291.27,288.73,278.21,278.56,L7
2000-12-02 22:04:57+00:00,282.80,286.02,279.19,272.35,289.56,288.20,293.54,284.27,281.87,286.27,292.60,293.08,293.32,293.02,292.17,309.47,303.49,289.84,287.95,290.64,291.98,300.17,310.00,318.96,327.85,321.22,328.47,334.48,313.37,304.27,291.27,288.73,278.21,278.56,L7
2001-01-03 22:05:00+00:00,289.98,290.76,283.95,277.30,286.51,286.63,296.39,293.51,290.90,293.25,303.97,308.07,312.31,313.90,313.73,315.92,308.77,289.84,299.47,303.19,305.78,300.17,310.00,318.96,327.85,321.22,328.47,334.48,313.37,304.27,291.27,288.73,278.21,278.56,L7
2001-01-10 22:11:15+00:00,288.06,293.88,287.93,278.09,284.55,284.17,290.59,291.43,294.02,308.05,306.62,306.42,310.36,315.79,326.10,326.29,317.19,290.17,291.79,298.53,303.78,308.07,329.72,324.71,340.82,334.47,330.49,332.09,316.94,304.27,291.27,288.09,271.13,255.16,L7
