,dates,nzd0320-0000,nzd0320-0001,nzd0320-0002,nzd0320-0003,nzd0320-0004,nzd0320-0005,nzd0320-0006,nzd0320-0007,nzd0320-0008,nzd0320-0009,nzd0320-0010,nzd0320-0011,nzd0320-0012,nzd0320-0013,nzd0320-0014,nzd0320-0015,nzd0320-0016,nzd0320-0017,nzd0320-0018,nzd0320-0019,nzd0320-0020,nzd0320-0021,nzd0320-0022,nzd0320-0023
0,1999-08-17 22:12:02+00:00,184.59887037160738,176.60337365207013,178.4738300250691,185.396015840572,189.0251875505198,187.37673734828113,159.81931176774054,,,,,172.74721310225107,173.46294169844293,161.96692757659676,148.2931781255274,142.49170553665252,151.97613916537648,142.87838192783934,,,184.9932263854095,,,166.8962337330482
1,1999-08-26 22:05:56+00:00,199.8865028962928,192.53289285201137,197.3564418788032,196.82482283976623,183.75957231710404,184.02602378504162,184.8113991584645,177.58997532244973,170.34817302391266,169.01068450871855,177.49100707344428,182.20202368352162,181.58174129074337,179.217863835865,156.22883795442687,148.0951725633671,151.25581817211867,146.99294289177203,176.04613886494707,199.58066905343733,201.45040214320255,,163.6117813898511,182.49012402141875
2,1999-09-27 22:06:00+00:00,190.63750162305496,181.54831412824308,177.34614427522544,181.26048682063322,188.76651350180336,193.0437476321246,151.17630208282077,148.64303107045123,153.45767594728517,164.1148687370063,166.27015243026364,166.91067367558668,170.73164394668348,168.39483934585778,149.76119860410435,135.58084352946486,139.24588014135955,131.5383693328958,156.99762761686208,188.40260397601944,192.41977022025904,,147.45334260245443,167.36026008371837
3,1999-10-13 22:06:00+00:00,189.7177714254293,183.88496515328112,180.72366810313005,185.57675710759307,194.81483339469614,201.32157533012312,,,164.0627935151437,172.55038828202663,166.28554399998416,167.85946903345163,169.727711625068,167.34690523410669,151.8727995626462,147.95052725432885,150.29976607242358,140.65258092304762,,208.22512652310317,201.82373860615428,,146.32593748619493,170.30292385169042
4,1999-11-21 22:12:00+00:00,187.88581609120052,175.60846771900754,182.55216267661933,183.4574249231216,180.77529590772866,168.04114873060362,151.21490691010345,149.8462552772891,154.1834074126711,164.5175389873712,174.5359537749157,172.91078437965407,176.40119405192848,172.1978409214065,152.13083895481003,149.1129641522644,149.75129681036532,143.9012776039697,179.20628679697276,,189.19664030980198,,156.82050782927735,166.27719902917855
5,1999-12-16 22:05:57+00:00,166.00995314669763,162.95729422379796,158.69262581608166,174.43620229843737,187.55808869438786,179.70346871236723,,,,,,,,174.9201693413442,141.31643503347527,,,,,188.40667534921337,,,,
6,2000-02-18 22:05:41+00:00,176.2594147373043,171.06619284957856,178.59933414858165,185.86280376476424,192.27095951443687,201.72806115858123,185.7639847577987,137.41015940266345,139.8957964886867,171.32688973187066,169.04588339132624,173.05801727527964,175.2405736504298,178.3796965534668,153.14775189868544,150.68684271970068,148.47604701651034,147.20721861510398,186.87693994492707,,189.9539007907077,,158.65563292383933,175.00020632135946
7,2000-02-25 22:11:49+00:00,181.92468300184066,171.9202055604266,173.3314200574842,180.55241931206757,191.0898058282677,,,,,,,,,,,,,,,202.67941394638493,,,,
8,2000-03-05 22:05:36+00:00,170.96643102663177,160.59396498306018,164.86571582962688,170.98581082736797,180.56391054037857,181.34168989914485,152.80517887839693,127.80115913971005,132.72635568272946,154.53704919153597,164.28682675588522,167.78637433740533,167.80307469073918,160.95852740826362,141.71283609116728,136.32556044045515,139.87494778886835,137.92076982204688,171.50313621525066,,181.8508137346986,151.74922240563595,151.12945893542525,170.80009067833038
9,2000-03-21 22:05:37+00:00,165.14454989022542,162.38109084033644,166.6230086455848,174.22493724649902,182.4231224612948,184.47084039203378,191.26487975342027,,155.45409049323294,155.5785845481416,153.98527289408065,160.48491803290997,162.68145923422665,156.46306219770412,137.50582501381018,127.61819622981632,133.5226900736236,130.91800813836582,159.786372309373,,182.04196048605402,164.06396147067323,155.20747183744186,161.02286565469933
