,dates,nzd0320-0000,nzd0320-0001,nzd0320-0002,nzd0320-0003,nzd0320-0004,nzd0320-0005,nzd0320-0006,nzd0320-0007,nzd0320-0008,nzd0320-0009,nzd0320-0010,nzd0320-0011,nzd0320-0012,nzd0320-0013,nzd0320-0014,nzd0320-0015,nzd0320-0016,nzd0320-0017,nzd0320-0018,nzd0320-0019,nzd0320-0020,nzd0320-0021,nzd0320-0022,nzd0320-0023
0,1999-08-17 22:12:02+00:00,195.6945116642999,185.23331687971987,188.8297618982488,196.49165713326454,199.3811194236995,199.3258895096423,179.23668402995247,,,,,190.00709955755053,187.5846669800516,174.91184241807136,159.38881941821992,158.02560334642206,167.51003697514602,157.000107209448,,,204.41059864762144,,,189.08751631843325
1,1999-08-26 22:05:56+00:00,180.31917710080253,177.31386167774116,179.09360446967895,177.25749704427596,165.4967349079798,162.95351908220596,150.56857901635652,150.19571920876336,139.91011067537227,134.76786436661058,143.2481869313363,151.76396133498122,156.67787209648304,156.38931707445968,136.6615121589366,120.70091644968073,123.8615620584323,122.0890736975117,130.38904534213646,160.4460174624568,167.20758200109458,,124.47712979887058,143.35547243043823
2,1999-09-27 22:06:00+00:00,177.59142867799312,171.4013685043061,165.16980952650107,168.21441387557138,176.590178753079,178.9941306143657,128.34567442896258,130.37852894736466,133.16378469941122,141.28424108314812,143.43952477640545,146.61678242771274,154.12755110751388,153.17442090995232,136.7151256590425,117.3163414063783,120.98137801827299,114.9342764937262,126.55679074505115,162.3104580858958,169.58914256640085,,121.36119671233078,141.26811419359473
3,1999-10-13 22:06:00+00:00,188.09774836206307,182.6249472151074,179.21164657732157,183.95673404422683,193.30281186888766,199.57693510803642,,,161.54275763879625,169.71534792113573,163.45050363909326,165.33943315710417,167.66586408987462,165.4568783268461,150.25277649927997,145.68249496561614,148.03173378371088,138.59073338785424,,204.98508039637073,198.98869824526338,,143.0858913594625,167.06287772495799
4,1999-11-21 22:12:00+00:00,169.67286971325507,161.44284275838328,165.55341272387022,165.24447854517615,163.77654595497955,148.42720647743158,119.34225074869887,124.34813034816543,125.85215749142259,132.64488282596665,142.66329761351113,144.57953445840556,153.22108047999788,150.94940348047012,133.91789257686457,123.61483922314073,124.25317188124166,120.7211640320391,136.7094119151,,157.32398414839741,,120.3946150733864,129.8513062732876
5,1999-12-16 22:05:57+00:00,178.40728282573696,172.59966175193966,170.2634668498517,186.8335319774767,199.1289297281579,193.05443913594806,,,,,,,,189.38372063355678,153.7137647125146,,,,,213.20133470729206,,,,
6,2000-02-18 22:05:41+00:00,152.84734162482368,152.8568026509825,156.7480659102664,162.45073065228362,170.41969127612163,176.51505934514057,144.79285681095763,104.63325704519059,103.47701609149462,130.35576178502959,128.07475544448516,136.63923687808756,145.44338968909085,151.06561125557275,129.73567878620483,117.90994036222781,115.69914465903747,117.41003465376501,132.24876934913897,,148.98277284386663,,111.83148669887811,128.17606009639823
7,2000-02-25 22:11:49+00:00,192.47561733542165,180.1264878198785,183.17895876882645,191.10335364564855,200.93734453960997,,,,,,,,,,,,,,,223.7812826135469,,,,
8,2000-03-05 22:05:36+00:00,150.64917681673435,144.79165615313997,145.90294523372262,150.66855661747056,161.6011399444743,159.4615699807938,117.24998401107645,99.35700324585366,101.12173802288903,118.98185432421549,128.73163188856472,136.1817566775649,141.94475115086973,137.2550641633833,121.39558188126986,107.88140454659876,111.43079189501196,112.06244628217743,124.09620972549001,,146.2956188673781,94.86091061792317,110.49495051563042,130.16558225853555
9,2000-03-21 22:05:37+00:00,149.54100928690173,150.24500370441802,152.05970408248268,158.62139664317533,167.8598178981927,167.66702743460826,163.95868369760382,,131.18191622139608,128.27238849232515,126.6790768382642,136.2127437610731,142.82240755726923,138.25893149382648,121.90228441048649,105.77323938516315,111.67773322897044,111.0589564614084,123.37811090161773,,154.73576443023757,120.3740477813669,124.00039063079447,129.81578444805194
