,dates,per0067-0000,per0067-0001,per0067-0002,per0067-0003,per0067-0004,per0067-0005,per0067-0006,per0067-0007,per0067-0008,per0067-0009,per0067-0010,per0067-0011,per0067-0012,per0067-0013,per0067-0014,per0067-0015,per0067-0016,per0067-0017,per0067-0018,per0067-0019,per0067-0020,per0067-0021,per0067-0022,per0067-0023,per0067-0024
0,1985-09-28 14:57:26+00:00,247.6942235947444,245.3208023637188,242.00500815271272,250.6804495748776,260.23844155541275,264.8742293013096,263.9692484915156,257.63043664897174,256.34717345879193,247.27989368660482,238.8279773774278,234.8115138699371,228.79681740115362,226.11108961390136,210.98604337231342,,196.31550309053233,194.63621621988696,181.07354676370096,181.4180801768592,176.1108219357847,184.46181259931956,196.7928025948068,190.51093249757764,190.44190763512992
1,1986-02-19 14:54:53+00:00,269.34437468049185,272.51136764039666,278.40242786085105,277.5782704642274,283.74391188358123,288.07500571597444,284.1065522844819,279.93453405828814,279.8630591046044,273.58158392691394,270.18911595793685,263.7713260281192,258.7739204991586,259.24910954372683,252.38467198466063,242.5353359777801,232.31336826330775,221.82872746080466,218.68742468007295,219.8825910061861,217.91630947900333,221.17368650760304,222.30839293303606,205.1930344348147,199.73413878661222
2,1986-03-07 14:54:31+00:00,263.243130639877,257.23468725290206,267.2237083765374,266.8375167514792,272.3742812559113,270.8332646494267,259.668010110767,244.7222320501457,,254.78147081524168,259.14961244484607,259.03035202108754,254.40699021407352,235.8236677532351,237.91765460469634,215.45825384754406,,,,,,214.3378437555269,221.65625477989477,198.98341267231405,197.1671700228125
3,1986-04-24 14:53:30+00:00,266.2402901420472,267.04333077357944,267.0434434788137,272.9008704357623,276.8724654134576,276.62203371085906,275.49643192269735,269.44574629851206,271.8940054855398,265.8627543616481,261.7707745578576,264.815612507396,254.2032550953112,249.31356173925516,235.79748322134367,225.36254381494516,226.5279193058716,222.51890725560537,214.3024073359196,212.47660871335995,211.21175317976795,199.2190349127299,212.06735952062573,208.73469895818712,209.9508439953731
4,1986-09-15 14:48:50+00:00,248.45305507371793,254.96137927908808,255.845031224101,263.8499740032948,270.73404076286363,275.78897666549733,275.74046576796314,268.03541111199837,268.44465375673946,260.2879874720855,258.2687531936553,256.80849344169184,252.9954780511027,253.6662617572135,238.66252923941136,227.64326701980028,225.10966851574875,221.76117263362576,224.84034160148806,225.2334530864612,216.9278725194512,212.37446106566986,217.72934016682146,212.88193757143443,209.03272005543857
5,1986-12-20 14:47:14+00:00,250.0062666472419,252.35681430843906,252.58480372871006,257.80691465787663,262.6009784901954,273.5396591366838,267.3839681954821,269.0042441124872,275.51133638584474,272.981021774217,268.9893034597964,265.972888555561,261.2407700643532,257.6961789918833,245.67075279443935,243.6410063115204,237.13363364173188,235.49803891211502,233.7001144649886,226.03929336858852,226.39927985590805,229.19389966003033,232.87687243398915,224.17417513380704,215.59629159527643
6,1987-03-26 14:50:34+00:00,274.59185799921994,280.77894755178374,280.73895236905395,283.587948395246,283.54185657411244,287.49897570779,288.40587136767135,285.0697536253633,290.90789512856065,285.97031560776446,279.7202902365175,274.2480053761862,265.18333223135505,259.0646557127873,257.40428209387994,250.3902675705377,248.92957664746262,244.07698660347828,244.90165710669962,240.8221031339793,237.62002294430891,236.24229016708267,235.650343973621,219.87804778040626,210.87690661794463
7,1991-04-22 14:50:18+00:00,173.62506453026816,161.3381266611077,164.09436816606961,163.19914135780138,169.46647405074586,171.66061929690906,,171.89767987445018,185.6743488425765,184.27804760974308,179.2057296723744,178.07727014295762,,165.75469680215357,,162.58274347599527,163.61980799913755,,,,,,,,
8,1991-07-11 14:51:29+00:00,145.89038166888744,135.1387155538965,138.9296666309078,133.39595877469796,135.05751042836732,142.76445723140495,,157.99721921065088,160.09818064881983,,164.864519303115,139.6243370565034,,137.55276829440248,,125.34289200880926,138.40243288986204,,,,,,,,
9,1991-11-16 14:52:30+00:00,173.69894730751918,174.72809692483457,167.76572970285298,163.99611603450631,170.42033483845518,161.77401936509884,165.76885319868907,170.97126499601234,178.73334597422124,179.57184825630648,179.52739222241405,178.30105094656932,173.99489339260364,169.40373611699704,162.4288390851958,159.73753300819646,159.07559484518362,157.20189264959484,153.9537940703492,151.97868372807037,156.6213547091159,170.50674018477812,175.9045407178395,175.45874083234628,168.8953846916774
