,dates,mex0491-0000,mex0491-0001,mex0491-0002,mex0491-0003,mex0491-0004,mex0491-0005,mex0491-0006,mex0491-0007,mex0491-0008,mex0491-0009,mex0491-0010,mex0491-0011,mex0491-0012,mex0491-0013,mex0491-0014,mex0491-0015,mex0491-0016,mex0491-0017,mex0491-0018,mex0491-0019,mex0491-0020,mex0491-0021,mex0491-0022,mex0491-0023,mex0491-0024,mex0491-0025,mex0491-0026,mex0491-0027,mex0491-0028,mex0491-0029,mex0491-0030,mex0491-0031,mex0491-0032,mex0491-0033,mex0491-0034,mex0491-0035,mex0491-0036,mex0491-0037,mex0491-0038,mex0491-0039,mex0491-0040,mex0491-0041,mex0491-0042,mex0491-0043,mex0491-0044,mex0491-0045,mex0491-0046,mex0491-0047,mex0491-0048,mex0491-0049,mex0491-0050,mex0491-0051,mex0491-0052,mex0491-0053,mex0491-0054,mex0491-0055,mex0491-0056,mex0491-0057,mex0491-0058,mex0491-0059,mex0491-0060,mex0491-0061,mex0491-0062,mex0491-0063,mex0491-0064,mex0491-0065,mex0491-0066,mex0491-0067,mex0491-0068,mex0491-0069,mex0491-0070,mex0491-0071,mex0491-0072,mex0491-0073,mex0491-0074,mex0491-0075,mex0491-0076,mex0491-0077,mex0491-0078,mex0491-0079,mex0491-0080,mex0491-0081,mex0491-0082
0,1986-04-21 17:30:52+00:00,230.3307982801716,226.66181185342396,222.19386053694683,225.19873078902575,228.98957462504748,224.03247877026334,222.75664437470013,229.37847490293203,229.56810492231415,234.11827120078303,236.51413464810307,240.9105328577702,240.93966114139286,239.06564374749584,238.7738415266972,240.55240513192481,244.75030617408666,246.07097457100116,252.25856839071648,249.65887303138916,248.23621897443346,247.34610431839786,250.81405955294838,252.12116924087078,254.59487544929513,253.43540784836716,255.58349015088362,257.25615232879835,254.20302780800034,256.0825602610111,254.71613595710068,257.7327765924758,256.1881381687992,256.53353037778953,255.11238550895,254.46321593911694,248.16265737842124,249.19980698145784,256.40190746163404,258.4290891399613,259.6959966295087,255.635920520158,252.56402352429348,250.6216425022436,247.74215586952678,249.73884862991068,254.188462347154,257.2615752780986,257.8926871641312,257.7156992209982,254.20275749641226,252.49555687861357,256.77267674997756,258.33725645752753,268.63463407374326,274.67880957307113,266.45290151092075,263.1871542898739,264.2481279869154,268.3230226820335,273.14283239607954,277.81521719187407,273.106351110277,268.5131859146059,264.417784708825,258.93740666930626,252.44971675571747,249.93952417846418,242.79434698473642,241.4630622752505,237.4033506772252,239.13296541325727,236.64503529727455,233.53684708157297,223.78445614601324,218.79548356619182,213.79936291782963,218.07789488113562,214.81526479128613,222.88057617210413,228.72332530269324,212.0752173445143,211.48408644068843
1,1987-06-27 17:30:26+00:00,219.1201390766892,215.22448751009716,220.35723588130688,224.941357793953,222.48426767713477,223.05436801716448,224.9924153471684,229.49667602805178,235.128655608978,227.26134152637553,228.1787517165924,237.73683242030438,237.0855940329937,235.32498968466265,235.84694248725324,238.4839747001269,237.50160749519836,237.60952708691732,243.59461111721626,247.26671275982224,241.59234655688851,235.24758122502828,236.79485417738337,244.26412098807032,243.20082180889395,241.8672647100917,241.32284629950033,246.14575082138538,231.4912326377282,240.77995812549952,244.42454001509816,240.4969209569919,247.67391045624908,241.4887056142614,245.3107915661371,243.41419674106314,239.51226982472267,246.31156426604184,243.74128200215299,243.64650010359648,248.1453482721187,247.7154289910077,238.82527345608563,242.82016547945565,236.3429372157252,245.91866416273842,240.79316884664408,242.09760125708047,249.04236728604795,247.5833555502503,244.08820445101617,244.59154780280775,244.32709321522694,250.57509946744273,259.1732293304696,256.6645374464207,255.56186426338704,248.93592143204413,249.74618253587917,258.9001359263336,259.82251680736414,267.6694740139629,268.3788360992256,258.9894005783856,255.0412589606478,252.83075152632253,251.40781200028445,244.56980408052812,238.0028770928496,242.6799658287526,243.7521772245676,240.22122961293226,242.04588291936122,240.37200074842096,226.83518836670967,220.6283470395741,223.35826488244695,225.2435960731121,220.0142641907063,222.13753629721649,233.21820667204085,222.1103440225708,217.28861519090714
2,1987-07-13 17:30:44+00:00,221.05065162113291,222.48236641309904,232.63118751549035,232.1083460066527,231.43350702566983,224.97152287819176,225.23802666510443,235.02869351209625,229.49807436207527,230.0207864983618,225.90783356420917,237.50137577970648,232.69408056878555,239.3336811372915,234.01464508134248,240.22506593584166,236.08097876417932,238.78603425491494,244.06948989364864,246.31350488469346,241.03328163228696,238.09651912159757,242.0145149029747,245.0276666683404,247.27393893163037,244.77925065379426,251.15286998512937,242.6287533385504,244.37007560704222,248.1710965025844,248.77874420700786,247.82383493699555,252.3790646065608,255.83171731384596,249.77376406427234,247.83733519411743,251.2888484903416,245.71560389367843,244.02079533337036,247.73446370188196,252.8751588900405,249.62704676194392,249.95828968813126,241.91452960159154,245.45881962536902,243.949593101032,248.22695737759682,250.9731473937822,256.919497520772,252.86512903909082,250.90542973263277,253.67256662260053,249.13512148251635,253.9433657413529,259.8276133552537,263.7438266509271,263.00465532271664,264.15390691617273,254.6762336682564,257.1852639487105,264.57333789992225,271.16052026141045,273.43867699243515,266.2851700522339,258.2384252940184,257.9539587784768,250.54565209678407,249.50216948917407,247.76818529610176,249.8647069538072,248.55320172328604,245.92585474814715,245.99560926500607,247.54497402091013,238.0975769685228,234.15608695660234,227.7600064707796,225.6594326523868,224.79415422280385,229.88408433989918,236.46457042240863,225.17797699659792,228.1338286254637
3,1990-05-02 17:25:42+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,265.83392983357106,269.5656781428224,266.7914128387049,,262.12517401828137,266.719905935829,267.5385215058419,265.9811962134329,269.16856953678456,270.3538058535484,269.80985254104513,262.134368816655,266.43206825257903,265.13213480689706,268.144318410342,268.5963415815601,267.9626480948767,256.98445368889435,258.3017618862784,259.06596987778175,260.10843728129794,261.19025863660227,263.9325018519238,271.7430837788188,268.7398550928909,260.86119292401116,260.2143419613723,256.9966464273412,265.6098741174547,274.09308059087954,276.4805864159563,278.6832645757434,276.71031201394715,,,,,293.8428842276149,279.0785539052346,269.5873389014162,266.7789682030274,260.82688263924865,263.4916985897515,259.4097215815014,263.31707672951137,261.8595884945503,259.59037574170327,257.2081768798888,249.08085049980718,243.02145719769058,237.35140063022556,234.2412022506507,237.43727862685355,236.11583926751172,232.68159234707107,237.37362870247756,227.04039792429927,227.69328865002026
4,1991-04-03 17:27:15+00:00,237.80903379427218,236.72245535565926,240.05029118461687,239.1516907012059,245.44453129817623,245.75708285243468,246.8730081041315,252.8749706764519,252.68780204480615,251.69010111658997,245.98327612772272,254.11289717894854,249.73077418233524,250.36284756863057,247.57766949310025,252.81419916143315,251.9449273839118,261.66066558208337,260.97848669516367,259.00414578500346,254.93726750890377,246.8095263677342,249.80354382899296,251.3327255797111,259.23269568599227,256.41605772417483,262.12977622007435,253.71756452042877,255.96283710985705,249.4538069238641,254.6373437170305,258.01008084396295,257.8684629855226,260.27007043685217,262.6687599093786,257.27473320041145,253.8067322982695,257.7981254449748,255.9933153446796,260.4444279096388,263.8110066815645,260.3255179438516,254.16891131363366,253.47604563073668,253.6570368245322,250.7295146733898,253.64487936367786,258.1987363663148,262.6770529146518,255.01772279105558,258.2619836968857,256.49558435508624,257.78631668156123,262.5363812652675,269.28777053924136,277.0362746857105,269.9230112357148,268.070747091939,269.5510373785006,272.20401009674396,281.1261731150476,285.92429267249116,287.8949526703046,278.4715809650017,274.5502139337043,267.28687404071877,256.54039039557614,256.55469532319955,258.78170457886904,263.1292522238957,261.55638447925446,259.9243629861442,255.5980770454127,254.88825606348513,244.06174240659567,240.2958768916432,238.13316518412825,239.17549744213582,238.65487922510545,239.89805493242082,241.67608400294793,225.25328298677746,221.51292116813775
5,1992-08-27 17:27:58+00:00,209.93497562038752,194.98219044241137,,200.97199736042597,197.2912237631753,195.71315742974213,199.23564059856648,,,,,,,,,,,,,,,,,,,,,218.7720269308222,,,213.59958334203046,215.7472246663068,215.8260418359189,212.6772495808488,220.81334443060902,221.13757937409406,218.24570292862444,217.04083605661918,218.72952484079417,224.00386948542115,223.84796677834183,,219.2900137794027,218.48322102748298,214.7241392364198,213.1102967921357,216.97796176005116,219.30220571281635,224.96581070781977,222.8638041934737,,,,,,,,,,,237.33071208206903,,,,,,224.10300808226023,223.44396576387155,224.08099671507082,224.5534475920523,220.81271667567754,214.06152731659785,214.03774677056262,221.3739207230806,,198.7673896966233,206.69862272844534,212.27648530200045,207.42136936856187,210.0039279485188,216.99190765600224,208.90312142624217,209.8594020702969
6,1993-02-03 17:27:27+00:00,213.7461766513539,208.25496473382097,218.08998507097172,216.3463499487785,218.92587483974208,218.5497455433492,213.29032933179823,223.2313652528575,227.93638215268817,229.8304764145809,234.8607358280965,238.06186188016585,242.1075874940764,238.25778451447218,240.80134397528815,237.79428091736875,243.1234197877016,239.97400922904174,246.7124670201272,244.91975011941855,244.70732830961444,238.12827160752363,242.42921217733704,240.52543827661387,239.30285246234115,247.64212555744393,246.8899887549048,245.99006938281744,242.727178767923,245.32454670209788,241.26036631473397,244.6207355737072,232.48227102777835,229.26457495428258,233.57018477892504,233.37542899705593,236.2410161738869,232.9254518602793,239.6004256141069,245.9782497712305,243.29488391019808,251.80689169278028,240.85765370265102,246.79692206761197,239.31859972154018,242.26716556148625,244.25781606172487,247.7646462649786,247.84681634625292,250.38771502081002,251.25708168729525,247.27117217750936,251.37198656557436,254.1255356086224,264.20737366294225,262.9691800181552,257.3131087136033,257.6782609469408,257.8209084769262,262.86557369727194,262.0148456224141,274.59759803906803,278.55863425900804,270.4120425492611,266.61593426949685,260.69115161454897,257.4406508788438,243.35871787604495,238.9599636071835,241.75976971205156,247.29456699609128,240.8699258211337,240.8161005513926,240.60052288909247,239.608133444203,225.91033041699905,224.45585875184221,228.60118552519614,228.62105143934232,229.2610401764222,237.86493310186268,219.3854137207613,214.95635423222095
7,1993-03-07 17:27:44+00:00,217.8879501907482,213.19843176182064,214.80579415739555,217.49093748696265,220.9017444486654,214.7640996855946,219.5937652278801,219.851174913566,222.26151884545544,218.42393645154465,225.38593694365386,224.48679398130926,228.8167550473435,226.33268100025077,228.94877885049826,232.5292331981391,233.5350276255842,241.11912140764892,239.7953956591596,243.5897964796542,233.86897715531273,235.4887864437291,232.51840892702447,239.11753026226768,235.9901108454195,239.37454186692315,237.84467127729494,235.82670363836186,233.04480175361059,235.86677223336824,240.34383737911776,239.7536745424046,239.38765420169946,239.37788629632533,242.57953142355848,241.01937546811607,239.8762408606078,235.36841310825648,240.47615990352296,241.0218243534002,243.5088094285021,244.14861184140756,244.56243863447065,240.02034126879798,232.82766164634003,235.3267728536964,239.00824435018174,244.23400890676527,244.0895442194298,248.40301832412118,234.65768929947993,229.34154801856175,239.98038022889145,240.5490561695585,245.3454956986564,249.16802179144622,248.0305351747002,255.45782835887294,252.16649021344946,257.24376781910297,260.63968728509246,270.518091426908,269.7821607768338,265.5263981006066,243.93971346462433,244.3675598552426,235.49504663276775,237.21531528916054,231.66271704766967,235.42637976240894,233.30781561924957,230.68699391044086,232.66085587323997,233.00836875139083,225.28999467344306,217.42720335863044,221.26190672589493,224.9718765950837,220.3281612095629,219.3405476239005,226.53117073515128,217.48739682152654,214.5568087220414
8,1993-04-08 17:27:52+00:00,210.68578680622664,222.83058383294747,219.38623435017382,226.31133510744073,225.63656178064093,227.91892347082387,224.97435828964012,228.80657607888745,226.30819310111136,231.20521637429573,231.93183044735363,240.10723219245557,236.91865977750177,238.69993001694814,235.56213796215252,239.31660477831747,243.32119269203864,245.88906857988312,251.6015733491615,250.1006014769915,251.08215962273255,237.56057527070953,245.54824099215529,246.29453878075012,251.54900293519617,247.17182329397335,252.1390541124663,253.11548006603888,246.04462969068126,244.3203068053067,245.07091903036883,247.89036747872703,246.6570714549321,251.16108471829676,253.46865345504108,253.69045061499364,255.78338906745182,256.59074772729974,244.85217749510366,241.7341055962017,243.29483237029987,251.53468101408825,237.5397145586215,237.2386388152236,232.07080719941158,236.29207167337833,239.5379195578262,247.33313356812613,245.7490066652497,250.3128168459019,242.0960590547685,245.9286779309472,246.33606175654387,254.31330914738734,255.8562781823334,264.12351833999435,266.12428480060004,257.07614234207074,255.0613479870625,252.776563005406,257.4770801400536,273.0912841490069,266.68040994883035,262.1863730078603,258.0729077979389,252.79491759788215,255.2914796742685,242.5600809887279,241.90391231888572,237.17813962071398,242.89081143964546,242.59869516595657,237.00490107576186,246.35351596901643,237.64786706753867,233.90109369177165,225.3454552526886,226.31007073409629,227.35579658250143,229.02333252500452,235.95489207861343,223.08668354037457,221.883452259305
9,1993-05-10 17:28:04+00:00,207.97035000288986,208.52598778403652,210.39422550009127,211.97735354455065,209.42991185220103,210.5406340325652,207.40011916110518,207.7500888668273,212.4437843842898,216.10494885308688,220.39526539482893,219.04489969593766,227.55692323903085,222.1185603222714,223.4693252749285,224.49078542200502,227.055653420296,228.34533289904905,231.51293239867536,238.94011868396308,231.92608614872822,230.31620638040366,231.2499793624707,237.0339980049086,236.13034859313828,241.5414001405409,238.5041488237778,242.8394362496391,229.40605775351963,236.2327652490344,233.32489813433202,240.42394513026466,238.14953800234073,240.29677912678392,243.92580667619492,240.72947852730283,246.2647507880591,238.1929320633205,244.6974650596573,242.65771497152835,249.16328378689497,242.93332417588746,,,240.02640419041848,238.55300163107606,239.5210382377583,244.98099116217966,248.2584279313709,248.57498653656262,241.75316943552343,243.56940271861689,237.97864659651444,240.82936690380595,254.16491808777806,252.12224873660483,251.2837709511107,251.9782302553568,249.57088107811228,255.72536221367912,258.370452074004,267.94896602793125,263.15841194337634,254.57432709839694,244.0673876613735,233.93594996742613,226.6604881748914,225.38694674509907,231.02518084701714,222.85979697323788,220.66555854601683,216.14076127651765,216.4497969127936,208.44399686744765,199.92917486489395,196.73698881901706,202.76094101122376,215.08608380937991,219.3640958592282,220.81019172764877,216.65655265988667,202.97162983424863,205.81532288234422
