,dates,per0112-0000,per0112-0001,per0112-0002,per0112-0003,per0112-0004,per0112-0005,per0112-0006,per0112-0007,per0112-0008,per0112-0009,per0112-0010,per0112-0011,per0112-0012,per0112-0013,per0112-0014,per0112-0015,per0112-0016,per0112-0017,per0112-0018,per0112-0019,per0112-0020,per0112-0021,per0112-0022,per0112-0023,per0112-0024,per0112-0025,per0112-0026,per0112-0027,per0112-0028,per0112-0029,per0112-0030,per0112-0031,per0112-0032,per0112-0033,per0112-0034,per0112-0035,per0112-0036,per0112-0037,per0112-0038,per0112-0039,per0112-0040,per0112-0041,per0112-0042,per0112-0043,per0112-0044,per0112-0045,per0112-0046,per0112-0047,per0112-0048,per0112-0049,per0112-0050,per0112-0051,per0112-0052,per0112-0053,per0112-0054,per0112-0055,per0112-0056,per0112-0057,per0112-0058,per0112-0059,per0112-0060,per0112-0061,per0112-0062,per0112-0063,per0112-0064,per0112-0065,per0112-0066,per0112-0067,per0112-0068,per0112-0069,per0112-0070,per0112-0071,per0112-0072,per0112-0073,per0112-0074,per0112-0075,per0112-0076,per0112-0077,per0112-0078,per0112-0079,per0112-0080,per0112-0081,per0112-0082,per0112-0083,per0112-0084,per0112-0085
0,1984-05-06 14:44:03+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.83538615400374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1985-03-22 14:47:32+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.174859398751458,16.267540441343467,21.668948672366653,,,,,,,,,,,,,,,63.97309092628025,72.7530357401265,,,,,,,
2,1986-04-10 14:42:40+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.146022987572461,,,,,36.21168754109678,33.54047303287551,23.114685633860198,46.73891069258582,31.78569391349215,23.63487696652948,17.83015324063297,40.825543258714255,39.39510283284382,38.123616466728066,55.47507090670353,52.09206943003585,51.141787909301144,54.514771803378565,57.17257292499314,77.59739109999845
3,1986-04-26 14:41:53+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1986-09-01 14:37:43+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1986-12-06 14:35:14+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.79958785116071,28.950186600859976,26.765085331468462,45.56797569597044,11.899269925149433,15.337079606986466,14.651946548519774,13.99751068529836,29.93935687608863,23.25357946570852,20.94235963301091,32.96782818864585,43.846312499524146,50.97399232489154,59.74803360984766,76.18952336433306
6,1987-01-23 14:36:40+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1987-04-13 14:39:36+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.75213980426844,,,232.26825219210284,,,,,,,,,,,,,,,,,,,,,,,,,71.15257594084076,36.47310791327844,37.148787019465374,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1987-04-29 14:40:06+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.25974490353238,,,,,,,,,,,,,,109.23840970604232,,,,,,,,40.030119453225915,,,,,,,,,,,,,,,,,,,,,,
9,1987-05-15 14:40:33+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1987-06-16 14:41:19+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1987-07-02 14:41:39+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625002922634579,15.901361919066584,22.24671136489261,52.28471746439119,76.89011619228694
12,1987-08-19 14:42:53+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1987-09-20 14:43:42+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.935735394257613,21.658644295094657,19.05624621866898,44.118915446515416,10.89184640801647,10.996827985275136,16.462451380935228,27.616392493238557,42.222629858977925,33.142731404208476,22.837499641441667,39.18941589848864,54.438238623237936,50.58984270227215,56.09614188224424,77.44558269440715
14,1987-11-23 14:45:21+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.057948232083957,11.269593534447399,13.476752345468796,41.45504824399728,6.30759752552917,16.077511806897988,17.296906994534744,17.74864395013291,28.216893596039355,35.30797826180203,41.14535142626522,45.22531951131046,31.139786910806023,28.49007443745887,47.03071826874589,78.8921858794636
15,1987-12-09 14:45:10+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1988-03-14 14:46:39+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.40343190450065,24.201416824116066,21.990876826694336,26.656168081903818,14.672043528371457,34.17957062166882,66.77734666233417
17,1988-03-30 14:46:46+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8055183731897,22.425250553252553,27.0642135947916,36.68643061478738,16.056517537965814,32.4833806977263,33.98639562556525,24.02985034510712,28.646223496383897,28.37414914153398,44.90263078119895,56.576897122474996,53.535172677267376,87.1432045339759,77.30479866129707,86.69901599971163
