,dates,per0014-0000,per0014-0001,per0014-0002,per0014-0003,per0014-0004,per0014-0005,per0014-0006,per0014-0007,per0014-0008,per0014-0009,per0014-0010,per0014-0011,per0014-0012,per0014-0013,per0014-0014,per0014-0015,per0014-0016,per0014-0017,per0014-0018,per0014-0019,per0014-0020,per0014-0021,per0014-0022,per0014-0023,per0014-0024,per0014-0025,per0014-0026,per0014-0027,per0014-0028,per0014-0029,per0014-0030,per0014-0031,per0014-0032,per0014-0033,per0014-0034,per0014-0035,per0014-0036,per0014-0037,per0014-0038,per0014-0039,per0014-0040,per0014-0041,per0014-0042,per0014-0043,per0014-0044,per0014-0045,per0014-0046,per0014-0047,per0014-0048,per0014-0049,per0014-0050,per0014-0051,per0014-0052,per0014-0053,per0014-0054,per0014-0055,per0014-0056,per0014-0057,per0014-0058,per0014-0059,per0014-0060,per0014-0061,per0014-0062,per0014-0063,per0014-0064
0,1985-09-03 15:03:06+00:00,149.99133076094316,143.57080230407055,141.06549828720094,128.8384804787188,132.15820174892923,144.85473837883538,154.8419732669136,161.91450167980025,152.8929194337242,139.60177998814663,134.53582463579934,131.99667647173578,129.16251826304662,133.8551218884098,132.9379568799765,133.0981555045262,136.69469969811732,140.5937023366541,141.120265570808,148.27306946480533,155.93496627438827,159.5543226572138,163.1088313675556,172.75325557786823,179.63171613252817,184.758055845181,190.3812682708246,200.52965961917886,208.3863303904016,213.13199537844685,216.14368086130844,220.95118707515425,230.77534729321675,245.70632950836975,254.66204282812114,,260.97171979819944,259.81396881063245,255.8085965953008,237.19681710264067,234.21149309162436,235.02434670073922,241.6768666558569,245.0910099693251,253.2157419528345,258.0327477466347,251.17991996219976,248.40807956798713,249.42523280078788,224.08710696935333,206.56296336718927,196.45293193173936,196.41496801670525,200.1360927270077,194.89151667513195,190.55582169908058,178.37570515720085,177.11993628381174,183.42283636386088,177.453994454593,191.30299657813492,207.53126425706157,212.07445332930507,227.4026888886316,233.75863504035522
1,1985-10-05 15:02:44+00:00,148.04888009145378,142.913015686591,133.03969568321222,129.3408180907526,131.3717381742644,140.36215433759733,150.06144397600343,154.03644543580722,145.37674254805148,134.9484545119737,125.01220452553927,124.32260249969731,126.0328448125132,129.54285932745796,125.10984572321017,129.87235572599766,132.0023811568296,137.96205793470554,142.03354060904317,145.22840918840515,150.8566636324944,163.52840318740982,165.16791447124268,176.50462568929598,183.23267376617923,183.52189333882933,194.64352300479362,204.02335403483278,211.56501931024005,210.95619450737544,212.93598839170093,217.12668104930017,229.6953785657157,241.38039112968843,250.36878824124307,,,,,,,,,,256.9564349580586,262.516363101729,257.03393341102054,251.98197538478823,254.40496584494502,228.05712309135953,212.55695607227938,203.45804269339476,202.81185029235007,206.2849958053077,200.58105529504297,199.80104249305836,181.80961853392284,178.80228583453078,189.73305501191606,187.13041256572885,200.17417068520112,212.35038847484634,213.75071818430453,226.26570205809995,233.59649569571957
2,1985-12-08 15:01:45+00:00,,,,,,,,,,,,,,,,,99.62143645496317,,,,,,,,,,,,178.72018801204314,193.22093111182426,205.55781942718062,213.94971141070747,221.1651029603439,217.57698990080627,,,,,,,,,,232.24842592155215,246.7282015600458,251.2432989420936,239.83114774378984,230.13053099050393,220.9894033134285,201.9221131423319,187.85913003844,182.30842872408974,182.72983984838876,184.08304288264958,180.5686753221741,175.36748680702183,177.94982956534244,190.92186291099728,183.16726849156123,167.85035956802963,174.91397603431966,189.59591738514376,203.81202135685467,205.2553327293469,201.50580357495775
3,1986-03-14 14:59:46+00:00,156.10269514931173,142.77685513283816,132.79469066709447,133.30950321461333,140.4612019545207,145.7422333293116,161.17456969883463,182.34429310461684,177.43436802062394,169.65014209579857,163.6795955969421,157.925014050185,157.79834242234156,150.31274239154303,147.4684631388802,144.51240427246034,143.3964713679225,144.23171435962146,146.01275323849273,140.8198502905115,142.37651686976372,142.83014939014836,149.34812231175718,152.42225338205986,158.6074597437317,166.0301115668291,170.55260183969065,177.32435730336093,178.48608754721775,182.38217453190285,191.75890367043905,202.40216812124208,211.69047273229748,211.941496017799,211.9006071158761,215.8631041670116,229.25347920935985,235.43712548116758,228.6208729670727,225.23187407560118,222.77057234604078,221.1129789195949,227.50294366278098,235.19169863240077,245.8037053130497,250.39717665620796,243.4318732699787,232.3596561846805,216.13355698306415,202.3351885293435,186.93359721528276,174.99085541042894,177.75768773468403,182.6232570425264,176.60759723885238,167.72862439702564,167.75066934481632,181.11176179193342,166.87170025521593,154.3809575042765,151.31957239600115,150.63263678102243,,,183.88809922315008
4,1986-05-17 14:58:17+00:00,160.89457900305544,152.21619636634122,147.09349991416403,148.33999315436367,156.61640832516755,165.72993874137188,181.95533749767193,193.08769927240857,189.86070446452914,179.63266284129145,168.57984601790406,155.0540739144681,156.5236731269636,158.40378973347225,158.30911304057892,157.68966973061765,155.31653834954054,153.09289679876358,154.7465650132459,158.70851555086247,163.37325715347077,169.78892561141942,165.1835255729137,171.21345644579003,177.47642174654678,181.22177295489342,186.09488279665976,195.19242156517745,203.75031748756675,208.68205106786507,214.87916838707142,219.79124638401092,222.72430604319902,228.10116059279827,229.01912535190647,234.86674661237487,233.17008044592657,231.3081887471409,233.46742744507918,222.9195163950501,218.12750626661648,227.13245346062848,227.2286294658404,227.69682140666742,232.85920983130654,243.77803547582107,240.3748967205724,230.80168678558167,228.4382947170125,215.43101238380788,199.0735914159235,189.1232588941296,186.76896769957955,182.6107204564068,180.81381547145557,171.28335825551974,160.15401441379782,160.73043696488455,167.063411206937,153.42952171340997,159.15230801754765,164.85893803274237,,174.4383746820099,194.45667715186858
5,1986-07-04 14:56:48+00:00,163.69030607767343,153.0176571904361,146.7182179312983,148.85230506010117,153.30666308455514,165.88996057656982,177.40890146973382,187.30208804882565,186.4694147546494,172.98915523111154,163.12709441569768,154.1315987182608,149.24405076968722,149.36504195894585,153.8474216771346,152.70768550473508,152.4853639889919,152.96682175001098,158.58713846825364,158.71288448841275,167.80508549087222,173.74210136052486,173.96368711852188,179.56404840752052,188.39655080073672,194.98923310660393,203.99880707458234,211.6573872155316,225.24934758094008,223.37896733789287,229.72677090077732,234.78114355871116,239.37246259592396,247.76777305859073,249.1063553878997,249.33935051279062,250.34095760534998,249.79062068646627,247.5152808934712,237.9221678391876,226.8623970652669,231.31660832831508,237.0342440174816,235.6941781838652,241.09256698633038,246.5130337479836,243.66007347167422,238.8977375315256,235.87667372185683,221.2703054081592,209.89535769639718,198.8547580264692,200.80130339358084,195.11562951178274,193.06880446568985,187.35930278500066,177.88801794871395,181.61134687219487,186.22096482559914,173.9911006635721,186.8864721659218,196.85948311298264,198.34693638881944,210.50609791279896,218.35407407522106
6,1986-07-20 14:56:15+00:00,168.46423163877924,157.99171696901186,147.89369113143576,148.86190469878966,155.18431396137638,167.39520953266992,174.2083465023441,189.38212309426655,184.81074533700357,168.1437900324816,159.44538253584818,154.3341698783094,151.47448721332304,149.9490180637318,153.78680372713598,150.0792054344347,153.86759107638167,151.2166127769591,157.1704262514222,157.81707511240953,160.32502417795314,166.98646483013835,172.20159387348966,181.39801969449564,187.20875741334737,194.49711222753203,201.8183713450715,211.72366337571202,227.0411764816882,227.76520901998288,223.22373287768977,231.48428334585728,235.8346152275007,245.05108429639122,248.88464424815092,250.43417349049696,255.2467862083745,252.74582501786205,256.44889020324143,241.42673415575604,228.5357992731897,229.41670036148383,229.96767993459883,237.41454472741685,241.97090134996853,246.88243639786316,248.37346656811673,241.54868363911825,239.59253301101134,225.78581438126855,208.66467152008198,194.56768107680912,189.55500178093402,196.9543689487373,199.37773756296974,195.6091610678181,178.93763470845496,184.74470448407655,185.86510878232212,174.96212408656274,190.54854708147616,204.51455773145454,200.65668384740786,211.87965597195716,230.22472711435054
7,1986-08-05 14:55:41+00:00,168.99057376682507,161.05423071292884,148.34879259276113,145.446739011088,152.45211557779825,162.4751861932991,173.65778500506863,181.80289680853627,175.23955976248732,164.45658589496236,156.27184213108126,146.5741396630978,146.54529589523352,144.16899867486748,139.37466289638684,139.3591828387183,141.65398596670417,145.0631811357277,147.14769545984998,148.38029021143694,153.19452711538273,159.1356639923138,160.31667571773932,170.54361907324602,178.94116677646673,181.31618364708902,193.43774984182835,203.78842326848053,212.43551290125367,214.43368317878642,220.70685147039956,224.58931814595496,228.2665654091704,238.4098609379842,236.91720988828135,233.00925253250804,239.7502236547582,235.10664588679722,236.67918374838652,224.41874183931802,216.62211061761084,217.0614242463826,225.58035584227412,222.43249887551764,232.87264374429648,234.9290382061088,231.92024116038954,229.37928237919004,232.68851437159375,218.85962367593856,205.30561089826205,191.75090679971106,187.2829180362202,193.75276102714048,189.97118844899228,190.26884176943102,171.84539631296994,169.56354683577325,175.80502855447864,162.4405807678569,177.87265201878174,192.40275849008438,191.28977740291467,203.08413503925195,216.15892949536882
8,1986-09-06 14:54:29+00:00,170.53520067745725,158.4741759109978,142.73872613148012,138.89670628326914,144.2421846773788,155.40664252300664,167.98076866321372,176.92841300984466,171.8358430874436,154.21138417959878,140.61162105693447,135.01849023350997,133.2059864012043,134.830477126549,128.2493164641085,126.34819383397414,129.7605978983982,133.02385320751316,131.82927010866462,139.0305453331755,145.19433921084175,146.79180402293787,152.7268278721244,160.06748680241452,171.047691843899,173.250810938935,181.69604429538217,196.9411556099609,206.21670513109623,208.78979791149817,215.15546615256144,220.48503060957336,227.21746526134908,240.47612417120564,241.9038300771712,243.35374982835276,245.77048813320135,237.48130830120635,243.86304547180865,229.69814452087422,214.73207496738485,212.97326098210905,222.07829123066514,222.67154639640964,235.32823396784786,237.65695424773662,233.82929309886512,227.61698898430353,230.21578291694468,216.8911793702135,195.1911298288165,184.9130025995049,188.4485878638833,189.84525110124304,188.93153266348534,185.72121797940557,167.9470027881763,160.37660752087254,169.74588562318607,163.21489992099293,177.01406621598494,188.05497358960827,198.0573124017905,208.0265204698312,221.2149163469157
9,1986-11-09 14:52:21+00:00,151.0414694927519,131.86734471053083,126.73010930600603,126.19953167540216,130.5219843675461,140.80617855402613,148.60702929969037,153.41519437481628,151.38824078258176,139.53888472053137,132.62652226034203,127.14565612865587,122.69190929222916,117.88832390671156,121.22511216161475,120.33483148971158,125.58228354119879,126.02085135812698,121.5711060642767,132.7593047182352,136.4712667801397,140.53243035086393,143.66012942660856,148.57404236181944,154.559673060613,165.64974856452702,176.738221560124,186.27330125875707,188.5318303339373,190.63099419121886,204.15713828884165,215.27145821574211,218.26642337319478,217.62560443553326,214.06540425516746,221.2318515900204,227.43202435311966,235.85488580653353,220.31299424765564,211.8861215049994,205.68338546678243,202.55578323312318,206.15039174451394,215.89476648946962,224.4921095666207,234.4346262830788,230.51932474159244,217.56676998257365,209.2993543438516,191.4433912730302,179.47572556343766,176.91810261863554,175.71998189861296,178.18336225158419,170.4523652730751,170.52299837181133,163.20751693319593,178.35641935936204,167.10189645680427,139.55900736402668,172.81583612453872,186.34262464715312,187.27151575065042,,
