,dates,mex0419-0000,mex0419-0001,mex0419-0002,mex0419-0003,mex0419-0004,mex0419-0005,mex0419-0006,mex0419-0007,mex0419-0008,mex0419-0009,mex0419-0010,mex0419-0011,mex0419-0012,mex0419-0013,mex0419-0014,mex0419-0015,mex0419-0016,mex0419-0017,mex0419-0018,mex0419-0019,mex0419-0020,mex0419-0021,mex0419-0022,mex0419-0023,mex0419-0024,mex0419-0025,mex0419-0026,mex0419-0027,mex0419-0028,mex0419-0029,mex0419-0030,mex0419-0031,mex0419-0032,mex0419-0033,mex0419-0034,mex0419-0035,mex0419-0036,mex0419-0037,mex0419-0038,mex0419-0039,mex0419-0040,mex0419-0041,mex0419-0042,mex0419-0043,mex0419-0044,mex0419-0045,mex0419-0046,mex0419-0047,mex0419-0048,mex0419-0049,mex0419-0050,mex0419-0051,mex0419-0052,mex0419-0053,mex0419-0054,mex0419-0055,mex0419-0056,mex0419-0057,mex0419-0058,mex0419-0059,mex0419-0060,mex0419-0061,mex0419-0062,mex0419-0063,mex0419-0064,mex0419-0065,mex0419-0066,mex0419-0067,mex0419-0068,mex0419-0069,mex0419-0070,mex0419-0071,mex0419-0072,mex0419-0073,mex0419-0074,mex0419-0075,mex0419-0076,mex0419-0077,mex0419-0078,mex0419-0079,mex0419-0080,mex0419-0081,mex0419-0082,mex0419-0083,mex0419-0084,mex0419-0085,mex0419-0086,mex0419-0087,mex0419-0088,mex0419-0089,mex0419-0090,mex0419-0091,mex0419-0092,mex0419-0093,mex0419-0094,mex0419-0095,mex0419-0096,mex0419-0097,mex0419-0098,mex0419-0099,mex0419-0100
0,1986-03-10 16:55:52+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1986-04-02 17:01:36+00:00,241.85525908497897,246.4997299800411,,,,258.4149097859801,243.9552266795941,252.25111742315138,254.23204923745843,246.21544837975478,240.12576327976598,246.02691650908594,249.8810823361024,247.20712317218656,251.1343953438899,254.78716336825224,259.3095452940152,251.72523546304438,243.06441500909352,254.62548487850182,259.8620137864645,251.4286764866997,255.09244244971458,255.19838706929718,255.74447575431802,258.2967534624307,260.569433033864,261.84855528294975,264.66559603852727,259.3996552083049,258.3035955522766,253.29440050637962,250.28678374173958,248.12042356162667,248.76746072884387,252.2853779016049,256.37492383281176,253.03769765737428,257.67824374192963,251.2704894719857,252.44237764586606,249.48056808593546,249.18537797943276,248.015553261347,251.36467034851063,251.6123932748232,259.43542464147384,257.97573623804396,258.10745285221543,258.5889618262121,262.4173467345129,261.5558456834582,266.830130504688,263.6592393955847,266.0758059764455,262.49041838476495,268.4015588431299,269.3189437470371,270.7465444602741,278.2292518221472,280.40088539462005,279.19525010207826,279.6525362080593,279.57116152212666,277.8795484979317,280.8050998362819,279.8230825851851,279.9228222803268,283.64328158396194,285.06625628126466,283.55373356496625,289.7788010511692,284.4446113102509,280.6648533502781,276.7295826042015,278.62402240471334,275.69823550220616,287.0626092693415,295.76873177368736,301.88467485894563,301.45833393898965,294.4794014291968,284.52108211316533,268.98283985939867,264.8251899002619,,277.68758966867114,271.66112513450696,277.67819005942374,269.02965504689706,261.898343185815,260.36894954695777,285.11443891083064,,260.9978942050895,,243.7603268642282,246.55102829756078,235.34512932604574,236.64938534944622,243.2769765910585
2,1990-02-01 16:51:38+00:00,227.45033248566864,230.21930388459907,229.4702327348596,238.33259323302872,243.92591835311697,234.1675843038906,228.35044587614263,236.22158099334985,237.56305770307557,228.98988186193407,236.92780767974713,241.82419909434097,237.91249149320893,235.72936775113462,242.8768133694771,241.06269752566553,245.8952592343683,240.2225549399161,228.97054934684127,249.63476242594047,250.75794352168148,247.04937208716603,242.6364711823592,244.1202835806606,242.82158208548552,251.36244823206803,254.0265579763089,266.2772593131457,262.4152469030414,256.15883147194285,250.64709089810546,245.71658736316482,244.67163435015254,245.64292072687496,252.77692859660377,250.53256240327215,248.45661830868787,246.7101338511118,249.7710851392225,244.2091665033633,250.21739221193144,249.25089016173274,246.2519640066496,241.67132373593242,252.15046662983286,247.77310010695948,249.37325004936721,247.25558607856556,251.8399536590613,,256.96031212378887,258.77507082879305,258.5165767304352,267.3919665298136,272.4354306877517,267.36154518706735,270.9796369354018,271.4258071310743,268.4634751197346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1990-03-05 16:50:35+00:00,233.36441509802043,234.40813979172455,240.53932613333913,242.92293287025416,242.99753146980746,244.89123901400885,236.88770815640734,234.4760189382558,239.43873123818517,234.89206957675046,232.590338955656,234.14468935220387,231.1692643147608,236.01234832376673,241.2121148465196,245.12101957322201,244.0868586785011,238.46791892582462,226.5869255992476,241.04174727938548,250.2691873772648,246.10722938857506,247.13540676630717,251.76226792922577,246.72989374652911,246.22839923328917,250.87249273452787,251.07704210259,253.07294020513237,252.21908566215342,252.1365820719571,248.48712590980176,245.18846413790672,244.73718636289254,248.58610913915916,247.57820122120947,249.68822669862172,247.8722116004077,242.629144386054,240.86572909449754,253.4457477656088,250.99934641732048,250.3602671082407,247.75063966763207,246.29312225621902,245.32966661736518,246.4483159494234,242.7716055660724,244.9682611269318,250.8475372739569,254.1091102802447,256.4860590596869,262.3775457500824,264.453368283241,269.75714725606184,268.4524998714723,266.8843777978791,264.90884286075686,264.32994235552144,267.16993556270745,265.7943917133603,265.7907756533855,270.28272954214344,269.5637837973826,266.05282703363906,265.51037348811417,264.8759147367985,259.9118345693801,269.2639181214902,267.0474778348586,266.80954473580226,273.5656360841408,268.76951246025783,264.1041925986091,263.2056633845137,258.1301259829051,265.45501145492545,276.2276916293913,282.7823302123674,280.37503185320423,277.6220442418352,270.36912867232365,263.18261416447297,256.00265757331425,251.6850505957562,,,,,,,,,,,,,,,,
4,1990-03-12 16:56:32+00:00,246.868623420954,251.41971383152233,253.60374455510902,252.7776084931606,254.70729022121586,250.47389246097174,239.05484247506683,241.524508071147,244.9290947663256,241.37542874561368,236.77437341288373,233.13652907470305,233.9101377622372,236.40377638699277,239.85497473019203,247.39743043790378,254.3512845114777,248.1072204770953,235.03689037333564,248.43685275498362,256.88250013071297,245.1796739119793,248.5865998053037,248.68465884385563,250.32930357704896,254.40662519466912,254.2918506389483,259.53318485602676,261.15046251724965,260.22061527883903,249.45641271698756,250.6576427790972,243.78202850909713,243.41978972093102,249.27445485919722,256.51914587926126,255.72891823753267,255.1764646418801,250.89808936858165,253.66528851392212,251.9643068654645,250.46593157214056,250.67187196704498,252.6499827676598,247.60101446707168,253.03689510874116,249.5103226967887,255.1406572920163,254.0072017918139,257.68471587335665,257.9367766685956,261.6718361914768,264.5016973368865,268.58878975157177,271.78522802586633,273.34615043591856,275.0419139420204,271.7768159642027,268.78692984796874,273.5336886763331,271.2061538469103,273.48431671494745,272.58924904286073,270.281324665426,268.92807069199574,269.30957305951296,263.8945654569408,266.92159541973274,276.3756405803428,273.166472416339,274.29625304566866,276.9031390150103,276.0912362441443,268.85088752574484,269.17873379138484,260.50282450739195,265.313083701796,272.8938429313769,281.91369663520277,280.36459300168707,280.35043713203686,279.7579385065184,266.28226158786595,262.1848894832578,261.26678151476233,263.17114465490596,267.46321807431815,269.89653778054384,259.8372275548372,255.07325863481313,254.4357962637465,251.0723059134386,269.3107669577783,237.91370009001741,247.9841242967542,249.0586761499882,238.8838802695208,241.48342104233808,232.26256194438162,233.5689093719971,236.719069999006
5,1990-03-21 16:50:01+00:00,236.552999212265,240.8517846570351,243.43226689989044,247.25468504606974,247.75917841104246,243.61159143676227,229.02219172261246,234.3534507951144,236.34771123973172,235.96867198909518,234.047758056181,232.3051300878362,229.35562433192823,232.19096671160716,235.0041949506757,243.79384292032643,247.6066101754179,245.2915158650665,235.19460867423837,245.44921695729465,238.18887752598727,239.58320714136985,242.17872114843368,244.1509092113428,247.25189266816872,247.0579503972573,245.56790639746453,251.96183186492044,252.94019007592897,250.91027123758826,249.07930088904962,240.86623781162476,240.1861244459824,239.9058794822021,247.3572515122337,251.749208740722,253.46365205024097,244.3199607506081,246.83219181666354,242.2887532184817,243.3399576558793,242.82687515920094,245.95245795637567,243.5303588345317,248.80997495287457,249.29588194989984,245.79550071910123,242.76338374552935,249.18492110260703,247.04493778088235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1990-04-22 16:49:57+00:00,235.02856434523525,242.50183847568542,246.94036322027884,255.9316204321042,256.59645944456884,241.94618774008356,238.0562838554047,246.8931105231176,252.64452008121495,236.20552280926947,235.00750160871584,239.47622624197058,244.16031538005643,232.42651306363862,244.1762307893769,253.03573763724913,262.8210322686651,255.9725527580318,243.52217557554314,255.34448524490406,251.33009925108692,254.56804032486937,244.36363629785345,253.088718305848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1991-02-27 16:56:55+00:00,246.3438843358194,250.83931436379098,255.63997417063717,265.5398366897265,267.0261395380422,252.06074703117997,244.3324892247832,241.87965728305366,241.9234358579333,239.40284146786576,235.903081830432,242.01971159486854,247.88592248746798,245.89478018972295,249.21628345507517,252.9018983889355,256.47195575190926,252.53370005838727,246.2432745057297,252.2996874592761,256.90406800911177,257.1699856210573,251.91452120387058,255.65707395233395,253.09286762052017,254.6286313246881,257.7273176789051,264.487107784996,265.2466840062408,269.9257420327055,258.07820666902376,259.5591051414983,250.99620625169658,251.0668859872086,250.89197317206703,254.00133614961928,254.0301922813571,258.4465933579259,250.9395007171773,251.9218785846427,246.3843331072175,255.31946473362567,257.68196825241967,260.7725007001903,263.2471394532014,262.98383046077674,258.2340247769625,259.54923237163564,256.9742673677112,258.28350481960285,263.4392309939899,265.5342517338807,272.88046153521725,276.67643504225543,282.3261981308198,279.4504816083207,277.053622704383,277.2577837547251,274.74888837821857,272.34020291966596,273.1773050042041,270.47672920270816,269.96456516878493,280.53920146506647,274.811402257388,276.1200349578681,274.55667651831374,275.6641780526517,272.43828200494806,278.0199811169358,275.1181458373979,276.5069307825666,275.69757000735547,273.49833904773294,268.0781987488241,269.173387975507,275.27976078527996,281.4220926136208,288.860172313386,291.4402640626695,294.40008661328034,286.8652628574245,280.7421206029197,266.88375465664006,264.961746070305,265.31135312683733,269.0462436503342,273.67918823080777,259.3686054749945,264.4937680360508,251.00029754096053,239.42617161547443,250.27151121048573,238.70535566874204,244.62522172837333,239.67837131931378,233.24839689556066,229.70697738571118,227.9950172159861,229.9872434606274,229.035212491506
8,1991-03-31 16:57:31+00:00,261.7617065864724,261.67022773815813,270.10316154488527,285.6299650622917,282.4099792369831,262.2967520851457,253.2716452488806,249.0991850881428,247.66469012820568,244.67891952727604,247.42669352146336,251.0510566387986,249.71780019044846,248.91961998966667,255.65678577054115,254.75468704996874,258.0261906571287,254.8019255936004,253.29242233038207,260.8367760645726,262.8495922200459,256.9955208444636,255.768175210616,258.3026257887531,257.3791682749852,261.09550290679334,264.7004372950845,271.34532636914884,277.7440352517163,278.9627048508698,264.52087221136776,263.8880603761538,254.31293276587493,255.8527354269866,257.2390225783371,259.14770757067555,255.62214687659372,258.80594868384105,261.04302937645394,258.763654253166,256.9076582623845,259.5874917361343,261.326482180707,263.2578033157296,260.39851932276787,261.79221338068623,257.9779659050417,259.7552812029001,264.16462364269563,266.6181115275249,270.65591578601584,270.1827638257824,277.36266223804836,279.70199829044606,287.9294690375038,287.0227357504064,285.1891386359812,278.552828351816,284.91251716231955,283.30252862200393,285.86676071171604,287.53190273739204,281.0385539664617,282.03329458970063,278.569492503944,278.49027562904155,277.26935407731327,281.19078029093083,277.88393629939947,282.7702583707392,280.1161697450588,281.080398512403,290.84848746367527,287.67408185081797,284.18780658323783,280.29359168213944,282.4806872305005,284.99122209337975,297.97109475646033,298.5507370315542,304.5762790618641,295.92423056709856,288.8112267970448,274.2942496113928,268.3899144106087,279.2516102014043,280.3184491307711,281.31534508501284,280.9119190758672,272.56751368719597,259.882166106546,263.82899903723165,269.5354400666184,242.9390944820117,252.09599543861358,254.96666548632913,242.21390633416829,243.6105640048336,238.98604193492508,237.12640885789412,242.16933087299196
9,1992-09-02 16:51:59+00:00,227.8332450147859,229.35763323102694,232.0479679513157,248.75822622339143,247.03473196363962,236.3208843229947,233.41251493999917,236.87707943247594,239.71637720460032,236.17706838323838,230.1857361252744,234.16072257962114,233.17523325901286,229.86703374959066,238.4117810383275,,,242.2500479769797,231.43534294040066,230.78102194686912,244.3443335556457,236.42536751223392,242.402198294523,241.8232016329454,234.78455231704854,236.42853555314534,233.08354389426185,229.32947254294956,243.088262335221,244.37678226092274,231.36729460826524,229.4888523184816,228.99782086627928,230.55202612653434,231.76944862547055,241.3852676609648,236.54997221991815,227.63201568298246,229.49004840951196,232.04353368784834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
