dates,nzd0325-0000,nzd0325-0001,nzd0325-0002,nzd0325-0003,nzd0325-0004,nzd0325-0005,nzd0325-0006,nzd0325-0007,nzd0325-0008,nzd0325-0009,nzd0325-0010,nzd0325-0011,nzd0325-0012,nzd0325-0013,nzd0325-0014,nzd0325-0015,nzd0325-0016,nzd0325-0017,nzd0325-0018,nzd0325-0019,nzd0325-0020,nzd0325-0021,nzd0325-0022,nzd0325-0023,nzd0325-0024,nzd0325-0025,nzd0325-0026,nzd0325-0027,nzd0325-0028,nzd0325-0029,nzd0325-0030,nzd0325-0031,nzd0325-0032,nzd0325-0033,nzd0325-0034,nzd0325-0035,nzd0325-0036,nzd0325-0037,nzd0325-0038,nzd0325-0039,nzd0325-0040,nzd0325-0041,nzd0325-0042,nzd0325-0043,nzd0325-0044,nzd0325-0045,nzd0325-0046,nzd0325-0047,nzd0325-0048,nzd0325-0049,nzd0325-0050,nzd0325-0051,nzd0325-0052,nzd0325-0053,nzd0325-0054,nzd0325-0055,nzd0325-0056,nzd0325-0057,nzd0325-0058,nzd0325-0059,nzd0325-0060,nzd0325-0061,nzd0325-0062,nzd0325-0063,nzd0325-0064,nzd0325-0065,nzd0325-0066,nzd0325-0067,nzd0325-0068,nzd0325-0069,nzd0325-0070,nzd0325-0071,nzd0325-0072,nzd0325-0073,nzd0325-0074,nzd0325-0075,nzd0325-0076,nzd0325-0077,nzd0325-0078,nzd0325-0079,nzd0325-0080,nzd0325-0081,nzd0325-0082,nzd0325-0083,nzd0325-0084,nzd0325-0085,nzd0325-0086,nzd0325-0087,nzd0325-0088,nzd0325-0089,nzd0325-0090,nzd0325-0091,nzd0325-0092,nzd0325-0093,nzd0325-0094,nzd0325-0095,nzd0325-0096,satname
2000-07-13 21:52:31+00:00,346.22,339.40,345.48,343.88,341.67,346.76,337.00,341.96,341.76,349.93,353.63,348.03,347.53,352.06,355.57,348.45,352.24,351.47,347.96,345.13,356.79,355.56,359.09,358.62,354.91,347.17,347.82,350.00,350.98,350.45,353.50,355.66,362.76,363.01,356.98,351.68,362.67,373.22,374.04,367.45,362.13,358.53,352.44,354.33,355.82,356.82,353.30,352.53,350.82,345.59,341.37,334.08,332.54,328.89,323.17,313.84,310.78,312.00,311.60,309.62,309.35,309.12,307.63,304.81,297.40,300.76,299.53,307.65,312.57,323.03,331.56,337.89,345.20,343.37,341.44,335.46,319.56,302.25,311.08,322.17,337.09,332.35,338.38,342.68,346.59,347.82,352.91,355.57,357.84,358.60,363.96,365.19,371.66,373.22,376.34,381.96,380.92,L7
2000-08-05 21:57:56+00:00,344.94,337.68,343.83,341.61,340.12,344.62,335.25,340.49,340.97,348.60,352.66,346.65,344.64,351.00,354.74,346.77,350.26,349.75,347.02,344.52,357.23,355.38,358.50,359.69,355.44,348.57,347.82,350.01,351.59,350.45,352.93,355.29,362.07,362.62,358.32,354.64,363.90,373.53,374.72,368.17,363.08,358.94,353.02,355.26,355.61,357.42,353.74,353.37,351.56,346.12,341.61,335.28,333.33,329.67,323.99,315.04,310.50,311.62,311.08,308.71,308.73,307.55,306.81,304.92,298.37,300.94,299.55,307.72,313.59,323.31,331.51,338.91,346.05,343.96,340.95,334.26,319.10,301.24,311.83,323.06,337.44,332.83,338.81,342.77,347.18,347.82,352.08,354.86,357.04,358.30,363.84,365.29,370.66,375.94,381.49,384.80,384.53,L7
2000-08-14 21:51:44+00:00,345.62,338.26,343.90,341.62,340.10,344.62,335.25,340.49,340.97,348.60,352.66,346.65,344.64,351.00,354.74,346.77,350.26,349.75,347.02,344.52,357.23,354.56,357.92,359.07,355.10,347.70,346.85,349.27,350.68,349.84,352.25,354.79,362.14,360.61,357.14,353.72,362.27,372.79,374.51,367.83,363.11,358.43,352.76,354.56,355.21,357.47,353.74,353.30,351.09,344.74,340.41,335.44,333.04,329.32,323.87,315.05,310.50,311.62,311.08,308.71,308.73,307.55,306.81,304.92,298.37,300.94,299.55,307.72,313.59,323.31,331.51,338.91,346.05,343.30,340.01,334.31,317.96,301.54,313.30,323.63,337.97,333.98,340.43,345.11,348.16,348.95,352.65,356.08,357.91,359.22,364.47,365.61,371.28,376.97,382.23,385.10,384.30,L7
2000-10-01 21:51:05+00:00,344.01,336.02,342.38,339.78,336.88,343.25,333.35,339.70,338.42,347.40,351.93,344.55,341.85,349.61,354.21,344.51,348.63,348.41,345.37,343.14,356.06,353.87,357.39,358.40,354.47,345.81,344.88,347.45,348.50,348.63,350.80,354.43,362.89,359.50,354.85,350.82,360.10,371.65,374.76,366.58,361.84,357.34,351.18,354.36,355.33,357.49,353.90,353.69,351.57,345.34,340.10,335.36,332.85,328.70,323.84,315.03,310.96,311.76,311.64,308.87,311.16,307.93,307.72,307.50,301.02,302.77,301.20,306.82,311.64,321.21,330.38,338.45,345.18,336.59,338.70,333.40,317.17,301.54,313.30,323.63,337.97,333.98,340.43,345.11,348.16,348.95,352.65,356.08,357.91,359.22,364.47,365.61,371.28,376.97,382.23,385.10,384.30,L7
2000-11-25 21:57:10+00:00,346.04,341.26,343.55,340.34,338.61,343.94,333.87,339.61,340.83,347.50,353.22,346.28,343.01,350.38,355.93,347.59,351.37,347.74,342.88,344.88,358.05,353.35,356.73,356.31,353.60,344.15,339.98,343.37,346.07,346.43,350.98,354.26,363.49,358.81,352.36,351.47,359.08,369.00,372.21,366.53,362.39,355.69,350.75,351.94,355.13,357.73,355.96,355.10,350.47,344.51,338.73,335.96,332.93,327.50,324.39,314.74,312.07,312.24,312.62,307.97,311.09,307.11,306.57,306.84,307.73,298.49,301.63,306.38,313.48,321.83,330.48,335.02,341.85,330.44,333.49,328.72,313.95,302.67,314.57,324.61,337.64,335.18,343.42,348.82,349.40,350.63,353.96,356.54,358.77,358.99,363.90,365.01,371.52,377.89,383.80,386.43,385.59,L7
2000-12-04 21:51:22+00:00,348.60,343.92,344.78,343.14,341.70,346.15,338.54,341.83,343.60,350.08,356.30,349.31,346.56,353.06,356.58,350.04,353.10,350.39,345.82,348.82,359.86,354.63,357.41,357.67,354.96,346.63,343.13,345.42,348.29,348.98,353.41,357.14,364.71,361.28,356.30,356.38,362.44,371.04,373.12,368.83,363.92,357.38,352.17,354.05,356.69,359.23,357.78,356.98,352.25,346.91,341.80,337.61,334.04,329.11,325.83,316.69,312.69,313.45,313.86,311.53,313.23,311.23,311.52,309.31,311.04,306.23,306.60,311.18,319.62,327.54,334.14,339.29,345.58,334.20,337.98,333.58,320.13,307.46,318.86,328.42,340.31,338.40,345.63,349.53,349.26,350.65,355.52,358.94,361.39,362.13,366.56,367.53,375.14,380.07,385.10,386.86,390.39,L7
2001-01-05 21:51:28+00:00,351.04,343.92,347.34,345.81,345.05,347.75,341.11,342.84,346.41,351.56,358.43,351.53,348.74,355.11,357.84,352.31,355.37,353.20,349.33,351.93,362.23,356.30,358.42,359.44,356.06,350.67,348.80,350.00,353.54,352.34,357.38,361.46,364.04,362.06,360.37,360.61,366.34,374.07,376.58,374.00,367.60,360.28,355.27,356.72,359.08,362.45,361.41,360.29,355.48,349.12,344.13,340.49,336.73,332.24,328.91,318.46,314.05,315.31,315.47,314.71,315.46,315.79,316.09,313.82,315.41,312.53,311.06,315.63,326.24,333.41,336.97,342.18,348.49,336.32,342.41,339.29,325.68,311.69,322.94,330.63,341.91,340.86,345.95,349.51,350.39,351.81,356.12,359.62,362.95,363.17,366.59,368.32,374.56,380.26,383.58,386.56,390.15,L7
2001-01-21 21:51:34+00:00,353.88,348.49,349.22,349.86,350.22,350.46,345.09,344.29,349.69,353.49,359.17,355.93,351.27,356.69,359.08,354.28,354.88,354.73,350.01,351.25,362.31,357.48,356.95,357.65,355.02,348.68,346.47,348.34,350.75,352.58,355.83,359.75,362.91,362.18,359.90,362.09,365.84,371.76,374.89,371.03,365.68,358.18,352.97,353.84,357.27,359.88,359.40,357.87,353.62,347.36,342.69,339.30,334.61,330.40,326.55,315.89,310.97,313.60,314.00,311.64,313.52,313.68,314.94,310.00,309.80,309.87,308.68,314.88,323.45,331.20,335.25,339.02,342.93,333.54,340.28,337.70,325.58,311.40,321.03,327.13,339.09,339.11,343.13,346.08,347.16,348.71,352.68,356.68,360.55,361.22,364.89,366.16,371.02,377.94,380.28,383.67,386.87,L7
2001-02-06 21:51:02+00:00,356.63,350.83,350.33,351.83,352.43,352.65,347.60,347.28,351.70,355.71,361.12,358.79,356.03,357.90,360.95,357.30,357.46,356.39,351.85,352.43,362.17,357.85,357.97,357.25,356.38,349.57,347.67,348.57,350.53,353.86,356.15,360.17,363.68,362.19,358.51,358.99,364.16,371.40,375.35,370.76,365.12,357.99,352.08,353.60,357.43,359.32,359.09,357.06,353.06,346.46,342.59,340.05,333.92,330.36,326.02,315.71,310.97,313.16,314.34,310.64,313.43,312.68,313.81,310.64,309.66,308.76,308.47,314.44,323.32,331.07,335.05,338.37,341.80,334.06,339.49,338.15,326.00,311.36,321.02,327.18,338.74,338.98,343.40,346.68,347.86,349.12,351.97,356.03,359.54,360.77,365.09,366.03,370.78,375.82,376.79,380.35,383.73,L7
2001-03-10 21:50:58+00:00,359.69,353.70,354.17,355.16,356.10,353.29,347.97,348.27,351.42,357.01,361.28,359.36,356.68,358.13,361.62,357.85,358.87,358.53,353.74,352.75,362.61,361.02,360.40,358.96,359.80,353.13,352.01,351.58,354.40,357.90,360.09,363.26,365.32,366.97,361.13,360.93,368.10,373.47,377.19,373.00,366.62,359.78,352.75,356.13,359.86,361.08,360.69,358.55,354.82,349.78,345.51,341.63,336.21,331.36,327.22,317.20,312.80,314.03,315.58,311.94,314.45,313.55,313.88,311.49,311.05,308.41,309.09,314.24,323.73,331.03,335.01,338.21,341.72,334.00,341.78,339.65,329.56,313.77,321.27,327.86,339.54,339.17,343.07,346.20,347.99,349.16,352.92,356.08,359.01,361.28,365.80,366.57,371.78,376.34,376.50,380.99,385.50,L7
2001-03-17 21:57:04+00:00,361.18,353.75,353.86,355.06,356.77,353.44,348.50,348.45,351.56,358.33,362.10,359.98,357.44,359.97,363.49,358.40,359.93,358.91,354.94,355.16,364.37,361.84,361.54,361.58,360.74,356.07,354.82,353.20,356.13,358.75,361.38,364.20,366.19,367.21,362.87,361.78,369.23,373.77,376.44,372.70,366.64,359.46,352.96,355.38,358.92,360.90,359.93,358.54,354.91,350.39,346.13,342.70,336.69,331.71,327.64,318.36,313.10,313.41,315.79,312.89,315.45,314.07,314.82,312.72,313.45,312.06,310.66,315.68,324.03,330.20,336.66,340.21,345.72,334.00,341.78,339.65,329.56,313.77,321.27,327.86,339.54,339.17,343.07,346.20,347.99,349.16,352.92,356.08,359.01,361.28,365.80,366.57,371.78,376.34,376.50,380.99,385.50,L7
2001-04-02 21:56:54+00:00,358.12,351.15,351.10,352.25,354.51,351.26,345.82,346.64,349.38,356.46,360.20,357.52,355.03,357.34,361.13,356.20,357.49,355.96,352.20,353.29,362.11,360.03,359.72,359.49,358.65,354.32,352.32,351.40,353.94,356.71,359.26,362.10,363.75,365.77,361.82,361.07,368.01,372.71,374.78,371.12,364.98,358.04,351.89,353.98,357.39,359.32,358.60,356.93,353.48,348.50,344.87,341.03,335.37,330.21,325.67,317.00,311.84,312.57,314.55,312.70,314.94,313.76,314.35,312.88,312.95,310.93,309.06,314.33,322.08,329.09,335.64,339.38,344.42,338.92,340.37,339.22,327.38,310.98,318.10,325.20,335.66,336.09,340.66,343.92,345.13,346.24,350.53,353.37,356.50,359.25,363.70,365.41,370.05,373.66,375.16,378.26,382.15,L7
2001-05-13 21:50:33+00:00,356.11,349.18,349.24,349.90,352.63,349.67,343.52,345.66,347.90,354.67,358.87,356.17,353.25,356.04,359.59,353.16,355.56,353.93,350.43,351.96,360.51,358.67,357.89,358.59,357.32,353.38,350.68,350.36,352.74,355.30,357.98,360.51,361.95,364.45,361.18,359.20,366.49,371.61,373.66,369.97,363.77,356.62,350.69,352.93,356.16,357.81,357.18,355.46,351.80,346.91,343.37,339.46,333.75,328.22,323.95,315.66,310.73,311.36,313.09,311.51,313.99,312.83,312.96,312.23,311.65,310.71,307.97,312.89,320.64,327.51,333.96,338.17,343.79,338.29,339.74,338.64,325.97,309.54,316.79,325.12,334.59,335.06,340.18,343.11,344.65,345.12,350.59,353.27,356.24,359.50,363.77,365.69,369.58,373.71,375.16,376.92,380.55,L7
2001-05-20 21:56:40+00:00,354.04,346.23,347.39,349.90,348.95,347.04,341.56,343.96,345.22,352.83,357.28,353.79,351.51,354.01,357.94,350.88,353.33,352.14,348.59,349.50,358.09,356.14,355.91,356.53,354.82,349.57,344.82,347.38,348.93,352.23,355.15,357.34,358.71,364.45,357.88,356.28,363.15,368.72,370.69,366.75,360.90,354.38,348.23,350.46,353.74,355.04,354.54,352.58,349.04,344.07,340.66,337.07,330.91,325.75,320.95,313.02,308.60,309.16,310.26,308.40,311.27,309.90,309.43,308.51,306.22,310.71,303.92,309.29,317.18,323.78,330.87,334.76,340.73,335.83,336.88,334.31,322.66,306.54,313.60,322.20,332.45,332.57,337.89,341.17,342.71,343.32,348.50,351.36,354.36,357.97,362.22,364.16,367.92,371.82,373.37,375.17,378.94,L7
2001-05-29 21:50:49+00:00,351.45,343.26,344.57,347.24,346.91,344.80,339.10,342.20,343.12,350.93,356.43,351.64,349.23,352.44,351.91,349.85,352.41,351.60,345.29,348.58,356.96,355.61,355.63,357.02,355.02,349.77,344.56,347.10,348.18,352.23,354.29,356.64,357.71,364.16,358.37,356.43,362.85,368.42,369.45,365.57,360.08,353.59,348.09,350.51,353.04,354.26,352.55,349.06,345.87,343.74,336.03,333.60,328.23,325.22,320.72,314.04,308.09,308.25,308.85,307.99,309.28,307.48,308.32,307.67,301.77,311.92,303.80,309.25,317.02,323.85,330.50,334.66,340.68,336.25,338.16,337.38,324.40,308.60,315.06,324.44,332.58,332.73,338.54,341.71,343.00,342.84,349.10,352.16,355.23,359.40,363.24,364.41,368.18,371.54,373.26,374.41,378.99,L7
2001-06-14 21:50:14+00:00,348.42,338.81,342.58,344.45,344.49,341.62,335.55,340.31,340.83,348.42,353.05,348.62,346.07,349.70,350.28,346.95,350.43,349.57,342.38,345.69,354.77,353.90,354.30,355.62,353.36,347.35,341.23,345.55,345.92,349.95,351.69,353.70,355.09,360.94,355.78,351.75,359.54,366.46,367.56,363.76,357.92,351.94,346.96,349.24,351.79,352.92,351.24,347.75,345.26,342.66,334.92,332.92,327.14,324.18,319.90,313.09,306.96,307.31,307.58,306.12,308.26,305.64,306.65,307.20,299.35,309.38,302.00,307.77,315.20,322.30,329.12,332.87,338.90,334.16,335.94,335.43,321.85,306.35,312.44,322.04,330.28,330.41,336.55,340.38,342.29,341.85,347.51,350.11,353.15,357.48,361.50,362.52,365.12,368.76,370.83,372.38,374.62,L7
2001-06-30 21:50:24+00:00,348.42,338.81,342.58,344.45,344.49,341.62,335.55,340.31,340.83,348.42,354.00,348.62,346.07,349.70,350.28,346.95,350.43,349.57,342.38,345.69,354.77,353.90,354.30,355.62,353.36,347.35,341.23,345.55,345.92,349.95,352.08,354.25,357.04,363.45,357.85,351.75,359.54,366.46,367.56,363.76,359.89,354.23,348.15,350.18,352.93,354.20,352.53,349.15,346.63,344.03,336.47,333.89,327.92,325.24,320.89,313.79,306.96,307.75,307.82,306.19,308.69,306.21,307.36,307.62,299.60,308.85,302.24,308.16,315.07,321.89,328.90,333.15,338.56,334.61,336.73,336.92,321.68,306.46,312.33,321.59,329.23,329.86,336.45,340.42,341.66,341.63,346.91,350.02,353.52,357.33,361.59,363.30,365.88,369.23,371.55,373.00,376.17,L7
2001-07-07 21:56:12+00:00,348.28,337.54,342.50,344.45,342.58,341.38,334.98,340.00,339.22,347.79,353.51,347.38,345.78,349.53,350.80,347.42,350.79,350.15,342.50,345.79,354.80,353.96,355.55,357.10,354.61,347.99,343.17,346.89,347.67,349.86,351.89,354.49,356.63,363.13,356.46,349.35,357.99,366.23,368.07,363.51,359.83,354.89,348.39,350.68,352.33,353.36,351.25,347.66,345.45,343.37,335.37,333.05,326.77,324.13,319.60,313.08,306.26,306.77,307.07,306.81,308.01,306.28,306.56,307.87,299.94,308.73,301.90,308.35,314.84,321.20,328.33,333.07,338.60,334.03,336.43,336.22,320.61,304.94,310.70,320.79,328.38,328.36,336.65,341.08,341.86,341.68,346.93,350.32,352.95,357.80,362.44,363.49,366.36,368.91,370.91,371.28,374.33,L7
2001-09-02 21:49:17+00:00,347.52,336.06,342.45,342.99,340.74,340.56,334.12,339.90,337.91,347.11,353.11,346.17,345.08,349.01,349.66,346.59,350.49,349.63,341.89,345.92,353.78,353.43,355.54,357.27,355.36,347.43,343.04,347.09,348.75,348.96,351.92,354.49,356.99,363.98,356.77,348.45,357.41,366.38,367.33,363.47,359.74,355.58,348.54,350.81,352.12,353.51,350.86,347.48,344.58,343.58,334.61,332.14,327.17,324.05,320.08,314.19,306.81,307.26,307.54,308.02,308.86,306.64,307.68,308.90,301.23,310.80,302.71,309.30,314.78,320.92,328.39,333.74,340.09,334.88,338.75,336.59,321.41,305.55,310.89,321.99,329.42,329.95,339.39,343.70,343.33,342.38,348.64,351.77,354.67,359.54,363.99,365.64,368.94,371.21,374.27,375.13,379.52,L7
2001-09-18 21:49:29+00:00,343.36,332.37,339.12,339.41,336.52,337.87,330.83,337.62,335.65,343.76,351.23,343.07,342.44,345.80,346.28,343.99,347.01,346.11,338.37,342.41,350.73,350.46,352.61,354.08,352.23,342.61,335.72,343.29,345.00,345.81,347.98,351.56,354.26,360.81,353.30,345.16,352.29,363.67,365.30,360.88,357.64,354.41,347.24,349.03,350.25,351.00,349.16,345.28,342.31,340.58,331.70,328.47,324.35,322.50,318.46,311.92,304.25,306.70,305.88,306.05,306.78,305.57,305.96,307.42,297.90,307.81,299.81,307.54,312.25,319.25,325.67,331.35,335.79,334.36,337.82,334.73,320.24,304.25,309.57,320.97,328.08,329.39,339.52,342.88,342.44,341.55,347.00,350.82,354.62,358.71,363.23,365.22,367.11,369.09,372.67,373.91,377.20,L7
