dates,nzd0325-0000,nzd0325-0001,nzd0325-0002,nzd0325-0003,nzd0325-0004,nzd0325-0005,nzd0325-0006,nzd0325-0007,nzd0325-0008,nzd0325-0009,nzd0325-0010,nzd0325-0011,nzd0325-0012,nzd0325-0013,nzd0325-0014,nzd0325-0015,nzd0325-0016,nzd0325-0017,nzd0325-0018,nzd0325-0019,nzd0325-0020,nzd0325-0021,nzd0325-0022,nzd0325-0023,nzd0325-0024,nzd0325-0025,nzd0325-0026,nzd0325-0027,nzd0325-0028,nzd0325-0029,nzd0325-0030,nzd0325-0031,nzd0325-0032,nzd0325-0033,nzd0325-0034,nzd0325-0035,nzd0325-0036,nzd0325-0037,nzd0325-0038,nzd0325-0039,nzd0325-0040,nzd0325-0041,nzd0325-0042,nzd0325-0043,nzd0325-0044,nzd0325-0045,nzd0325-0046,nzd0325-0047,nzd0325-0048,nzd0325-0049,nzd0325-0050,nzd0325-0051,nzd0325-0052,nzd0325-0053,nzd0325-0054,nzd0325-0055,nzd0325-0056,nzd0325-0057,nzd0325-0058,nzd0325-0059,nzd0325-0060,nzd0325-0061,nzd0325-0062,nzd0325-0063,nzd0325-0064,nzd0325-0065,nzd0325-0066,nzd0325-0067,nzd0325-0068,nzd0325-0069,nzd0325-0070,nzd0325-0071,nzd0325-0072,nzd0325-0073,nzd0325-0074,nzd0325-0075,nzd0325-0076,nzd0325-0077,nzd0325-0078,nzd0325-0079,nzd0325-0080,nzd0325-0081,nzd0325-0082,nzd0325-0083,nzd0325-0084,nzd0325-0085,nzd0325-0086,nzd0325-0087,nzd0325-0088,nzd0325-0089,nzd0325-0090,nzd0325-0091,nzd0325-0092,nzd0325-0093,nzd0325-0094,nzd0325-0095,nzd0325-0096,satname
1999-08-28 21:53:59+00:00,353.07,348.33,346.17,345.47,341.74,344.43,338.06,344.87,352.08,355.12,357.12,356.95,352.95,355.12,362.62,352.22,359.65,353.26,348.44,345.96,356.87,361.72,367.29,370.46,371.44,366.35,360.89,359.90,353.29,359.54,354.70,361.38,365.44,365.09,358.65,362.53,369.30,381.41,384.91,376.32,368.02,360.86,357.04,356.22,362.87,362.30,361.07,358.70,355.51,352.56,346.66,341.08,336.58,334.72,327.88,319.44,316.87,317.00,319.14,319.52,315.84,322.33,314.98,319.12,314.10,309.74,311.45,322.27,327.44,333.43,336.87,351.10,353.28,354.43,354.75,350.59,337.42,319.34,328.48,341.35,349.74,344.60,346.89,348.92,354.29,356.37,357.03,362.84,365.75,368.80,372.51,368.13,377.91,383.75,389.48,399.69,393.99,L7
1999-09-29 21:54:04+00:00,353.55,345.91,346.00,349.78,349.37,347.70,340.53,345.06,348.67,350.18,354.42,353.83,352.37,358.50,357.32,354.35,355.64,354.77,349.89,347.81,354.93,357.81,357.60,359.48,354.23,347.63,351.10,352.58,352.22,352.45,356.52,356.98,364.75,368.73,368.75,371.47,374.36,377.19,378.21,373.07,369.80,364.51,357.20,360.53,364.73,366.50,363.37,362.55,357.43,352.47,348.06,340.25,334.09,331.94,330.28,319.32,313.97,316.71,313.99,313.94,317.41,317.21,314.82,309.68,310.94,309.29,302.14,309.15,322.54,327.50,339.01,351.18,348.52,354.01,356.28,350.54,329.01,313.94,320.05,328.71,333.57,332.65,331.71,335.98,334.13,340.35,346.34,355.51,356.22,356.45,357.12,364.98,366.05,370.26,380.34,386.60,382.63,L7
1999-11-16 21:53:56+00:00,354.86,347.30,346.31,345.42,349.71,346.21,344.54,343.74,347.27,356.74,358.14,357.36,356.05,356.54,354.21,352.28,351.19,351.12,346.36,343.15,355.09,353.60,357.39,358.19,354.07,348.00,345.92,348.92,349.78,348.89,352.26,354.39,357.97,361.20,364.89,371.20,377.37,374.57,374.38,374.23,369.59,360.96,354.07,358.06,352.87,356.24,356.01,352.27,352.67,354.96,347.11,338.24,334.58,331.70,324.58,313.76,305.61,310.34,312.11,308.02,308.78,307.02,311.00,312.01,301.42,305.68,301.87,304.89,316.66,321.35,330.32,336.92,341.98,341.25,342.17,344.75,331.86,309.22,314.04,326.53,320.77,319.68,320.91,324.40,325.95,328.15,338.16,342.93,341.83,341.39,346.77,357.60,358.81,360.93,366.94,376.64,376.18,L7
2000-01-19 21:53:49+00:00,358.47,356.58,359.99,364.04,359.45,362.30,351.56,350.90,354.31,360.67,362.54,361.45,364.97,360.84,363.87,362.22,364.52,365.96,354.57,353.41,362.04,366.18,367.98,358.96,357.64,347.41,350.39,354.38,351.65,357.48,364.28,365.64,369.04,370.17,358.55,356.12,369.39,376.63,376.82,373.65,365.36,358.32,354.71,357.94,364.64,362.87,361.18,358.83,354.93,353.24,346.15,332.58,333.77,327.79,325.52,313.05,317.61,318.86,319.62,316.05,313.67,320.17,313.38,304.03,290.59,299.50,299.41,307.20,305.43,321.10,331.84,331.77,340.15,339.85,344.40,342.64,322.27,306.30,308.09,318.60,335.69,330.46,336.66,342.31,344.25,347.81,356.24,358.41,361.03,359.81,364.48,364.80,375.69,370.82,374.56,385.42,381.68,L7
2000-03-14 21:59:23+00:00,356.49,348.36,351.49,352.02,351.87,351.38,341.71,343.95,349.69,354.18,357.61,357.77,357.34,359.83,359.65,356.76,360.06,357.79,352.66,351.33,362.70,357.26,359.72,360.92,356.01,353.12,353.80,354.02,355.60,351.86,357.62,353.55,363.16,363.36,364.26,362.98,372.62,375.24,371.52,369.55,367.17,359.71,355.65,354.13,352.34,355.94,353.93,353.34,349.49,342.42,341.83,334.52,332.20,328.16,323.07,315.52,305.71,310.56,308.55,308.18,303.80,306.25,309.20,306.39,301.01,306.04,301.82,306.83,319.46,332.05,337.16,341.24,350.37,345.82,347.89,339.77,322.69,,,,,,,,,,,,,,,,,,,,,L7
2000-03-30 21:59:21+00:00,346.05,341.59,346.97,344.14,350.88,346.03,340.19,341.75,347.53,350.19,352.09,348.13,348.67,350.51,353.00,350.30,,,351.27,345.97,358.78,356.74,359.85,361.92,358.60,355.52,353.64,357.32,361.05,356.23,357.03,358.54,356.68,363.42,366.04,364.76,367.12,377.16,376.04,373.59,366.66,363.67,359.34,356.23,357.39,358.89,352.53,350.95,349.80,343.51,340.88,336.81,335.03,334.20,324.83,314.68,312.51,311.83,310.19,308.42,301.53,306.95,299.88,290.55,282.49,286.68,289.01,313.09,317.51,325.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2000-05-01 21:59:06+00:00,348.61,340.87,347.22,342.94,342.56,348.79,337.73,344.31,345.03,349.93,354.33,347.83,345.22,349.39,354.95,345.07,351.10,352.28,351.53,347.10,355.32,357.55,365.89,364.02,359.49,352.92,356.68,360.03,361.26,359.03,359.55,364.02,368.91,367.93,359.17,357.56,366.77,377.16,386.86,373.88,364.05,366.35,355.04,359.98,362.19,361.70,358.86,356.42,352.27,350.76,343.40,341.13,338.60,332.35,325.69,319.26,312.45,314.76,316.73,312.98,310.71,308.55,308.44,309.59,306.90,302.01,300.50,305.64,307.28,323.84,328.91,338.80,344.11,344.88,345.11,337.44,324.01,304.24,313.69,320.32,335.01,331.65,335.97,337.91,345.76,347.34,350.42,355.28,357.27,359.05,363.98,364.86,368.10,372.98,374.41,382.63,376.03,L7
2000-05-17 21:58:55+00:00,350.34,331.51,347.65,344.08,339.39,346.85,339.11,337.10,332.60,345.32,354.20,346.38,349.46,350.02,357.85,346.82,344.16,350.71,347.14,334.36,351.74,349.91,351.24,355.49,354.88,343.40,352.73,350.75,351.29,345.61,347.06,352.09,362.22,,351.67,335.58,359.63,373.51,378.99,368.44,366.75,359.08,348.61,351.45,353.24,355.25,346.77,351.74,348.82,341.56,339.90,331.15,330.03,326.67,322.73,309.03,308.05,311.18,304.87,308.08,312.42,304.23,309.51,305.75,296.73,302.32,298.96,308.67,307.72,311.45,327.83,330.40,337.31,339.75,336.95,331.43,323.37,299.90,308.01,320.76,340.29,331.81,337.85,341.17,347.29,346.63,349.21,353.95,353.62,357.46,366.16,365.29,368.04,373.47,375.78,378.45,381.59,L7
2000-05-26 21:52:36+00:00,339.73,336.21,343.01,347.76,342.43,347.04,335.95,348.04,343.78,355.08,350.49,349.85,341.92,356.44,352.46,343.92,351.75,352.94,354.47,348.90,358.27,363.69,359.07,360.36,352.11,351.54,351.74,354.12,351.52,355.83,356.11,357.18,359.94,361.08,364.85,360.19,364.73,374.65,369.98,365.89,357.62,355.54,352.08,357.17,353.92,356.61,352.67,348.95,358.15,348.73,341.60,334.43,332.12,332.44,321.90,313.23,307.83,309.98,313.88,309.79,314.35,315.37,313.13,313.58,297.13,316.02,308.39,313.65,322.69,334.65,337.41,355.42,360.39,353.75,354.04,343.73,323.61,,,,,,,,,,,,,,,,,,,,,L7
2000-06-18 21:58:39+00:00,336.41,,331.99,329.75,324.92,339.75,328.23,337.80,332.34,344.17,347.78,340.40,337.87,344.84,351.55,340.94,344.01,339.15,331.76,336.38,350.40,348.35,352.35,348.79,349.47,326.45,314.75,322.56,322.06,332.19,333.57,335.80,,,342.10,339.02,346.24,358.16,358.08,347.12,347.32,347.07,341.67,343.38,347.03,346.50,347.16,347.47,342.29,338.89,335.83,327.94,326.04,320.64,318.47,310.21,307.12,308.22,307.27,303.96,308.80,300.75,303.66,297.62,297.32,293.36,296.23,304.71,303.46,313.19,329.59,331.70,338.38,337.03,328.57,322.69,308.85,302.31,311.20,324.52,339.54,335.72,340.71,345.29,345.26,347.69,352.57,353.95,358.60,359.57,364.24,366.17,372.97,374.96,,,,L7
2000-07-13 21:52:31+00:00,333.67,320.68,335.50,326.31,321.87,331.97,321.55,331.87,328.79,339.90,349.97,332.44,334.79,344.58,351.22,341.59,350.08,341.49,340.29,343.58,355.03,344.80,356.63,358.46,351.10,347.01,348.82,346.84,353.42,345.37,352.75,358.48,359.37,352.11,349.19,337.22,354.89,,,,,,,,,,,,,,,,,,,315.73,315.00,310.61,311.68,309.54,309.50,310.73,303.86,310.95,307.04,300.12,301.91,301.45,317.04,322.92,328.15,335.91,345.72,342.53,333.14,330.51,312.09,298.52,314.43,326.66,334.92,332.13,340.73,346.70,350.40,349.62,356.12,356.26,358.66,357.11,360.96,364.83,373.51,373.89,380.60,381.35,384.39,L7
