dates,satname,nzd0325-0000,nzd0325-0001,nzd0325-0002,nzd0325-0003,nzd0325-0004,nzd0325-0005,nzd0325-0006,nzd0325-0007,nzd0325-0008,nzd0325-0009,nzd0325-0010,nzd0325-0011,nzd0325-0012,nzd0325-0013,nzd0325-0014,nzd0325-0015,nzd0325-0016,nzd0325-0017,nzd0325-0018,nzd0325-0019,nzd0325-0020,nzd0325-0021,nzd0325-0022,nzd0325-0023,nzd0325-0024,nzd0325-0025,nzd0325-0026,nzd0325-0027,nzd0325-0028,nzd0325-0029,nzd0325-0030,nzd0325-0031,nzd0325-0032,nzd0325-0033,nzd0325-0034,nzd0325-0035,nzd0325-0036,nzd0325-0037,nzd0325-0038,nzd0325-0039,nzd0325-0040,nzd0325-0041,nzd0325-0042,nzd0325-0043,nzd0325-0044,nzd0325-0045,nzd0325-0046,nzd0325-0047,nzd0325-0048,nzd0325-0049,nzd0325-0050,nzd0325-0051,nzd0325-0052,nzd0325-0053,nzd0325-0054,nzd0325-0055,nzd0325-0056,nzd0325-0057,nzd0325-0058,nzd0325-0059,nzd0325-0060,nzd0325-0061,nzd0325-0062,nzd0325-0063,nzd0325-0064,nzd0325-0065,nzd0325-0066,nzd0325-0067,nzd0325-0068,nzd0325-0069,nzd0325-0070,nzd0325-0071,nzd0325-0072,nzd0325-0073,nzd0325-0074,nzd0325-0075,nzd0325-0076,nzd0325-0077,nzd0325-0078,nzd0325-0079,nzd0325-0080,nzd0325-0081,nzd0325-0082,nzd0325-0083,nzd0325-0084,nzd0325-0085,nzd0325-0086,nzd0325-0087,nzd0325-0088,nzd0325-0089,nzd0325-0090,nzd0325-0091,nzd0325-0092,nzd0325-0093,nzd0325-0094,nzd0325-0095,nzd0325-0096
2000-07-13 21:52:31+00:00,L7,327.82,314.83,328.59,319.98,317.12,325.06,316.48,327.12,321.88,334.83,345.75,327.69,329.36,338.73,344.89,333.99,341.64,333.05,331.85,337.25,349.18,337.20,349.03,350.02,340.24,334.34,333.62,335.98,342.56,334.51,343.25,347.62,346.70,339.44,342.28,329.62,346.45,,,,,,,,,,,,,,,,,,,306.23,302.33,297.94,299.01,296.87,296.83,298.06,291.19,295.75,288.04,284.92,286.71,286.25,304.37,310.25,315.48,323.24,333.05,329.86,320.47,317.84,299.42,285.85,299.23,311.46,315.92,316.93,325.53,331.50,335.20,334.42,343.45,343.59,345.99,344.44,348.29,353.97,362.65,363.03,369.74,368.68,371.72
2000-08-05 21:57:56+00:00,L7,352.67,349.01,352.06,350.68,350.63,350.38,341.41,342.68,353.26,353.88,358.02,354.04,345.99,356.86,362.08,354.53,357.13,360.35,353.45,353.34,370.04,370.50,369.09,374.02,370.12,368.26,361.98,362.73,364.79,365.81,366.99,370.93,373.86,377.51,374.53,385.59,385.63,387.15,391.24,385.96,379.21,369.42,365.97,371.71,371.46,375.35,371.50,371.97,367.36,364.20,354.29,348.24,347.58,341.50,339.55,329.88,324.97,325.45,325.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.69,403.47,406.45,405.80
2000-08-14 21:51:44+00:00,L7,340.92,332.13,332.47,330.76,331.76,,,,,,,,,,,,,,,,,334.88,340.05,339.42,333.52,318.73,312.67,324.53,324.60,326.02,330.31,331.91,340.69,326.52,335.71,333.19,334.61,348.69,351.06,348.94,346.83,336.04,334.45,333.21,333.55,338.94,337.21,336.34,331.30,318.64,317.34,320.04,312.15,308.01,304.14,298.65,,,,,,,,,,,,,,,,,,317.35,312.40,312.58,289.08,280.75,292.78,299.50,307.11,312.20,320.51,328.09,325.71,327.05,332.91,338.98,339.39,340.92,345.02,348.03,354.92,363.27,366.30,364.27,361.36
2000-10-01 21:51:05+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,629.35,,150.93,,,,,,,,,,,,,,,108.79,,,,,,,,,,,,106.71,141.60,134.40,,,,108.66,112.48,,,,,,,,,,,,,259.46,292.84,,,,,,,,,,,,,,,,,,,,,,117.76,92.24
2000-11-25 21:57:10+00:00,L7,350.08,346.78,346.28,346.36,350.48,346.21,338.82,340.96,341.47,346.57,352.56,353.12,347.53,348.93,352.02,345.11,345.14,340.86,336.91,339.39,350.44,346.83,344.12,337.09,333.21,324.64,318.90,329.63,334.93,332.17,344.54,343.59,344.39,343.45,340.80,340.91,350.26,351.45,352.80,357.34,349.47,339.64,334.14,332.70,337.90,339.57,341.24,337.85,334.19,329.55,323.65,320.87,315.38,309.26,304.82,292.47,287.53,291.02,292.76,287.08,291.64,286.53,288.85,283.96,283.84,273.98,278.76,284.99,296.62,306.05,310.38,314.12,318.13,311.11,314.52,303.76,300.45,283.77,285.48,293.37,300.98,306.25,317.32,320.79,321.82,323.76,328.91,331.64,333.12,333.01,340.07,342.15,345.81,354.05,354.27,358.00,355.16
2000-12-04 21:51:22+00:00,L7,365.69,358.84,356.00,361.79,360.66,360.06,360.94,354.23,359.76,364.17,371.70,364.91,364.77,368.09,363.88,365.42,366.22,367.21,363.77,369.23,371.40,366.64,366.43,370.66,369.77,368.39,370.04,363.69,367.38,369.77,372.56,379.54,378.91,380.47,381.11,386.58,385.44,387.16,386.09,385.06,377.03,372.15,364.85,369.48,370.95,373.22,372.04,371.52,366.36,363.51,360.32,351.23,346.50,343.55,339.58,333.43,324.49,327.63,328.16,331.53,328.96,332.89,335.71,327.92,334.96,340.64,332.68,336.76,347.38,354.01,354.44,361.44,366.07,362.33,365.25,362.35,354.18,335.94,347.21,354.85,365.02,362.48,365.66,363.60,359.89,361.92,371.11,377.89,381.18,384.06,386.51,385.63,397.62,398.97,398.31,397.88,418.90
2001-01-05 21:51:28+00:00,L7,,,,,,,,,,,,,,,,,,,,,,358.97,,,,,,,,,,362.60,361.69,366.97,367.03,364.97,370.30,374.18,376.38,373.71,366.44,362.44,357.93,357.51,359.85,363.45,366.07,364.79,359.20,350.68,348.15,343.05,340.32,337.19,334.74,321.59,314.95,318.51,316.31,317.69,318.72,320.02,322.93,316.87,316.29,319.78,315.28,323.72,330.90,337.67,341.91,344.23,351.05,350.77,351.72,352.26,337.59,324.47,332.80,336.77,349.00,349.24,343.55,346.36,352.15,354.70,356.53,358.34,367.38,365.73,365.37,370.98,370.93,376.96,376.84,386.05,389.99
2001-01-21 21:51:34+00:00,L7,342.21,337.84,338.20,340.37,343.07,336.08,332.51,333.05,335.18,342.66,348.84,345.39,339.65,345.21,350.02,342.05,339.89,339.36,334.77,334.68,349.68,344.44,341.87,341.28,335.35,324.73,322.38,328.00,328.90,335.99,335.75,337.63,340.28,340.49,339.65,338.67,343.71,349.62,354.14,346.92,346.86,337.08,332.24,330.19,337.62,336.50,340.09,336.49,335.09,329.34,327.26,324.09,313.42,310.61,304.17,291.05,287.23,289.72,292.02,284.93,289.44,289.96,286.93,280.83,266.09,274.66,277.61,283.65,293.59,301.75,308.95,310.96,311.13,313.51,310.19,310.23,299.27,284.72,290.09,294.35,302.32,308.60,311.80,314.75,319.44,319.30,326.63,329.21,334.35,335.07,340.13,343.46,345.25,349.41,350.19,351.72,352.37
2001-02-06 21:51:02+00:00,L7,351.95,346.28,340.51,344.86,349.95,342.07,338.92,342.86,344.19,350.24,355.40,353.74,351.61,347.22,353.90,347.83,346.60,346.14,339.94,342.40,355.02,353.96,355.36,351.11,350.03,341.36,330.36,336.99,336.84,345.35,345.11,346.63,347.09,346.25,349.10,348.20,354.66,358.19,362.61,360.86,352.31,341.44,337.10,346.73,345.58,345.07,346.16,343.65,340.50,335.32,332.79,329.24,316.62,314.42,309.51,305.31,293.64,291.91,295.43,284.97,291.40,287.00,287.65,287.20,276.62,278.33,281.60,286.66,301.09,308.85,312.58,314.11,315.61,315.48,313.83,318.75,306.46,289.53,294.99,301.46,304.52,312.34,318.75,323.67,325.35,325.21,326.73,331.12,332.79,336.80,344.47,346.79,351.00,353.12,355.69,355.17,355.62
2001-03-10 21:50:58+00:00,L7,355.45,345.69,350.75,346.59,349.46,342.94,340.00,343.35,337.41,352.74,354.03,352.78,349.12,348.13,352.44,345.83,348.73,351.29,345.55,342.23,353.43,352.89,351.23,346.87,349.21,334.87,332.38,338.17,342.50,344.79,348.72,349.01,348.92,353.53,350.54,343.86,357.14,359.66,360.43,361.09,354.64,345.35,337.21,347.20,346.71,348.09,345.55,344.01,340.61,337.30,333.78,328.31,324.43,312.53,309.95,306.37,298.29,294.70,298.13,294.78,295.86,294.24,290.53,287.38,282.52,278.24,283.80,284.87,302.11,307.17,311.15,313.71,317.65,315.26,324.51,319.88,308.73,293.51,292.24,301.54,309.40,311.32,316.53,323.21,324.50,325.28,336.96,337.58,334.59,342.36,347.57,349.83,359.50,364.98,363.15,366.46,370.30
2001-03-17 21:57:04+00:00,L7,371.89,357.24,356.15,358.03,362.78,358.00,353.94,352.01,356.04,367.72,368.49,365.67,364.27,372.41,376.34,365.38,369.89,365.49,365.61,370.71,376.41,370.92,371.42,379.34,371.46,377.78,377.24,367.29,370.81,369.02,373.08,375.80,378.40,375.61,377.15,371.10,380.65,381.57,378.94,376.17,371.99,363.55,359.49,356.11,359.28,365.84,360.62,363.73,360.65,359.25,354.50,354.37,345.58,339.81,336.15,330.54,321.88,316.73,324.08,325.61,328.48,324.19,327.45,328.51,338.35,342.41,328.50,332.74,332.86,332.21,353.53,359.24,376.70,389.06,,,,,,,,,,,,,,,,,,,,,,,
2001-04-02 21:56:54+00:00,L7,342.95,338.80,338.37,338.94,343.55,341.97,332.51,338.37,340.15,348.02,351.18,345.38,343.53,344.80,350.46,347.18,347.51,342.92,340.39,345.57,351.75,351.61,353.03,351.67,352.12,350.77,345.74,346.61,346.76,350.47,351.81,353.45,353.69,362.70,358.27,360.31,364.16,371.27,370.18,365.27,358.62,354.12,349.68,349.39,352.63,354.29,354.54,350.90,348.75,340.59,340.75,334.61,332.12,325.73,317.85,312.70,310.03,313.70,312.85,318.35,318.35,318.61,318.09,322.39,319.94,311.36,306.27,313.25,315.42,328.34,335.49,340.55,342.33,340.30,338.91,343.63,321.29,301.25,307.47,317.66,322.90,326.01,334.63,338.69,336.35,337.12,343.16,344.11,348.44,354.05,358.09,364.49,365.68,363.56,373.10,368.85,369.06
2001-05-13 21:50:33+00:00,L7,344.67,338.00,339.28,336.23,341.63,341.68,329.73,340.94,340.66,344.41,351.39,348.86,343.21,349.57,351.63,335.31,345.85,343.51,341.81,345.45,351.96,351.17,348.46,356.02,352.87,352.54,346.00,347.91,349.20,350.24,353.24,352.60,353.19,359.57,359.17,347.62,358.06,367.64,370.36,365.06,358.31,350.13,345.32,348.85,351.19,350.51,350.06,347.93,342.59,338.43,335.12,331.11,325.67,317.17,315.06,309.23,307.49,307.33,307.09,307.69,312.07,311.04,307.50,313.82,309.71,315.82,306.02,308.18,314.82,320.51,326.17,334.14,344.44,339.59,341.02,340.25,321.76,305.14,314.40,331.40,335.62,334.67,343.63,344.17,348.10,344.06,356.71,358.29,360.09,366.95,369.96,372.49,371.11,378.95,379.99,373.24,375.01
2001-05-20 21:56:40+00:00,L7,329.60,314.80,323.31,,313.13,316.70,319.06,324.03,314.48,331.34,338.91,328.36,330.31,329.86,336.25,322.40,324.16,326.47,322.58,321.30,330.91,323.13,329.84,328.77,320.21,302.05,277.55,308.97,303.92,313.10,319.81,314.24,312.54,287.00,318.92,319.76,321.81,328.20,327.02,325.05,322.37,319.63,313.37,315.40,317.40,315.59,318.03,313.91,311.51,305.76,304.98,302.79,290.77,288.97,279.36,276.51,272.52,272.31,267.74,263.38,269.83,266.55,260.66,254.59,231.92,240.62,247.06,256.53,269.01,273.26,286.12,287.06,296.23,299.11,297.00,282.67,279.23,265.53,267.69,278.39,289.77,292.20,299.12,305.25,306.78,308.57,314.77,319.09,322.34,328.69,332.81,337.32,340.09,342.09,344.55,344.20,349.01
2001-05-29 21:50:49+00:00,L7,343.70,336.97,340.94,343.47,345.86,346.02,331.37,338.82,342.60,344.15,357.11,347.52,342.72,351.72,316.08,,220.58,,331.67,349.46,357.19,,271.26,,,,,,,,,,,,,,,,377.05,373.06,368.71,363.16,360.21,360.71,362.31,363.16,348.81,330.19,329.98,,301.80,313.69,320.01,335.34,333.96,330.20,319.08,318.63,315.36,319.63,308.40,298.91,314.40,319.57,294.35,328.88,321.61,328.52,331.68,343.37,343.31,349.84,354.29,351.56,362.66,368.10,352.79,338.94,342.61,357.54,357.20,351.73,367.20,369.70,368.44,363.39,370.95,375.47,377.57,382.52,385.93,,,,,,
2001-06-14 21:50:14+00:00,L7,339.05,319.33,338.76,340.11,339.42,332.20,329.49,337.72,339.83,342.12,341.80,338.24,336.89,344.10,349.92,343.01,351.24,351.85,338.43,343.94,352.25,351.99,356.55,360.33,357.62,350.35,344.98,352.43,350.40,352.63,352.79,354.19,356.65,356.10,358.52,345.30,356.49,370.65,368.52,367.96,356.41,356.84,354.59,357.77,359.64,361.00,359.99,359.45,361.20,354.74,350.08,345.47,336.73,334.36,332.54,324.91,314.45,319.59,316.82,314.15,320.10,315.89,320.32,324.82,312.69,319.33,316.25,323.58,330.50,339.90,341.94,344.89,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-30 21:50:24+00:00,L7,,,,,,,,,,,363.36,,405.64,,,,,,,,,,,,,,,,,,357.20,361.55,377.29,386.17,377.93,402.56,409.49,,461.31,,381.60,379.38,362.06,361.64,366.64,369.24,367.45,365.05,362.40,358.37,353.74,345.59,338.04,338.09,333.13,322.77,309.63,314.75,312.88,309.56,315.58,314.62,317.19,315.05,306.08,307.31,307.81,315.28,316.43,320.47,329.45,338.62,338.12,340.92,345.71,351.47,323.01,310.03,314.71,321.21,324.86,328.66,338.80,343.97,339.84,343.04,344.72,352.00,359.13,358.81,365.02,371.06,373.50,374.76,378.86,379.99,389.63
2001-07-07 21:56:12+00:00,L7,339.44,318.63,332.93,,319.27,330.37,323.31,331.12,315.80,335.62,343.16,330.14,336.18,340.47,347.25,341.37,342.77,343.88,332.74,338.47,347.59,349.15,355.78,358.08,350.64,336.84,339.14,343.64,347.67,335.14,337.93,350.12,,,343.73,332.95,344.79,357.28,364.13,358.20,352.79,354.79,347.50,350.00,,,,,,,,,,,,,,,,307.15,293.93,303.41,296.81,298.78,294.08,297.75,290.72,305.03,311.08,312.71,318.26,325.98,334.13,328.22,331.69,328.64,310.65,293.47,297.31,308.79,315.36,314.92,324.56,331.53,333.15,334.36,339.40,343.69,344.89,352.59,355.69,357.61,359.93,359.57,,,
2001-09-02 21:49:17+00:00,L7,344.35,338.48,341.94,336.26,338.09,335.49,333.26,339.28,334.58,343.50,350.59,345.07,344.10,343.41,348.53,342.63,340.85,338.76,334.21,338.18,345.88,346.95,348.42,344.21,346.46,324.91,322.11,329.44,336.41,333.97,337.73,339.48,344.89,340.88,341.22,337.08,343.29,352.45,353.33,352.39,346.94,340.25,330.96,336.08,338.75,339.32,339.95,339.38,330.81,331.45,325.41,320.58,316.60,309.90,308.13,301.69,290.89,290.57,295.91,286.60,292.62,285.65,290.51,284.11,272.68,276.52,279.05,285.03,290.54,297.95,305.13,310.06,312.93,313.05,317.52,307.10,302.78,285.55,289.46,298.18,303.74,318.91,329.42,331.88,328.30,321.98,331.46,332.91,339.33,339.34,345.86,351.54,357.61,359.41,364.83,370.07,376.11
2001-09-18 21:49:29+00:00,L7,342.81,333.67,333.47,336.13,334.73,334.52,330.30,334.19,333.11,343.35,349.80,344.49,343.69,342.14,348.13,341.66,338.51,337.17,335.79,334.90,348.00,344.80,341.80,341.29,336.58,323.47,305.72,324.91,331.47,335.96,332.35,340.03,343.21,338.14,338.85,338.68,339.20,349.05,347.79,347.07,341.97,335.99,330.45,330.41,332.05,333.47,335.72,336.70,332.51,326.00,325.07,315.14,313.43,309.02,306.19,298.63,284.94,291.75,293.39,286.61,288.83,294.12,286.86,284.01,277.63,276.31,273.90,282.86,289.46,295.45,303.82,309.68,311.86,310.10,316.06,303.97,298.38,282.07,280.54,292.21,297.20,305.66,316.37,315.42,316.14,317.50,322.80,329.04,333.18,334.71,340.46,346.04,345.89,349.30,352.71,358.13,355.39
2001-11-05 21:49:02+00:00,L7,356.31,346.70,343.37,347.03,349.01,349.26,346.08,346.42,350.00,356.46,358.27,355.22,358.56,355.96,357.30,353.73,357.14,356.68,350.41,350.52,357.55,364.02,366.33,367.67,365.27,362.04,352.81,359.07,356.63,358.58,361.77,370.07,373.22,374.20,376.35,381.71,383.69,383.70,386.09,383.97,376.42,366.57,362.15,363.65,368.42,368.21,369.76,369.09,364.45,364.16,354.63,346.48,347.20,342.17,333.88,328.76,322.58,319.79,324.97,318.91,322.03,321.28,321.73,321.01,,325.74,318.86,325.36,334.93,338.14,341.64,346.04,350.67,345.74,348.27,351.11,329.49,317.05,326.06,341.53,346.66,348.86,352.54,355.17,355.50,350.08,351.65,357.09,358.30,361.65,363.62,370.29,372.51,380.51,377.99,381.62,386.47
2001-12-30 21:55:25+00:00,L7,345.40,340.56,341.83,341.32,342.27,340.01,336.35,339.04,335.31,344.80,350.44,351.32,346.09,346.83,352.30,342.10,343.26,338.64,336.65,337.55,347.72,341.88,340.37,335.99,328.28,307.94,285.28,322.08,323.49,325.67,330.67,327.17,329.64,328.99,332.58,328.99,334.44,335.92,344.29,339.40,335.88,327.52,322.54,324.78,322.61,328.24,327.23,323.96,321.40,313.95,309.64,308.16,304.86,302.88,292.04,283.96,279.86,280.43,276.26,274.94,276.45,276.60,279.55,267.11,235.89,261.14,255.88,269.95,280.03,279.72,293.91,297.12,301.87,301.01,301.84,293.60,285.69,271.15,276.18,284.74,294.92,300.93,306.37,309.41,307.04,306.44,314.35,314.16,323.29,324.69,326.42,329.09,334.34,337.80,342.58,337.90,335.94
