,dates,per0134-0000,per0134-0001,per0134-0002,per0134-0003,per0134-0004,per0134-0005,per0134-0006,per0134-0007,per0134-0008,per0134-0009,per0134-0010,per0134-0011,per0134-0012,per0134-0013,per0134-0014,per0134-0015,per0134-0016,per0134-0017,per0134-0018,per0134-0019,per0134-0020,per0134-0021,per0134-0022,per0134-0023,per0134-0024,per0134-0025,per0134-0026,per0134-0027,per0134-0028,per0134-0029,per0134-0030,per0134-0031,per0134-0032,per0134-0033,per0134-0034,per0134-0035,per0134-0036,per0134-0037,per0134-0038,per0134-0039,per0134-0040,per0134-0041,per0134-0042,per0134-0043,per0134-0044
0,1986-04-19 14:36:16+00:00,,51.7817867106415,41.178492545701886,55.95565240235641,,16.442885206818644,24.941794644275596,30.311454222756517,39.146909455048615,67.02007130039964,45.764388636700374,34.4021487656774,22.563890072237903,38.83385097542865,66.24051918067978,,,,43.850105296592645,48.63526247989479,39.56520446035194,,,66.6677026306088,65.03581324208764,50.82233454461381,,56.20712436865993,,,24.83914726192172,26.357994292698102,57.55070687065272,,,35.70651370327475,51.90033967388596,65.47825604688921,,,74.93182685972188,,93.27164411904752,63.648942524713455,104.60994787034879
1,1986-05-05 14:35:53+00:00,,32.82205988388672,25.59634093562871,23.933638587185385,,,,,27.715678138482847,28.029690104781707,28.055717559181105,15.849299283931622,11.532520707268702,21.33076730281116,26.52446570055706,,28.981483492183422,27.950644204851578,18.274648846449708,24.465827948891054,31.962303899027624,,,39.510281257744126,37.75270156075534,42.25669362792026,,26.582707215905096,15.454256599537292,20.885737539058375,15.12624516166208,14.739561203332899,22.216647935387172,,18.44914095063437,18.654608092604082,27.30101390671662,31.433173308815906,37.82009326863213,,41.90545218848858,,57.62002743964403,64.25715618614083,73.31623735125223
2,1986-08-09 14:32:48+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1986-08-25 14:32:12+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1986-09-26 14:31:09+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1986-10-12 14:30:38+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1986-12-15 14:29:44+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1987-02-01 14:31:12+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1987-02-08 14:37:40+00:00,129.78121282994448,78.13415400923893,70.28200831997384,95.50898088457348,63.28345307735826,35.12703565855004,41.62796083285029,63.943709699625714,68.2381979270022,76.96239940422484,66.55660785146279,49.7836715851804,50.53045444203001,65.36442971030517,100.55524827671397,79.94316797666042,55.42503728758244,67.8986205287566,99.40074394556979,64.20095552452727,67.6019226272018,92.25287701650664,98.36129111383053,89.329741465834,85.03980320101446,74.3435715081458,78.02492078683636,58.620911272135515,48.98140303357978,60.1024194202535,57.25955500551214,74.61913381774582,82.83182523680742,65.95837037706687,36.23738220015956,55.42657357156854,103.80227013756678,68.77962952261429,56.01569114962075,98.49734831375906,76.647398172809,89.1547911117181,94.92639555568135,103.79734327164489,98.01731398980189
9,1987-03-05 14:32:27+00:00,128.38044460075687,82.51731412481767,59.10576551051537,80.97663562541743,62.46140934137514,30.317683201020486,46.02291950568126,56.8413939821355,60.81032480296273,64.503002699854,73.52898752657438,65.01508222264349,41.669153068365986,62.66138943791679,78.47747729714968,71.46384864240206,45.12866389760012,39.42254812045509,71.66406486991636,46.476284955128,74.12337054111677,80.181039800474,73.29104544401679,82.12582430418266,72.22485998568385,71.72607088981525,60.34832114337787,42.00702085224112,30.18479365047357,66.81545129024008,52.27611164738128,74.10036811976585,74.09423316857429,61.95652103588489,34.71445290664322,61.48499750203238,69.82089666932139,62.21358390671096,51.74466233699364,73.80291921125004,80.50203123313841,86.05920711716546,,,
