,dates,chi0257-0000,chi0257-0001,chi0257-0002,chi0257-0003,chi0257-0004,chi0257-0005,chi0257-0006,chi0257-0007,chi0257-0008,chi0257-0009,chi0257-0010,chi0257-0011,chi0257-0012
0,1985-07-27 14:08:29+00:00,253.44284128197438,238.95962169756638,243.09333263442102,239.24696883001658,231.81183372511288,225.71966231391315,209.0274875294125,202.9986476142249,207.76485015359492,203.40469322270968,211.78482710051827,220.2776838107485,213.30660585637327
1,1986-02-04 14:05:35+00:00,243.91757224980608,227.82806735479272,223.0601401272295,234.9740628201722,226.102935018832,217.85021803314837,208.84921856435795,202.43970723003483,203.42570424331268,201.18294766525972,210.58978139341616,225.8290279470571,218.9505365721227
2,1986-07-30 14:00:52+00:00,253.4041379698388,240.48126633040374,237.25119023369243,236.51370677053092,237.27014286667622,228.38959313212416,214.6088533507819,206.14019154388112,208.74042770666944,213.2033639392111,217.52778771649804,230.70684156230888,225.023506812052
3,1986-08-15 14:00:17+00:00,248.4320266789319,237.5736790463003,223.3760986565241,,204.929570806105,,196.7905651020503,,,,213.04134721726962,228.63975424052785,222.95982014064424
4,1986-08-31 13:59:41+00:00,237.25059582737617,229.9228569438259,230.9669150600004,235.0860521366885,219.46725332594463,209.28350249825206,197.51334111246265,198.86254194769893,199.0323334209951,200.67345590378386,206.34907593344337,217.8257127002573,205.9565048005594
5,1986-09-16 13:59:10+00:00,231.448158161587,225.3347847560118,227.86010249821274,231.07619714106104,221.21975487838,210.1321991633888,191.4083458512275,187.93055682810038,191.93212384845492,184.7283426626557,194.1644254488595,200.80799967961346,199.42489299519013
6,1986-11-03 13:57:34+00:00,241.11450921831397,237.4018112672023,241.43670715799624,244.76311379627487,227.89913082634695,222.3064677613413,201.7908337870552,203.97631795083015,199.30981982691003,187.2380569233559,196.91156449629113,205.20119722712624,199.48795712155555
7,1987-03-27 14:00:57+00:00,257.3452435336941,249.72679966635857,243.17992199046122,237.45869906537743,231.40562532016472,222.6663873897988,211.034958585909,203.7887446281817,212.2150544187498,215.59144221276287,223.62290580791546,239.87350668389598,226.11979596880676
8,1987-11-06 14:06:32+00:00,250.19442215417197,238.48769326721174,233.74376035218182,233.97502094345907,221.38555358908985,212.90487522756175,196.08597030795173,194.77885768639086,195.8028902863113,188.10761791355085,200.64382652680047,206.94858059073815,203.3142124899507
9,1988-04-30 14:08:52+00:00,230.28132831497243,235.040527269057,233.59867674465332,236.3399744760322,222.7977013856534,210.0217914790569,196.54650320870456,196.10157357823397,202.4352147815854,197.74288891932463,201.34463160386406,213.38618506134273,215.86566016238334
10,1988-06-01 14:09:09+00:00,241.47416201215083,232.04140146195172,230.14661271628444,228.38988241688202,216.44055629119865,202.07848823796184,181.58121616715118,187.9781491904602,195.23614065752605,193.17008247303545,191.14945599968462,202.3391004908816,200.74295376776183
11,1988-06-17 14:09:14+00:00,238.18898084011894,223.2329864677507,230.38887724198378,226.25281788625045,214.9334404827478,204.55150195475923,180.86713682454183,183.2749507610992,190.4116574219206,196.17340218946367,192.79426257090785,205.61337534278084,202.43157893994876
12,1988-08-20 14:09:24+00:00,257.0597273226324,248.0444956464481,243.92262916614024,243.3301203380188,231.55815029414413,220.44426784680635,204.80805148100092,204.88040135787094,223.29107780420208,219.74103036223482,233.98706843599274,238.69586498112085,238.78330661487308
13,1988-09-05 14:09:27+00:00,253.98104765330822,243.77918674208192,245.04708926623636,241.14782036279644,235.1234349838884,239.99103936392623,214.36087607737338,200.3758320527981,215.21842059752203,218.06571600183906,224.879433460881,239.89965232826916,233.3093942149662
14,1989-08-23 14:05:11+00:00,262.3441324484969,239.56395976489608,242.29836365586002,237.94296503334655,230.4002793860954,229.9523917080856,221.07652583564055,214.19957626346792,216.9609900710033,217.0740773169618,222.87071007503363,231.28808945007285,233.30461872399223
15,1989-09-24 14:04:23+00:00,244.4611537893458,234.19371119845343,235.03360971678268,236.2125371283331,227.61829129981186,227.48361520025395,210.29015556728632,201.80958400780946,204.80818532425337,201.0294319379972,206.98811913387902,215.7736898093161,210.8909491916273
16,1990-07-25 13:58:43+00:00,231.26453199345357,218.71472361693688,223.64834997570472,229.03497253367885,221.43315943024294,213.57217759254104,197.70256049238753,191.06371201857155,197.7699538577294,199.23096571255547,205.88857913389722,218.56147853013294,211.38803978604787
17,1990-11-14 13:58:09+00:00,227.11960992116724,220.5173342003373,220.4400615792521,217.9994844731071,205.57126104693955,204.2977597426719,,,,,,,
18,1991-01-01 13:58:31+00:00,251.2245202932161,233.87168952736812,226.63317016918398,232.60364310238015,221.58648879926275,213.9958901872393,197.5260013527742,190.2506533559644,193.59914994729124,189.70246281901638,198.6005848559195,218.7708109555948,210.2772761045771
19,1991-02-02 13:59:12+00:00,231.11083700970602,217.13621077205406,220.4483721701821,220.2410754556181,215.55994974394127,208.090789351291,200.03934138328094,193.11851372011054,195.94027974044306,187.5609241226033,200.62397369484947,212.73702879461212,203.68449910753412
20,1991-07-12 14:01:52+00:00,235.95604276338304,223.28843833293337,222.73344094571672,224.08974338285952,212.70880184941774,209.73086801739078,187.99267574202545,184.87332835205393,185.91401385138917,181.82930833713561,192.19149076311206,203.57990798317383,194.89977315226352
21,1991-09-30 14:02:37+00:00,263.98892651884046,260.0778668943964,251.23845564838422,256.9326941422247,244.82845142374327,237.3265020333279,211.7292453663607,224.06740575796636,,228.99356074467795,237.2630050868638,251.68861204651546,251.47169711974786
22,1992-02-05 14:02:52+00:00,241.48301466346334,231.9277004755724,228.92255780762102,227.41928238972324,221.33865584597606,220.33823414216084,197.51293292042894,181.0758466132882,190.22232922124775,199.7723157706848,203.34043058989585,217.6456789220339,216.23391203726084
