,dates,per0001-0000,per0001-0001,per0001-0002,per0001-0003,per0001-0004,per0001-0005,per0001-0006,per0001-0007,per0001-0008,per0001-0009,per0001-0010,per0001-0011,per0001-0012,per0001-0013,per0001-0014,per0001-0015,per0001-0016,per0001-0017,per0001-0018,per0001-0019,per0001-0020,per0001-0021,per0001-0022,per0001-0023,per0001-0024,per0001-0025,per0001-0026,per0001-0027,per0001-0028,per0001-0029,per0001-0030,per0001-0031,per0001-0032,per0001-0033,per0001-0034,per0001-0035,per0001-0036,per0001-0037,per0001-0038,per0001-0039,per0001-0040,per0001-0041,per0001-0042,per0001-0043,per0001-0044,per0001-0045,per0001-0046,per0001-0047,per0001-0048,per0001-0049,per0001-0050,per0001-0051,per0001-0052,per0001-0053,per0001-0054,per0001-0055,per0001-0056,per0001-0057
0,1986-03-14 14:59:22+00:00,132.14759322592673,127.43235043479883,122.18163784592043,122.38121529592065,120.6164260976274,115.14143367927505,109.76681644339865,110.80463936106835,106.00611571697604,97.71601780805184,97.24138304502583,89.97322062181676,79.54332799843854,71.67377790278755,71.24845208423912,59.695391297801606,54.203745424827055,48.512453570496966,40.80031839769131,36.43498685953697,25.971050031767273,24.04799937505719,20.263994209587505,13.117556090172924,8.574426420331136,3.5141921374979757,-0.9944820527668656,,,,,,,,,,,,,,,,,,,,-0.43030412031920884,13.096586967443843,24.320643947725646,31.965238788893977,58.53157851410921,63.419967276554324,,,120.69898855552906,141.9626054265868,160.53480638771487,164.37737578491559
1,1986-05-17 14:58:17+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1986-07-04 14:56:48+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1986-08-21 14:55:05+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1986-09-06 14:54:05+00:00,128.85190832726286,115.17567847600793,125.79988400415081,124.81784182300488,126.27019618837637,118.77227158497462,111.65946239260816,111.62710217585212,104.99552374192544,98.73025745750779,92.85023089758276,83.18795624894999,73.46553013561616,66.62595346488617,59.60266816422367,54.20295786005353,45.35442794545413,37.86903863644239,32.69607518998719,25.139564317981623,22.213124689812542,16.220810197541216,14.166582450691639,15.179236574304728,3.5167634583307734,1.1484924060554604,-7.999392048488593,-7.481308099088027,,,,,,,,,,,,,,,,,,2.0230122261262036,10.443699621449882,28.433885747037042,47.80478807736871,57.4821657428981,64.05327611291155,87.33098380979128,114.67519021880065,135.34778659538102,147.87984098216003,162.6531781381882,174.5662260814483,189.4373389754697
5,1990-01-20 14:55:37+00:00,129.99496622661673,128.46325354151176,117.06270109618717,,94.03792070926444,,81.77679933498464,83.97851835703142,91.25689837312635,90.64285807085268,85.41634222150994,79.12369473678642,77.72604968715923,67.39340107096858,63.921867056630155,61.11347122933673,,,56.34793516981444,52.341995664243484,55.395746972317944,56.16057493125072,55.6561159172757,46.65225342425278,42.47442258860542,20.875283737499394,21.418508815915875,30.738696024321033,17.17481485500361,18.53200835572568,26.000118990605387,,,32.23059379682913,38.79853426865832,25.677144850360612,31.470267707833138,24.329334119040844,30.494107369507855,22.969945842056102,26.54279008546512,18.598695647059124,21.56921801798443,27.797656573992008,28.901407993357505,36.293016614250256,37.00318587470353,63.68471814713274,85.07294096769232,103.27472946184307,117.49273727021232,130.67227183328492,140.85483889692838,151.6333898939915,149.75309565255466,160.00261182046754,169.83026234168705,181.34845563060568
6,1990-02-21 14:54:35+00:00,131.46164723858493,116.06073455303951,105.8472314188785,,100.95871229632685,99.4545595970669,,,,,,77.77036480428215,72.14428044083438,69.07066133988413,69.65007551800541,62.669813370717954,64.3430925116785,63.35369579208065,62.667220047915286,54.93717611638527,54.767210655436855,50.01872486384637,41.98093795747079,41.90147193871984,41.37269027765238,37.00888294348347,35.41359373398857,,,,,,0.8553277143258056,8.509595639174556,29.61570474866958,8.622292783227836,15.05411887309203,14.348486344451741,17.339921276241718,,29.850271219875655,24.295529880712376,17.179338366199158,17.29310021222245,32.88929932962135,28.448418922688525,63.02283633571296,75.8440882926878,91.17182345115098,108.16017674733273,109.97395400172724,131.75239063465855,139.57213459478993,151.30252426914424,155.79537427134704,173.1838477918525,194.49093439105314,206.90725431981747
7,1990-04-26 14:53:28+00:00,103.2600019900348,90.4845989131319,98.29116154609711,105.65223733634643,106.0662100927304,98.85269792808688,92.86745188997537,96.56282901782724,92.3076554257906,86.62030865270316,84.70833174824855,81.89941779460307,71.37056192159366,71.91493029926754,72.65667544036236,69.1284793647213,59.38246423631311,58.399929118038884,54.05197214833521,45.41197911621752,43.617067597411555,45.037919220625554,38.4917222332668,45.327092670177194,42.73626189403052,37.806001275689304,27.525471154665475,26.863452783425636,25.71249145462848,16.139218778054055,5.037591493616432,7.294590464270765,2.6966397896837098,15.39663176337542,21.7884736884912,26.61276586050715,24.967616896720624,26.671718299036392,28.126124109274915,20.619391231118126,15.437014909375158,10.078088184716822,12.432899485108937,19.20086245453929,40.38091662553384,50.79464874606476,67.38543710713674,81.34235116201532,97.10511596747905,107.6719091787777,114.55526331301337,128.66876172547052,146.22552297563226,160.25275412090411,183.00663553321561,195.63770068894286,207.83645399507435,222.83691915184235
8,1991-03-28 14:55:13+00:00,112.66524617153128,99.26835833769758,105.2307526094616,104.89543415286646,109.16827215580719,106.52534042876286,97.16113832890764,101.36868825461268,94.4524749199209,95.50353532747265,85.75426535608725,76.90383076035661,73.53110500386143,68.41816755973255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1991-04-13 14:55:11+00:00,123.61205912655,117.2763451077329,119.24516593330145,116.77447686185553,118.69381520918193,112.68429095136801,108.97104734402473,97.94698874157567,91.95073438561084,90.03483241723046,86.21963797622026,84.68698319695837,78.55811115217321,77.06338394153236,70.76791428282417,52.702972015084526,45.784913244346505,41.58861758883699,44.7671576734451,44.238504186429054,40.89307126083244,42.96151731429224,44.982808198794714,44.32486334362251,39.005601236420574,31.572017256111064,34.652454092770704,28.849297633683676,26.449724214664155,22.619880134824292,17.66046342109334,13.608759075983604,22.009466666276367,28.69922641656844,35.78212808328827,34.52563942642507,41.17197663652473,37.79194259449114,36.19113230470818,36.71939820322973,34.379387560870924,28.580971862188353,33.69117606751237,41.4211785622533,53.11153530630804,65.00540259254286,84.34841622601853,103.12816875098353,111.8190719229547,130.44944934110285,152.7363757573352,165.4285334226648,190.8849086223878,204.97464260869265,218.84559552189248,232.98229533689405,249.5735339430884,255.59441419710262
10,1991-04-29 14:55:26+00:00,123.16798872499054,106.62857667358605,117.51395920126966,125.31640341486278,118.78137409652174,117.72573415562505,105.10113017008321,108.01750407548369,100.61360489378413,94.47788359915597,92.54957223459587,87.02182891749791,80.88418660653949,78.27395560837911,77.49023069444132,72.56145090393841,66.87497471476564,63.11600980822531,54.190602076397425,54.7025222997995,48.841468256059095,51.25708932680798,43.07477778500752,52.92702923845108,43.247586855473934,43.65701985310546,37.006926017995944,34.166277242331006,31.07196192412099,22.172279436094428,17.570211835704253,15.422748686274701,17.389611015815852,28.543546489177942,31.036447809207395,37.91348969829157,36.29078033968932,41.59020082743809,37.214402290439025,38.12370680569839,31.937313782292854,30.81172028626844,31.99713212455965,39.5109770790929,58.339474060673794,71.12409337455122,90.48127444104279,106.49266542957747,122.74041276954603,136.00963747278612,147.58002886890398,166.95966827388935,186.618554004352,205.73019501025755,218.0729256065984,236.09342338195142,250.72433718018848,253.57544150313447
11,1991-05-31 14:56:21+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1991-08-19 14:56:51+00:00,132.79729911579227,135.44024681662103,131.27836675609342,120.73361281210671,113.52011813328724,109.46767861731338,103.20565578062293,98.87675902033969,96.6655504765752,94.27600519891105,87.37863973502296,78.81402273623605,78.47373573770457,73.6596348141236,66.92579230707518,66.23238292880151,59.39335374698217,53.6399220853644,48.250232434973405,49.64908294449086,43.639307866088345,46.25160528589592,49.108804956155524,38.59799422055289,35.78812301654018,34.70778909711919,28.469772666859363,25.71891463764492,19.21140101091356,20.02253003208939,10.274367845015103,8.313925882634578,12.927845328060755,15.46143182514881,19.036343249966162,28.74779389656347,30.723405445097086,30.46897425734212,28.75406934522277,35.0931046088495,31.529264195175607,31.259164287508128,29.862209774873982,35.42335592154744,47.38459476645603,62.78631465395386,78.62388174828669,94.38120540440441,109.76443412254424,127.36796228365637,142.01173742309152,174.1170055212885,196.42651117417017,207.10072023877547,210.4448886188126,225.43899090022072,236.74102726448226,246.34616667928825
13,1991-09-04 14:57:28+00:00,136.63410701851583,133.66633331931237,124.47101928344458,121.30536563668434,110.86971744086819,107.37202394342441,106.40021504876762,92.3105109171258,96.98189994591584,88.84593236759308,84.42269979561172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1996-07-31 14:48:56+00:00,122.8850675645643,100.45290557632809,112.70607093816149,109.4461971181654,108.55155538823624,105.3371400564593,103.751060255666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1996-09-01 14:50:38+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1996-10-19 14:53:12+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1997-08-19 15:05:18+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1997-09-04 15:05:23+00:00,124.19930930023635,115.40279775888858,120.16117857525282,124.37784793572064,121.47483394310555,118.58866175056414,104.90011071295746,110.17592298984938,104.68227464957708,96.99316019201243,94.47663302656704,91.91891230547819,78.08326118230134,78.33101848966515,75.90228894038981,70.5791165577019,70.13836478096036,62.00221594357689,62.76134079411245,57.341233648583334,52.67860710968499,53.73006503181994,48.36360103435147,50.604689650137374,51.347002412043196,48.60565752662636,42.897764302393476,43.18734093447609,42.27903234459429,36.03037047699609,26.18941463098745,25.84078415155473,24.990860345657772,37.36839563672071,52.38570603648079,57.6282477123303,57.162921399291776,65.64294146296376,74.2083999026166,83.00320260446242,82.91776562836858,89.40020530110465,89.76050648334943,103.62271302368623,124.32142853812655,139.60828714739355,151.64956220439393,167.435629142447,187.10722636838975,199.77673986884122,207.50134089807418,225.93046952482024,,247.02060941858343,252.7318058768882,249.59500223232013,259.183709497592,265.00217918130517
