,dates,jap0033-0000,jap0033-0001,jap0033-0002,jap0033-0003,jap0033-0004,jap0033-0005,jap0033-0006,jap0033-0007,jap0033-0008,jap0033-0009,jap0033-0010,jap0033-0011,jap0033-0012,jap0033-0013,jap0033-0014,jap0033-0015,jap0033-0016,jap0033-0017,jap0033-0018,jap0033-0019,jap0033-0020,jap0033-0021,jap0033-0022,jap0033-0023,jap0033-0024,jap0033-0025,jap0033-0026,jap0033-0027,jap0033-0028,jap0033-0029,jap0033-0030,jap0033-0031,jap0033-0032,jap0033-0033,jap0033-0034,jap0033-0035,jap0033-0036,jap0033-0037,jap0033-0038,jap0033-0039,jap0033-0040,jap0033-0041,jap0033-0042,jap0033-0043,jap0033-0044,jap0033-0045,jap0033-0046,jap0033-0047,jap0033-0048,jap0033-0049,jap0033-0050,jap0033-0051,jap0033-0052,jap0033-0053,jap0033-0054,jap0033-0055,jap0033-0056,jap0033-0057,jap0033-0058,jap0033-0059,jap0033-0060,jap0033-0061,jap0033-0062,jap0033-0063,jap0033-0064,jap0033-0065,jap0033-0066,jap0033-0067,jap0033-0068,jap0033-0069,jap0033-0070,jap0033-0071,jap0033-0072,jap0033-0073,jap0033-0074,jap0033-0075,jap0033-0076,jap0033-0077,jap0033-0078,jap0033-0079,jap0033-0080,jap0033-0081,jap0033-0082,jap0033-0083,jap0033-0084,jap0033-0085,jap0033-0086,jap0033-0087,jap0033-0088,jap0033-0089,jap0033-0090,jap0033-0091,jap0033-0092,jap0033-0093,jap0033-0094,jap0033-0095,jap0033-0096,jap0033-0097,jap0033-0098,jap0033-0099,jap0033-0100,jap0033-0101,jap0033-0102,jap0033-0103,jap0033-0104,jap0033-0105,jap0033-0106,jap0033-0107,jap0033-0108,jap0033-0109,jap0033-0110,jap0033-0111,jap0033-0112,jap0033-0113,jap0033-0114,jap0033-0115,jap0033-0116,jap0033-0117,jap0033-0118,jap0033-0119,jap0033-0120,jap0033-0121,jap0033-0122,jap0033-0123,jap0033-0124,jap0033-0125,jap0033-0126,jap0033-0127,jap0033-0128,jap0033-0129,jap0033-0130,jap0033-0131
0,1984-05-30 00:29:28+00:00,217.49622213800885,207.46473827431066,188.21358352415675,192.5876974922382,223.59323812324754,,236.41517432587773,,,,188.1981763825678,170.38384339342593,170.2541362841143,173.0238115327939,175.48786204790997,172.46555324955276,178.4595555683785,176.32525170162523,181.80720366249645,183.13241143354833,195.00070289198447,184.25296110596148,196.8576342515833,200.197787690026,207.4559475470992,192.01259294929443,197.15458745269197,197.25935496919567,198.61755732407303,198.61411482120786,190.50857449080664,188.51389666543196,184.6344803212259,178.9987688819308,175.70035406040475,167.23604517455914,159.75072091632927,150.86536861530763,145.4103767221191,135.59909780655332,137.92813007983395,129.99786589580987,129.50184475051194,127.01509347771002,124.53406706683174,122.15371780808907,116.299638158998,111.09716992459136,113.33696563763314,104.46080018395652,95.94382311207448,95.83846364013226,96.99853887954947,95.70336957808999,100.51828202023171,101.25049146680018,109.14751097512608,108.57893904820418,104.23362340800104,109.5889250575111,118.198379142097,120.05376493065165,113.24077712440905,120.62403976325494,124.63267968104896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1984-08-02 00:30:48+00:00,190.07443129213354,215.52071983967795,194.05865234771494,182.1159520547943,,,,,,,,,,,,,,177.17707125442365,173.29994217298412,172.6923624400216,175.74509033294981,181.84529250940165,180.9512780645893,183.67920614370558,181.53770729200124,184.15380798646424,185.5655879490663,186.5711450248749,186.5810885093233,186.69115294146883,186.45187901835112,181.2399913260176,175.76638659208925,173.23902662052456,167.07367429448766,163.78651013452827,155.75701475113974,150.43504136155698,142.4443937020335,136.6966286522081,132.4775436288406,128.93546293678497,122.53520538476778,123.4303955827359,117.42315435166086,118.57473823950166,113.99610288819245,112.63522434698409,107.21612530634623,108.62655961941735,102.5065281401647,99.22151047884992,90.94193603344345,93.12173790734623,94.5498439193163,89.55582991251939,93.53998602450363,96.34017675300393,98.38501644814957,98.18829229705187,104.83489942921392,107.06708151326248,117.19220287832647,118.28390608810501,116.99590271218534,121.55523347059227,124.31466621753327,115.70894558924839,123.51241877424962,125.31157346072,123.33969817013343,120.51900263586691,120.00841524815637,117.07227236939394,113.89980033705208,116.0071232894008,116.58587586109621,119.79711346852793,119.91206901443303,117.14533108199424,114.16158299894181,110.96086786865727,109.79892376206364,108.64848231976133,106.37656051222527,105.99887380315084,106.70782371552875,114.90941105590976,116.91553227588366,118.22959045036916,117.29646637766304,120.55691428841682,120.72968468082975,119.64644409928171,118.78041244692162,116.73145364966445,110.78487088370373,109.30095150901344,106.60348409716312,108.4091963333213,103.49746124657086,97.6362849432501,88.06530287867912,86.32432971321899,87.36074021909934,85.55879187031599,84.84598302486907,82.9331382196676,79.44748944247627,79.53225726953102,75.74870423709442,71.28377510643381,69.40470721044392,65.91033628398264,67.86245239449545,66.36819260346076,66.21424302952994,69.00089122984107,62.42824274283878,58.02544804912404,63.83144978028171,71.02025080817475,73.86877052548127,79.02543171330053,84.62016585683905,87.88532284772967,92.09154869068107,97.11765134710572,108.96914957155593,115.6236824061933,118.16217767804837,115.69221844643974
2,1984-08-18 00:31:19+00:00,209.90571203009677,219.9370914981926,209.50527705855822,200.74634285463472,197.77305963546848,193.28291757979667,198.3469816375424,191.6642046043167,191.55723151177244,191.48329229241054,190.84590768810102,186.99831217689024,185.44106758667655,181.5441890324762,181.71838447172198,180.96721370702227,184.6852640526551,183.50928683042994,185.8683510770319,186.80445927483817,192.77529706451236,190.05159310240288,188.55276666263708,192.85583234111132,196.8790295113206,195.4466947860368,195.33635594809323,195.2127745012612,192.5094108291078,186.98894057096044,187.47586371092433,187.62599171203658,185.3137980871954,178.291054123602,175.21156281345452,171.38858202067132,167.36777171939983,160.0393672195259,155.44348087474137,149.39962367093804,141.52041299518504,138.5340871520053,137.9896590674753,131.1136576221361,131.32352083410618,125.33872149645774,120.0616652132272,118.95838770405128,117.64055544353164,111.13394229375434,108.24511757476586,107.0929053355816,101.48756689204154,107.98839664581675,104.84537480754835,97.73937787001887,102.71492737409311,107.42768283636455,102.7042169048345,103.1077561846411,110.18228540695839,117.73679824217454,123.33497319773983,127.64621501602012,126.64064756882007,126.51700647929599,127.14538366953411,125.6263800165259,127.71244316021708,128.87075070068886,130.65186742010837,130.0394203375264,124.13124459849547,124.5896323528216,125.58745617676684,126.37519824018855,126.95717342507449,124.31830312183419,129.231956097715,131.09644196166562,126.89444979742416,122.67107870138807,126.98023305533047,128.71478240258432,126.5872722365011,128.8852808383207,129.63382588174596,131.83525122647438,136.91426694216693,140.06498869355778,144.47918112670516,147.2607959007642,137.814087695429,132.53483605836308,127.47282908249711,125.50312136445892,124.72511623240183,119.58807142355157,117.89854612333684,118.29532674918276,118.76074066090436,108.32268224122453,102.65640795638807,95.88690424786273,97.66558260844434,97.63166060743576,97.60586142705205,93.5670538057928,92.72249377546217,94.87349309271596,95.47852655927714,93.93940475837888,92.9607899451773,90.93258492735822,90.99402330873997,91.35401184272001,91.31788030908726,91.46717440796175,90.46867368974469,78.10211331763202,84.61018106604665,82.25713130299624,88.47234584725362,93.65334479113429,97.83272612268051,100.75374514939155,105.43719669438794,111.09721131267615,117.22472470509665,125.4851980619909,131.42204794399044,129.16848081135578
3,1984-09-19 00:31:35+00:00,,,,,,,,,,,,,,,,180.02267041007832,183.31117526169973,181.07064115593792,183.89156893150744,182.01107899774604,181.91865391332817,183.9387012970497,185.71838992504075,187.01502520027014,186.02133208315905,183.41133136654486,184.29686041340096,182.44061948613765,182.84942836169103,182.71014208861925,179.5646667228959,175.73722712682778,175.44776684747814,170.99826274386078,165.01209319155728,163.8863970794152,163.22733924579222,151.14572015194088,146.49902560197188,141.8626934008915,139.3075591584718,130.62350155641315,125.46069994953804,123.02547667323074,120.02864028179306,116.48228869927301,115.28424310034276,106.23082475311153,107.1116417456307,105.05381124161723,101.91213914174982,103.04591677696527,104.27982438344144,107.37999964225794,105.60503526485189,101.16939633388634,,,,,,,,,,,,,,,,,,,,,,,,130.54821222511765,,,,,,,,,,,,,,128.07708146800263,120.86369365726588,117.44482446908015,113.77457715420522,114.65236359246185,107.97182952679589,95.08503715617005,100.79397461923995,102.6018691732218,99.79398608567799,96.54911161494135,,,,,,,,,,,68.92790777358789,76.0595628749042,75.99801273741971,78.45054229657683,79.40197506055955,71.9833868131467,77.67492538566323,80.41828627910937,50.851586464966964,70.76927759618266,93.0798768938512,100.7763793835201,107.47866924994426,110.9401326648308,112.34729018496101,118.50319490181451,121.74584996101792,122.24990234682448
4,1984-09-26 00:37:46+00:00,145.4108695423348,192.07648548335112,220.5077391165652,223.394079733643,208.3222616201894,205.62267133545532,203.27729280957118,194.87699987731003,192.18959607315117,187.88918012788355,188.0523309555667,186.05687389263738,193.18886017742943,190.95527150260065,189.05359359044098,190.59055235777282,193.40323370386233,194.05110623779797,192.92751591235142,194.38953532012556,193.8593451427373,195.92316892443873,197.3962019178913,200.24622310717032,197.92582170939062,196.12387070359182,196.66404569228652,195.81195594701524,195.81237081913523,199.39529715221772,197.28368873647872,195.49279357612284,195.6431187919571,190.9967886582615,177.2538241310789,172.29300245397872,162.48499642980622,162.90749562042024,156.82402260464866,152.3572777206782,149.10526891680914,143.30317464332893,138.80244419979675,136.8166113440383,130.80476639268846,127.10925845676232,125.32947413526787,120.36972247322952,116.79884112297222,116.46230231695472,117.20957784026157,116.11248782967976,118.02838375663617,118.63414220265057,116.37093521243861,115.03553579454017,113.8076441876244,117.23519111105011,115.58864940677748,117.79213498506749,124.19799735941118,125.82303999017023,127.75456642489803,134.02100081281537,136.0807383874648,137.61386853983282,142.21818145203866,141.8833357605949,137.35764297299943,131.70366457446443,135.15577559154605,138.51979133416665,134.48641635789403,133.60105610044016,135.10717151562002,133.07457937700775,135.43214872230118,137.09532519353644,135.7053053539224,137.55148879636886,136.84669322097147,135.5238334676002,137.50977882271098,135.62179251683284,133.6691678811611,134.47459911649082,135.12502000336056,137.29094937136648,143.4857883754035,144.6686766386191,147.59519603480257,149.55010751346185,147.46826150884158,143.4430274237114,138.55696094525553,129.2345819276936,125.27201367128733,125.49693850037944,122.09054161705959,115.71759380887075,117.48182755887093,111.87980767596717,105.94747051703763,105.92100824526604,100.93765323845341,104.49813981438274,101.31511028079825,94.82076069942312,95.47968422711116,96.74433159136129,99.1910952372329,99.47681678302507,97.45445672715218,93.64386687491427,92.40707059561393,94.6160487104764,92.70981935985685,93.78508371929343,98.69346200729909,90.39725714589042,91.65119022368782,96.57058368032354,100.31081288177899,102.9119019764492,109.42591721088125,109.16363914173968,116.35225140908634,123.80496620102207,123.4050590775072,133.99029858083864,130.0957516243497,131.8640963906291
5,1984-10-05 00:31:35+00:00,138.66646166150056,165.396271236982,210.79243129336479,208.30257023411437,205.56068316890162,196.00704575184213,192.44203393174266,189.1262926597362,184.13457308390701,180.7341174108913,180.23819886546184,181.6980221365606,179.25529648800378,175.77502194932902,184.00192876312903,180.29998148009506,179.46205535460376,181.84744903015746,184.9302384709954,182.8919307387898,183.88879405467316,182.88816093783,185.9259381771625,185.86695755445817,182.15846134462572,187.55882822817483,185.2778400056143,184.48085944928965,183.53212016120466,179.5597247647579,179.79837148302903,176.24987326835898,172.34755629087428,171.69537993517588,161.20075591759283,156.26922540612105,152.49953434339275,149.32438227226157,144.5275667245823,144.86952811948294,138.37526036208757,131.28177079744412,128.3031115208455,123.13047068039815,118.52873864121075,120.64046841520621,109.17125422438596,103.30266427585236,103.11462485395032,103.99925446870802,98.47689726992371,99.60681268616534,99.25030196758482,100.81948146799824,100.02745335566694,104.52441300082161,102.87558372827182,102.27119622060249,104.14623621060224,106.07207824417645,105.52831240350754,108.19521676074338,112.57521847799293,117.81838535544506,115.4185509632873,115.82564756345097,121.58644430336066,129.96579899600843,132.96779802531273,131.60132236611395,131.40510130962343,136.60228969229382,132.5247669165331,129.92110033612514,123.77659252967115,125.65963179774269,125.29348527167059,122.57801315202539,123.53491374522508,122.98192989637931,121.65374693601903,123.70724971493897,126.49519037867297,129.49331662622131,129.80194841252904,127.71212181837164,124.49641162941678,123.63028387421743,124.25584268907409,130.41963568445453,131.85167910315212,133.33361221021408,129.4010557901753,123.5149507610061,121.55570434589502,120.43211655460797,115.59165926464695,114.72809089625525,110.23497537782544,108.40970275855,106.7791421651909,104.44530960411086,98.77640247288572,96.57828893066733,99.24467634198376,98.98095798569555,96.43283041117357,89.40521773989424,86.07932853461968,91.22270311529765,92.87146719295103,89.95772142143613,87.51259770478467,83.73181877793277,82.91380068233607,82.97400885663367,84.50122549065583,85.78805461211206,87.13768446980171,81.93602142818482,84.5461665246052,89.99539669463454,94.46797337814735,95.16205315704846,98.13171594942324,101.67679744274531,105.69780872435732,108.9958851523931,116.56777760555757,119.84447767248076,121.94460978317703,125.36623972072658
6,1984-11-13 00:37:31+00:00,128.75247042799845,142.05270736005332,,202.56609168325272,222.64094765399696,220.40566186269785,206.20268051134258,197.00288471387103,187.34007562012133,186.07268708142954,181.47578510035686,179.21953972188356,178.17506663324139,178.75597138283882,178.80852465523884,180.52040880028267,177.44739959738308,179.61168727435722,177.91533777206268,178.81171347037468,183.68544955580575,184.8643154298846,184.4894060684793,187.13585711294377,184.64535446288824,183.11304752941749,180.98314161193932,179.46460576806115,179.4565381959136,177.10305095814513,178.38466687766214,170.67434079124138,166.4869644772888,163.21964168161531,165.017162113756,153.84459242648205,145.6070444834882,142.53161712164325,112.52009586019062,,,,,109.31330161297663,100.81385977232767,109.76818437535246,106.79343274837413,96.93115060981896,104.52033630721917,104.89817758584778,100.335367989225,91.75744928112044,94.15699243566165,92.03600426141743,93.66868140589932,97.51511906292535,99.20905834661413,99.55703747735427,103.97363019427799,97.24634722811383,107.75810154364163,106.00938923838919,113.0414686206173,114.3780648761073,115.57747046627799,118.09916732250996,118.57846564236542,125.08126101986083,128.28245765258083,126.76656995208288,126.81310991824675,121.78321478309422,125.39936322779786,124.85957837949476,120.1515146606121,117.63064140812088,119.0258934079084,116.36822988866642,115.85871338167016,113.58764152388736,118.00975732179526,118.20304908862217,113.98009694579052,113.57390000710191,115.81670047946153,117.47590161153096,117.08047717012217,119.07463319165007,117.9032304774512,119.82935295907322,126.86323964762107,129.50412453310338,124.60333432153737,123.56152335530479,117.82614592180926,114.42520715071846,116.12883641060749,114.55416090907323,110.58234225785392,105.76222209331533,104.76317452759133,102.5221212917165,96.60391489237028,96.74735924941206,92.10831056407497,88.82544113835442,85.70483344502776,81.76686395892065,83.29585173993816,80.32338606810092,80.50351843728666,79.62104804820211,75.80514124781811,80.47952169115412,80.14854655361938,83.27453731456181,82.13170547430492,81.41794132454076,79.71978259355976,75.93540406569201,79.92312260541435,76.90666635088542,82.27276109044153,88.94162518070435,96.96809412632007,97.86336149950469,101.06995932892767,108.23865375358633,109.84788183767327,111.87862660324559,117.04211323974529,116.94083650024659
7,1985-01-09 00:31:46+00:00,117.51149518493081,120.16580243544445,,192.10752703899138,204.49779772432007,208.66993118390303,206.2977211267356,200.319660746339,197.02293033934097,197.0062056264808,195.4217974429824,195.83269414997827,193.11542275333773,197.9940784068177,193.87661316115447,195.66975691212355,191.5656672170526,195.15237028551425,190.42006119284616,191.08416905754416,190.54964476382406,191.7913425793433,192.9247176001076,193.8666408150592,189.59971537525522,193.54297682585548,190.011423974305,190.51425552648917,188.17110585793182,190.79136352743032,185.76939514790283,182.88259970804444,175.828278233974,175.50389059734803,166.7544932041049,167.87461337130839,154.47061314075748,149.2515259699814,141.23822423503725,139.38144949563284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1985-01-25 00:31:51+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1985-02-26 00:31:55+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
