dates,nzd0334-0000,nzd0334-0001,nzd0334-0002,nzd0334-0003,nzd0334-0004,nzd0334-0005,nzd0334-0006,nzd0334-0007,nzd0334-0008,nzd0334-0009,nzd0334-0010,nzd0334-0011,nzd0334-0012,nzd0334-0013,nzd0334-0014,nzd0334-0015,nzd0334-0016,nzd0334-0017,nzd0334-0018,nzd0334-0019,nzd0334-0020,nzd0334-0021,nzd0334-0022,satname
1999-08-21 21:47:44+00:00,320.08,327.18,349.81,362.45,361.79,347.43,339.05,342.32,341.01,347.40,344.37,354.35,357.15,341.69,338.72,342.62,339.22,348.15,345.95,341.83,336.18,334.16,344.95,L7
1999-08-28 21:53:59+00:00,,,346.80,357.87,357.09,350.17,342.91,350.76,338.52,341.77,352.24,366.63,370.37,350.18,354.51,358.30,349.55,353.51,352.07,348.61,,,,L7
1999-09-22 21:47:48+00:00,,356.83,369.21,384.30,376.31,370.53,369.48,368.74,357.81,347.52,341.41,362.41,378.30,360.98,371.75,,,379.25,371.06,357.22,350.49,357.34,372.74,L7
1999-09-29 21:53:40+00:00,348.85,343.92,362.42,372.10,368.40,369.30,362.91,362.12,355.23,360.02,358.37,364.59,368.08,364.08,363.98,393.58,358.39,363.95,358.88,356.48,349.35,349.02,356.73,L7
1999-10-24 21:47:44+00:00,,356.93,374.00,375.70,366.28,363.23,367.28,369.61,357.68,348.89,345.46,357.77,365.39,362.24,349.38,425.42,,366.36,353.66,350.50,346.13,352.19,360.13,L7
1999-11-16 21:53:56+00:00,363.86,376.79,381.58,373.71,366.67,356.52,358.79,369.12,367.03,356.12,351.39,360.07,361.71,357.82,359.56,,350.30,358.48,351.24,346.44,339.35,342.57,350.12,L7
2000-01-19 21:53:25+00:00,,,376.71,386.60,380.06,364.08,346.00,348.50,353.77,360.49,354.69,353.49,375.37,353.78,341.94,430.06,,357.70,348.66,350.97,340.62,346.22,349.31,L7
2000-04-17 21:47:08+00:00,,,,,,,,,,,,,,,,421.28,,,,,,,,L7
2000-05-03 21:47:07+00:00,,359.52,351.72,352.67,361.32,362.62,358.02,355.24,358.66,362.17,365.01,351.43,346.83,344.33,345.58,396.84,339.65,352.20,347.79,346.85,341.36,341.54,352.65,L7
2000-05-19 21:46:55+00:00,339.89,369.69,364.86,362.64,362.31,360.19,366.53,359.65,348.39,358.65,352.18,354.07,349.03,344.87,353.25,348.74,348.24,351.54,346.77,347.88,345.57,336.08,340.95,L7
2000-05-26 21:52:36+00:00,356.75,380.54,372.50,366.25,359.14,366.21,367.65,367.24,364.32,372.58,364.98,366.91,357.39,354.19,356.71,363.20,351.52,352.06,348.50,345.83,341.15,345.60,350.13,L7
2000-06-20 21:46:40+00:00,334.39,342.12,351.00,358.59,354.36,351.82,347.16,358.94,353.73,357.03,347.68,352.21,355.46,348.34,347.26,356.23,340.71,346.49,347.61,348.47,341.76,343.24,348.43,L7
2000-07-13 21:52:07+00:00,,,,,,,354.76,351.70,353.58,345.72,341.75,350.15,348.96,336.38,337.99,390.15,,353.64,345.79,344.06,340.72,345.21,350.18,L7
2000-07-29 21:52:14+00:00,,,,,,,361.20,362.20,367.27,355.81,352.43,369.57,370.97,362.90,369.67,,,375.21,360.99,375.13,356.41,364.99,372.63,L7
2000-08-14 21:51:44+00:00,326.33,341.31,350.78,358.62,357.20,351.73,350.55,347.09,348.68,344.75,342.93,352.76,352.40,339.66,341.68,,336.64,347.19,339.00,341.82,331.60,338.62,346.25,L7
2000-09-15 21:51:13+00:00,334.15,343.84,358.14,362.10,356.23,343.43,342.99,352.24,356.31,350.82,344.07,349.86,352.78,344.48,345.25,,343.59,352.31,347.02,344.92,336.07,335.58,345.03,L7
2000-10-26 21:45:10+00:00,,,370.65,376.71,363.08,351.38,351.17,352.19,355.96,360.13,354.58,371.38,384.25,358.40,359.42,411.85,,360.93,351.75,350.20,346.13,348.59,359.07,L7
2000-12-04 21:51:22+00:00,347.00,376.65,393.47,391.32,384.05,363.31,361.05,375.17,368.92,369.35,364.54,368.26,364.63,362.37,360.08,366.32,346.53,354.94,347.96,347.99,343.55,344.23,351.55,L7
2001-01-05 21:51:04+00:00,342.87,367.74,,383.93,381.44,373.15,373.89,378.13,377.49,378.28,376.87,373.28,372.92,361.03,355.47,385.29,345.97,354.81,347.66,347.40,337.28,346.88,347.04,L7
2001-02-06 21:51:02+00:00,,376.84,384.01,390.29,391.52,371.08,356.53,383.51,368.46,377.29,366.24,362.02,372.10,359.33,363.54,415.37,,361.41,357.60,349.37,344.85,347.87,361.29,L7
2001-04-04 21:44:54+00:00,,,,365.38,373.04,365.28,357.73,339.56,,,,,369.58,358.47,353.03,396.15,349.35,354.27,349.38,358.06,346.41,330.75,,L7
2001-04-27 21:50:43+00:00,349.32,362.55,364.72,361.86,361.69,357.26,358.85,365.27,368.74,374.52,366.47,366.38,362.02,359.17,360.57,380.87,352.37,358.83,354.24,350.73,344.28,347.51,355.70,L7
2001-05-13 21:50:33+00:00,336.56,346.26,353.62,355.47,349.15,347.34,346.92,355.92,358.50,359.70,354.97,350.91,347.60,345.66,344.35,354.81,346.56,351.16,343.98,338.34,337.08,335.14,341.16,L7
2001-05-22 21:44:42+00:00,344.71,346.31,346.18,346.49,346.39,343.87,354.94,362.91,367.43,369.01,365.14,359.67,351.99,336.61,334.35,321.26,326.15,337.25,336.24,335.99,333.87,331.90,338.04,L7
2001-06-14 21:50:14+00:00,364.11,374.36,370.03,370.73,361.36,355.17,353.58,364.18,370.89,376.35,375.98,372.45,361.55,354.44,351.61,358.00,342.27,347.24,341.53,342.88,336.07,338.48,341.25,L7
2001-07-25 21:44:06+00:00,337.34,336.40,335.51,344.55,344.11,345.46,344.14,361.84,360.96,364.74,351.33,359.50,361.24,357.59,357.85,379.92,351.08,358.01,348.53,348.69,340.27,346.20,349.36,L7
2001-09-18 21:49:05+00:00,343.96,335.60,341.69,349.12,351.42,341.55,341.84,349.10,353.56,346.37,344.38,357.53,350.09,345.32,342.63,,346.38,350.71,340.65,342.08,332.89,330.84,342.33,L7
2001-10-04 21:48:54+00:00,352.77,331.77,340.68,359.32,356.31,349.88,356.32,359.43,359.60,360.19,358.57,366.96,363.88,353.72,346.75,354.46,347.02,356.96,350.32,347.30,342.22,339.50,348.56,L7
2002-02-25 21:49:35+00:00,,,,343.59,340.72,340.28,357.89,372.58,382.29,370.52,364.67,374.85,366.62,356.56,367.07,,,369.67,360.76,349.87,347.33,351.02,365.05,L7
2002-03-06 21:43:47+00:00,360.40,360.77,352.93,350.84,342.87,351.89,354.15,362.95,366.51,361.22,349.88,354.81,352.19,355.17,353.65,360.35,344.16,354.48,349.22,348.90,335.97,339.77,344.02,L7
2002-05-09 21:43:40+00:00,351.40,354.64,341.22,355.98,353.36,349.71,347.65,356.45,357.48,359.97,360.29,360.23,353.92,340.69,344.78,397.65,335.00,355.25,338.76,341.27,334.92,334.04,337.68,L7
2002-06-17 21:49:09+00:00,375.22,355.76,349.00,350.05,342.13,330.53,337.23,350.70,354.46,363.20,360.02,358.02,346.93,343.66,346.24,361.63,346.58,352.38,346.20,346.23,338.39,337.16,343.45,L7
2002-08-20 21:49:10+00:00,356.06,357.68,354.91,354.90,348.34,339.21,334.18,341.44,335.52,334.99,337.82,356.08,355.21,349.14,356.27,,,359.18,352.27,345.23,343.47,345.91,355.08,L7
2002-09-05 21:48:38+00:00,377.93,,356.85,361.03,369.05,353.11,349.39,342.15,337.99,343.76,349.02,367.43,375.49,371.25,375.07,,,374.11,374.36,357.63,,369.17,,L7
2002-09-14 21:42:42+00:00,380.50,372.42,363.91,360.73,362.55,354.99,345.25,342.75,342.96,350.40,350.49,356.15,357.33,349.08,347.95,356.38,343.15,349.50,349.70,351.13,341.23,346.97,352.30,L7
2002-10-16 21:42:36+00:00,398.08,393.91,376.88,381.08,374.45,348.83,336.87,330.73,323.02,330.68,323.66,341.82,345.09,346.69,350.04,353.23,345.75,352.65,348.12,343.14,331.28,331.52,341.77,L7
2002-10-23 21:48:27+00:00,408.55,396.65,393.39,386.98,381.91,356.09,344.41,342.83,338.45,344.78,346.02,353.48,359.29,356.21,354.23,359.76,352.68,359.74,353.11,348.41,342.34,342.40,351.78,L7
2002-12-10 21:49:17+00:00,,,,,,,,336.53,328.33,334.95,332.04,349.79,357.12,353.71,358.79,374.72,351.87,359.13,351.02,346.05,340.02,343.43,345.28,L7
2002-12-26 21:48:59+00:00,404.37,384.34,384.97,374.40,366.41,357.39,353.01,355.36,345.95,349.45,341.48,359.39,363.14,362.58,359.96,382.85,357.94,362.13,357.27,353.17,345.25,346.98,354.22,L7
2003-01-11 21:49:02+00:00,415.52,389.74,377.20,372.57,373.04,359.84,353.88,352.92,338.07,340.05,343.16,349.80,352.78,347.98,347.07,350.06,345.38,353.62,347.76,348.83,341.31,341.17,352.74,L7
