dates,satname,nzd0334-0000,nzd0334-0001,nzd0334-0002,nzd0334-0003,nzd0334-0004,nzd0334-0005,nzd0334-0006,nzd0334-0007,nzd0334-0008,nzd0334-0009,nzd0334-0010,nzd0334-0011,nzd0334-0012,nzd0334-0013,nzd0334-0014,nzd0334-0015,nzd0334-0016,nzd0334-0017,nzd0334-0018,nzd0334-0019,nzd0334-0020,nzd0334-0021,nzd0334-0022
1999-08-21 21:47:44+00:00,L7,325.68,331.85,354.48,365.95,364.90,350.54,342.16,345.43,343.81,350.51,347.17,357.85,360.65,346.36,344.32,351.95,343.89,352.82,349.95,344.94,339.29,337.66,348.06
1999-08-28 21:53:59+00:00,L7,,,349.80,360.12,359.09,352.17,344.91,352.76,340.32,343.77,354.04,368.88,372.62,353.18,358.11,364.30,352.55,356.51,354.64,350.61,,,
1999-09-22 21:47:48+00:00,L7,,372.83,385.21,396.30,386.98,381.20,380.15,379.41,367.41,358.19,351.01,374.41,390.30,376.98,390.95,497.36,,395.25,384.77,367.89,361.16,369.34,383.41
1999-09-29 21:53:40+00:00,L7,320.05,319.92,338.42,354.10,352.40,353.30,346.91,346.12,340.83,344.02,343.97,346.59,350.08,340.08,335.18,345.58,334.39,339.95,338.31,340.48,333.35,331.02,340.73
1999-10-24 21:47:44+00:00,L7,,377.93,395.00,391.45,380.28,377.23,381.28,383.61,370.28,362.89,358.06,373.52,381.14,383.24,374.58,467.42,,387.36,371.66,364.50,360.13,367.94,374.13
1999-11-16 21:53:56+00:00,L7,347.46,363.12,367.91,363.46,357.56,347.41,349.68,360.01,358.83,347.01,343.19,349.82,351.46,344.15,343.16,347.21,336.63,344.81,339.53,337.33,330.24,332.32,341.01
2000-01-19 21:53:25+00:00,L7,,,403.04,406.35,397.62,381.64,363.56,366.06,369.57,378.05,370.49,373.24,395.12,380.11,373.54,482.73,,384.03,371.23,368.53,358.18,365.97,366.87
2000-04-17 21:47:08+00:00,L7,,,,,,,,,,,,,,,,461.95,,,,,,,
2000-05-03 21:47:07+00:00,L7,,379.85,372.05,367.92,374.88,376.18,371.58,368.80,370.86,375.73,377.21,366.68,362.08,364.66,369.98,437.51,359.98,372.53,365.22,360.41,354.92,356.79,366.21
2000-05-19 21:46:55+00:00,L7,343.49,372.69,367.86,364.89,364.31,362.19,368.53,361.65,350.19,360.65,353.98,356.32,351.28,347.87,356.85,354.74,351.24,354.54,349.34,349.88,347.57,338.33,342.95
