,dates,mex0078-0000,mex0078-0001
0,1984-12-23 16:24:48+00:00,82.72486531994191,
1,1985-09-30 16:17:33+00:00,,
2,1985-10-07 16:23:40+00:00,,
3,1986-01-20 16:15:42+00:00,,
4,1986-01-27 16:21:44+00:00,74.73500382665425,
5,1986-03-16 16:20:40+00:00,77.83023853938317,
6,1986-03-25 16:14:19+00:00,80.34596615160322,
7,1986-04-10 16:13:58+00:00,,
8,1986-04-17 16:20:00+00:00,,
9,1986-05-03 16:19:36+00:00,,
10,1987-05-31 16:12:40+00:00,,
11,1987-07-25 16:20:02+00:00,,
12,1990-03-11 16:15:17+00:00,74.33684012566158,
13,1990-04-21 16:08:41+00:00,,
14,1993-01-07 16:09:59+00:00,,
15,1993-01-14 16:16:15+00:00,,
16,1993-01-23 16:10:10+00:00,71.17482448610576,
17,1993-01-30 16:16:25+00:00,,
18,1993-02-08 16:10:21+00:00,74.184851337841,
19,1993-02-15 16:16:34+00:00,,
20,1993-02-24 16:10:24+00:00,,
21,1993-03-03 16:16:42+00:00,,
22,1993-03-12 16:10:37+00:00,,
23,1993-03-19 16:16:47+00:00,88.998503529768,
24,1993-03-28 16:10:38+00:00,,
25,1993-04-04 16:16:52+00:00,,
26,1993-04-13 16:10:46+00:00,,
27,1993-04-20 16:17:00+00:00,,
28,1993-05-15 16:10:55+00:00,,
29,1993-05-31 16:10:59+00:00,,
30,1993-06-07 16:17:10+00:00,,
31,1993-07-25 16:17:01+00:00,,
32,1993-08-10 16:17:01+00:00,,
33,1993-09-04 16:10:48+00:00,,
34,1993-10-06 16:10:41+00:00,,
35,1993-10-13 16:16:50+00:00,,
36,1993-10-22 16:10:35+00:00,,
37,1993-11-07 16:10:28+00:00,98.13895921038397,
38,1993-11-14 16:16:34+00:00,,
39,1993-11-23 16:10:21+00:00,,
40,1993-11-30 16:16:31+00:00,,
41,1993-12-09 16:10:17+00:00,88.65067500494048,
42,1993-12-16 16:16:24+00:00,,
43,1993-12-25 16:10:08+00:00,88.48062484556065,
44,1994-01-01 16:16:13+00:00,,
45,1994-01-10 16:09:54+00:00,,
46,1994-01-17 16:15:57+00:00,78.61217264934729,
47,1994-01-26 16:09:41+00:00,,
48,1994-02-02 16:15:49+00:00,,
49,1994-02-11 16:09:32+00:00,,
50,1994-02-18 16:15:36+00:00,84.6758932805013,
51,1994-02-27 16:09:17+00:00,,
52,1994-03-06 16:15:22+00:00,,
53,1994-03-15 16:09:03+00:00,,
54,1994-03-22 16:15:08+00:00,,
55,1994-03-31 16:08:47+00:00,,
56,1994-04-07 16:14:50+00:00,,
57,1994-04-16 16:08:29+00:00,,
58,1994-04-23 16:14:32+00:00,,
59,1994-05-02 16:08:11+00:00,,
60,1994-05-09 16:14:14+00:00,,
61,1994-06-03 16:07:36+00:00,,
62,1994-06-19 16:07:16+00:00,,
63,1994-06-26 16:13:17+00:00,,
64,1994-07-12 16:12:51+00:00,,
65,1994-07-21 16:06:25+00:00,,
66,1994-07-28 16:12:23+00:00,,
67,1994-08-06 16:05:58+00:00,,
68,1994-09-14 16:11:11+00:00,,
69,1994-10-16 16:10:14+00:00,,
70,1994-10-25 16:03:45+00:00,,
71,1994-11-01 16:09:41+00:00,,
72,1994-11-17 16:09:07+00:00,,
73,1994-11-26 16:02:39+00:00,,
74,1994-12-03 16:08:37+00:00,,
75,1994-12-12 16:02:10+00:00,,
76,1994-12-19 16:08:07+00:00,,
77,1995-01-13 16:01:04+00:00,,
78,1995-01-20 16:07:00+00:00,70.52327664375869,
79,1995-01-29 16:00:28+00:00,,
80,1995-02-14 15:59:49+00:00,,
81,1995-02-21 16:05:43+00:00,,
82,1995-03-09 16:05:05+00:00,,
83,1995-03-18 15:58:31+00:00,,
84,1995-03-25 16:04:25+00:00,,
85,1995-04-03 15:57:52+00:00,,
86,1995-04-10 16:03:46+00:00,,
87,1995-04-19 15:57:11+00:00,,
88,1995-05-05 15:56:29+00:00,,
89,1995-05-28 16:01:37+00:00,,
90,1995-06-06 15:55:00+00:00,,
91,1995-06-29 16:00:10+00:00,,
92,1995-07-08 15:53:34+00:00,,
93,1995-07-31 15:58:43+00:00,,
94,1995-08-16 15:57:59+00:00,,
95,1995-10-12 15:48:58+00:00,82.04496439701485,
