dates,satname,nzd0192-0000,nzd0192-0001,nzd0192-0002,nzd0192-0003,nzd0192-0004,nzd0192-0005,nzd0192-0006,nzd0192-0007,nzd0192-0008,nzd0192-0009,nzd0192-0010
1999-07-18 21:58:49+00:00,L7,308.26,321.19,313.76,322.75,,337.95,346.15,342.29,335.42,331.36,331.72
1999-09-13 21:52:41+00:00,L7,311.48,314.50,326.90,327.93,327.21,339.67,344.19,336.92,338.21,330.26,331.11
1999-09-29 21:52:52+00:00,L7,336.08,327.14,333.99,338.15,344.05,355.31,367.55,363.08,361.45,348.61,345.34
1999-10-15 21:52:49+00:00,L7,330.84,325.56,331.58,338.17,338.94,347.21,357.72,354.77,344.70,339.41,341.95
1999-10-22 21:58:52+00:00,L7,345.19,336.63,348.72,346.96,354.35,359.86,374.42,367.25,362.78,353.61,351.46
1999-12-02 21:52:40+00:00,L7,338.57,328.27,342.93,334.83,344.08,353.94,367.05,365.17,359.46,357.54,356.13
2000-02-04 21:52:37+00:00,L7,344.47,354.10,349.10,348.23,360.27,366.78,380.50,382.73,373.62,372.89,370.49
2000-02-20 21:52:29+00:00,L7,340.72,337.14,346.91,349.50,360.04,365.63,379.74,376.74,369.51,357.88,355.60
2000-03-14 21:58:35+00:00,L7,344.41,352.37,350.88,358.75,359.83,370.10,380.84,368.09,366.08,361.27,362.38
2000-03-30 21:58:33+00:00,L7,365.57,356.26,354.95,361.73,362.40,367.30,377.80,370.81,367.60,355.34,353.25
2000-05-01 21:58:18+00:00,L7,362.01,355.02,356.36,354.58,360.80,368.60,378.72,372.44,368.27,352.06,355.38
2000-06-18 21:57:51+00:00,L7,335.14,342.43,347.13,351.36,352.99,363.09,377.36,363.99,366.65,348.46,349.78
2000-07-29 21:51:02+00:00,L7,343.40,335.68,348.00,354.90,346.22,358.60,372.52,364.13,361.52,348.39,348.46
2000-08-05 21:57:08+00:00,L7,307.87,315.31,317.08,325.12,321.18,319.99,345.02,335.19,331.71,326.03,331.98
2000-08-14 21:50:56+00:00,L7,332.48,338.54,345.44,353.06,337.84,356.35,360.10,362.88,342.44,344.29,345.99
2000-09-15 21:50:25+00:00,L7,327.46,322.98,345.42,329.40,327.13,352.40,350.72,355.41,347.35,342.01,337.04
2000-10-17 21:50:01+00:00,L7,330.97,326.65,324.50,329.90,332.11,343.27,353.93,361.09,355.53,348.98,345.57
2000-11-09 21:56:21+00:00,L7,326.31,325.18,326.42,336.83,337.08,342.80,349.92,349.90,338.89,330.43,334.77
2000-12-20 21:50:16+00:00,L7,348.29,341.44,346.01,346.59,355.38,353.29,360.21,367.42,353.55,346.33,341.66
2001-01-05 21:50:16+00:00,L7,353.79,352.40,351.47,352.71,351.30,356.61,365.03,366.72,360.90,347.09,349.52
2001-03-10 21:50:10+00:00,L7,319.10,309.22,278.53,306.19,338.00,343.79,351.45,350.02,341.41,331.64,334.26
2001-06-05 21:55:40+00:00,L7,331.21,328.82,339.15,343.15,,,,355.01,358.37,343.71,348.39
2001-06-14 21:49:26+00:00,L7,492.58,504.66,581.44,637.61,,,,325.58,302.45,,
2001-06-21 21:55:29+00:00,L7,337.32,336.67,343.92,350.75,347.09,,,361.61,355.49,343.73,343.36
2001-06-30 21:49:12+00:00,L7,342.87,333.68,347.91,351.34,359.09,359.39,368.23,372.04,366.24,346.63,346.66
2001-09-09 21:54:36+00:00,L7,336.06,330.24,337.22,340.50,338.57,344.82,352.77,358.04,344.70,337.31,337.56
2001-09-25 21:54:28+00:00,L7,341.63,332.27,345.91,483.60,344.21,356.03,361.82,363.95,359.73,336.41,335.87
2001-10-11 21:54:09+00:00,L7,337.15,329.70,338.55,344.73,337.79,352.13,358.54,365.74,361.87,344.36,341.28
2001-12-30 21:54:37+00:00,L7,,,,335.85,336.01,,,,,,
2002-01-24 21:48:42+00:00,L7,345.70,336.95,348.11,343.21,347.39,353.88,373.14,368.96,369.80,364.82,355.75
