dates,nzd0192-0000,nzd0192-0001,nzd0192-0002,nzd0192-0003,nzd0192-0004,nzd0192-0005,nzd0192-0006,nzd0192-0007,nzd0192-0008,nzd0192-0009,nzd0192-0010,satname
1999-07-18 21:58:49+00:00,312.34,323.64,316.21,326.67,,341.87,351.31,345.79,340.32,336.26,335.10,L7
1999-09-13 21:52:41+00:00,317.90,318.35,330.75,334.09,334.21,345.83,352.30,342.42,345.91,337.96,336.42,L7
1999-09-29 21:52:52+00:00,343.91,331.84,338.69,345.67,352.60,362.83,377.44,369.79,370.85,358.01,351.82,L7
1999-10-15 21:52:49+00:00,334.84,327.96,333.98,342.01,343.30,351.05,362.77,358.20,349.50,344.21,345.26,L7
1999-10-22 21:58:52+00:00,339.77,333.38,345.47,341.76,348.44,354.66,367.58,362.61,356.28,347.11,346.98,L7
1999-12-02 21:52:40+00:00,334.07,325.57,340.23,330.51,339.17,349.62,361.37,361.31,354.06,352.14,352.41,L7
2000-02-04 21:52:37+00:00,345.05,354.45,349.45,348.79,360.91,367.34,381.24,383.23,374.32,373.59,370.97,L7
2000-02-20 21:52:29+00:00,345.55,340.04,349.81,354.14,365.31,370.27,385.85,380.88,375.31,363.68,359.60,L7
2000-03-14 21:58:35+00:00,341.66,350.72,349.23,356.11,356.83,367.46,377.37,365.73,362.78,357.97,360.10,L7
2000-03-30 21:58:33+00:00,361.99,354.11,352.80,358.29,358.49,363.86,373.27,367.74,363.30,351.04,350.28,L7
2000-05-01 21:58:18+00:00,356.76,351.87,353.21,349.54,355.07,363.56,372.09,367.94,361.97,345.76,351.04,L7
2000-06-18 21:57:51+00:00,338.06,344.18,348.88,354.16,356.17,365.89,381.04,366.49,370.15,351.96,352.19,L7
2000-07-29 21:51:02+00:00,337.57,332.18,344.50,349.30,339.86,353.00,365.15,359.13,354.52,341.39,343.63,L7
2000-08-05 21:57:08+00:00,312.12,317.86,319.63,329.20,325.82,324.07,350.39,338.83,336.81,331.13,335.50,L7
2000-08-14 21:50:56+00:00,331.65,338.04,344.94,352.26,336.93,355.55,359.05,362.17,341.44,343.29,345.30,L7
2000-09-15 21:50:25+00:00,331.54,325.43,347.87,333.32,331.58,356.32,355.88,358.91,352.25,346.91,340.42,L7
