dates,satname,nzd0531-0000,nzd0531-0001,nzd0531-0002,nzd0531-0003,nzd0531-0004,nzd0531-0005,nzd0531-0006,nzd0531-0007,nzd0531-0008,nzd0531-0009,nzd0531-0010,nzd0531-0011,nzd0531-0012,nzd0531-0013,nzd0531-0014,nzd0531-0015,nzd0531-0016,nzd0531-0017,nzd0531-0018,nzd0531-0019,nzd0531-0020,nzd0531-0021,nzd0531-0022,nzd0531-0023,nzd0531-0024,nzd0531-0025,nzd0531-0026,nzd0531-0027,nzd0531-0028,nzd0531-0029,nzd0531-0030,nzd0531-0031,nzd0531-0032,nzd0531-0033,nzd0531-0034,nzd0531-0035,nzd0531-0036,nzd0531-0037,nzd0531-0038,nzd0531-0039,nzd0531-0040,nzd0531-0041,nzd0531-0042,nzd0531-0043,nzd0531-0044,nzd0531-0045,nzd0531-0046,nzd0531-0047,nzd0531-0048,nzd0531-0049,nzd0531-0050,nzd0531-0051,nzd0531-0052
2002-06-15 22:03:07+00:00,L7,388.82,401.16,401.10,395.63,385.08,381.94,383.82,376.06,372.36,368.37,363.46,358.37,349.65,350.37,350.72,354.74,355.66,367.35,376.82,381.91,390.49,408.73,415.98,416.17,419.00,424.29,424.35,421.27,422.36,421.47,425.84,435.06,438.69,426.91,430.51,428.77,423.72,421.94,420.41,412.85,411.32,412.76,405.28,407.86,411.57,415.53,423.57,421.88,412.35,409.89,400.70,383.33,377.46
2002-06-22 22:09:15+00:00,L7,363.47,382.05,384.34,377.40,373.88,369.16,360.33,361.80,354.87,350.87,343.84,341.22,335.49,339.30,,339.15,341.51,344.99,351.91,361.22,378.29,389.61,398.98,392.22,394.38,402.59,401.65,399.56,399.29,403.51,405.26,410.13,414.45,412.64,409.12,402.65,398.99,399.19,396.22,399.64,398.08,400.08,395.70,393.71,392.00,393.98,402.16,406.40,398.00,386.73,376.73,361.65,355.54
2002-07-01 22:03:02+00:00,L7,378.34,388.01,386.50,376.73,375.50,373.51,365.09,364.63,360.95,351.16,349.04,360.87,336.15,342.79,,,352.48,345.06,351.28,352.34,371.69,393.64,395.76,398.46,406.88,417.04,607.78,623.73,483.97,568.91,,,,,,,,,,,,450.01,487.30,,,,479.88,490.06,497.89,487.18,,,396.05
2002-07-08 22:09:12+00:00,L7,393.60,394.41,402.34,392.66,393.60,386.11,383.98,382.23,379.27,377.95,367.91,371.74,368.33,349.35,369.44,366.75,363.92,370.39,380.45,393.66,400.65,415.37,431.32,429.21,433.77,440.97,439.19,438.59,439.30,440.41,435.13,453.07,454.57,438.46,438.03,431.17,431.08,432.65,428.60,430.73,430.26,430.89,424.00,418.72,427.31,432.80,435.77,427.61,421.25,411.49,409.32,379.40,378.24
2002-08-09 22:08:57+00:00,L7,371.61,377.94,372.61,368.64,369.46,367.69,367.08,368.96,372.73,376.30,379.35,378.98,370.88,369.66,367.86,373.45,376.72,391.15,406.02,414.88,426.22,432.53,433.52,434.60,436.71,435.57,429.12,429.34,423.10,417.64,419.62,438.96,442.29,428.33,429.53,429.25,425.69,422.08,422.19,417.29,388.61,392.93,409.59,423.29,421.71,427.84,424.54,421.65,414.63,373.17,,,
2002-09-10 22:08:43+00:00,L7,367.60,372.31,374.59,370.61,362.40,360.92,358.40,355.19,352.54,356.62,356.08,352.78,356.12,355.81,361.92,366.65,373.77,380.19,391.91,395.51,402.02,409.68,410.96,408.45,408.93,416.97,415.19,414.90,414.64,413.49,415.30,422.92,420.81,415.51,410.61,409.01,415.55,412.41,412.59,413.46,418.80,422.38,421.54,422.21,418.16,418.16,413.52,415.49,407.87,397.16,387.44,377.11,376.09
2003-02-01 22:09:21+00:00,L7,400.64,386.26,383.06,382.41,379.22,377.07,374.88,371.62,369.36,366.50,365.36,365.40,367.32,367.59,367.08,370.13,375.83,385.97,391.18,398.39,411.59,418.56,424.84,420.78,419.49,420.84,423.72,428.90,425.46,418.72,424.54,423.53,420.99,416.77,418.07,416.13,414.01,415.76,414.70,420.78,421.22,422.84,426.69,429.40,435.61,435.73,438.57,436.06,425.49,405.61,392.36,386.69,386.22
2003-05-01 22:03:22+00:00,L7,387.36,389.88,392.95,393.46,387.88,379.43,372.95,366.93,366.85,364.17,363.22,362.04,359.86,355.24,363.52,364.80,370.71,389.85,395.01,399.64,,56.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-17 22:03:18+00:00,L7,394.66,391.09,391.03,382.00,388.56,387.97,381.00,380.77,380.46,369.51,370.21,371.13,366.83,364.53,366.09,365.82,369.24,378.15,386.72,397.60,403.14,414.97,423.06,427.86,437.06,446.73,443.96,437.89,423.79,413.23,406.16,401.69,402.20,392.63,405.17,,,,,,,,,,,,,,,,,,
2003-08-05 22:02:59+00:00,L7,356.56,354.12,360.79,371.20,365.11,362.28,356.33,343.71,337.94,341.13,342.47,344.73,235.83,,,,,,367.15,378.38,382.98,391.37,393.84,391.88,383.71,388.50,383.33,380.42,379.56,,,,,,367.56,,,,,,,,,,,,,,,,,,
2003-08-13 21:51:32+00:00,L5,381.92,375.22,386.61,392.61,391.03,382.46,377.21,371.38,368.58,366.55,372.66,370.99,369.72,371.25,373.08,373.36,379.26,385.75,390.93,393.74,403.11,410.44,414.08,410.58,408.53,413.57,422.49,423.40,412.41,410.36,413.66,427.06,428.56,416.09,402.26,401.59,411.60,421.48,417.43,421.35,429.82,433.07,436.67,443.28,439.00,448.32,456.89,458.64,446.62,423.96,404.71,404.67,397.24
2003-10-07 21:58:35+00:00,L5,415.71,401.50,375.27,369.97,356.67,351.60,349.89,344.02,342.58,348.48,346.06,351.89,359.68,360.26,360.54,362.95,370.05,380.26,396.07,405.98,414.05,411.60,414.65,411.73,410.63,408.23,408.33,408.73,400.94,401.89,406.22,416.28,425.63,420.27,412.10,408.93,405.35,407.53,406.12,411.33,413.14,424.26,423.64,430.03,430.09,436.37,444.78,450.12,437.67,427.85,418.15,406.25,400.95
2003-10-15 22:08:58+00:00,L7,,367.59,354.72,352.74,347.01,346.67,346.24,343.13,337.90,340.10,341.98,340.62,342.65,337.92,,,,,,,,,,,,,,,,,,,,,,,397.86,401.65,399.44,404.28,404.12,412.98,415.06,423.77,425.25,431.86,,,,,405.96,398.77,397.19
2003-12-26 21:59:30+00:00,L5,,,,,,359.75,351.13,344.01,339.67,341.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.55,450.71,446.55,426.75,405.52,395.10,378.01
2004-03-16 22:03:52+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,156.75,372.36,,,,,,,379.91,388.26,389.96,387.63,385.45,385.96,388.31,397.19,,,,,,,,419.15,419.15,413.42,408.21,,,
2004-03-23 22:10:04+00:00,L7,384.96,375.84,360.92,348.00,347.84,350.46,346.18,340.85,336.87,339.93,339.34,342.71,345.12,232.40,,,,352.51,369.94,377.00,389.02,396.28,401.67,394.68,395.27,391.14,396.50,398.52,400.66,395.30,,,,,388.90,387.38,397.13,402.96,409.86,411.85,414.25,417.14,425.26,424.38,421.66,,,,,,,,
2004-04-25 21:54:35+00:00,L5,631.97,587.36,274.73,334.44,321.70,241.04,160.59,,,,,375.69,586.41,350.32,,,,587.45,597.61,185.94,112.20,530.82,,177.26,210.31,542.11,,,326.71,284.40,,,345.33,358.64,416.83,473.48,,,,,626.95,618.51,336.48,533.71,,591.88,624.78,624.81,593.35,,,,
2004-05-02 22:00:57+00:00,L5,366.83,376.95,380.03,378.49,382.77,404.56,396.17,482.53,515.59,594.74,,,,,,,,125.79,246.89,253.40,261.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.09,,,,
2004-05-03 22:03:47+00:00,L7,371.28,382.08,380.91,143.90,123.38,122.64,,,,346.34,344.44,351.11,355.21,357.72,354.85,355.59,361.22,372.58,383.34,391.33,394.67,209.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-05-26 22:09:57+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.81,392.64,,,,,,,,,,,,,,,,,,
2004-06-04 22:03:43+00:00,L7,243.02,166.93,168.70,,,,,356.50,352.49,346.05,347.04,352.23,353.19,352.72,354.83,355.50,365.12,382.53,237.46,,,,,,412.56,403.56,395.41,394.68,397.93,394.96,405.19,410.26,413.42,411.10,,,,,,419.45,422.10,433.83,437.34,443.67,443.86,450.19,454.47,456.96,449.44,,,,
2004-06-12 21:55:59+00:00,L5,386.64,376.79,378.01,375.26,364.02,352.02,355.75,349.78,349.92,339.19,351.50,352.74,351.60,339.31,352.09,370.78,366.03,377.84,387.18,402.21,408.52,419.36,414.37,402.45,407.17,410.06,397.75,388.48,389.13,391.88,404.69,410.29,414.70,402.40,403.04,407.35,,,,,,,,,,,,,,,,,
2004-06-27 22:09:48+00:00,L7,,347.02,348.81,351.11,346.97,342.13,342.11,338.32,333.39,333.65,329.82,334.57,334.78,339.76,341.70,,,,,371.98,379.52,393.25,395.39,384.15,381.01,380.22,376.77,376.63,370.74,371.64,369.10,375.72,,,,377.88,371.92,376.44,377.65,381.72,388.56,393.32,402.10,403.39,408.21,416.66,413.45,,,,389.04,376.11,377.50
2004-07-06 22:03:36+00:00,L7,384.73,376.65,368.20,373.65,374.27,363.46,356.95,,,,,,,354.11,357.59,359.41,364.48,373.81,386.63,390.86,400.06,414.94,419.32,406.63,,208.84,69.62,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-07-29 22:09:38+00:00,L7,369.95,363.98,363.23,356.78,356.27,348.01,193.12,150.50,,,329.34,329.38,327.01,331.87,329.60,336.81,340.81,349.16,359.94,372.27,379.00,394.11,394.89,386.28,,,,372.12,374.34,372.90,373.68,378.22,375.30,374.84,372.17,368.54,374.74,373.88,,,,,,,,,,,,,,,
2004-07-30 21:57:15+00:00,L5,,53.56,150.19,380.04,375.84,368.56,358.65,358.13,354.82,352.30,348.67,357.36,356.54,357.09,358.42,358.00,360.24,368.11,382.72,398.20,404.56,413.62,419.28,412.39,407.79,408.42,406.21,399.82,404.61,406.98,407.56,396.37,405.05,397.94,394.79,,,,,,,,,,,,,,,,,,
2004-09-08 22:03:17+00:00,L7,383.14,380.63,374.39,359.78,336.13,333.23,51.34,,,,,,335.37,344.15,360.70,367.41,364.62,365.83,370.97,382.17,388.69,396.37,402.45,281.47,,,,,,387.85,393.35,394.58,396.22,386.82,383.09,380.50,391.61,388.04,386.54,,,,,,412.28,411.76,412.95,414.88,402.97,400.72,392.06,385.78,384.07
2004-09-23 22:04:50+00:00,L5,,163.46,169.46,,,,,,,,,,,,,,,,46.43,393.64,399.25,402.23,408.81,405.02,396.41,391.19,371.75,378.61,382.98,386.53,385.25,380.54,385.99,378.88,376.87,384.66,378.98,,,,,,,,,398.82,401.36,402.98,393.53,,,,
2004-09-24 22:03:12+00:00,L7,264.05,135.43,,,,,,325.97,317.24,313.72,313.11,320.35,326.14,329.47,331.46,334.85,347.49,365.92,233.56,,,,,,386.59,389.34,381.97,378.29,377.65,374.76,370.37,368.39,371.54,363.09,,,,,,371.51,378.09,387.13,392.39,383.13,389.88,394.31,402.33,399.68,396.04,,,,
2004-10-01 22:09:21+00:00,L7,363.28,354.47,354.84,340.91,330.63,329.95,328.48,330.23,325.34,321.28,323.12,335.98,250.41,,,,368.38,382.78,395.07,393.36,394.61,405.63,409.54,399.67,396.92,392.32,387.50,382.37,377.14,,,,,372.46,373.37,375.09,367.41,366.99,368.83,380.03,390.18,395.02,404.80,402.88,,,,,404.20,392.39,390.65,387.93,384.60
2004-10-17 22:09:26+00:00,L7,376.76,364.42,353.81,351.46,349.84,346.64,344.66,334.12,,,,,337.22,345.32,354.94,367.67,382.39,395.46,401.54,404.14,410.27,419.40,420.19,414.33,403.69,185.89,230.22,,,384.39,389.68,386.37,391.97,386.40,380.59,382.08,379.80,382.23,380.79,388.32,395.21,,,,411.58,,,,,,,,
2004-11-19 21:59:42+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,504.84,578.33,632.66,605.38,409.50,405.01,522.10,551.95,,411.59,217.43,124.28,,,,,,,,,,,,,,,,,,,
2005-01-13 22:06:52+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.94,401.09,401.43,404.40,400.48,393.72,400.15,401.96,405.10,413.48,411.32,426.76,436.19,423.40,409.59,403.47,399.14,399.38
2005-02-14 22:07:21+00:00,L5,351.39,353.06,343.84,342.38,345.22,342.53,333.44,334.70,334.91,328.31,316.79,321.90,338.82,343.44,348.17,351.91,355.24,379.96,384.12,393.99,405.30,412.94,417.53,405.52,400.57,401.82,388.36,380.77,394.56,393.27,396.55,399.50,402.45,400.79,398.23,393.51,383.18,382.86,385.29,390.45,391.16,383.93,389.21,389.67,394.51,395.49,401.29,401.18,400.30,401.72,394.33,390.68,391.90
2005-03-03 22:04:17+00:00,L7,357.34,353.73,342.44,344.20,337.22,330.71,183.34,,,,,318.24,331.26,331.82,338.84,344.59,354.15,363.50,370.56,378.35,392.69,403.68,404.54,84.82,,,,,381.93,385.26,386.93,382.65,384.78,383.00,378.58,369.36,371.38,365.94,,,,,,,381.12,390.33,396.82,401.97,385.11,378.27,377.46,369.72,375.80
2005-04-04 22:04:14+00:00,L7,340.15,341.48,343.00,342.00,325.18,319.59,319.12,160.80,,,,,,,327.65,334.00,339.78,354.52,365.09,377.98,396.63,402.50,402.89,397.73,391.37,206.58,,,,,382.64,383.03,385.57,376.19,376.47,375.47,381.35,377.18,383.15,377.42,,,,,,389.72,388.79,391.32,381.01,372.95,377.76,373.11,377.73
2005-04-20 22:04:08+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.06
2005-04-27 22:10:21+00:00,L7,354.80,185.36,172.94,51.46,,327.23,320.59,325.18,325.27,323.07,323.59,324.51,328.33,332.49,333.75,336.96,348.08,357.93,370.21,269.96,,,,403.15,401.88,396.09,390.62,387.58,382.87,386.79,386.56,384.03,387.98,380.02,375.97,,,,374.72,382.68,384.59,393.17,393.76,398.80,398.89,396.76,406.80,407.78,396.49,397.35,,,
2005-06-14 22:10:13+00:00,L7,385.74,356.34,357.57,362.35,359.33,354.48,336.86,346.09,227.20,136.03,,,337.42,346.47,,,,369.13,381.69,392.31,409.75,421.91,421.22,415.36,427.33,258.75,,,,397.96,,409.54,398.34,391.21,389.33,381.27,376.24,376.43,368.60,365.11,399.28,,,,422.18,420.91,435.68,426.78,410.83,408.01,399.40,399.73,390.21
2005-06-22 22:08:22+00:00,L5,382.38,373.07,363.02,355.80,363.53,362.93,362.36,347.99,335.87,339.07,335.00,337.89,334.32,340.08,349.13,352.08,365.23,384.37,388.42,400.93,422.10,431.61,433.30,436.43,435.69,429.79,427.16,427.43,419.85,408.20,407.34,407.49,410.83,404.29,404.54,402.95,403.60,405.54,397.03,404.39,405.67,417.48,420.61,424.62,417.89,423.05,431.01,427.37,416.97,412.19,401.73,402.04,403.19
2005-06-23 22:04:01+00:00,L7,382.77,367.91,365.48,355.27,357.08,360.28,358.18,344.47,,,,,,,,356.42,364.72,379.21,388.38,397.78,416.18,423.43,427.09,428.65,421.02,207.91,253.05,,,,,409.93,414.85,408.60,402.30,399.06,397.11,391.86,394.97,400.98,403.34,,,,,,436.52,439.08,418.75,411.56,399.78,401.03,398.08
2005-06-30 22:10:11+00:00,L7,,,,,,,,,,,617.11,567.17,598.84,626.12,,,,374.42,267.81,,,,388.93,391.06,384.95,382.64,377.39,374.58,373.97,380.00,380.69,375.58,378.20,369.94,363.28,,,,438.63,501.60,459.99,375.99,377.69,390.11,387.98,400.59,406.51,411.80,386.58,,,,
2005-07-08 22:08:27+00:00,L5,370.23,370.64,373.07,374.15,375.38,353.49,352.11,345.40,338.69,338.67,336.61,343.43,342.74,345.48,358.80,365.20,376.45,383.90,383.38,385.66,404.90,418.03,428.09,417.67,415.36,417.37,416.54,416.23,408.10,408.50,408.71,406.26,414.09,398.56,385.55,383.63,382.61,385.12,389.13,391.16,385.40,404.13,406.16,414.75,416.84,414.48,427.78,427.72,414.80,401.11,392.85,386.43,371.86
2005-07-09 22:04:02+00:00,L7,373.81,372.28,371.10,369.09,360.53,169.24,,,,,,,335.14,342.21,345.77,355.93,362.36,374.82,391.51,397.62,411.22,417.51,422.16,265.26,,,,,,400.09,402.35,400.96,404.86,392.65,394.20,393.73,390.15,396.30,,,,,,,415.02,421.38,430.51,429.18,412.78,410.39,402.79,399.26,393.18
2005-07-16 22:10:12+00:00,L7,,,,338.24,333.72,327.91,322.57,320.52,314.05,312.57,312.10,311.69,313.29,317.97,327.02,333.63,338.31,255.57,209.60,,,383.46,385.27,381.48,378.04,377.80,370.51,369.74,367.91,367.13,363.66,367.91,370.40,359.41,,,,340.53,350.89,349.74,364.00,367.45,371.25,374.37,381.13,389.70,396.31,396.80,380.73,,,,351.34
2005-08-09 22:08:46+00:00,L5,343.55,349.13,356.68,355.71,346.38,344.33,339.06,337.35,341.03,341.40,339.11,343.89,346.80,344.51,342.53,343.61,355.77,366.63,371.95,383.06,390.37,410.43,411.79,409.62,403.15,402.80,400.82,405.39,404.13,394.23,386.80,396.03,397.46,392.13,389.08,384.15,379.08,381.62,391.30,392.41,398.85,404.88,410.73,418.98,417.90,403.07,417.40,413.99,400.39,392.33,382.92,373.85,384.84
2005-08-17 22:10:06+00:00,L7,330.66,324.16,328.09,329.71,326.63,318.08,312.98,312.49,313.16,308.32,309.73,313.69,320.49,324.58,,,,350.07,349.10,368.61,388.22,397.55,403.84,393.23,388.12,389.67,384.00,383.96,384.31,379.61,,,,,383.43,376.28,377.02,371.99,372.03,367.70,373.99,384.50,389.50,395.49,397.09,,,,,384.36,374.65,378.37,368.17
2005-08-26 22:03:51+00:00,L7,322.18,325.56,327.29,322.27,320.43,193.37,,,,,,312.14,317.16,321.51,321.51,331.33,340.31,353.08,359.58,370.36,375.15,393.61,319.37,87.84,,,,,372.04,370.83,371.44,374.43,376.08,368.86,369.69,365.44,361.40,357.51,,,,,,379.83,382.65,384.73,388.90,386.00,383.87,373.32,369.29,358.62,
2005-09-10 22:08:55+00:00,L5,,,,,,,,,,,,,,,,,354.31,368.20,370.48,386.49,402.61,406.74,414.92,407.67,402.28,404.29,397.72,396.54,387.24,389.87,393.06,398.28,392.26,385.92,385.25,383.35,385.27,381.34,382.17,386.53,396.74,398.40,399.19,397.35,403.79,407.10,413.16,413.00,401.22,397.27,390.13,385.41,384.88
2005-10-13 22:03:42+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,89.98,,,,360.12,362.94,365.28,364.37,358.86,354.74,363.26,355.44,358.83,369.74,,,,,,376.42,383.71,381.71,373.52,364.31,360.73,358.41,352.07
2005-11-06 22:02:46+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.48,404.72,396.99,390.31,385.56,395.69
2005-11-13 22:09:08+00:00,L5,358.06,358.74,343.10,340.17,338.57,334.68,324.21,333.26,330.93,328.46,322.96,326.81,334.78,339.55,347.42,353.85,345.43,350.93,366.67,379.70,397.03,401.02,401.04,398.13,400.59,397.96,396.93,395.64,394.57,391.96,392.75,388.98,377.17,369.20,364.17,367.19,363.28,368.33,366.06,376.36,389.99,394.92,395.20,396.39,397.69,400.80,410.49,403.20,393.63,386.69,382.86,374.06,376.65
2006-01-01 22:04:22+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.56,394.92,389.84,388.78,390.00,392.19,395.48,400.77,401.11,,,,,,,,,,
2006-03-22 22:04:42+00:00,L7,,,,315.81,315.59,315.38,310.48,311.75,306.18,310.25,311.21,312.54,311.57,312.36,,,,,,,,380.97,388.43,384.91,380.54,381.94,382.37,377.42,370.34,368.72,370.95,,,,,,,356.87,358.51,364.24,372.94,381.87,383.25,391.11,390.82,395.64,,,,,,,376.76
2006-03-29 22:10:52+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.14,391.63,398.07,386.47
