dates,nzd0531-0000,nzd0531-0001,nzd0531-0002,nzd0531-0003,nzd0531-0004,nzd0531-0005,nzd0531-0006,nzd0531-0007,nzd0531-0008,nzd0531-0009,nzd0531-0010,nzd0531-0011,nzd0531-0012,nzd0531-0013,nzd0531-0014,nzd0531-0015,nzd0531-0016,nzd0531-0017,nzd0531-0018,nzd0531-0019,nzd0531-0020,nzd0531-0021,nzd0531-0022,nzd0531-0023,nzd0531-0024,nzd0531-0025,nzd0531-0026,nzd0531-0027,nzd0531-0028,nzd0531-0029,nzd0531-0030,nzd0531-0031,nzd0531-0032,nzd0531-0033,nzd0531-0034,nzd0531-0035,nzd0531-0036,nzd0531-0037,nzd0531-0038,nzd0531-0039,nzd0531-0040,nzd0531-0041,nzd0531-0042,nzd0531-0043,nzd0531-0044,nzd0531-0045,nzd0531-0046,nzd0531-0047,nzd0531-0048,nzd0531-0049,nzd0531-0050,nzd0531-0051,nzd0531-0052,satname
2003-02-01 22:09:21+00:00,374.59,374.58,366.38,369.74,362.06,353.47,348.34,346.81,346.43,349.87,351.84,356.98,358.13,356.05,355.86,360.31,365.07,373.00,379.77,393.16,409.13,416.11,416.47,411.51,415.32,418.31,417.15,420.23,416.92,412.47,415.67,424.32,421.39,412.30,412.76,408.37,404.59,405.68,411.14,404.41,398.87,396.12,411.37,417.06,421.01,419.34,407.10,407.80,406.23,373.54,380.65,369.57,370.58,L7
2003-05-01 22:03:22+00:00,388.90,384.02,378.13,383.99,375.65,363.88,356.36,351.72,350.55,349.53,349.93,355.40,357.27,353.51,356.00,358.17,363.39,375.75,377.30,389.72,407.29,414.26,417.96,410.66,412.87,414.47,417.99,424.60,421.16,414.42,420.24,419.23,414.11,408.58,411.19,406.01,399.68,404.29,409.15,407.55,396.65,405.64,418.50,421.21,431.31,427.54,419.46,418.86,415.37,386.50,381.61,372.36,373.93,L7
2003-05-17 22:03:18+00:00,388.56,384.58,378.05,381.57,376.45,365.55,356.80,353.63,352.74,349.19,350.32,356.96,357.66,353.69,355.25,356.60,360.97,371.17,373.44,388.23,402.59,411.99,416.31,413.09,420.93,426.71,427.48,428.62,419.85,411.20,410.58,407.84,403.96,395.61,403.98,406.01,399.68,404.29,409.15,407.55,396.65,405.64,418.50,421.21,431.31,427.54,419.46,418.86,415.37,386.50,381.61,372.36,373.93,L7
2003-08-05 22:02:59+00:00,377.33,376.62,377.34,380.52,377.12,370.38,362.54,356.25,354.20,351.47,352.45,355.72,356.26,351.03,354.39,354.90,358.91,370.38,376.16,387.87,392.31,402.42,407.25,408.11,409.23,416.50,412.64,408.40,400.93,407.98,400.91,396.44,393.80,382.63,385.16,,,,,,,,,,,,,,,,,,,L7
2003-08-13 21:51:32+00:00,377.01,375.11,376.81,382.40,378.32,369.26,361.15,354.98,352.74,350.69,353.37,357.14,358.32,354.74,357.05,357.48,361.90,370.84,375.30,386.66,394.39,403.58,407.10,405.36,406.66,413.28,413.90,411.89,403.24,406.89,405.01,409.48,407.54,395.02,388.44,390.88,396.43,409.35,411.56,407.35,403.82,414.87,428.00,434.61,434.45,439.65,436.67,440.44,435.91,403.74,393.33,389.50,384.24,L5
2003-10-07 21:58:35+00:00,384.66,380.31,376.33,379.85,373.85,365.48,358.59,352.47,350.39,349.97,351.65,355.94,358.52,355.94,357.72,358.64,363.72,372.93,379.18,390.36,399.22,405.50,408.85,406.75,407.52,411.89,412.39,411.01,402.57,405.11,405.30,411.63,413.38,403.22,394.21,399.50,400.31,407.98,408.62,408.80,407.48,418.87,425.49,431.99,432.10,437.67,439.95,444.58,436.38,415.01,405.30,397.29,392.10,L5
2003-10-15 22:08:58+00:00,384.66,378.15,372.62,375.29,369.29,362.19,356.35,350.73,348.13,348.16,349.89,353.30,355.27,352.24,357.72,358.64,363.72,372.93,379.18,390.36,399.22,405.50,408.85,406.75,407.52,411.89,412.39,411.01,402.57,405.11,405.30,411.63,413.38,403.22,394.21,399.50,399.21,405.64,405.45,407.04,405.88,416.57,421.85,429.09,429.73,435.58,439.95,444.58,436.38,415.01,405.31,397.51,393.56,L7
2003-12-26 21:59:30+00:00,384.24,374.25,368.48,371.28,364.26,357.79,352.78,345.87,341.96,344.46,349.52,351.32,354.60,353.04,361.05,362.39,368.53,375.47,383.18,391.80,399.66,404.09,406.91,403.83,400.37,402.87,404.20,403.80,397.25,403.67,407.49,419.22,423.18,413.51,393.36,399.50,399.21,405.64,405.45,407.04,405.88,416.57,421.85,429.09,429.73,435.58,438.26,443.42,437.89,415.37,403.86,394.90,387.95,L5
2004-03-16 22:03:52+00:00,415.26,384.23,364.25,361.06,351.24,349.04,344.64,339.27,335.60,339.27,342.93,345.62,350.68,348.49,359.72,362.13,369.18,379.18,394.67,405.16,413.70,411.25,414.09,410.91,392.53,407.71,407.86,408.38,400.59,401.54,405.87,398.77,408.02,406.40,400.95,398.78,397.61,400.14,401.39,406.88,406.92,417.42,418.77,426.32,427.37,433.54,434.94,438.59,431.72,419.38,407.37,396.71,389.19,L7
2004-03-23 22:10:04+00:00,397.82,380.22,360.18,355.52,347.74,346.16,341.08,335.72,331.98,335.88,337.43,342.16,346.94,348.49,359.72,362.13,369.18,360.38,375.21,386.90,399.59,401.99,405.04,398.62,391.63,396.79,399.81,401.68,398.85,396.64,405.87,398.77,408.02,406.40,395.04,392.20,394.53,398.48,402.36,404.90,402.60,412.59,418.68,423.42,424.28,433.54,434.94,438.59,431.72,419.38,407.37,396.71,389.19,L7
2004-04-25 21:54:35+00:00,380.38,372.20,352.05,339.87,332.07,344.28,335.43,329.20,325.05,328.68,326.43,356.36,339.44,352.02,,,,341.59,355.74,368.65,385.47,392.73,395.99,386.33,382.40,385.88,391.77,394.97,397.11,391.75,,381.61,390.98,376.73,397.25,384.24,388.46,393.17,402.33,400.93,393.96,402.94,418.50,417.62,418.11,,430.79,433.53,429.16,415.92,399.52,387.10,371.15,L5
2004-05-02 22:00:57+00:00,373.19,374.24,365.23,339.87,332.07,344.28,354.71,329.20,325.05,328.68,326.43,356.36,339.44,352.02,,,,341.59,355.74,368.65,385.47,392.73,395.99,386.33,382.40,385.88,391.77,394.97,397.11,391.75,,381.61,390.98,376.73,397.25,384.24,388.46,393.17,402.33,400.93,393.96,402.94,418.50,417.62,418.11,,430.79,433.53,429.16,415.92,399.52,387.10,371.15,L5
2004-05-03 22:03:47+00:00,371.45,375.98,368.33,339.87,332.07,344.28,354.71,329.20,325.05,331.16,330.80,352.82,345.28,352.32,348.85,349.59,354.85,353.16,364.44,376.99,388.80,392.73,395.99,386.33,382.40,385.88,391.77,394.97,397.11,391.75,,381.61,390.98,376.73,397.25,384.24,388.46,393.17,402.33,400.93,393.96,402.94,418.50,417.62,418.11,,430.79,433.53,429.16,415.92,399.52,387.10,371.15,L7
2004-05-26 22:09:57+00:00,371.45,375.98,368.33,339.87,332.07,344.28,354.71,329.20,325.05,331.16,330.80,352.82,345.28,352.32,348.85,349.59,354.85,353.16,364.44,376.99,388.80,392.73,395.99,386.33,382.40,385.88,391.77,394.97,397.11,391.75,,381.61,390.98,384.17,396.78,384.24,388.46,393.17,402.33,400.93,393.96,402.94,418.50,417.62,418.11,,430.79,433.53,429.16,415.92,399.52,387.10,371.15,L7
2004-06-04 22:03:43+00:00,371.45,375.98,368.33,339.87,332.07,344.28,354.71,330.60,326.49,329.69,329.91,349.94,345.15,348.99,345.72,346.42,353.49,357.62,364.44,376.99,388.80,392.73,395.99,386.33,389.78,390.87,390.12,392.23,394.92,390.75,399.99,393.34,398.04,388.43,396.78,384.24,388.46,393.17,402.33,402.19,393.17,407.99,422.97,425.69,428.38,440.29,430.98,434.41,431.84,415.92,399.52,387.10,371.15,L7
2004-06-12 21:55:59+00:00,375.99,376.77,372.19,352.43,344.25,349.65,357.53,337.95,334.90,333.43,337.40,351.46,347.68,347.72,349.65,356.35,359.58,364.44,375.09,387.20,396.14,407.20,407.02,397.10,395.01,398.40,393.69,391.74,393.76,391.90,403.49,399.75,404.82,392.10,398.77,393.75,388.46,393.17,402.33,402.19,393.17,407.99,422.97,425.69,428.38,440.29,430.98,434.41,431.84,415.92,399.52,387.10,371.15,L5
2004-06-27 22:09:48+00:00,375.99,371.59,369.39,353.04,346.81,351.23,362.11,343.36,340.17,336.83,338.61,349.96,346.30,347.63,349.87,356.35,359.58,364.44,375.09,385.60,392.92,403.80,405.14,395.72,393.37,395.25,390.71,388.90,388.94,387.77,393.28,394.68,404.82,392.10,398.77,391.99,387.12,390.92,395.72,399.21,398.78,408.10,418.39,420.64,422.91,432.05,429.40,431.06,427.31,415.77,398.42,388.61,388.21,L7
2004-07-06 22:03:36+00:00,377.53,372.30,368.86,357.00,351.98,353.56,360.36,343.36,340.17,336.83,338.61,349.96,346.30,348.44,351.03,356.64,360.31,365.82,377.17,386.28,394.19,406.38,408.37,397.98,393.37,395.25,390.71,388.90,388.94,387.77,393.28,394.68,404.82,392.10,398.77,391.99,387.12,390.92,395.72,399.21,398.78,408.10,418.39,420.64,422.91,432.05,429.40,431.06,427.31,415.77,398.42,388.61,388.21,L7
2004-07-29 22:09:38+00:00,376.34,371.15,368.16,357.02,352.80,352.67,360.36,343.36,340.17,336.83,337.25,347.11,343.16,346.16,347.58,352.82,356.56,363.20,373.97,384.06,391.71,403.99,405.77,395.78,393.37,395.25,390.71,385.61,386.08,384.86,388.45,391.45,397.56,389.32,394.42,387.44,384.27,386.86,395.72,399.21,398.78,408.10,418.39,420.64,422.91,432.05,429.40,431.06,427.31,415.77,398.42,388.61,388.21,L7
2004-07-30 21:57:15+00:00,376.34,371.15,368.16,359.95,355.37,353.80,358.23,344.09,340.88,337.74,337.58,347.74,344.50,346.90,348.29,352.70,356.13,362.80,373.76,385.24,393.19,405.18,407.35,397.57,395.13,397.14,393.14,387.56,388.75,388.13,391.77,391.85,398.26,389.87,393.90,387.44,384.27,386.86,395.72,399.21,398.78,408.10,418.39,420.64,422.91,432.05,429.40,431.06,427.31,415.77,398.42,388.61,388.21,L5
2004-09-08 22:03:17+00:00,377.81,372.69,369.80,360.27,353.65,352.29,358.23,344.09,340.88,337.74,337.58,347.74,343.91,347.21,350.65,355.73,358.33,364.24,374.93,385.67,392.97,404.31,407.28,397.57,395.13,397.14,393.14,387.56,388.75,388.48,392.50,392.64,398.65,390.14,393.10,387.36,387.57,388.56,394.31,399.21,398.78,408.10,418.39,420.64,420.94,427.03,428.34,429.33,421.35,414.36,398.68,391.78,390.07,L7
2004-09-23 22:04:50+00:00,377.39,372.76,372.33,362.53,355.50,354.75,363.79,348.85,345.82,340.15,339.44,349.52,344.55,347.21,350.65,355.73,358.33,367.47,378.13,389.96,395.19,406.24,410.03,402.25,401.71,399.39,390.21,385.50,387.06,388.31,392.03,393.05,398.89,389.31,393.50,389.95,388.31,385.50,386.29,398.35,401.19,410.67,418.34,422.15,421.88,421.88,426.45,427.01,416.53,412.94,398.68,391.78,390.07,L5
2004-09-24 22:03:12+00:00,377.39,372.76,372.33,362.53,355.50,354.75,363.79,346.76,342.59,337.61,337.13,346.61,342.81,345.99,349.25,353.94,357.85,368.36,378.13,389.96,395.19,406.24,410.03,402.25,399.91,398.41,389.45,384.87,386.12,386.96,389.67,390.32,395.62,386.98,393.50,389.95,388.31,385.50,386.29,392.28,398.82,406.56,411.47,410.92,414.58,417.43,424.11,422.98,413.05,412.94,398.68,391.78,390.07,L7
2004-10-01 22:09:21+00:00,374.77,370.06,369.13,359.42,351.58,349.52,355.50,341.60,337.31,333.42,333.90,344.67,342.81,345.99,349.25,353.94,358.11,368.85,378.69,389.49,394.76,405.76,409.32,400.79,398.77,396.85,388.56,384.15,384.59,386.96,389.67,390.32,395.62,384.91,390.33,386.20,381.97,378.70,379.07,386.72,392.02,400.42,408.25,407.36,414.58,417.43,424.11,422.98,409.75,395.44,393.29,386.89,385.15,L7
2004-10-17 22:09:26+00:00,374.57,369.11,366.65,358.23,350.76,347.89,352.17,338.75,337.31,333.42,333.90,344.67,341.69,345.42,349.16,354.73,359.84,370.65,380.15,390.30,396.03,406.96,410.03,401.66,398.84,396.85,388.56,384.15,384.59,386.37,389.36,389.57,394.60,384.56,388.75,384.67,380.05,377.91,378.60,385.31,389.46,400.42,408.25,407.36,413.42,417.43,424.11,422.98,409.75,395.44,393.29,386.89,385.15,L7
2004-11-19 21:59:42+00:00,377.10,366.61,363.84,361.09,354.18,347.89,345.32,338.75,337.31,332.97,333.72,339.83,340.51,343.89,349.19,355.38,360.40,371.31,381.15,390.85,396.47,406.96,410.03,401.66,398.84,396.85,391.89,386.95,384.59,386.37,389.36,392.20,394.60,386.99,385.07,384.67,380.05,377.91,378.60,385.31,389.46,400.42,408.25,407.36,413.42,417.43,424.11,422.98,409.75,395.44,393.29,386.89,385.15,L5
2005-01-13 22:06:52+00:00,372.32,365.11,359.69,356.69,347.54,341.28,331.27,330.73,328.10,325.17,326.15,334.37,336.63,341.80,347.28,353.21,359.53,369.83,377.65,390.04,395.81,404.98,408.79,401.54,397.74,395.71,392.81,386.98,383.61,386.33,387.41,389.27,388.89,380.42,379.75,381.14,381.11,379.26,383.08,380.20,380.23,389.37,397.46,394.78,406.72,407.12,418.01,419.88,405.53,395.57,392.39,386.95,385.92,L5
2005-02-14 22:07:21+00:00,368.01,362.64,355.50,348.14,339.48,336.31,328.57,329.14,327.16,322.30,318.76,326.71,336.03,342.64,351.23,357.87,364.05,378.51,385.98,394.42,400.03,407.72,412.36,405.72,397.48,395.49,390.27,386.85,384.31,386.98,388.66,392.23,392.23,382.95,383.09,385.72,383.10,381.61,383.87,383.08,383.96,389.36,396.04,394.15,404.55,405.31,415.87,417.22,405.19,398.61,393.72,389.01,388.38,L5
2005-03-03 22:04:17+00:00,366.50,361.35,354.09,347.84,339.99,336.94,328.57,329.14,327.16,322.30,318.76,325.85,335.84,341.44,349.88,356.35,363.40,377.24,384.81,392.69,399.21,407.45,411.70,405.72,397.48,395.49,390.27,386.85,384.31,387.09,388.77,391.20,391.62,383.61,382.97,384.19,382.57,380.07,383.87,383.08,383.96,389.36,396.04,394.15,401.04,403.58,414.47,416.28,403.13,396.67,391.67,386.75,387.24,L7
2005-04-04 22:04:14+00:00,357.41,353.97,347.71,345.79,340.92,337.69,333.45,331.19,340.91,333.71,321.70,324.02,336.27,340.83,344.23,351.37,359.83,375.74,383.43,390.44,402.00,410.41,412.53,406.41,398.90,403.82,402.69,395.72,390.12,387.96,389.73,394.11,392.43,388.07,384.71,384.27,383.36,381.93,387.63,387.32,384.70,388.54,393.92,395.72,399.63,398.05,406.53,410.46,399.11,393.75,390.00,385.50,388.20,L7
2005-04-20 22:04:08+00:00,352.16,351.44,348.01,344.83,339.81,338.10,334.06,340.70,340.91,333.71,321.70,324.02,338.04,341.38,342.85,348.13,354.64,372.04,381.12,388.07,400.17,408.34,411.47,405.75,398.67,403.82,402.69,395.72,390.12,391.14,390.67,396.74,394.08,390.41,387.57,386.47,386.58,383.72,391.12,389.86,387.44,388.54,393.92,395.72,396.59,398.05,406.53,410.46,399.11,393.75,390.00,385.50,387.23,L7
2005-04-27 22:10:21+00:00,351.81,351.44,348.01,344.83,339.81,332.52,324.90,325.94,326.09,322.09,316.92,321.97,333.12,336.32,338.72,343.49,351.03,366.09,375.25,388.07,400.17,408.34,411.47,402.41,398.12,397.62,397.27,391.95,386.65,388.64,388.86,393.57,391.30,386.31,383.41,386.47,386.58,383.72,386.00,385.64,380.49,385.88,391.87,394.75,396.38,396.59,403.78,407.41,397.10,391.67,390.00,385.50,387.23,L7
2005-06-14 22:10:13+00:00,359.11,353.18,351.65,349.71,345.69,338.36,330.12,335.62,326.09,322.09,316.92,321.97,335.00,339.86,338.72,343.49,351.03,367.93,378.13,390.31,403.07,412.23,414.70,406.82,406.19,397.62,388.29,383.27,386.65,391.47,388.86,392.70,393.34,388.05,385.24,386.37,385.85,383.33,383.04,382.77,388.04,385.88,391.87,394.75,401.94,401.28,410.58,411.97,400.17,395.87,392.88,389.68,388.68,L7
2005-06-22 22:08:22+00:00,362.01,356.22,351.65,350.02,347.44,339.70,332.52,333.66,322.61,321.68,317.43,323.56,333.41,338.08,338.66,343.06,351.60,368.34,376.81,390.29,405.96,415.20,416.97,410.60,410.69,406.10,399.22,396.48,393.81,393.91,391.64,394.41,395.05,389.31,387.24,387.35,386.28,385.01,384.39,384.04,386.37,389.23,396.88,400.05,403.84,403.15,410.61,411.57,401.04,395.31,392.46,389.21,388.90,L5
2005-06-23 22:04:01+00:00,364.04,357.30,351.83,350.04,347.34,339.99,333.02,331.29,322.61,321.68,317.43,323.56,333.41,338.08,338.66,343.29,351.66,367.65,375.55,389.54,406.82,415.72,417.30,411.61,411.11,406.10,399.22,396.48,393.81,393.91,391.64,395.90,396.71,390.68,388.23,387.31,385.40,384.04,384.96,384.22,384.34,389.23,396.88,400.05,403.84,403.15,411.02,412.46,401.76,394.51,391.69,388.47,388.22,L7
