dates,satname,sar2125-0000,sar2125-0001
1984-04-13 09:27:07+00:00,L5,248.83,252.63
1984-05-06 09:33:27+00:00,L5,253.34,254.46
1984-05-31 09:27:59+00:00,L5,,
1984-07-18 09:28:46+00:00,L5,248.76,259.37
1984-08-03 09:29:20+00:00,L5,255.23,260.41
1984-08-19 09:29:51+00:00,L5,249.67,252.02
1984-09-20 09:30:04+00:00,L5,255.23,255.34
1984-10-22 09:30:00+00:00,L5,252.37,244.51
1984-11-07 09:29:53+00:00,L5,247.09,236.39
1984-12-09 09:29:58+00:00,L5,243.25,225.46
1985-01-17 09:36:05+00:00,L5,238.93,240.71
1985-02-02 09:36:09+00:00,L5,248.21,234.18
1985-02-11 09:30:23+00:00,L5,249.64,238.63
1985-03-15 09:30:22+00:00,L5,244.27,244.75
1985-04-16 09:30:15+00:00,L5,240.76,232.60
1985-04-23 09:35:59+00:00,L5,250.09,250.36
1985-05-02 09:30:07+00:00,L5,255.25,258.17
1985-05-25 09:36:15+00:00,L5,256.50,259.00
1985-06-03 09:30:04+00:00,L5,246.14,252.44
1985-06-10 09:35:50+00:00,L5,249.52,249.82
1985-06-26 09:35:47+00:00,L5,243.84,252.32
1985-07-05 09:29:57+00:00,L5,296.28,275.21
1985-07-28 09:35:58+00:00,L5,209.34,343.08
1985-08-13 09:35:48+00:00,L5,248.56,256.27
1985-08-22 09:29:32+00:00,L5,258.70,259.16
1985-08-29 09:35:38+00:00,L5,239.34,283.32
1985-09-14 09:35:25+00:00,L5,250.26,249.26
1985-10-09 09:28:59+00:00,L5,249.09,252.43
1985-11-10 09:28:33+00:00,L5,250.48,234.73
1985-11-26 09:28:17+00:00,L5,240.60,244.88
1985-12-03 09:33:55+00:00,L5,243.01,228.67
1986-01-04 09:33:20+00:00,L5,252.51,225.78
1986-01-13 09:27:22+00:00,L5,238.93,226.72
1986-03-25 09:32:01+00:00,L5,247.97,245.72
1986-05-21 09:24:27+00:00,L5,254.77,257.64
1986-07-08 09:22:57+00:00,L5,257.48,257.57
1986-07-15 09:28:53+00:00,L5,252.77,252.36
1986-07-24 09:22:23+00:00,L5,247.04,250.65
1986-07-31 09:28:19+00:00,L5,249.14,257.33
1986-08-16 09:27:20+00:00,L5,253.96,257.11
1986-09-17 09:26:37+00:00,L5,252.63,253.57
1986-09-26 09:20:09+00:00,L5,252.04,248.85
1986-10-12 09:19:38+00:00,L5,251.64,246.76
1986-12-31 09:19:14+00:00,L5,242.64,223.75
1987-01-16 09:19:41+00:00,L5,246.07,234.55
1987-02-08 09:26:15+00:00,L5,251.23,238.40
1987-02-17 09:20:35+00:00,L5,242.59,234.50
1987-03-21 09:22:02+00:00,L5,253.57,253.49
1987-04-06 09:22:36+00:00,L5,252.74,253.71
1987-04-29 09:29:30+00:00,L5,250.03,256.79
1987-05-08 09:23:35+00:00,L5,258.44,262.32
1987-05-15 09:29:57+00:00,L5,246.08,249.93
1987-06-09 09:24:23+00:00,L5,248.83,255.59
1987-06-16 09:30:43+00:00,L5,245.11,250.87
1987-06-25 09:24:44+00:00,L5,259.54,265.31
1987-07-11 09:25:03+00:00,L5,253.14,260.62
1987-07-18 09:31:20+00:00,L5,257.54,256.27
1987-07-27 09:25:25+00:00,L5,248.79,255.95
1987-08-03 09:31:49+00:00,L5,253.35,256.95
1987-08-12 09:25:55+00:00,L5,252.94,255.17
1987-08-19 09:32:18+00:00,L5,256.50,255.91
1987-08-28 09:26:22+00:00,L5,247.33,250.50
1987-09-13 09:26:45+00:00,L5,253.17,250.72
1987-09-20 09:33:05+00:00,L5,259.53,255.78
1987-10-31 09:27:40+00:00,L5,247.94,237.24
1987-11-07 09:34:02+00:00,L5,247.29,235.62
1987-11-16 09:28:03+00:00,L5,248.49,238.85
1987-12-02 09:28:18+00:00,L5,242.13,228.33
1988-01-10 09:35:05+00:00,L5,230.69,215.64
1988-01-19 09:29:05+00:00,L5,238.66,226.21
1988-02-11 09:35:17+00:00,L5,243.66,236.14
1988-02-20 09:29:38+00:00,L5,250.69,246.43
1988-03-07 09:29:48+00:00,L5,242.59,245.36
1988-03-14 09:35:39+00:00,L5,250.37,253.91
1988-04-15 09:36:14+00:00,L5,253.50,255.93
1988-04-24 09:30:07+00:00,L5,252.87,247.86
1988-05-01 09:36:21+00:00,L5,250.66,243.40
1988-05-17 09:36:32+00:00,L5,246.37,255.03
1988-06-02 09:36:38+00:00,L5,251.09,261.70
1988-06-11 09:30:29+00:00,L5,242.33,253.44
1988-06-18 09:36:43+00:00,L5,238.07,243.16
1988-06-27 09:30:35+00:00,L5,250.49,258.85
1988-07-13 09:30:39+00:00,L5,253.20,266.37
1988-07-20 09:36:51+00:00,L5,240.82,247.84
1988-07-29 09:30:42+00:00,L5,246.49,251.46
1988-08-05 09:36:52+00:00,L5,245.76,245.27
1988-08-14 09:30:40+00:00,L5,244.32,253.74
1988-08-21 09:36:53+00:00,L5,244.51,250.19
1988-09-22 09:36:26+00:00,L5,246.36,244.90
1988-10-01 09:30:34+00:00,L5,245.57,246.78
1988-10-08 09:36:21+00:00,L5,238.71,230.31
1988-10-24 09:36:17+00:00,L5,252.81,252.06
1988-11-02 09:30:34+00:00,L5,237.93,233.43
1988-12-04 09:30:29+00:00,L5,240.13,228.01
1988-12-11 09:36:09+00:00,L5,238.58,223.13
1988-12-27 09:36:03+00:00,L5,237.09,219.74
1989-01-28 09:36:07+00:00,L5,241.49,226.63
1989-02-06 09:29:59+00:00,L5,244.98,231.42
1989-03-17 09:34:52+00:00,L5,249.63,245.78
1989-03-26 09:28:53+00:00,L5,256.57,255.20
1989-04-02 09:35:12+00:00,L5,257.27,255.03
1989-04-27 09:28:45+00:00,L5,247.49,254.38
