dates,sar2125-0000,sar2125-0001,satname
1984-04-13 09:27:07+00:00,248.83,252.63,L5
1984-05-06 09:33:27+00:00,251.09,253.55,L5
1984-07-18 09:28:46+00:00,250.31,255.49,L5
1984-08-03 09:29:20+00:00,251.54,256.72,L5
1984-08-19 09:29:51+00:00,251.17,255.78,L5
1984-09-20 09:30:04+00:00,251.84,255.71,L5
1984-10-22 09:30:00+00:00,252.43,254.35,L5
1984-11-07 09:29:53+00:00,251.39,251.34,L5
1984-12-09 09:29:58+00:00,250.23,247.64,L5
1985-01-17 09:36:05+00:00,248.82,244.98,L5
1985-02-02 09:36:09+00:00,247.82,241.23,L5
1985-02-11 09:30:23+00:00,248.05,240.91,L5
1985-03-15 09:30:22+00:00,247.37,240.00,L5
1985-04-16 09:30:15+00:00,245.56,237.15,L5
1985-04-23 09:35:59+00:00,245.28,237.89,L5
1985-05-02 09:30:07+00:00,246.39,240.14,L5
1985-05-25 09:36:15+00:00,247.43,242.65,L5
1985-06-03 09:30:04+00:00,247.30,243.63,L5
1985-06-10 09:35:50+00:00,247.93,246.07,L5
1985-06-26 09:35:47+00:00,247.56,246.63,L5
1985-07-05 09:29:57+00:00,247.56,249.02,L5
1985-07-28 09:35:58+00:00,244.87,249.77,L5
1985-08-13 09:35:48+00:00,244.43,253.09,L5
1985-08-22 09:29:32+00:00,245.72,253.65,L5
1985-08-29 09:35:38+00:00,245.19,256.12,L5
1985-09-14 09:35:25+00:00,245.69,256.49,L5
1985-10-09 09:28:59+00:00,245.95,256.18,L5
1985-11-10 09:28:33+00:00,245.62,256.72,L5
1985-11-26 09:28:17+00:00,244.17,255.44,L5
1985-12-03 09:33:55+00:00,243.89,253.28,L5
1986-01-04 09:33:20+00:00,244.19,248.28,L5
1986-01-13 09:27:22+00:00,243.71,246.12,L5
1986-03-25 09:32:01+00:00,246.08,236.99,L5
1986-05-21 09:24:27+00:00,246.30,238.23,L5
1986-07-08 09:22:57+00:00,249.79,246.91,L5
1986-07-15 09:28:53+00:00,253.25,253.32,L5
1986-07-24 09:22:23+00:00,252.01,252.79,L5
1986-07-31 09:28:19+00:00,251.53,253.54,L5
1986-08-16 09:27:20+00:00,251.88,254.05,L5
1986-09-17 09:26:37+00:00,251.97,253.99,L5
1986-09-26 09:20:09+00:00,252.48,254.38,L5
1986-10-12 09:19:38+00:00,252.39,253.54,L5
1986-12-31 09:19:14+00:00,251.04,249.77,L5
