dates,sar2125-0000,sar2125-0001,satname
1984-04-13 09:27:07+00:00,248.83,252.63,L5
1984-05-06 09:33:27+00:00,253.34,254.46,L5
1984-07-18 09:28:46+00:00,248.76,259.37,L5
1984-08-03 09:29:20+00:00,255.23,260.41,L5
1984-08-19 09:29:51+00:00,249.67,252.02,L5
1984-09-20 09:30:04+00:00,255.23,255.34,L5
1984-10-22 09:30:00+00:00,252.37,244.51,L5
1984-11-07 09:29:53+00:00,247.09,236.39,L5
1984-12-09 09:29:58+00:00,243.25,225.46,L5
1985-01-17 09:36:05+00:00,238.93,240.71,L5
1985-02-02 09:36:09+00:00,248.21,234.18,L5
1985-02-11 09:30:23+00:00,249.64,238.63,L5
1985-03-15 09:30:22+00:00,244.27,244.75,L5
1985-04-16 09:30:15+00:00,240.76,232.6,L5
1985-04-23 09:35:59+00:00,250.09,250.36,L5
1985-05-02 09:30:07+00:00,255.25,258.17,L5
1985-05-25 09:36:15+00:00,256.5,259.0,L5
1985-06-03 09:30:04+00:00,246.14,252.44,L5
1985-06-10 09:35:50+00:00,249.52,249.82,L5
1985-06-26 09:35:47+00:00,243.84,252.32,L5
1985-07-05 09:29:57+00:00,,275.21,L5
1985-07-28 09:35:58+00:00,209.34,,L5
1985-08-13 09:35:48+00:00,248.56,256.27,L5
1985-08-22 09:29:32+00:00,258.7,259.16,L5
1985-08-29 09:35:38+00:00,239.34,283.32,L5
1985-09-14 09:35:25+00:00,250.26,249.26,L5
1985-10-09 09:28:59+00:00,249.09,252.43,L5
1985-11-10 09:28:33+00:00,250.48,234.73,L5
1985-11-26 09:28:17+00:00,240.6,244.88,L5
1985-12-03 09:33:55+00:00,243.01,228.67,L5
1986-01-04 09:33:20+00:00,252.51,225.78,L5
1986-01-13 09:27:22+00:00,238.93,226.72,L5
1986-03-25 09:32:01+00:00,247.97,245.72,L5
1986-05-21 09:24:27+00:00,254.77,257.64,L5
1986-07-08 09:22:57+00:00,257.48,257.57,L5
1986-07-15 09:28:53+00:00,252.77,252.36,L5
1986-07-24 09:22:23+00:00,247.04,250.65,L5
1986-07-31 09:28:19+00:00,249.14,257.33,L5
1986-08-16 09:27:20+00:00,253.96,257.11,L5
1986-09-17 09:26:37+00:00,252.63,253.57,L5
1986-09-26 09:20:09+00:00,252.04,248.85,L5
1986-10-12 09:19:38+00:00,251.64,246.76,L5
1986-12-31 09:19:14+00:00,242.64,223.75,L5
1987-01-16 09:19:41+00:00,246.07,234.55,L5
1987-02-08 09:26:15+00:00,251.23,238.4,L5
1987-02-17 09:20:35+00:00,242.59,234.5,L5
1987-03-21 09:22:02+00:00,253.57,253.49,L5
1987-04-06 09:22:36+00:00,252.74,253.71,L5
1987-04-29 09:29:30+00:00,250.03,256.79,L5
1987-05-08 09:23:35+00:00,258.44,262.32,L5
1987-05-15 09:29:57+00:00,246.08,249.93,L5
1987-06-09 09:24:23+00:00,248.83,255.59,L5
1987-06-16 09:30:43+00:00,245.11,250.87,L5
1987-06-25 09:24:44+00:00,259.54,265.31,L5
1987-07-11 09:25:03+00:00,253.14,260.62,L5
1987-07-18 09:31:20+00:00,257.54,256.27,L5
1987-07-27 09:25:25+00:00,248.79,255.95,L5
1987-08-03 09:31:49+00:00,253.35,256.95,L5
1987-08-12 09:25:55+00:00,252.94,255.17,L5
1987-08-19 09:32:18+00:00,256.5,255.91,L5
1987-08-28 09:26:22+00:00,247.33,250.5,L5
1987-09-13 09:26:45+00:00,253.17,250.72,L5
1987-09-20 09:33:05+00:00,259.53,255.78,L5
1987-10-31 09:27:40+00:00,247.94,237.24,L5
1987-11-07 09:34:02+00:00,247.29,235.62,L5
1987-11-16 09:28:03+00:00,248.49,238.85,L5
1987-12-02 09:28:18+00:00,242.13,228.33,L5
1988-01-10 09:35:05+00:00,230.69,215.64,L5
1988-01-19 09:29:05+00:00,238.66,226.21,L5
1988-02-11 09:35:17+00:00,243.66,236.14,L5
1988-02-20 09:29:38+00:00,250.69,246.43,L5
1988-03-07 09:29:48+00:00,242.59,245.36,L5
1988-03-14 09:35:39+00:00,250.37,253.91,L5
1988-04-15 09:36:14+00:00,253.5,255.93,L5
1988-04-24 09:30:07+00:00,252.87,247.86,L5
1988-05-01 09:36:21+00:00,250.66,243.4,L5
1988-05-17 09:36:32+00:00,246.37,255.03,L5
1988-06-02 09:36:38+00:00,251.09,261.7,L5
1988-06-11 09:30:29+00:00,242.33,253.44,L5
1988-06-18 09:36:43+00:00,238.07,243.16,L5
1988-06-27 09:30:35+00:00,250.49,258.85,L5
1988-07-13 09:30:39+00:00,253.2,266.37,L5
1988-07-20 09:36:51+00:00,240.82,247.84,L5
1988-07-29 09:30:42+00:00,246.49,251.46,L5
1988-08-05 09:36:52+00:00,245.76,245.27,L5
1988-08-14 09:30:40+00:00,244.32,253.74,L5
1988-08-21 09:36:53+00:00,244.51,250.19,L5
1988-09-22 09:36:26+00:00,246.36,244.9,L5
1988-10-01 09:30:34+00:00,245.57,246.78,L5
1988-10-08 09:36:21+00:00,238.71,230.31,L5
1988-10-24 09:36:17+00:00,252.81,252.06,L5
1988-11-02 09:30:34+00:00,237.93,233.43,L5
1988-12-04 09:30:29+00:00,240.13,228.01,L5
1988-12-11 09:36:09+00:00,238.58,223.13,L5
1988-12-27 09:36:03+00:00,237.09,219.74,L5
1989-01-28 09:36:07+00:00,241.49,226.63,L5
1989-02-06 09:29:59+00:00,244.98,231.42,L5
1989-03-17 09:34:52+00:00,249.63,245.78,L5
1989-03-26 09:28:53+00:00,256.57,255.2,L5
1989-04-02 09:35:12+00:00,257.27,255.03,L5
1989-04-27 09:28:45+00:00,247.49,254.38,L5
1989-05-20 09:34:09+00:00,240.47,249.69,L5
1989-05-29 09:28:17+00:00,248.05,249.1,L5
1989-06-14 09:27:46+00:00,257.43,261.72,L5
1989-06-21 09:33:55+00:00,238.27,251.32,L5
1989-06-30 09:27:39+00:00,252.85,261.02,L5
1989-07-16 09:27:19+00:00,263.8,262.21,L5
1989-07-23 09:33:21+00:00,237.09,245.87,L5
1989-08-24 09:32:39+00:00,241.73,251.38,L5
1989-09-02 09:26:17+00:00,250.55,251.05,L5
1989-09-18 09:25:44+00:00,242.74,,L5
1989-09-25 09:31:52+00:00,248.69,247.05,L5
1989-10-04 09:25:36+00:00,253.64,252.48,L5
1989-10-11 09:31:29+00:00,245.91,246.93,L5
1989-10-20 09:24:51+00:00,253.02,241.22,L5
1989-10-27 09:30:51+00:00,253.76,238.4,L5
1989-11-12 09:30:07+00:00,248.56,230.75,L5
1989-11-28 09:29:40+00:00,242.2,223.41,L5
1989-12-14 09:29:14+00:00,246.11,228.82,L5
1989-12-23 09:23:10+00:00,241.7,220.52,L5
1989-12-30 09:29:08+00:00,240.77,229.96,L5
1990-01-15 09:28:33+00:00,243.8,229.41,L5
1990-01-31 09:27:43+00:00,241.03,227.94,L5
1990-02-09 09:21:38+00:00,243.27,234.6,L5
1990-04-14 09:20:11+00:00,239.89,249.67,L5
1990-04-21 09:26:22+00:00,256.09,261.43,L5
1990-05-16 09:20:13+00:00,251.39,256.87,L5
1990-05-23 09:25:56+00:00,248.38,249.77,L5
1990-06-01 09:20:08+00:00,259.39,258.23,L5
1990-06-17 09:20:06+00:00,252.45,258.84,L5
1990-06-24 09:26:18+00:00,237.93,249.31,L5
1990-07-03 09:20:06+00:00,254.17,266.72,L5
1990-07-10 09:26:16+00:00,248.09,251.74,L5
1990-07-19 09:20:01+00:00,246.53,249.9,L5
1990-07-26 09:26:12+00:00,255.73,256.49,L5
1990-08-04 09:19:56+00:00,253.72,252.39,L5
1990-08-11 09:25:43+00:00,255.91,256.69,L5
1990-08-20 09:19:54+00:00,261.82,258.21,L5
1990-09-05 09:19:46+00:00,253.09,248.39,L5
1990-09-12 09:25:59+00:00,249.53,241.37,L5
1990-09-21 09:19:43+00:00,242.21,241.72,L5
1990-09-28 09:25:26+00:00,259.22,258.22,L5
1990-10-14 09:25:20+00:00,245.37,231.52,L5
1990-10-30 09:25:35+00:00,241.95,229.12,L5
1990-11-08 09:19:27+00:00,244.8,235.04,L5
1990-12-10 09:19:16+00:00,243.07,227.23,L5
1991-01-02 09:25:37+00:00,237.4,237.09,L5
1991-01-11 09:20:03+00:00,239.39,215.81,L5
1991-01-27 09:20:30+00:00,241.32,228.35,L5
1991-02-12 09:20:42+00:00,241.91,242.27,L5
1991-04-01 09:21:34+00:00,251.02,252.04,L5
1991-04-08 09:27:54+00:00,253.83,252.22,L5
1991-04-17 09:21:56+00:00,250.02,243.4,L5
1991-04-24 09:28:10+00:00,251.56,262.38,L5
1991-05-10 09:28:06+00:00,246.72,254.37,L5
1991-05-19 09:22:26+00:00,250.04,257.18,L5
1991-05-26 09:28:46+00:00,247.66,247.41,L5
1991-06-27 09:29:13+00:00,245.98,254.22,L5
1991-07-06 09:23:10+00:00,245.91,250.3,L5
1991-07-13 09:29:21+00:00,260.82,264.34,L5
1991-07-22 09:23:22+00:00,256.71,262.16,L5
1991-07-29 09:29:36+00:00,262.37,258.94,L5
1991-08-07 09:23:28+00:00,256.64,257.11,L5
1991-08-14 09:29:39+00:00,250.7,261.74,L5
1991-08-23 09:23:34+00:00,246.54,254.27,L5
1991-08-30 09:29:25+00:00,245.12,242.9,L5
