dates,nzd0029-0000,nzd0029-0001,nzd0029-0002,nzd0029-0003,nzd0029-0004,nzd0029-0005,nzd0029-0006,nzd0029-0007,nzd0029-0008,nzd0029-0009,nzd0029-0010,nzd0029-0011,nzd0029-0012,nzd0029-0013,nzd0029-0014,nzd0029-0015,nzd0029-0016,nzd0029-0017,nzd0029-0018,nzd0029-0019,nzd0029-0020,nzd0029-0021,nzd0029-0022,nzd0029-0023,nzd0029-0024,nzd0029-0025,nzd0029-0026,nzd0029-0027,nzd0029-0028,nzd0029-0029,nzd0029-0030,nzd0029-0031,nzd0029-0032,nzd0029-0033,nzd0029-0034,nzd0029-0035,nzd0029-0036,nzd0029-0037,nzd0029-0038,nzd0029-0039,nzd0029-0040,nzd0029-0041,nzd0029-0042,nzd0029-0043,nzd0029-0044,nzd0029-0045,nzd0029-0046,nzd0029-0047,nzd0029-0048,nzd0029-0049,nzd0029-0050,nzd0029-0051,nzd0029-0052,nzd0029-0053,nzd0029-0054,nzd0029-0055,nzd0029-0056,nzd0029-0057,nzd0029-0058,nzd0029-0059,nzd0029-0060,nzd0029-0061,nzd0029-0062,nzd0029-0063,nzd0029-0064,nzd0029-0065,nzd0029-0066,nzd0029-0067,nzd0029-0068,nzd0029-0069,nzd0029-0070,nzd0029-0071,nzd0029-0072,nzd0029-0073,nzd0029-0074,nzd0029-0075,nzd0029-0076,nzd0029-0077,nzd0029-0078,nzd0029-0079,nzd0029-0080,nzd0029-0081,nzd0029-0082,nzd0029-0083,nzd0029-0084,nzd0029-0085,nzd0029-0086,nzd0029-0087,nzd0029-0088,nzd0029-0089,nzd0029-0090,nzd0029-0091,nzd0029-0092,nzd0029-0093,nzd0029-0094,nzd0029-0095,nzd0029-0096,nzd0029-0097,nzd0029-0098,nzd0029-0099,nzd0029-0100,nzd0029-0101,nzd0029-0102,nzd0029-0103,nzd0029-0104,nzd0029-0105,nzd0029-0106,nzd0029-0107,nzd0029-0108,nzd0029-0109,nzd0029-0110,nzd0029-0111,nzd0029-0112,nzd0029-0113,nzd0029-0114,nzd0029-0115,nzd0029-0116,nzd0029-0117,nzd0029-0118,nzd0029-0119,nzd0029-0120,nzd0029-0121,nzd0029-0122,nzd0029-0123,nzd0029-0124,nzd0029-0125,nzd0029-0126,nzd0029-0127,nzd0029-0128,nzd0029-0129,nzd0029-0130,nzd0029-0131,nzd0029-0132,nzd0029-0133,nzd0029-0134,nzd0029-0135,nzd0029-0136,nzd0029-0137,nzd0029-0138,nzd0029-0139,nzd0029-0140,nzd0029-0141,nzd0029-0142,nzd0029-0143,nzd0029-0144,nzd0029-0145,nzd0029-0146,nzd0029-0147,nzd0029-0148,nzd0029-0149,nzd0029-0150,nzd0029-0151,nzd0029-0152,nzd0029-0153,nzd0029-0154,nzd0029-0155,nzd0029-0156,nzd0029-0157,nzd0029-0158,nzd0029-0159,nzd0029-0160,nzd0029-0161,nzd0029-0162,nzd0029-0163,nzd0029-0164,nzd0029-0165,nzd0029-0166,nzd0029-0167,nzd0029-0168,nzd0029-0169,nzd0029-0170,nzd0029-0171,nzd0029-0172,nzd0029-0173,nzd0029-0174,nzd0029-0175,nzd0029-0176,nzd0029-0177,nzd0029-0178,satname
1999-10-04 22:10:38+00:00,,,,,,357.22,360.37,359.86,358.70,375.43,380.88,386.41,379.73,380.94,389.95,385.30,376.68,379.09,391.23,395.58,402.38,395.05,388.12,373.52,368.08,372.36,,,,,,,,,,,,,,,,,,,369.60,371.60,373.96,373.61,380.12,381.70,372.43,369.82,,416.79,422.95,,418.41,416.14,,371.59,366.56,367.65,364.72,363.96,371.02,359.06,370.75,,418.08,,415.07,415.43,389.25,351.22,356.36,,399.26,403.60,413.08,,393.81,392.02,388.82,389.75,395.37,416.63,379.64,353.56,342.77,346.62,347.47,378.32,346.58,363.80,341.45,355.70,345.15,360.73,347.42,328.12,331.08,364.36,360.59,372.30,372.02,357.53,360.55,381.48,374.37,365.07,374.25,,402.29,411.40,405.76,419.09,398.96,404.82,,,,,411.90,398.97,394.32,375.33,,367.64,372.96,375.71,364.35,378.89,400.71,381.07,362.98,384.48,397.46,378.68,378.30,371.08,352.58,374.43,409.20,385.85,377.51,400.12,406.93,,395.56,421.67,417.80,417.17,412.01,407.65,421.29,430.95,445.36,452.38,441.51,456.95,444.07,448.21,438.03,432.66,435.49,436.21,438.55,435.09,437.41,439.36,447.94,466.43,456.38,448.72,,,,,453.95,L7
2000-02-09 22:10:19+00:00,,,,,,357.22,357.20,363.34,361.74,370.69,374.60,382.27,376.62,374.03,385.25,371.81,369.15,374.77,391.23,395.58,402.38,395.05,388.12,373.52,368.08,372.36,,,,,,390.78,388.07,388.97,387.22,391.15,401.83,403.77,403.32,398.12,387.57,386.85,384.95,402.17,385.05,388.56,386.92,385.72,396.87,394.46,388.91,386.52,418.50,417.47,418.51,416.90,415.24,414.44,410.87,386.87,380.22,383.40,380.94,382.60,383.69,374.27,380.88,411.23,413.61,406.44,406.12,406.82,390.12,370.51,375.93,403.67,397.17,401.10,408.70,411.69,399.63,403.42,399.88,402.26,406.02,414.58,389.33,370.31,355.00,354.71,359.56,373.38,351.65,360.58,355.12,362.70,356.34,366.30,355.05,341.59,344.03,370.58,370.93,383.21,385.14,371.89,371.57,389.74,382.60,366.89,378.09,,402.29,411.40,405.76,419.09,398.96,404.82,,,,,411.90,398.97,394.32,390.02,400.59,379.31,379.41,381.10,377.19,388.40,405.47,393.72,381.75,385.41,391.62,376.27,381.20,376.09,371.81,383.34,403.14,390.14,389.75,405.94,410.02,420.51,411.00,423.73,421.94,426.00,416.15,413.55,423.47,433.89,445.38,450.15,438.71,454.86,447.92,448.44,435.49,432.35,435.49,436.21,438.55,435.09,437.41,439.36,447.94,466.43,456.38,448.72,,479.93,,490.12,465.13,L7
2000-04-29 22:09:53+00:00,411.50,,,383.98,363.28,353.69,351.01,359.15,361.90,366.29,367.37,374.69,374.44,373.72,388.29,378.06,378.41,384.13,406.73,408.67,412.61,412.87,407.62,392.54,393.81,391.54,,396.25,,400.52,391.80,395.24,392.00,392.38,389.96,397.08,406.68,404.22,408.11,398.20,388.81,387.23,388.77,409.36,406.84,408.41,399.86,394.99,408.39,404.73,403.47,406.41,421.29,422.83,422.88,423.32,418.44,416.96,415.97,409.92,400.11,403.96,398.67,404.10,397.90,392.80,400.95,424.51,421.29,419.01,412.04,403.74,397.25,388.19,397.31,403.52,402.10,400.06,409.93,420.87,417.19,423.50,425.48,424.51,428.30,419.78,409.54,395.23,374.79,374.19,375.15,377.68,366.63,368.47,377.61,376.92,376.99,380.48,373.25,357.73,362.76,384.40,387.30,400.94,405.35,395.03,385.51,402.28,397.98,379.44,390.37,422.35,440.19,436.10,436.19,437.08,425.86,417.54,416.92,,437.72,431.96,427.77,418.99,416.96,407.23,398.12,394.56,390.01,392.84,393.55,404.54,412.09,407.12,403.00,394.17,389.88,380.28,387.85,387.36,395.00,397.18,400.02,401.56,407.33,415.74,418.37,424.38,431.14,431.07,433.71,436.19,427.26,423.94,431.24,438.98,451.05,453.69,440.80,450.69,448.34,450.67,440.44,439.89,447.31,445.21,445.78,451.42,450.37,451.40,458.82,465.61,444.54,429.01,439.10,463.10,447.85,473.13,466.09,L7
2000-09-20 22:08:03+00:00,411.50,,,383.98,363.28,353.69,347.99,351.49,359.03,366.62,350.71,356.40,356.52,360.45,375.42,372.00,373.00,374.11,382.75,385.94,390.58,388.23,383.81,372.31,369.18,370.76,352.58,376.31,352.55,384.62,379.00,382.12,377.45,375.96,375.44,381.56,390.80,385.75,391.38,383.95,372.86,375.71,375.81,390.53,390.27,389.09,382.83,380.91,389.25,388.74,391.91,398.56,412.90,415.32,416.43,414.55,403.11,398.73,393.54,389.13,380.71,388.21,383.11,389.33,391.33,386.99,392.55,414.38,414.04,409.91,403.13,388.76,386.64,374.36,378.99,390.66,393.07,387.73,398.26,407.45,405.25,409.72,414.81,407.63,410.25,403.30,401.97,389.49,370.47,367.47,368.35,368.72,362.50,360.88,366.21,365.18,360.10,363.62,362.48,338.73,341.97,392.01,393.32,375.95,412.43,384.98,380.19,399.26,400.00,383.01,386.85,402.66,418.56,415.57,414.61,415.85,425.86,397.66,416.92,394.44,423.42,419.05,416.00,400.67,416.96,409.74,395.65,398.13,394.17,399.20,397.09,383.87,413.95,382.54,383.93,384.48,393.98,386.71,391.59,393.61,398.96,402.12,402.95,408.69,412.66,419.73,423.62,428.24,435.84,436.35,441.33,437.56,434.23,428.41,436.82,441.12,456.68,459.45,445.69,448.61,444.91,452.66,447.95,447.75,447.31,445.21,445.78,451.42,450.37,451.40,458.82,465.61,444.54,429.01,439.10,446.27,447.85,456.14,455.86,L7
2001-01-26 22:08:07+00:00,407.77,410.80,384.08,363.48,,,,,,,334.98,341.54,337.66,340.58,354.82,346.21,350.79,350.39,358.78,363.20,368.55,363.58,365.49,355.86,351.95,359.60,364.91,365.58,361.58,375.74,375.82,374.69,368.38,368.11,366.48,370.19,381.13,381.44,380.61,378.62,365.90,369.99,368.65,375.30,378.52,376.96,374.25,378.18,384.62,387.08,387.69,392.10,404.98,407.34,403.74,405.12,393.51,386.07,379.24,373.38,367.75,375.36,378.16,381.27,391.59,380.96,384.10,398.83,400.88,392.26,384.02,375.88,377.98,371.68,372.08,385.13,382.17,384.40,391.25,398.99,391.54,399.08,397.69,393.15,391.19,390.92,385.86,378.33,361.95,356.93,363.88,357.29,351.87,348.33,356.35,356.88,349.25,346.59,348.56,327.37,328.40,356.93,369.67,363.94,393.59,377.51,383.81,398.46,403.23,386.38,391.31,392.94,405.91,400.44,406.00,408.82,425.43,393.66,423.80,410.90,417.96,412.44,413.03,399.54,413.16,398.11,382.31,377.76,366.33,374.70,377.26,376.31,394.30,375.87,373.49,380.25,384.56,379.09,384.31,387.92,380.23,390.57,397.03,,,,404.83,,,,,,,,,,,,,,,,,,457.80,466.03,453.66,456.09,453.34,459.63,468.32,479.18,466.66,455.53,459.42,465.82,484.60,463.89,451.09,L7
2001-06-03 22:07:16+00:00,399.71,404.18,377.12,364.12,351.66,347.53,332.82,331.11,334.60,331.27,336.34,336.04,338.07,334.67,354.81,350.73,347.45,348.99,355.33,362.44,363.46,358.35,364.58,355.33,350.80,360.01,362.57,365.91,363.21,369.13,372.44,370.87,377.78,388.14,383.72,386.03,390.60,398.04,387.09,377.28,380.14,363.80,363.31,374.16,373.58,371.65,384.69,382.08,381.25,385.77,380.92,384.82,394.55,399.56,403.24,415.43,405.60,391.25,388.90,374.29,364.67,384.51,392.99,389.61,394.85,372.73,382.22,395.07,397.93,384.68,389.10,369.03,382.25,366.75,370.67,377.93,387.32,394.88,394.93,399.66,392.67,412.72,402.58,392.50,393.97,387.19,379.92,381.09,366.14,353.62,359.65,353.68,355.29,350.89,369.10,357.96,355.06,345.91,351.64,332.44,337.61,348.16,360.62,369.79,380.91,375.08,379.42,394.62,404.33,383.38,397.89,395.43,402.12,403.15,409.70,409.29,400.44,409.54,418.90,419.94,416.32,418.62,421.83,410.87,397.62,383.46,373.91,372.72,351.44,360.64,364.47,382.83,380.13,382.93,372.73,374.69,369.91,361.83,370.06,369.51,369.08,379.77,383.67,365.78,375.91,381.91,403.73,406.64,402.50,399.77,413.15,408.94,404.12,400.71,411.21,417.72,426.14,416.73,416.96,407.29,413.30,422.56,418.41,426.87,448.14,461.38,451.70,450.03,436.80,441.32,454.62,465.61,460.75,440.89,443.69,465.82,484.60,449.83,450.25,L7
2002-06-22 22:06:03+00:00,,,,,,,341.71,336.06,328.92,325.97,318.63,300.20,302.31,324.54,355.55,350.65,,,,,,,,,,,,,,,,,,,,374.52,373.93,375.36,372.31,365.70,351.09,352.47,350.20,360.24,366.65,346.36,352.54,364.50,372.87,372.54,365.09,375.17,383.15,387.14,390.36,395.14,390.42,379.24,363.29,355.45,349.03,325.76,,,,339.18,361.41,380.39,389.25,369.04,365.37,361.48,357.03,354.69,353.60,355.96,366.08,360.73,384.24,390.93,390.06,386.50,394.51,388.37,391.18,385.08,369.03,359.88,344.80,344.09,346.59,341.81,333.37,332.28,347.63,348.86,354.83,352.52,340.80,337.41,333.63,345.43,354.33,362.94,364.81,363.61,364.08,373.12,378.05,362.36,380.00,387.47,392.92,398.43,,,,,,,,,,,,,,343.43,335.74,341.42,347.72,351.73,353.30,352.91,353.79,350.30,349.41,338.78,346.91,352.71,359.78,363.16,359.68,359.75,362.56,362.17,371.17,363.57,376.29,381.72,377.29,379.80,386.42,385.98,380.97,,,390.44,380.59,399.04,410.32,419.79,413.56,426.17,435.77,458.74,475.32,,,,,,,,,,,,,L7
2002-08-09 22:05:46+00:00,,,,,,,341.71,336.06,328.92,325.97,318.63,300.20,302.31,324.54,355.55,350.65,,,,,,,,,,,,,,,,363.08,366.96,362.76,364.13,371.49,375.59,374.71,372.73,369.84,354.66,357.97,357.38,368.51,374.46,363.47,365.71,369.19,378.85,372.54,365.09,375.17,383.15,387.14,390.36,395.14,390.42,379.24,363.29,355.45,349.03,325.76,,,,339.18,361.41,380.39,389.25,369.04,365.37,361.48,362.43,354.69,353.60,355.96,366.08,360.73,384.24,390.93,390.06,386.50,394.51,388.37,391.18,385.08,369.03,359.88,344.80,344.09,346.59,341.81,333.37,332.28,347.63,348.86,354.83,352.52,340.80,336.85,334.27,347.44,356.86,364.26,368.71,365.23,362.97,373.87,378.05,362.36,380.00,387.47,392.92,398.43,,,,,,,,,,,385.28,372.15,371.22,348.78,341.41,343.97,347.76,353.25,357.48,356.20,357.24,355.23,353.33,342.31,349.76,356.55,359.38,361.11,358.23,361.98,364.69,367.26,370.30,368.69,373.76,379.15,376.62,383.38,381.88,383.88,383.95,390.66,401.46,393.56,387.16,406.12,418.84,423.05,419.38,428.72,439.31,458.74,475.32,,,,,,,,,,,,,L7
2003-05-08 22:06:20+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.08,362.12,362.62,352.07,360.93,365.69,359.30,360.76,368.29,367.72,374.43,373.36,385.73,402.04,404.72,405.29,399.20,385.87,371.07,369.93,360.74,358.53,365.18,370.49,358.11,375.45,367.40,373.96,390.36,393.18,384.97,375.12,373.45,369.84,365.73,371.08,378.59,380.49,387.67,403.91,410.72,400.59,404.62,399.93,398.32,400.63,393.80,386.47,378.71,362.02,362.54,368.70,364.35,349.44,355.30,365.01,362.87,358.28,354.63,354.18,342.32,348.13,363.57,375.35,383.82,389.85,381.50,385.21,394.77,401.78,390.62,396.25,400.88,410.48,406.62,411.57,417.34,,403.08,415.83,423.14,419.19,423.51,432.12,419.18,412.86,394.62,374.08,367.76,345.55,353.03,347.11,361.67,364.16,366.29,364.46,362.87,356.34,353.31,361.67,364.92,366.52,376.07,376.04,374.54,379.62,373.92,380.55,375.10,385.04,391.00,394.08,391.82,394.97,398.56,401.05,406.79,416.74,415.39,411.98,422.82,425.34,431.64,431.57,440.37,455.98,457.44,455.81,448.56,443.56,452.44,465.92,480.84,479.32,472.04,462.77,463.89,468.56,484.68,489.31,L7
2003-05-24 22:06:17+00:00,393.67,399.04,373.33,360.99,341.54,345.16,334.71,334.89,330.88,329.60,332.49,336.72,334.87,332.43,348.39,352.42,349.80,346.19,352.10,356.94,362.64,360.48,360.63,353.35,337.95,350.28,348.42,349.26,347.90,358.80,362.51,364.96,358.80,358.44,359.50,366.96,363.59,368.60,371.15,367.18,359.35,360.69,354.69,363.33,366.86,362.07,361.64,368.08,370.33,373.16,371.72,383.00,396.57,401.22,399.58,393.36,384.12,371.29,366.02,359.93,354.01,360.88,365.40,358.71,372.94,365.05,373.27,390.40,393.50,380.77,372.64,370.36,367.59,361.21,364.86,372.47,376.63,378.17,397.33,403.18,397.24,397.39,397.38,396.81,398.64,392.18,383.04,372.30,358.39,357.25,367.17,361.47,348.09,351.60,360.47,358.50,357.49,356.45,352.98,337.58,342.03,361.34,368.05,377.69,383.76,375.52,379.04,391.00,396.59,386.51,393.11,399.04,405.78,403.64,403.24,408.43,362.46,395.76,407.12,415.92,412.18,418.62,426.32,411.54,407.48,389.36,367.44,361.94,346.35,347.40,346.89,355.99,360.17,358.88,359.72,354.75,352.69,348.22,357.60,359.49,363.09,370.83,368.03,368.40,373.31,369.62,374.84,371.98,379.44,386.25,386.14,387.19,389.72,391.54,392.37,400.15,409.82,411.52,407.40,416.54,418.99,426.19,423.45,439.08,454.76,460.54,451.63,439.03,432.45,435.90,456.24,474.16,469.51,466.50,460.00,461.07,454.62,472.96,480.84,L7
