,dates,nzd0074-0000,nzd0074-0001,nzd0074-0002,nzd0074-0003,nzd0074-0004,nzd0074-0005,nzd0074-0006,nzd0074-0007,nzd0074-0008,nzd0074-0009,nzd0074-0010,nzd0074-0011,nzd0074-0012,nzd0074-0013
0,1999-08-26 22:04:44+00:00,,146.33203413021704,,,174.8948316700095,175.0393546017356,181.59650716579236,192.6408763151007,192.11826220541,198.15624592234283,197.73501201923037,211.2286569159664,201.37010920256134,194.10036685308833
1,1999-09-27 22:04:48+00:00,133.871606801753,144.38999500474563,158.87291154382746,173.74076121291864,175.52535602084652,176.2478985473678,179.9746564961116,186.8407559426065,188.76827570957101,192.90146042063805,199.8353697350213,212.72472193588888,206.55783543024074,211.74100352183797
2,1999-11-14 22:04:42+00:00,129.39403110470735,141.28993625640877,156.10504221011783,169.08147193532434,164.4872802703938,165.68602819513387,170.7140489387292,181.83253777165314,180.59593168663062,185.91022393046958,192.74746512908828,,204.11324101953724,
3,2000-01-01 22:04:37+00:00,144.0619701020267,155.08993604768523,168.39241138245077,181.67613696471813,178.2227174445468,179.64870825731415,184.7898165518406,193.88157402230132,194.06158506420485,201.7316592869255,206.60048878099028,219.2425869096412,213.72874003141555,212.53405057583436
4,2000-01-17 22:04:35+00:00,160.73616865270603,168.36440193315468,179.098149108312,186.6499651121737,187.2542506205721,193.86304543348757,198.70204840411066,209.92902451154617,206.3515822294451,208.2266580496193,216.68609742006151,226.51661848587042,217.81154134223146,215.9858772893065
5,2000-05-24 22:03:46+00:00,159.49905230100643,168.74852028361877,177.0681207236979,185.60206442530543,186.60337090163532,188.3362217054238,196.30546316779674,207.29540374039163,204.69155333891425,214.26386116352145,218.14614844808446,232.64971818172683,217.70100780236612,220.43276894897838
6,2000-07-11 22:03:17+00:00,136.00244202614687,145.24337317521892,161.56856203362574,171.0171580035413,167.43542830585352,174.48926700190327,183.87414467586746,185.88107041987365,190.99326112064787,189.32413134069515,193.13302712961428,205.91048397906988,192.10971426901799,189.89942276678494
7,2000-08-12 22:02:54+00:00,144.27183997850113,,158.75212560363812,169.0935132057224,174.1803691793282,183.42518742583744,191.65260615267258,198.2643511840158,201.0349079648934,199.77974066663987,206.03521464457262,226.41031046672467,213.00025151919309,205.17540839290868
8,2000-09-13 22:02:26+00:00,137.77823627104803,148.62568079486374,160.0708036113948,170.31513840164095,171.63316408211867,175.68936734564036,177.6087612447333,191.5759783294523,189.03841461600177,193.2563483746456,204.49443100058573,215.13944544911055,209.33525580393498,205.45617457472989
9,2000-10-15 22:01:56+00:00,123.80447970138994,140.65628805834933,154.1340724567045,161.04702737821603,164.78223972090385,170.03980733651457,174.89837377409964,182.6826995681569,,,,214.00466972285295,212.08668624233002,201.58422247074594
10,2000-10-31 22:02:10+00:00,130.64289896605595,139.7722182697609,152.7042595805892,169.0510503309955,168.70138632882674,169.91889824781953,177.47415783444998,188.8176952110219,187.71075509094857,191.7815740236326,194.16511030726826,204.1235649760034,195.43691088537142,194.3777100576476
11,2001-01-03 22:02:12+00:00,166.8437004226015,177.4843935917985,185.947324649434,192.0354035499928,189.74575848630215,192.5531379987711,195.8530316636528,206.5312270437362,204.63952696364612,210.87785816999693,218.30822562639815,230.8253350309611,224.18286423971267,220.15236123278052
12,2001-06-12 22:01:24+00:00,144.32764404227117,155.69427819766076,165.53044904565223,175.2012475094811,177.02224924654035,178.69643737237487,180.73702631700576,193.41698694238363,188.3811703065495,197.50280157046814,207.93720582095125,220.6273961565327,205.3686899390873,206.85598653373899
13,2001-08-15 22:00:38+00:00,155.24990851826124,166.6977258472825,174.82610914532427,182.94970136562728,191.68075079523265,193.90636411178588,201.1721918444593,,,211.54920850923784,210.3352656688155,,216.3388414173607,207.58800767538156
