dates,nzd0583-0000,nzd0583-0001,nzd0583-0002,nzd0583-0003,nzd0583-0004,nzd0583-0005,nzd0583-0006,nzd0583-0007,nzd0583-0008,nzd0583-0009,nzd0583-0010,satname
1999-07-16 22:13:35+00:00,,412.43,457.39,,,,,,,,,L7
1999-11-05 22:13:40+00:00,,426.59,467.56,243.42,211.15,215.43,226.76,244.39,237.44,234.98,252.41,L7
1999-12-07 22:13:41+00:00,,438.24,463.46,247.25,210.76,216.99,232.41,247.57,235.89,234.27,259.36,L7
2000-05-15 22:12:54+00:00,273.52,431.82,455.27,234.72,214.84,218.78,240.93,257.74,241.24,239.36,237.67,L7
2000-05-31 22:12:42+00:00,273.00,433.68,444.86,234.72,216.03,222.57,240.02,254.84,243.09,239.51,237.32,L7
2000-06-16 22:12:38+00:00,273.00,419.75,438.47,224.67,217.29,224.84,235.20,251.62,239.68,233.24,216.10,L7
2000-09-04 22:11:34+00:00,273.00,419.75,364.38,216.93,214.82,223.63,233.91,249.43,240.29,234.09,230.05,L7
2000-09-20 22:11:14+00:00,273.00,419.75,328.96,211.78,213.65,222.22,231.70,247.56,240.21,234.24,231.07,L7
2001-01-10 22:11:15+00:00,,,205.02,202.63,205.26,212.32,223.68,239.34,236.02,230.77,254.47,L7
2001-02-11 22:11:12+00:00,,,198.75,205.41,205.73,211.81,222.50,238.61,235.53,230.28,255.09,L7
2001-02-27 22:11:06+00:00,203.69,,198.32,207.98,206.30,212.86,224.17,239.94,235.74,230.05,256.11,L7
2001-04-16 22:10:54+00:00,216.16,,195.64,212.33,205.04,209.25,222.64,238.91,232.22,232.16,257.83,L7
2001-07-05 22:10:09+00:00,216.16,,195.64,212.33,207.20,211.00,222.47,241.28,232.51,230.30,249.02,L7
2001-11-26 22:09:21+00:00,231.32,424.17,,,213.70,216.25,221.94,248.39,233.38,222.85,222.58,L7
2002-05-21 22:09:29+00:00,241.22,424.17,257.83,205.86,218.48,216.40,215.81,235.59,242.22,239.36,236.87,L7
2002-08-25 22:08:48+00:00,251.13,,257.83,228.85,226.82,230.21,217.25,230.24,239.25,240.66,229.76,L7
2002-10-12 22:08:26+00:00,251.13,,257.83,228.85,210.36,223.40,215.98,232.71,240.76,237.62,226.15,L7
2003-03-21 22:09:27+00:00,277.21,,,214.64,192.41,212.34,219.88,238.97,240.04,232.23,218.93,L7
2003-05-24 22:09:28+00:00,277.21,,238.16,209.66,210.94,221.49,242.73,251.98,240.89,238.97,,L7
2003-08-12 22:09:11+00:00,277.21,,238.16,217.34,209.78,217.98,242.73,246.41,239.16,235.97,254.87,L7
2003-08-20 21:57:50+00:00,277.21,,230.97,212.75,209.82,217.98,242.73,252.92,239.80,237.82,274.78,L5
2003-10-07 21:58:35+00:00,,,230.97,212.12,211.15,219.51,264.79,259.98,241.58,239.48,274.78,L5
2003-10-15 22:08:58+00:00,,,226.05,217.57,211.36,219.51,264.79,265.84,242.85,241.72,294.49,L7
2003-11-16 22:09:23+00:00,,,222.72,217.57,210.36,219.27,253.93,265.84,242.55,240.16,294.49,L7
2003-12-26 21:59:30+00:00,,,212.94,228.18,209.53,214.88,251.32,274.72,241.97,242.71,294.49,L5
2004-01-27 21:59:38+00:00,,,212.94,226.77,211.31,223.99,251.32,273.62,243.74,243.32,300.37,L5
2004-03-23 22:10:04+00:00,,,204.73,230.50,211.95,226.73,241.97,275.51,243.85,243.35,325.95,L7
2004-03-31 21:59:59+00:00,261.37,413.81,204.73,230.50,211.95,226.73,241.97,281.06,246.53,244.13,318.07,L5
2004-04-24 22:09:55+00:00,261.37,413.81,200.91,229.37,211.62,226.73,227.74,286.12,245.61,242.26,300.47,L7
2004-05-02 22:00:57+00:00,271.10,416.91,200.91,230.34,211.99,227.47,233.95,282.39,244.74,242.08,297.25,L5
2004-05-18 22:01:26+00:00,244.22,416.91,195.00,232.82,213.69,227.42,234.57,277.40,243.77,241.24,297.07,L5
2004-05-26 22:09:57+00:00,237.81,416.91,206.02,229.71,215.57,235.44,243.07,276.36,245.25,241.60,294.88,L7
2004-06-11 22:09:50+00:00,238.13,416.91,206.02,229.71,215.77,235.77,249.51,275.50,244.89,240.57,294.31,L7
2004-06-27 22:09:48+00:00,239.37,416.91,225.44,222.40,215.50,233.59,249.51,267.02,244.59,237.56,294.31,L7
2004-07-05 22:02:51+00:00,239.37,416.91,225.44,221.54,214.70,230.59,249.51,263.00,243.66,236.93,294.31,L5
