dates,nzd0583-0000,nzd0583-0001,nzd0583-0002,nzd0583-0003,nzd0583-0004,nzd0583-0005,nzd0583-0006,nzd0583-0007,nzd0583-0008,nzd0583-0009,nzd0583-0010,satname
1999-07-16 22:13:35+00:00,,412.43,457.39,,,,,,,,,L7
1999-11-05 22:13:40+00:00,,440.75,477.72,243.42,211.15,215.43,226.76,244.39,237.44,234.98,252.41,L7
1999-12-07 22:13:41+00:00,,461.55,455.27,251.08,210.37,218.54,238.06,250.76,234.34,233.56,266.30,L7
2000-05-15 22:12:54+00:00,273.52,402.09,,218.36,219.32,219.02,243.79,264.72,248.14,245.15,209.03,L7
2000-05-31 22:12:42+00:00,272.49,437.41,434.45,,218.40,230.14,238.21,249.04,246.78,239.83,236.64,L7
2000-06-16 22:12:38+00:00,,,442.49,230.97,214.16,225.37,223.61,241.11,224.11,214.75,202.62,L7
2000-09-04 22:11:34+00:00,,,216.19,201.45,207.40,219.98,230.04,242.83,242.12,236.62,271.91,L7
2000-09-20 22:11:14+00:00,,,222.71,196.35,208.98,216.57,222.87,240.11,239.91,234.87,235.14,L7
2001-01-10 22:11:15+00:00,,,176.16,210.08,199.41,200.41,218.14,235.09,226.03,220.83,256.37,L7
2001-02-11 22:11:12+00:00,,,179.94,213.77,207.12,210.27,218.95,236.42,234.06,228.81,256.95,L7
2001-02-27 22:11:06+00:00,203.69,,196.61,218.23,208.59,217.06,230.83,245.23,236.56,229.11,260.17,L7
2001-04-16 22:10:54+00:00,228.64,,229.86,207.25,,,,,,249.88,,L7
2001-07-05 22:10:09+00:00,,,,,213.70,216.25,221.94,248.39,233.38,222.85,222.58,L7
2001-11-26 22:09:21+00:00,231.32,424.17,,,,,,,,,,L7
2002-05-21 22:09:29+00:00,251.13,,257.83,205.86,218.48,216.40,215.81,235.59,242.22,239.36,236.87,L7
2002-08-25 22:08:48+00:00,,,,251.83,235.16,244.02,218.69,224.88,236.29,241.95,222.66,L7
2002-10-12 22:08:26+00:00,,,,,177.45,209.77,213.45,237.66,243.76,231.56,218.93,L7
2003-03-21 22:09:27+00:00,277.21,,,214.64,207.37,214.92,226.31,240.29,236.32,232.90,,L7
2003-05-24 22:09:28+00:00,,,238.16,204.69,214.51,228.05,259.15,263.67,245.47,245.03,,L7
2003-08-12 22:09:11+00:00,,,,232.69,207.46,210.97,,235.27,235.70,229.98,254.87,L7
2003-08-20 21:57:50+00:00,,,223.79,198.97,209.95,,,272.45,241.72,243.37,294.70,L5
2003-10-07 21:58:35+00:00,,,,,212.69,,270.44,268.52,243.42,239.52,,L5
2003-10-15 22:08:58+00:00,,,216.20,233.92,212.20,,,289.28,247.96,250.71,333.90,L7
2003-11-16 22:09:23+00:00,,,212.73,,205.37,218.78,232.20,,241.06,232.38,,L7
