,dates,per0027-0000,per0027-0001,per0027-0002,per0027-0003,per0027-0004,per0027-0005,per0027-0006,per0027-0007,per0027-0008,per0027-0009,per0027-0010,per0027-0011,per0027-0012,per0027-0013,per0027-0014,per0027-0015,per0027-0016,per0027-0017,per0027-0018,per0027-0019,per0027-0020,per0027-0021,per0027-0022,per0027-0023,per0027-0024,per0027-0025,per0027-0026,per0027-0027,per0027-0028,per0027-0029,per0027-0030,per0027-0031,per0027-0032,per0027-0033,per0027-0034,per0027-0035,per0027-0036,per0027-0037,per0027-0038,per0027-0039,per0027-0040
0,1985-09-03 15:03:06+00:00,177.73996122745194,194.41496532858247,221.26943333810104,230.0061557333262,231.32985311434052,238.41401787570638,231.65753809815362,,230.6579721415345,224.70750677354636,217.13766243180973,237.92318195052857,253.94164685257826,253.96736368739437,223.90731517203284,197.24587549729813,167.94385323514805,136.46929876315704,113.54203236966387,106.6973257151239,98.7306537166965,104.75248655108341,109.41106211490195,120.3823268167875,127.43428249815099,127.42370550407679,130.85942947884274,151.64581356029828,168.51060443353373,195.44647459688045,192.19441761989572,173.70739074972914,135.32230375802055,101.9585881691637,86.60484179885121,100.59862557607592,111.81414172592433,109.7245831132722,117.87064919168718,130.6284218771146,136.00202183824214
1,1985-10-05 15:02:44+00:00,163.2947137170888,176.36430238420107,194.4719651417088,210.50257706024217,219.65787284257246,226.37507502631703,223.0407674874888,225.7900511944929,223.79693435389464,222.80665544781107,217.88722780524733,231.76429511454032,250.8407498719599,256.98879433101126,225.21560775814015,190.92669020239666,161.99870470500534,135.95355362873394,113.51943102931233,102.06083358602191,98.8124919332249,111.90396282604763,114.47161944292134,,,146.27385805908787,145.7530365564413,153.56360037849993,159.0326790139822,184.6048805294628,197.37699154592997,182.21694879026143,148.4827349834699,102.98036241313058,83.41271046197183,87.89317427763137,95.8394255951531,101.9867622560313,111.96280769218195,121.78664181986396,131.6619390362102
2,1985-12-08 15:01:45+00:00,152.5534901901755,171.98319222033948,186.34583583556616,203.21779770160725,217.99987395644314,226.67862481135322,227.5951478040175,226.37875193875402,236.75025461807493,236.31042539137266,235.40508654330492,255.8988421626186,281.18500141393764,256.9168216098257,217.09726820857477,175.30257902511858,162.12698222998497,147.30918654863055,127.21510695213281,123.99383922601294,118.32103376161768,128.73760035043207,127.95030322526611,122.44541554167411,134.6189769415785,142.51542329774327,130.69069005451476,139.6299172075904,160.61167345154385,179.53200960290587,162.02683141532975,,127.10441702852599,112.36978633277656,102.21159300067794,110.20166242352468,116.03102283577583,108.79556547348878,107.78023263567758,129.55879037109872,135.11432006254964
3,1986-03-14 14:59:46+00:00,190.3080092101452,197.69998919027336,220.569532569176,232.11333292989946,246.1237558787989,253.87500183900482,247.15740433244565,244.030191177964,234.01153759696606,255.06678863247822,257.80662534438653,269.5951010107315,288.30712617486586,280.2561372333156,235.95115696785646,199.6113505051048,198.64800218663663,179.62720061999772,157.57557478425804,141.49690377388234,141.82769869694047,136.41880710556993,137.95498348753122,135.91950831546254,135.09976812384494,143.97169740501909,144.92061604239663,143.43694478864032,149.01466226393492,160.66754035887723,169.8771358337334,176.9801700726395,191.97061832504875,190.4972887441542,162.21215007386158,175.93960502755536,147.7245290856303,142.21344056927083,138.3170899059649,137.76263949567718,131.4596892181818
4,1986-05-17 14:58:17+00:00,177.19855701124368,188.38400845435842,204.4337221051524,217.23133596800923,235.4018004469206,251.6571729050198,248.7169049814672,247.73403551884894,246.74466865947934,246.2650928253162,247.47654950463297,252.34294982466025,260.77381431516335,251.13075074229806,220.4730175423616,195.43906556005402,174.6524837268688,147.59773089204236,131.61554587932514,112.63109872887905,109.4455313388623,112.4911503417308,123.46617478852694,120.31672633375975,,140.67765983484665,136.80081635019062,143.79792132197986,141.31663469644292,156.3472677926902,156.4305065216073,158.20303353451104,165.84525661792355,180.1662239584232,175.5271599666451,171.79879400987494,149.67181118076255,132.76547288015433,113.27785622612322,113.99451930548527,115.60671132333495
5,1986-07-04 14:56:48+00:00,195.16014479507737,211.24899804073462,233.9150327522,245.81566354844887,252.44352603131804,269.33558887754765,264.97408215160465,259.14153986029675,268.8202416196559,259.6423457295994,229.47614328424095,219.30328087790812,222.79092572896872,210.0843975292108,182.80258186299272,162.2913471525966,142.9734398484747,133.104487080857,130.0828131526306,126.62774811194924,118.03969705645606,105.96502850855369,105.66384179163124,124.21380824955978,141.57147537143805,152.92403039643509,149.67917701224073,166.82497954695592,191.21692021409777,206.3535280593822,180.28604762347908,154.35061374257623,130.62810179211212,147.17841877450573,151.8352498555705,156.11535364325562,148.5677715873855,143.07926677065322,142.04361341841326,143.5633275478355,140.8633796929751
6,1986-08-05 14:55:41+00:00,180.19043498810225,202.120683521143,216.7836819754619,235.28484486259208,244.69079551018183,259.0943610876676,255.0044132727234,255.3975749891277,252.9989652959258,240.6952845016594,238.9406111030991,246.04226657726682,238.1783416479258,229.82233233639369,194.4456099363249,148.443355140583,123.79247006402214,109.52433166546759,94.52697351227054,97.97653346138,100.37007837645238,112.83117946357976,110.0875089613715,119.23856222681617,127.88855134007966,132.4062276265022,138.30488328704962,153.77405323977615,169.8189238278459,193.64469501064337,196.1838676762855,170.31300229280882,131.0805286142372,103.0531890055401,105.7032499985029,117.59505340146133,114.72317290381893,111.7336874492153,117.79797127933978,122.64664890038239,132.36748572043396
7,1986-09-06 14:54:29+00:00,175.96149767021498,187.28543631850388,208.91003640793144,220.20428536750492,237.05460090352082,246.4244409130514,238.01426706407938,241.9759378043243,242.0467536936314,237.69925635163406,234.53688551846864,248.59955561495883,255.16745597706523,250.60068004268126,230.9286925037264,187.74115230151565,149.54208426196948,113.10281165736843,71.43847429728582,71.17991101061193,80.85870456444097,100.3139502371963,108.42463839846282,109.58984239895166,131.77853765544333,144.60745140744282,131.92653034328052,142.8894728122068,157.27807975939257,188.4942769297588,193.34646173994975,188.2551940166674,159.87369323546693,97.69365394756612,97.09465230946262,106.56438307321434,106.26324897081358,102.67516087073946,118.99880343664697,128.04807554352328,134.99409059684956
8,1986-10-08 14:53:29+00:00,181.28181575643694,191.2673586038031,214.23881534750515,228.93507872545896,243.46895506847235,251.86323371626747,250.26621235446726,249.39866290684782,247.63786390091875,248.927482808254,241.20819805322398,253.76897545671068,259.0418801266835,225.39931489406237,196.52526913370443,171.71034833642491,156.52682848925468,144.85979565233794,135.71776190229727,113.29428807027878,111.10519996341735,111.6314004827343,122.70050611595056,128.91168587114169,156.33053439396423,132.84924543324473,127.61845240967754,154.0100318892465,166.17578287972978,166.92964878483107,170.32464088672427,148.65333268907628,120.9129981234295,117.11940072821349,118.8987856138266,122.98818774695758,124.28120598718212,114.67352444189802,124.41978623925691,127.34676465586827,131.0073563245868
9,1986-11-25 14:51:54+00:00,189.47387723660862,198.36180379244666,220.05288988027877,230.9897471124348,251.53241184569876,258.8945656829126,254.6659687853183,252.11021586010105,253.52750285999173,248.5960123653104,247.2640242786703,257.2883410307529,268.8250046559373,260.004539308587,203.9127908188267,184.35630677111462,169.04577723097563,138.89972494045537,107.39922786750508,102.28665061380217,113.42639595268223,129.42737715700784,142.40285043300685,146.62192947813293,163.53529153655433,168.17305837983238,137.38740537006896,146.58753143237817,161.22193118361383,174.7051991222093,185.1795916574361,162.5886026167418,164.96963106632307,150.7253021105322,139.02580210331143,132.62724546253025,127.40688800779236,125.70158079850232,124.8310811848895,140.48351551897284,141.2752970001186
10,1987-04-18 14:56:42+00:00,198.51477765998615,205.3430185676896,215.89922156366967,231.60499631214327,245.53009042237915,255.31341472939408,262.5704485967041,251.9901809400206,243.00363105700245,233.17778377027273,234.41002335640576,244.03798469937388,245.235112658447,240.97357022083122,202.23233894402196,176.18588536426563,159.63451293231452,136.6121881931755,128.49072211417302,122.16742504268402,110.8686818218716,112.00387342403951,108.8992194316547,110.29942569958173,115.75396821228405,119.5532248837364,117.12368989282844,124.17484301747368,,141.57392618857605,155.52299745083798,168.07153094933108,179.61585396308246,178.91202294406304,165.90678007556957,165.8960830154702,155.9343038845688,130.6832680180295,123.76184800452725,124.52608871038845,127.60854260556198
11,1990-01-20 14:56:00+00:00,179.57787663439473,189.92303740302836,208.87224298422453,222.64752784247563,243.2593989009282,247.66630112718136,248.1305243383585,239.5745653415519,245.30048926277763,246.1856919106408,249.38409078829537,254.24635048783273,262.24753170927045,252.03514592585123,218.1858580637395,197.4885647826756,183.8019203492177,169.649606169941,142.85439371946862,124.6471981244217,117.03282804927451,121.58428944927333,127.87066086365083,133.6621596730437,140.95258989008715,156.8758915768948,164.971621390362,179.1112027608624,167.56883029478172,170.89564335400058,158.0110996708121,148.5731979578841,149.32498377958655,144.7338080874976,150.21971265728266,150.6152344085382,136.92326621904652,121.57613583454406,136.27377532804243,144.35495723022999,152.09452862298204
12,1990-02-05 14:55:29+00:00,185.09334734708148,191.1327000811532,216.6149716540399,229.66974948959805,244.05648066482868,247.60140376301553,244.1144231061203,238.78593947624944,240.9580172694545,245.25342946286796,241.35093202648247,255.4661886716205,259.5425393574437,230.82594431292395,210.3773623110553,179.857528729648,174.04007280975995,146.96654898558285,121.73308686541137,111.45941887213255,116.4579784095176,110.10907978786042,122.82236056606105,128.8414543833966,133.70472660992587,148.2845126153351,143.02565759844137,157.47192084222482,152.60477768509034,157.98749813571487,154.14861638754297,151.4886807584268,151.40365148568424,135.84889754532114,137.14991776558662,141.9306574712481,136.14725043896917,117.68666560452093,119.99497157586138,134.35682892355737,141.41280912473414
