,dates,chi0394-0000,chi0394-0001,chi0394-0002,chi0394-0003,chi0394-0004,chi0394-0005,chi0394-0006,chi0394-0007,chi0394-0008,chi0394-0009,chi0394-0010,chi0394-0011,chi0394-0012,chi0394-0013,chi0394-0014,chi0394-0015,chi0394-0016,chi0394-0017,chi0394-0018,chi0394-0019,chi0394-0020,chi0394-0021,chi0394-0022,chi0394-0023,chi0394-0024,chi0394-0025,chi0394-0026,chi0394-0027,chi0394-0028,chi0394-0029,chi0394-0030,chi0394-0031,chi0394-0032,chi0394-0033,chi0394-0034,chi0394-0035,chi0394-0036,chi0394-0037,chi0394-0038,chi0394-0039,chi0394-0040,chi0394-0041,chi0394-0042,chi0394-0043,chi0394-0044,chi0394-0045,chi0394-0046,chi0394-0047,chi0394-0048,chi0394-0049,chi0394-0050,chi0394-0051,chi0394-0052,chi0394-0053,chi0394-0054,chi0394-0055,chi0394-0056,chi0394-0057,chi0394-0058,chi0394-0059,chi0394-0060,chi0394-0061,chi0394-0062,chi0394-0063,chi0394-0064,chi0394-0065,chi0394-0066,chi0394-0067,chi0394-0068
0,1986-02-04 14:07:35+00:00,,,,282.67168793935076,295.5172198297102,,,,227.23081531386026,243.03048430010386,225.14300536883036,206.50606053166396,182.13366344484967,167.0740301688073,158.5322191500047,162.82405968552263,171.44384709645846,171.86191239540696,178.29747209742138,183.0039794698857,177.6448017933951,186.3808138941339,185.61204151025782,187.39082777793692,204.79496872135468,211.54491048253635,214.22730832072568,202.90006817269682,202.39071315573074,193.08561397309614,195.4367098234829,199.55975357158894,194.67210136909912,199.51614816321162,202.21971340916915,205.5195177509663,,,204.75679326351917,206.8565603108555,210.51375141321645,216.29086638494257,220.7489680257783,211.51655356358043,210.38156462545658,208.40104177006998,212.4140023662589,215.95527600628952,206.7381310497733,209.68521885277394,209.9569282871392,208.4914788837989,214.34641696610566,207.64812654682413,202.65046415571706,200.16566041275192,196.77766402724262,190.66749801417097,200.45015038370332,188.11717710301036,198.7712766186709,206.72591209516966,205.10187473338496,205.3792465837791,208.92919920658136,207.09204676077619,209.11584491976978,199.14481309834588,207.3543294374277
1,1986-08-15 14:02:17+00:00,,,,,,,,,252.25217792215412,223.00171076586793,205.8740628661625,176.3443748742995,148.49168068264163,137.2157963713926,132.485633299463,137.83697019816964,150.46082427505004,137.3499801647475,142.8023468958033,170.42353188784426,164.20867344208355,149.57239448468147,159.4118149481463,167.08657463216002,,,192.93146255750338,191.7511687014513,176.06926058636003,159.08126032449104,183.98678696026494,184.83641883906006,172.15302925759227,,191.45002931031448,182.9157424368339,145.24003544266907,145.4903769764589,166.4195640498064,172.57241508461652,191.3439405476171,196.60734754299287,194.4273628562544,180.44920117824074,190.576106693001,193.91390006336843,193.78363121186942,198.65608715060182,,,,194.34742632534153,193.00504575305607,181.95970083340785,194.8442490711522,175.73129542863927,178.67352217735407,174.87455404619504,178.56525266813728,175.60707440433805,172.91799777731097,184.68690716935367,190.25388470777614,165.66347145460801,198.5616645646327,199.75695767820238,205.7936825209956,191.9274373645319,197.90052912364985
2,1986-12-21 13:59:37+00:00,,,229.33258264419953,294.67109988219596,317.7032645158543,333.143132373981,310.1893702093122,271.624389003444,258.47938171659615,250.88506066444464,225.35857684492683,207.15488021421447,191.45279196263755,177.9997329935755,161.1678862125477,152.46259115919258,165.64068097789988,166.77927506837864,169.0238363121229,176.16977057677582,174.1888424635001,170.92477919424692,182.18224019565517,186.58133561076642,199.19803659174804,196.95687022225317,208.08321786515438,202.26651369879963,201.98610716627832,181.79765808582712,191.7400176133035,177.68748577943353,181.80787024369624,185.1285884924115,190.45160080605692,199.94128021663218,174.0918792170329,163.56461884457678,188.70862310441873,178.52594734246074,189.40511405858433,211.44744141227847,200.05439383050359,205.82048240700408,197.64177391421367,208.46875763781443,210.29966822871847,207.57409244366167,211.1407488668937,211.11103365781543,212.87290913756306,213.41899738501132,208.3384942664939,203.75788687799025,203.43046673009292,196.75658272215856,195.16703389468626,197.31100830112405,199.18780168380445,192.76144022548476,191.0449417099284,208.7935131118984,200.76718483825442,202.33236938194824,198.18978292205975,203.92496440589773,204.17528904420254,194.70685980938734,198.89014168932843
3,1987-01-06 14:00:06+00:00,,193.21083122390496,244.08144616638393,285.07125443878385,317.7405312868383,366.68110603109307,310.2090247574197,277.2285579159295,260.68315312104244,257.17616525806096,228.17964084598077,207.591272341755,181.12124284957827,166.44280672501134,164.7323732391768,160.00670737691178,167.70285775033074,169.5761522100264,166.79589968918046,163.15013705811293,163.85418209711656,170.08638448694953,179.11441729849565,183.33061367779044,200.3070855766,206.68259108544422,206.4412761520116,193.7404787894077,196.99252872205693,182.04763673643524,186.94174063160784,181.91464833956888,188.12819964878986,193.70647866942818,196.42714619478127,205.5749693015607,182.93112482937886,181.50986333232754,194.88650087775855,195.67284841343252,194.52689965078534,216.16931297962864,209.65885341005782,204.26987083356687,193.86940510103392,218.20377393901214,202.0564769844433,212.02444337064594,207.9612416312203,213.20376129296054,203.07910321156066,200.68101347239127,203.3381312891835,202.0191731396516,203.15230087319546,201.5733432065249,195.605434160131,194.84662531559258,198.3580553688248,191.73718117209052,193.35306247163675,203.65315611179534,199.95767137903226,200.7296728783877,207.84176922523707,206.17010498953994,205.85996600550675,202.1270868318876,198.5112235651457
4,1987-01-22 14:00:34+00:00,,202.96263948807558,254.7815466488255,296.8803195867938,312.1902971283129,321.3464628281539,305.69948687260876,269.04718655241214,255.10286434025926,281.0242411603577,,202.10708078744085,174.5651144769909,163.30209606798672,160.04241990439027,147.22615363116097,150.74137087031272,165.70277099413897,172.54757065953228,157.93433780938068,166.4334637394747,163.34234284670438,164.4391814482869,175.86566972677986,194.37309754948024,196.2628143730562,204.36446914660573,191.428352684866,195.728324576947,176.77918157655907,189.66136383569966,178.94372754108502,182.5096776534566,187.2982422058416,193.60448406236057,200.51817225786124,198.60292402043177,201.05569133727795,201.57123351083308,203.4688081421548,192.5235212265844,210.2335767180741,205.86088642161084,208.89771894003445,190.33390311067916,211.20015283953285,213.8303995495131,202.72825845384835,202.75336684502886,205.73740947867822,209.4713449438623,209.42977954043778,203.07584708956966,202.40146877354843,200.04098350064976,196.79387550146103,201.4368992659055,196.3139737169,199.7226402956383,189.34906895183082,193.43060563321222,205.6938412679533,196.93179935526163,199.0363811548757,198.63487722257133,199.8248707513202,205.9703614279607,198.725085021599,208.65861955723247
5,1987-02-07 14:01:09+00:00,,215.26469857554986,282.9145797379859,308.0377191294427,318.82273496046685,317.950592893833,301.54077683346225,283.15680105303295,285.6746631775262,280.66459164433365,,214.4831510944784,183.04049374820667,171.72093305631478,167.97986888363346,154.81176273163706,163.6724138271537,167.67051559421998,173.65473257062717,172.80779318707368,168.1818086047007,182.32450528144247,176.39956588893335,184.26261276092967,197.03679282911202,201.68333401155996,203.65917367083995,198.92181241788433,196.22351670098016,186.37372983153858,189.6343286551092,193.31277361974423,199.60046488260468,188.76196917487803,196.31496503386447,206.2404576154216,209.0500598180485,215.18428821798406,214.84724091170318,221.89562444467077,205.98349301644453,227.72565344674774,214.80640799980492,204.43703672148965,202.18675896126257,206.87987718020787,216.03367967821464,212.66794643784428,206.6670033536254,203.81608441926193,210.03975726020644,200.92081304339607,204.71880190249823,201.3688951785245,206.16698128664277,206.4324755644729,201.93403792165847,198.7053126897248,201.87441570265258,195.25882455513084,192.40059960442613,204.42273761436928,199.239089793757,202.3560987363541,206.04163331645898,210.6565125265922,206.30917568987738,199.1231242719331,210.45299203557178
6,1998-02-21 14:16:53+00:00,,,,,,,282.6016703584994,,167.6984748844692,159.78135701944143,173.7344077806136,189.58212576823973,194.7092946050107,187.71136996739253,184.41886704276138,173.3299425509518,163.23762330772857,156.27074262281877,147.41216582044453,152.95255234914688,141.84281768504985,129.38516401809892,137.2319394462862,154.40140854505248,175.85954969656814,187.00119418605863,193.79973539372475,191.2085416569018,181.56611362499808,172.77203168407982,177.01304217193973,177.44597567827566,180.4102475548595,178.14124580208153,197.1081142384831,213.03068832971152,247.87651964987379,242.7567958120149,252.0699592318961,261.1480244240481,260.39472506314104,258.0477501014227,252.93991754437462,242.52158586777,245.20192302785821,240.8910415223587,235.36989785964147,225.8809539580348,228.11484746878617,218.92561404508103,218.7321724250375,211.41125067221958,200.22803128670168,194.24560062287975,190.1772343610055,187.51934759826895,193.13491487097207,198.20801020348483,206.20498593574808,192.36889207695458,192.1158014972155,199.44045743062782,190.2457510337262,191.7003692574142,194.18672768367458,197.1212987124024,197.264012433439,208.83881750205765,215.46513056331042
7,1998-03-09 14:17:09+00:00,,,,255.39435916031593,264.7320786093006,273.4741911078463,283.5190049035919,246.52148312345642,205.97741554641595,194.65226707585816,204.57828317595659,199.32586408898106,196.68168586986798,183.431084674405,187.8033387623703,183.36660125919224,183.7307781003441,170.14231164202263,165.1441314134671,155.7902519960371,151.54764444764314,137.86104268434798,144.79808430068758,151.7546623150161,174.15650911713877,185.65701348747749,201.76730170495688,191.54703593055393,187.4718008850523,187.4812895333316,197.18037661846856,178.25709423534806,175.18457610402328,185.17479071301813,191.3416734554126,208.42612593058084,252.81903868891789,269.9589133290651,,273.7136298806844,278.13671801037106,281.5319166933163,279.8620555417517,268.22476206072986,262.9348083800079,255.003185589575,245.17050900066255,240.6971421390457,240.02501708564048,226.72259746606318,224.84682187218652,221.85058480028005,215.1770583058471,215.06668876385467,207.5257666366641,197.90734489427797,204.96647620981847,199.0108008025237,200.60083811205033,189.4298584186707,190.58389847306688,203.83818335475644,194.17836420803178,201.36201806180247,209.35189362617078,198.66578769125312,203.738657586508,204.46611424116304,213.71310573273806
8,1998-03-25 14:17:23+00:00,280.4224431586146,267.3498993433789,,248.140069364296,263.01133278986606,248.99656979452402,254.990940595108,248.94627769302832,237.90746639219438,220.97595100968036,203.2822945246312,187.95116264436518,185.1699201428291,177.36805790745592,168.96106944344626,163.85271972364086,159.97520926257044,154.53071433735477,155.4929483648494,152.34936042297485,150.27127462435854,150.74297654156197,147.23280206619756,160.93796002547685,174.5070280653859,185.7048913757351,201.63655453182133,198.94052707626133,186.4197071866892,180.36346599518333,198.26846738407176,199.19273990444088,198.74869158549635,198.0636031472844,208.6216506205276,213.5138181471433,255.17919738191344,266.7814868059271,,273.714655238559,268.67585680286834,271.906975674843,255.7686649861005,249.64981355527917,249.27813349370152,244.9856591977338,244.1853270276999,228.3159235841601,220.1355762558964,222.7825178693385,223.58754978458796,214.86934960463554,208.48084961857847,198.48200987443983,200.39272019971685,197.14108963076498,198.16636292189278,199.37140466224093,190.4875725719065,185.81463349632176,181.01555730586,193.45080955939457,198.4188550460308,186.47856564974825,203.8808859462293,205.00470439660214,211.7747063317497,206.88118691366418,204.94741825525173
9,1998-09-17 14:19:26+00:00,256.7634573040307,262.09751373477695,265.2268703084298,236.4244241008743,,,251.6308528281303,234.80007889564,217.37463077581953,198.22744313602857,179.5902810297442,170.1277659166406,169.15204762009307,177.597035036138,184.27080544997716,180.84627167579816,194.79574668019274,183.6458530270683,178.1224642017976,187.07495560243365,190.58218426070587,184.12557681406827,204.55940789080665,202.136022078353,197.85875231323774,191.1400137637492,205.4103879881373,193.4733622856079,189.31844984422435,192.07373150129058,199.52834518947265,200.92905925434297,198.46704358732222,197.4066992089598,193.90352016072893,203.64020052267415,,,,209.05117484046636,218.40292933762674,224.62218467426948,236.3746407867904,231.14589542134001,226.5567758239298,230.41942127311594,238.91096612912426,221.3451363567831,204.10320373068294,206.5442911137775,212.99518044285156,203.14646743248773,199.77082567966417,207.54142477816606,204.2117137447488,201.0657122761827,208.147012120579,202.7575868037012,186.9356980053515,198.27333601895947,186.905129764681,200.0987273334334,192.4038024555858,195.47819534351214,207.60835552624627,208.91707452750498,213.98651950265003,214.57574512270412,209.5015230242455
