,dates,chi0394-0000,chi0394-0001,chi0394-0002,chi0394-0003,chi0394-0004,chi0394-0005,chi0394-0006,chi0394-0007,chi0394-0008,chi0394-0009,chi0394-0010,chi0394-0011,chi0394-0012,chi0394-0013,chi0394-0014,chi0394-0015,chi0394-0016,chi0394-0017,chi0394-0018,chi0394-0019,chi0394-0020,chi0394-0021,chi0394-0022,chi0394-0023,chi0394-0024,chi0394-0025,chi0394-0026,chi0394-0027,chi0394-0028,chi0394-0029,chi0394-0030,chi0394-0031,chi0394-0032,chi0394-0033,chi0394-0034,chi0394-0035,chi0394-0036,chi0394-0037,chi0394-0038,chi0394-0039,chi0394-0040,chi0394-0041,chi0394-0042,chi0394-0043,chi0394-0044,chi0394-0045,chi0394-0046,chi0394-0047,chi0394-0048,chi0394-0049,chi0394-0050,chi0394-0051,chi0394-0052,chi0394-0053,chi0394-0054,chi0394-0055,chi0394-0056,chi0394-0057,chi0394-0058,chi0394-0059,chi0394-0060,chi0394-0061,chi0394-0062,chi0394-0063,chi0394-0064,chi0394-0065,chi0394-0066,chi0394-0067,chi0394-0068
0,1986-02-04 14:07:35+00:00,,,,281.15436047888255,294.5740162732029,,,,226.0675309275013,241.78410817186213,224.08547410850403,205.1101192680332,180.67955796190097,165.8706325277463,157.3288215089437,161.42811842189187,170.41741969672995,170.65851475434596,176.84336661447267,181.94644820955938,176.4414041523341,185.08827568706837,184.09471404978962,185.99488651430616,202.9582039007879,209.70814566196958,212.3905435001589,201.06330335213005,200.33785835627376,191.9223295867372,193.69178324394446,197.8148269920505,192.83533654853235,197.85431332555598,200.76560792622044,203.77459117142786,,,203.66621415130766,205.46061904722475,208.5749441026182,214.4541015643758,218.56780980135525,209.02380130709693,207.69706219539745,206.07447299735205,210.66907578672047,213.46252374980602,204.68527625031632,207.00071642271482,207.27242585708007,206.4386240843419,212.29356216664868,205.70931923622587,201.13313669524885,198.7115549298032,195.32355854429392,188.8307331936042,198.7052238041649,186.2804122824436,197.10944178101525,205.27180661222096,203.7059334697542,203.86191912331088,207.2673643689257,205.74979554574662,207.66173943682108,198.01905401477268,205.80328358894909
1,1986-08-15 14:02:17+00:00,,,,,,,,,252.84477114984506,223.63663208125107,206.41278398224514,177.05548674752862,149.2324222172553,137.82882384831424,133.09866077638463,138.54808207139877,150.9837006524244,137.96300764166915,143.543088430417,170.96225300392692,164.8217009190052,150.23083140433806,160.18476263643882,167.79768650538915,,,193.86713607491012,192.68684221885803,177.11501334110875,159.67385355218198,184.87567680180135,185.72530868059647,173.088702774999,,192.19077084492815,183.80463227837032,146.2857881974178,146.3792668179953,166.97512020076667,173.28352695784565,192.331595927102,197.5430210603996,195.53847515817492,181.71904380900705,191.94362952613395,195.0990865187503,194.67252105340583,199.92592978136813,,,,195.39317908009025,194.05079850780479,182.94735621289274,195.61719675944474,176.47203696325295,179.41426371196775,175.81022756360179,179.4541425096737,176.5427479217448,173.76455953115516,185.42764870396735,190.96499658100527,166.43641914290055,199.4082263184769,200.44071909476884,206.53442405560926,192.50091468165215,198.69065342723775
2,1986-12-21 13:59:37+00:00,,,226.2162239858224,291.6902350785309,315.8502945027652,331.1266650067958,308.0468736316779,269.60792163625877,256.19405203378625,248.43649314714833,223.28100440600875,204.4124845948426,188.5961298591252,175.6355988389446,158.8037520579168,149.7201955398207,163.6242136107147,164.41514091374773,166.16717420861056,174.09219813785774,171.8247083088692,168.38552399112484,179.2013753919901,183.83893999139454,195.58962130310084,193.34845493360598,204.4748025765072,198.65809841015243,197.95317243190792,179.51232840301725,188.31202308908868,174.2594912552187,178.19945495504905,181.86383180268308,187.59493870254457,196.51328569241736,170.0589444826625,160.13662432036196,186.56612652678447,175.78355172308886,185.59623125390118,207.83902612363127,195.76940067523506,200.92334737241146,192.3679361846524,203.89809827219466,206.87167370450365,202.67695740906905,207.1078141325233,205.83719592825415,207.59907140800178,209.38606265064092,204.3055595321235,199.9490040733071,200.44960192642785,193.8999206186462,192.3103717911739,193.70259301247685,195.75980715958963,189.15302493683757,187.78018502019998,205.93685100838604,198.02478921888255,199.35150457828317,194.92502623233133,201.2880455411171,201.3186269406902,192.49525043892615,195.8430354455819
3,1987-01-06 14:00:06+00:00,,184.55946055298205,239.36251670951688,280.55749582786757,314.93468133951194,363.6276810884144,306.9647607558236,274.17513297325087,257.22260485267327,253.46843497052257,225.03368787473607,203.438614419712,176.7955575141168,162.86292920600874,161.15249572017422,155.85404945486877,164.64943280765206,165.9962746910238,162.470214353719,160.00418408686824,160.27430457811397,166.24133085542823,174.60065868757937,179.17795575574743,194.84306199496447,201.21856750380869,200.97725257037607,188.27645520777216,190.88567883669958,178.58708846806607,181.7509182290541,176.72382593701514,182.66417606715433,188.76283828604366,192.10146085931981,200.38414689900696,176.8242749440215,176.3190409297738,191.64223687616246,191.5201904913895,188.7593192035034,210.7052893979931,203.17032540686563,196.8544102584901,185.88352448172049,211.2826774022738,196.86565458188954,204.60898279556918,201.85439174586296,205.2178806736471,195.09322259224723,194.57416358703392,197.23128140382616,196.25159269236966,198.63854226227917,197.24765787106344,191.27974882466955,189.38260173395705,193.16723296627106,186.27315759045499,188.40942208825223,199.32747077633388,195.80501345698926,196.21591426747142,202.89812884185255,202.17716467988322,201.5342806700453,198.77816915282065,193.89715920732016
4,1987-01-22 14:00:34+00:00,,196.30368563175733,251.14938999992464,293.406082792193,310.03063641815567,318.99624382004157,303.2023791764894,266.6969675442998,252.43928279773195,278.17040379336413,,198.91078293640808,171.2356375488318,160.54666688606193,157.28699072246548,144.0298557801282,148.3911518622004,162.94734181221418,169.21809373137316,155.51290004344676,163.6780345575499,160.38280779945183,160.96494465368608,172.6693718757471,190.16744248233186,192.05715930590782,200.15881407945736,187.22269761771764,191.02788656072235,174.11560003403176,185.66599152190872,174.9483552272941,178.30402258630824,183.4931257165169,190.27500713420145,196.5227999440703,193.90248600420713,197.060319023487,199.07412581471374,200.27251029112205,188.08421865570557,206.02792165092572,200.86667102937216,203.1900442060474,184.1871764740777,205.87298975447825,209.83502723572215,197.0205837198613,198.05292882880423,199.59068284207675,203.32461830726083,204.72934152421314,198.37540907334503,197.9621662026696,196.56674670604895,193.4643985733019,198.10742233774639,192.10831864975162,195.72726798184738,185.14341388468245,189.6254891438875,202.36436433979418,193.73550150422886,195.56214436027489,194.82976073324662,196.75150743301947,202.6408844998016,196.14742546431452,205.1071775005294
5,1987-02-07 14:01:09+00:00,,212.71289103600682,281.52268471641696,306.70634128272457,317.99512170439885,317.0499549387002,300.5838490061336,282.2561630979001,284.653940161709,279.57095984167233,,213.25828347549773,181.76458997843514,170.66501269512455,166.92394852244323,153.5868951126564,162.77177587202084,166.61459523302975,172.37882880085564,171.8798631726944,167.12588824351047,181.19036859720111,175.06818804221524,183.03774514194902,195.4251249094006,200.07166609184856,202.04750575112854,197.31014449817292,194.42224079071448,185.35300681572136,188.10324413138335,191.7816890960184,197.98879696289328,187.3037934379963,195.03906126409294,204.70937309169577,207.24878390778284,213.65320369425822,213.89031308437453,220.67075682569012,204.2822879900825,226.11398552703633,212.89255234514764,202.24977311616703,199.83124430937667,204.83843114857342,214.5025951544888,210.48068283252167,204.86572744335973,201.46056976737603,207.68424260832055,199.1195371331304,202.91752599223256,199.66769015216246,204.83560343992465,205.15657179470136,200.65813415188694,197.09364477001338,200.34333117892675,193.64715663541944,190.9424238675444,203.14683384459775,198.01422217477634,201.024720889636,204.58345757957724,209.47875520064926,205.03327192010585,198.13532780501322,209.09202801448217
6,1998-02-21 14:16:53+00:00,,,,,,,281.579261612666,,166.60790555558026,158.61288988134615,172.74298111798728,188.27344257357302,193.34608294389955,186.5831947995764,183.29069187494525,172.0212593562851,162.27535625282658,155.14256745500265,146.04895415933336,151.96112568652057,140.71464251723373,128.17342031933345,135.8094577129528,153.09272535038576,174.13759812463826,185.27924261412875,192.07778382179487,189.4865900849719,179.64157951519408,171.6814623551909,175.37718817860633,175.81012168494226,178.68829598292962,176.58328961795448,195.74490257737193,211.39483433637812,245.95198554006978,241.1209418186815,251.04755048606273,259.8393412293814,258.5771095149928,256.32579852949283,250.89510005270787,240.18465159157944,242.68522457657608,238.70990286458084,233.73404386630807,223.54401968184425,226.19031335898217,216.4089155937989,216.21547397375537,209.48671656241558,198.30349717689768,192.42798507473154,188.7547526276721,186.15613593715779,191.7717032098609,196.48605863155495,204.56913194241469,190.6469405050247,190.55784531308845,198.07724576951665,188.9370678390595,190.2778875240808,192.62877149954753,195.86294948676132,195.90080077232784,207.78342782893932,214.01103812479184
7,1998-03-09 14:17:09+00:00,,,,257.1612950224356,265.83044414521277,274.6694712498684,284.7889900544904,247.71676326547853,207.33206637404103,196.103678676885,205.80978392834302,200.95144508213116,198.37499940439932,184.8324475995344,189.20470168749966,184.99218225234233,184.92605824236622,171.543674567152,166.83744494799845,157.02175274842355,152.9490073727725,139.36621027059806,146.56502016280723,153.3802433081662,176.29543147654678,187.7959358468855,203.9062240643649,193.68595828996195,189.86236116909652,188.83594036095667,199.21235285990616,180.28907047678567,177.3234984634313,187.11000618105393,193.03498698994395,210.45810217201844,255.2095989729621,271.9908895705027,,275.3392108738345,280.3944693897462,283.6708390527243,282.4020258435487,271.12758526278355,266.06092567452725,257.7124872448251,247.20248524210015,243.59996534109942,242.4155773696847,229.84871476058257,227.9729391667059,224.24114508432427,217.56761858989134,217.3244401432298,209.29270249878374,199.6006584288093,206.6597897443498,201.14972316193172,202.63281435348793,191.56878077807872,192.5191139411027,205.53149688928778,195.80394520118188,203.12895392392213,211.28710909420658,200.2288463385128,205.43197112103934,205.77706665499375,215.51930683623814
8,1998-03-25 14:17:23+00:00,284.0562341611313,271.286506262772,,250.1939512352837,264.2880701691287,250.38596047195688,256.4671681898804,250.33566837046118,239.48210915995162,222.66306826084883,204.71378794986504,189.84073396567385,187.13822360252564,178.99699870168755,170.5900102376779,165.74229104494952,161.3645999400033,156.1596551315864,157.46125182454594,153.7808538482087,151.90021541859016,152.4925796168478,149.28668393718524,162.82753134678552,176.99330611973943,188.19116943008862,204.12283258617487,201.42680513061487,189.1984885415549,181.93810876294057,200.6304315357076,201.55470405607673,201.23496963984988,200.313092815509,210.58995408022412,215.87578229877914,257.9579787367791,269.14345095756295,,275.60422655986764,271.3002614157971,274.39325372919654,258.7211201756453,253.02404805761608,252.9119244962182,248.13494473324826,246.54729117933576,231.690158086497,222.9143576107621,226.4163088718552,227.22134078710465,217.64813095950123,211.25963097344416,201.10641448736854,202.44660207070453,199.1093930904615,200.1346663815893,201.85768271659447,192.84953672354234,188.3009115506753,183.2650469740846,195.4191130190911,200.30842636733948,188.53244752073593,206.13037561445392,206.82159989786047,213.74300979144624,208.40503475342925,207.0469419455947
9,1998-09-17 14:19:26+00:00,263.8261156269759,269.7487269179676,269.4002593174429,240.4163614138433,,,254.50005777182676,237.5005070779426,220.43511604909577,201.5065345002531,182.37254036908624,173.80034824457212,172.9776542116884,180.7630542843548,187.43682469819396,184.51885400372967,197.4961748624953,186.8118722752851,181.94807079339293,189.85721494177568,193.74820350892267,187.52611600659742,208.55134520377567,205.8086044062845,202.69109748156865,195.9723589320801,210.2427331564682,198.3057074539388,194.7193062088295,195.13421677456682,204.119073099387,205.51978716425734,203.29938875565313,201.77882102792586,197.72912675232425,208.2309284325885,,,,212.72375716839787,223.5037381264205,229.45452984260038,242.11305067418334,237.70407814978913,233.619434146875,236.54039181966843,243.50169403903863,227.9033190852322,209.50406009528808,213.6069494367227,220.05783876579676,208.54732379709287,205.17168204426932,212.64223356695982,208.20365105771782,204.891318867778,211.97261871217432,207.5899319720321,191.52642591526586,203.10568118729037,191.27725158364706,203.92433392502872,196.0763847835173,199.47013265648116,211.98047734521234,212.44840368897758,217.81212609424534,217.53750506458437,213.5821700552805
