,dates,usa_HI_0039-0000,usa_HI_0039-0001,usa_HI_0039-0002,usa_HI_0039-0003,usa_HI_0039-0004,usa_HI_0039-0005,usa_HI_0039-0006,usa_HI_0039-0007,usa_HI_0039-0008,usa_HI_0039-0009,usa_HI_0039-0010,usa_HI_0039-0011,usa_HI_0039-0012,usa_HI_0039-0013,usa_HI_0039-0014,usa_HI_0039-0015,usa_HI_0039-0016,usa_HI_0039-0017,usa_HI_0039-0018,usa_HI_0039-0019,usa_HI_0039-0020,usa_HI_0039-0021,usa_HI_0039-0022,usa_HI_0039-0023,usa_HI_0039-0024,usa_HI_0039-0025
0,1991-12-03 20:24:42+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1999-08-02 20:59:19+00:00,174.53438212975368,,,,,176.1205738403625,164.65649958994126,161.9437824011031,168.70210909428863,171.05772849243044,168.22749324919386,175.37292156993334,177.09359335940738,186.7697448311691,193.95280838654838,191.0728593911849,180.77735641867653,179.52237719511444,183.3220812092313,182.27320372302583,193.4110062201772,191.52227618152625,187.75226891734653,191.89500056964133,185.26676394328658,175.6977802233032
2,1999-08-18 20:59:15+00:00,179.77928498760735,173.04583687759435,172.33884738995405,173.06931282357058,174.8484769862774,169.37053496315858,165.7607659199707,164.1864926607968,171.02418365396773,179.00293780358342,182.63296819605128,186.1948833791183,184.4991445557556,181.23264384208974,190.93536298967612,191.32903521844537,188.13632765572711,185.26925213440694,185.39741130568962,180.05431418553877,189.133281169066,196.96316289767324,183.56773267278615,192.02530436287296,199.09084589044676,186.6354195211172
3,2000-01-09 20:59:15+00:00,190.37303324708063,,,,,,,,,,,175.067273375684,180.84147342516516,187.87403122341104,190.1569929934269,192.39805830478565,186.89658678794305,188.07813198729164,184.4895311885777,183.03186493640007,195.11560271035822,193.35463488430514,188.51590408800186,191.68592988637468,193.0012214819853,185.29924478409328
4,2000-01-25 20:59:13+00:00,196.56494065295976,177.9013356816395,183.6956704610857,181.6980698781963,190.95732993190936,186.89016074487398,179.37147097354946,181.31825344534073,182.6565051562404,185.09759967420663,187.93846941413142,188.98543631788024,191.13529344075033,189.77650550914316,196.4935515670652,199.06398669871072,196.7971009054274,192.61813395204342,196.9728769561523,201.34658662325538,201.51928514781272,204.80392497244932,200.06446885678542,209.8804383264518,207.77476618770197,200.0160467731942
5,2000-02-26 20:59:03+00:00,183.26107978189413,176.13106400292264,171.90393509514732,169.609475979175,180.36580424624202,182.79316027778106,174.94142072375726,179.0456138054771,180.81045784467037,184.5615116463481,182.64109628360825,186.2287556473712,182.74034778049477,197.84547133311753,196.016876490524,195.6780818672721,193.96700843772825,192.5346948656459,192.80338484730433,193.30013324299225,199.97346347989532,203.37348825176863,196.03940890177236,202.52247740259347,207.02934253677722,196.90995475332622
6,2000-05-16 20:58:31+00:00,177.622576770189,173.87697736962977,173.8165062764625,163.90382495214627,172.9234614802298,175.18055894165875,172.98332647987615,176.0425247875777,180.15621823277283,180.56943249297018,182.0719258351153,,,,,,,,,,,,,,,
7,2000-09-21 20:56:52+00:00,180.52539265842864,171.40783356921986,175.45666344429551,169.19061413161208,170.13651736693902,178.80706663936357,161.6734129632336,167.32934936683003,172.33065269773465,166.8871267311069,174.5810637338077,183.01093004605022,186.80890433029086,192.71757925252808,190.69368427753312,199.39582361414963,190.12265007813465,185.01114785035546,193.60229173436483,195.22612452184254,195.4466166485709,198.6961204614411,191.08020803370368,198.5854716701782,199.1880966757903,183.41401117485702
8,2000-10-23 20:56:40+00:00,180.51959613341336,175.11717865295878,178.0448992406397,179.03270324704306,182.9456704008155,177.13919135435606,166.18921478828955,169.389378831919,175.74031463007233,173.93358892031037,185.18716413827542,187.7036915531517,189.00585610464336,194.48490245106402,194.81413524572832,202.67226115570986,201.25940304896545,193.94996991809788,198.50685930981717,198.67500461450564,203.18528729280501,209.60386103329972,197.68316530160178,201.7850608902934,202.30088597097415,206.2332745941362
9,2000-11-24 20:56:45+00:00,177.10331016919665,175.5509929432541,173.92705900713668,175.8992343712783,180.01654668361633,178.30310730881615,162.25470751268728,169.87093603444208,174.25733836586173,174.09983706198096,177.39328594837585,183.41059245320773,184.33811530505693,188.8914213326836,196.234066271342,197.53834250764055,195.8571045826598,189.10206123418624,199.4927553726398,197.33873279838488,198.8588489335928,201.27602205179076,195.7922662113694,205.80497687585472,202.96386097323276,203.2476215947619
