,dates,usa_CA_0015-0000,usa_CA_0015-0001,usa_CA_0015-0002,usa_CA_0015-0003,usa_CA_0015-0004,usa_CA_0015-0005,usa_CA_0015-0006,usa_CA_0015-0007,usa_CA_0015-0008,usa_CA_0015-0009,usa_CA_0015-0010,usa_CA_0015-0011,usa_CA_0015-0012,usa_CA_0015-0013,usa_CA_0015-0014,usa_CA_0015-0015,usa_CA_0015-0016,usa_CA_0015-0017,usa_CA_0015-0018,usa_CA_0015-0019,usa_CA_0015-0020,usa_CA_0015-0021,usa_CA_0015-0022,usa_CA_0015-0023,usa_CA_0015-0024,usa_CA_0015-0025,usa_CA_0015-0026,usa_CA_0015-0027,usa_CA_0015-0028,usa_CA_0015-0029,usa_CA_0015-0030,usa_CA_0015-0031,usa_CA_0015-0032,usa_CA_0015-0033,usa_CA_0015-0034,usa_CA_0015-0035,usa_CA_0015-0036,usa_CA_0015-0037,usa_CA_0015-0038,usa_CA_0015-0039,usa_CA_0015-0040,usa_CA_0015-0041,usa_CA_0015-0042,usa_CA_0015-0043,usa_CA_0015-0044,usa_CA_0015-0045,usa_CA_0015-0046,usa_CA_0015-0047,usa_CA_0015-0048,usa_CA_0015-0049,usa_CA_0015-0050,usa_CA_0015-0051,usa_CA_0015-0052,usa_CA_0015-0053,usa_CA_0015-0054,usa_CA_0015-0055,usa_CA_0015-0056,usa_CA_0015-0057,usa_CA_0015-0058,usa_CA_0015-0059,usa_CA_0015-0060,usa_CA_0015-0061,usa_CA_0015-0062
0,1984-03-23 17:50:13+00:00,161.34826363278486,184.2213375957572,193.50410020862395,200.17790075334474,204.23562598500442,195.51203405536364,193.08765067976515,204.21855246310508,207.3514911068696,208.25834913616598,201.98321315519695,199.16140499790018,201.13539596994178,203.29938111855657,208.45402582647444,206.37799377035495,204.21788734238925,204.5760157977383,198.52071998959147,206.0833133240954,209.644220510633,213.95981237954163,207.53342245367463,200.34258640362225,208.1607603180031,205.30548020444488,206.11583121925037,202.86516421571574,202.00908850946516,205.03799574321354,208.53221231037531,204.88096251924603,215.3647172095693,207.78171758705219,210.40204766440547,205.47476329013912,198.50610109309633,201.75430147890856,212.7769490039466,209.41901794299213,206.71698358062318,199.301987993986,198.64926150023447,196.91592219767713,199.38929312852102,203.52562470542225,201.38712711271734,199.85132175237067,205.33442250682836,207.00998015036993,196.9603679248341,193.37513612868264,199.10833401099345,199.35437347822003,187.5706577402548,179.05021150535896,175.21061764135607,167.57643347047684,180.05278925417272,183.30970617869355,186.76605799737155,174.30284549719835,194.03617556289308
1,1984-05-06 17:49:52+00:00,148.51421314676784,185.420567842116,182.75199836316511,195.85829964939145,199.78624138545368,195.67407290596844,192.89994132121186,203.47242435214292,202.80955637170032,204.68812858561265,198.14452696677228,196.06264200653123,196.37085503910416,199.8749225124947,202.39040992731796,207.9045473932005,208.20649671546866,208.71242660489014,202.75253747607587,203.05169565765166,204.0367208881087,204.86813577606534,196.51140456427996,198.1132682169598,203.30944560122532,195.04797786325145,206.0926356430058,204.10038575053167,204.59931004791494,206.90817239376221,202.43683730836202,203.75343523747566,203.2996297807678,202.96269624576183,202.33310670703142,194.43375536305092,193.8556674430943,191.6821765111507,202.0157472706326,202.63093994825147,209.1699362555016,193.91905931789572,195.18081499440726,198.12321665161082,196.36455819244614,200.75896733994196,199.17746688519216,200.18593992985524,207.1095227077919,205.46352422669528,193.8959273998599,191.47378703381833,197.18179556425906,191.59909348106157,183.43018400885774,176.36251585181188,172.9542175368885,165.02031448406143,173.58968836305448,178.20022337762938,181.57981478030746,165.3457765273233,180.88247809783513
2,1984-06-23 17:50:58+00:00,149.6400728989894,181.41318361438624,186.2566912300943,198.7465946573503,206.06089674581352,201.47751264093887,195.17665313933367,208.0429298248809,203.57428945664773,202.67189382067158,201.38550646416618,196.91316107827492,202.911717412351,205.2292886245143,210.51954180408984,211.80867617264036,210.97579317748216,214.45460209784952,210.36438331692807,214.00579704734196,212.0334552858637,210.88063197410548,207.9697954388367,217.41884402181546,212.56049456655808,203.28617160121138,210.34549777966703,207.98242125188406,218.87950358412468,213.68400788428457,217.41012367488884,215.18714137237822,213.8137075831011,203.8383724684208,212.60442388637836,204.71865334374525,196.38216423043298,193.74692572412428,200.1334151712462,199.29608922231296,205.6006268868216,193.9603002094339,197.8835497175549,196.64323662870228,199.1519602520902,204.91786969976621,199.84637318031662,197.39796175012034,209.19661448842498,209.102544836921,203.8170021031455,196.6198844117259,199.18332862731108,194.16094417142395,189.14664219537252,190.84527811046058,183.30364049684817,184.0152979584853,190.1793992750339,196.69030274941505,202.83974959573436,185.39747397787164,186.47926722864787
3,1984-10-13 17:52:38+00:00,167.14481643141986,198.29535508590493,198.30755457464326,209.62523204686218,213.1654683470941,212.95841294956347,210.26822983624663,215.36924114770858,217.14796515382267,216.17237413106008,215.19557513160154,214.42917018105658,212.62191785148815,218.71692263353577,223.28746087315017,224.16444632430066,222.2778794291755,225.91231921333485,227.51262493066764,224.340565583587,223.1407197215178,221.18817899258326,217.96438861296164,213.17428187663592,219.2518514643146,215.79697807313696,217.31641901805745,220.28425813516273,223.76544440817688,226.37446941535487,224.02717850681168,222.59392345856438,221.17878725193967,220.23150853079397,223.57801641634472,211.7103289256187,209.82512515093558,209.71420408631067,213.84403503039297,218.9589435111439,226.2382942241887,219.92181094275992,221.70546408471236,217.9347390030229,216.5600621579209,219.7466488671059,209.00041594780612,208.41347904387885,218.1789290054939,215.33962242178552,209.89828807585633,205.18236862601574,193.35992371266556,190.0932381034288,188.92717519318458,188.53630246956078,173.12220590778105,175.2064996582372,190.57029288634328,201.0994833592406,199.84419912805575,189.67693295084936,195.35141274052341
4,1985-04-23 17:52:47+00:00,172.23310800440484,197.31588505071824,194.60329074989005,202.44676925035634,207.55167074119876,205.1536466443508,201.04999796665138,208.29150656942466,208.60304821424893,212.2094380455028,211.09160864201965,208.0324128525626,210.31278123323395,212.78953533181235,215.97372780716313,214.16872683708075,214.0677209911795,215.92963758148935,214.05518768132143,211.67688781209299,211.51759858336433,211.29186093906284,207.11464836364118,207.16288764730245,211.49048613661745,206.21943581444484,210.31153163715314,212.11865517397914,213.22926165820994,218.90791405008983,212.36334120889364,211.03563821682488,211.22418018129827,202.52144143553954,209.68906457548235,208.11558715075265,208.42084419856718,205.8166118897852,209.6070825224735,211.65734282899376,215.97390682759035,203.1255507568582,207.75275672623235,203.5202062390368,201.8844092700534,210.1139533183295,205.07227320088285,202.99563342669538,216.5784106254399,211.42916303449647,206.82964223628366,202.55836019912718,199.8815076545222,198.5721493866482,188.75612691452895,184.2816552460242,174.44572859749823,171.91833775271525,186.40365406885266,189.06834249390542,193.49314839179016,178.92674030029886,185.55527828789357
5,1985-08-13 17:52:13+00:00,188.44865698767163,203.7057976238499,204.74559148656647,211.57789366783732,220.80055189164023,215.15214891568812,204.1871033221918,220.68085020639225,208.56151996090566,216.73783772946578,213.93462232837393,215.64206407558586,220.96369867553756,223.61819352800612,226.615824299428,216.8653390827496,202.07369055923243,206.41574294628666,211.49134814161712,218.17352041969716,217.21986357175112,216.03795050541174,220.32876346275336,211.8237762815069,217.39856125297524,219.57216719751042,225.25191052163174,228.42188058548084,227.45884923707942,213.80393099690008,220.9229444491237,218.9703770706355,216.6711421889707,214.29832230465527,209.49005110326968,208.27403778698397,208.3017580136586,204.81653983889677,,,,,,,,,,,227.8663989377204,218.51644503907906,212.2439242037799,215.2775574834149,,,,,,,203.70598519958986,194.28219452491385,,,
6,1985-09-14 17:51:50+00:00,179.96857610976093,206.55958044321312,210.47736295098673,213.43324069940294,215.7003434282206,212.9658418876411,208.71410967404407,214.7381669091876,217.07157669424586,222.5156041251027,220.1615127712989,214.11640680086964,217.93204734737353,224.6912203970469,227.54083471176045,227.60774481757056,226.61263619704383,221.17411879551204,222.85194042912187,221.7432612022777,221.01156568917477,218.58156843072854,215.5918232622547,216.17573326474923,222.22041576850384,215.19883058887604,220.9049462770146,224.98779026570182,226.74649678839762,222.61028724555584,220.52525738291325,222.40797520289902,224.57373993033247,222.89363608706321,220.6210300100339,213.73278320126562,219.01429022815023,216.86436353919976,219.86771503985895,221.7917344576071,232.29648193048757,215.36258567068734,215.39994022390246,216.31224191481343,214.19523036876217,219.38002268731952,207.87790397429362,206.6465881151058,225.09022625384003,221.4100602534156,208.48409345632996,203.84202233223283,198.5798846922641,194.2729537924078,193.4303943670619,186.50933970935574,176.88834610110456,179.17880299927583,198.5664400803376,202.5564322290457,205.92614989211617,197.88456544151472,194.45693367236598
7,1985-11-01 17:51:17+00:00,186.73655592067652,204.7594763302622,203.5014578623124,209.90791041045475,214.49385876234948,210.94839030686103,203.05751293964485,211.29252487525125,208.97646556177122,211.59838386123306,213.6217033113535,212.30567069412714,214.4769987426512,216.90250632295093,222.7017710059247,223.21133829199255,219.47446641096997,223.9611880661251,220.15062986687718,218.20610714767577,216.71636194343955,211.83185962700358,218.07529288255253,215.63867914460525,215.48012985147176,210.5449289627788,218.03286669163933,221.80056867479746,224.39881339788718,222.40201904760264,222.93697451172747,216.75929834883755,216.0254996910604,217.13322141219095,221.9355786593443,215.19040815402676,213.19681296772956,215.6143964816582,217.32675016046375,216.87829076945042,225.1835701648911,213.51729548011602,214.1201761912042,212.829227476451,214.44329278171352,221.88299369766898,213.68243262230172,211.44850737728032,221.86035093303394,216.21418706639193,213.76439409353398,201.5302962699242,201.89913064364623,192.72873286597675,192.56646188988688,185.0076440435841,173.49942398023202,175.54537332632552,196.8080479089841,209.45988038283474,209.78375956897563,212.47249504974693,221.88789577152681
8,1985-11-17 17:51:01+00:00,164.4422088369237,189.8218505503453,196.86439803529532,204.73015747691144,205.86854152182607,202.46135844802308,196.8982763414085,201.94236138973693,203.24627335903304,203.81544740940708,202.697218845293,202.82841579218925,208.35393619440237,214.8807010545639,220.6746075816379,218.24755880348476,212.54676632538758,218.4079862595038,214.41138198827434,211.32607432279787,208.9842615991625,208.1497665141908,209.72288178268803,209.36840090272264,206.21207485053864,206.7572910813231,214.94489337717349,215.56847213143385,217.70510031732516,215.95146144289907,212.1576506549946,208.0101219224303,208.82855072203245,206.25050968596742,203.13377719542547,197.32394610391935,204.8729181552108,206.11119357305614,209.87435665804844,207.81061798853523,222.2357934355175,209.5879590151934,208.2058253939311,207.34077201101337,207.66231233891392,212.040443795962,203.28361197906764,198.2876097273682,210.44320494795815,210.19527169875255,203.67739702498966,197.30312825146157,193.69922322250235,180.28215134421646,179.73092519970015,175.54863878596473,167.43466872742715,166.84461438357462,184.48002407395342,196.89425166890896,205.1588655335809,212.49745246536185,
9,1986-01-04 17:50:08+00:00,119.97449741011589,168.10476127685055,170.0640962673232,192.08360884222475,184.95723748914116,167.69995519120738,162.8669335840121,187.03254798891862,194.0576424913886,189.24619964365075,176.50705580486203,181.73702902266632,182.51513314007954,189.56353840984468,202.93708524097696,186.62221017781346,,211.31711701446787,195.7774069313095,191.99331325282296,193.27220149584417,187.6244965758267,181.43590255640308,183.28511759656232,,,,193.39318925903777,192.46073692323657,195.02711918122054,178.2975506352362,,,,,,149.06045929168585,157.31912351325357,176.19511681682437,178.2317358009947,201.72069384882886,167.24428581995986,179.6765420958716,183.94641999690836,180.75771358647776,197.07126260059093,196.6365290218841,188.1042681745429,197.7653794995434,193.77351082536347,175.6022560427867,174.79174777025082,182.83492895628126,174.21767867311877,172.3897181629893,167.69422341967942,154.89929074803356,134.4511728705822,168.32777329289044,,,,
10,1986-02-05 17:49:27+00:00,150.5017154294194,185.0405340294309,189.2060889401053,202.84449700156614,204.2078514885575,195.5146092528131,192.1533934700406,198.73332839823692,199.86241349109744,201.46804688154424,196.5547632446818,193.11657488348277,199.8518823852606,201.38185429320856,208.757222839978,209.7231413502706,206.3705769946027,208.50603742581788,206.75750719625066,198.55908906508003,205.14540551920797,202.17265700939922,198.12330753771096,199.59638485073128,206.8444891906034,197.65041914224653,207.44577217390497,206.18481062235955,206.2305349266764,210.58035388271955,205.40717856566044,207.12064787539407,206.74319544888957,199.7953469997678,202.58780835301738,198.95170817751122,197.27930243292028,196.64560798910202,203.0591507843579,206.13451348413818,213.04431501207986,199.311923964507,198.84186085474445,201.1274908129126,200.486950859505,207.06940813079964,204.23814342555875,201.03650005673444,207.17323933300554,206.758577375723,198.25091288028642,193.35743306550637,196.173253887911,189.6142235318835,177.14572483833106,173.12300427239086,167.9042920794076,163.63333678853542,178.55995607389957,181.9010598471908,193.99248163829992,172.6517441294403,184.71792178010452
11,1986-02-21 17:49:05+00:00,143.65795263285608,179.4273433731346,186.4742872229984,194.20928185414974,199.4506497152968,193.26721463924824,192.02158849100036,197.27930815733134,201.8557102220536,201.88932515457364,197.9239055385418,192.91207849707223,196.8409933320464,199.79640003930228,204.58626102292948,206.21686051052257,210.03422856307446,210.86629517651212,204.52716963738007,201.3448360476599,204.00027662164476,203.29897438407443,195.22317847607798,199.08739065018216,205.35772570757558,199.17356982285685,194.16719009071022,198.30959195057758,206.22940539995838,212.7952982570271,207.39967553750589,206.57213064740066,209.0900796221326,201.08007167781068,205.59154673183562,193.9717998520588,196.95943730146536,198.9137950937327,201.8398221640833,208.23347699426864,212.6438979634571,199.9030489779676,203.8613093571183,199.9116670491098,200.79319154568563,205.0386060209258,202.95126075502688,198.4581978194325,207.29403453346646,205.76158325696645,195.1306162548136,189.31785258453078,196.49364398699532,187.674317525634,179.20318288245784,172.70780191002964,168.3127730460263,164.6830613773301,178.08793655809657,180.4751821453302,185.67217613283535,175.38381195166207,183.05043711737883
12,1986-03-25 17:48:25+00:00,166.63344800340397,195.5844998212839,194.90794582970625,205.8161029848932,203.05458329847707,201.49301291721028,199.31407125479012,200.52095246274445,208.67494307934945,206.83502957900524,203.81174407913727,209.1711150515073,209.83344983251513,208.96143230148317,218.21138917906535,219.80413938869887,214.31320757716753,215.44247168033206,214.03966366277564,211.23875588509375,211.24932584721623,209.54920386449805,203.93001173210578,204.4852074365993,216.84905482030265,208.68101989296164,208.29670952224805,211.9933520274163,205.3065897826141,215.36837097761924,211.88779706660716,212.9412731761301,216.8408323885706,210.61148607995347,213.0518371011736,200.75212983794358,204.53637101407975,205.82417373757545,204.90394536165377,203.58936183558237,218.68026082115225,205.60635766771756,207.9081766292702,203.81277142881146,200.15092493273707,206.22628800692644,202.18317070843923,200.35750638380878,210.61832189563356,208.82290419124726,199.7128296810792,197.01259788346948,195.427440896373,189.23439863317117,180.7085960241852,177.6948725131524,172.19461310831,167.0657522378679,183.8901183204329,189.56527236021614,192.08117274794049,181.50289524422928,186.98197434056078
