,dates,chi0268-0000,chi0268-0001,chi0268-0002,chi0268-0003,chi0268-0004,chi0268-0005,chi0268-0006,chi0268-0007,chi0268-0008,chi0268-0009,chi0268-0010
0,1985-07-27 14:08:29+00:00,216.05939899642024,229.85226528740878,,,,,,210.91108955793106,203.8632972179664,207.59938028371363,222.71903388141016
1,1986-07-30 14:00:52+00:00,221.03568330525331,224.40239851670302,225.1809160366477,220.5719027256457,207.2028596619013,204.67691029103668,199.43198584158614,201.61813185273851,204.1510879903467,211.2969441429191,225.75977842781575
2,1986-08-15 14:00:17+00:00,211.97586759706462,213.44098683732653,218.41275063527308,226.83506334594568,209.4483673210304,198.24598830039707,197.4876230021552,193.97939750177812,201.59440799094062,213.05329377442177,222.28431169158148
3,1986-08-31 13:59:41+00:00,201.73087021299278,203.20268301674946,207.8130975348978,217.16640623781433,206.18392049216263,194.6138229303242,187.72000861023264,199.7257686499321,192.80043341257254,202.17867775310194,210.03313488040837
4,1986-09-16 13:59:10+00:00,221.72237111562998,215.6209321337751,226.60770821994387,217.1377121196885,202.40690263401675,205.83145968823422,200.22866237504564,203.95502004714322,205.9831473520185,212.81026979769243,230.0718216839149
5,1986-11-03 13:57:34+00:00,220.26477251140562,215.93056658359004,218.66244604330996,219.47316256901112,210.0841801076237,208.37457143395127,204.8527271481442,204.90199802955826,206.8734993438634,213.85038191695185,227.82873584827655
6,1987-01-22 13:58:34+00:00,223.47491587106086,222.49840179917416,222.45251268276814,230.59424133767465,212.34772178234272,207.32193751931638,207.50935545038897,204.64240381661875,208.2331191989851,211.64338681934657,219.798239473463
7,1987-02-07 13:59:09+00:00,225.77362725732098,222.70873441805452,223.519378213096,226.42261871437972,211.90925521971621,207.6139777673588,205.34613176044417,205.63312115467238,208.60800610464324,215.2373886980464,230.8166198785313
8,1987-03-27 14:00:57+00:00,228.0703390499213,229.7251036713352,228.41492635410094,229.5385801560206,215.51209195657856,209.9587367905787,210.02429447669988,208.27657152428299,211.4527779436741,223.63898163781897,230.24512593094602
9,1987-11-06 14:06:32+00:00,221.30060362118022,218.32157123784384,225.28186929300358,220.4153328266304,207.99560703112815,206.7214659408329,202.54192103969618,205.1889251013575,198.46553367453342,202.69142446704586,218.95939012853069
10,1988-04-30 14:08:52+00:00,216.37619789384536,220.7621317964468,217.82869954132164,229.97029390573638,215.86972998657143,196.78282013877316,214.78752966545653,244.36320141808383,196.64487891275542,208.17599189052314,219.24922952728846
11,1988-06-01 14:09:09+00:00,213.9314263269435,217.664948147098,222.83556601557967,222.66151086387424,208.22709519843878,197.79542742220787,197.10779273067337,197.7759000525029,200.80311373299847,207.55867873493992,231.20149481514534
12,1988-06-17 14:09:14+00:00,202.83956835407832,206.34927658188718,213.03887309195096,216.6567206479104,196.1573522745266,194.09340039946798,188.7534765556398,186.99730584877076,190.8475862607602,198.10994767040833,215.97553007170893
13,1988-08-20 14:09:24+00:00,213.36941137873094,217.6448651215422,218.60843676817984,222.5755215985693,205.7532904948988,196.9129868898056,195.63312009695915,200.92661628511928,201.70780249132036,209.67212313493738,217.509115095884
14,1988-09-05 14:09:27+00:00,211.66796770884264,216.84717546115377,217.74697979447967,221.92554514198142,208.97799187334562,199.95255153289938,201.94981315822963,199.7276318949692,203.51663846262255,205.32352893450255,222.5400836799111
15,1989-08-23 14:05:11+00:00,214.78962444323741,217.6613226164363,218.17833849274317,225.55808231633446,208.210986449776,204.15639082884553,203.32160533979643,200.98571302659337,198.2659514682519,204.49535639390217,218.1620453260088
16,1989-09-24 14:04:23+00:00,217.81089338898417,213.2569453649171,221.2403028645617,223.82457922046635,208.11166436045664,201.46921117943376,197.1611765385248,196.76666256621724,200.49650503749555,204.78443540142598,225.3623626790577
17,1990-04-20 13:58:53+00:00,223.98897906879444,222.57109344219947,228.30176069750917,230.20397622101694,209.01583725602825,199.27510636660472,194.1789865657217,196.66818472652318,200.76870395514868,211.45151175135584,226.30054016377926
18,1990-07-09 13:58:47+00:00,207.7127353261364,216.60806848950543,218.61949366938398,221.62122503277214,207.42155474630403,199.51849539865069,197.96402860183593,195.99209030709062,196.62000480393706,208.16995255119554,220.66710908939012
19,1990-07-25 13:58:43+00:00,211.01646055395094,218.0475923116286,216.53307867311707,226.01097730584164,208.47699394994527,198.7822310567479,194.0516087293442,192.54120082537742,197.0982868463104,202.9459809435617,219.49403468424407
20,1990-09-11 13:58:30+00:00,218.99419248377131,222.62717227790023,221.68361169372372,226.1315646227372,210.46493066904227,202.78618160082405,203.22608341429685,204.03041061707177,204.07888359274537,210.84699672720956,224.49986396410247
21,1990-11-14 13:58:09+00:00,219.72211731205473,217.3064245555662,227.50811751477238,226.33068861331597,197.12192845582786,193.94277389256536,193.36558505803092,194.31653120914967,197.32911253293105,199.7332331817365,218.11880128247645
22,1991-01-01 13:58:31+00:00,223.70069650918433,225.0006636534214,228.74387447176923,229.3519485990886,214.88976376192628,211.59719309976393,211.2600584433525,205.34352371624908,200.22833998913512,209.74521031422037,224.37870213057613
23,1991-02-02 13:59:12+00:00,225.23127155098553,225.60228802423973,227.78591652809706,229.10466771304417,211.62636870628137,203.22008096008182,201.88501018929728,204.25103630310144,204.40820835284552,214.87853225608893,232.28514679847686
24,1991-07-12 14:01:52+00:00,208.26787311438258,207.56481800294125,209.14370933690464,210.8332965341002,192.9947550091888,190.88232790047044,190.42617647135688,187.91630715983467,189.18175176794836,199.5749758486345,216.5844152641397
25,1991-09-30 14:02:37+00:00,221.26764544109912,224.5151316018549,225.38274717465066,229.1457017780423,212.91463572301723,208.19145843176727,201.42602396056628,199.3254155211789,199.6079897618855,209.5830612384729,227.5944590652848
26,1992-02-05 14:02:52+00:00,213.0265990264129,215.0363111136271,222.42300067795645,219.49667109498037,207.55582726137254,203.54222880865973,198.68406943449443,199.2039773394589,198.65576036638592,209.45994769142393,226.51360556397512
27,1992-04-25 14:02:30+00:00,214.59189460467582,216.246219438156,213.16428666754854,212.50738165813618,202.49067488701382,189.57373573334323,187.5973730033974,191.1530021853836,191.25615065735622,201.74579172003655,219.58690154828793
28,1992-07-30 14:01:27+00:00,203.85937341795608,206.85163348958812,215.2232192729628,217.94040158080435,195.0348670920422,199.39310887023362,190.18023724402877,188.54219126128334,193.87346022340677,200.83199286253154,215.38116705930653
29,1992-08-31 14:00:57+00:00,,,,,,167.51184235678323,169.15635086818642,,,,
30,1992-11-03 13:59:54+00:00,218.04773064714755,221.58734644607557,217.44839732092925,220.1645278681766,208.35020571571667,203.37138786165076,197.14763973321027,196.74081888985307,202.11218303826334,210.5247950386343,222.24338492806822
31,1992-12-05 13:59:51+00:00,211.49165966017065,212.36141413448078,217.7547733126097,215.30244488831644,205.73742605274737,198.95351609290617,195.98742173477558,191.98998222731802,193.6171953026792,203.91279612958374,222.26391146822198
32,1993-05-30 14:01:12+00:00,209.7335925205323,215.38488529683033,213.20494215080168,220.11231602163838,204.735188731387,195.97720559850194,198.9423718042181,199.0625623572853,196.08027962106303,202.10401776231225,217.92016824456394
33,1993-06-15 14:01:10+00:00,216.80219469769798,233.59469938313353,,,,199.84244295252728,195.72179498505818,191.91776240992402,196.32667750719548,,222.71402015357205
34,1993-07-17 14:01:03+00:00,206.10409686019358,212.21520540098263,214.91806827909681,221.52831669476552,196.03394716168756,194.41022906079377,192.06917494742186,191.97131874449303,194.9017333050869,204.826235094389,222.12871713156278
35,1993-11-06 14:00:41+00:00,218.67227383806863,216.20750471944643,223.11689387132998,222.78063457982879,218.50670257475295,204.46052729766538,,,,,
36,1994-02-26 13:59:54+00:00,217.5566799102057,217.33602707596805,221.2008067141843,224.59511942125562,210.66028652125306,206.1970446775079,203.07207837099986,203.45961257250036,204.79856076660153,210.80767514245997,226.7816610161629
37,1994-07-04 13:57:05+00:00,211.4654920563397,215.0388599022604,220.69513212755712,221.28434741350947,205.26214750659364,198.8107123000695,197.62550799202907,195.00235753003517,197.47247170777965,209.3521811839163,226.9116902114193
38,1995-06-21 13:44:33+00:00,208.54900216153152,212.36259876810146,222.21085603238612,225.17904278616732,196.63850058308304,190.33857640867248,190.40548789110784,189.490563944072,199.51915999308136,203.86688800465504,220.1658823245412
39,1996-04-20 13:48:17+00:00,208.88686972085623,214.38526135954925,217.81646308826754,217.58286165965478,208.7801449796824,201.50547179255733,200.64773143128573,196.67527300141006,196.05242797693626,200.19373522483824,218.5100862346072
40,1996-05-22 13:50:09+00:00,215.39397192851982,219.76076908096715,223.83933127901534,226.03016944712516,211.7164305114597,202.36302129081224,200.65798303551378,196.5638247633986,200.16218493834646,207.74551664718132,222.79091823102908
41,1996-10-13 13:57:52+00:00,220.1865629259015,217.14242509765413,226.13499092380866,224.0417458414356,211.79611921814336,187.9733200773606,201.67085298673146,199.43134372236568,199.8016236921636,211.44670615050384,228.57781512219879
