,dates,nzd0001-0000,nzd0001-0001,nzd0001-0002,nzd0001-0003,nzd0001-0004,nzd0001-0005,nzd0001-0006,nzd0001-0007,nzd0001-0008,nzd0001-0009,nzd0001-0010,nzd0001-0011,nzd0001-0012,nzd0001-0013,nzd0001-0014,nzd0001-0015,nzd0001-0016,nzd0001-0017,nzd0001-0018,nzd0001-0019,nzd0001-0020,nzd0001-0021,nzd0001-0022,nzd0001-0023,nzd0001-0024,nzd0001-0025,nzd0001-0026,nzd0001-0027,nzd0001-0028,nzd0001-0029,nzd0001-0030,nzd0001-0031,nzd0001-0032
0,1999-08-17 22:10:26+00:00,,,,148.85158170325238,158.60073814930473,168.38052472094716,182.204325391,187.9356461067552,177.38732823069654,165.7263089788026,157.6857805502802,154.33005618436994,143.6796057347341,142.62619305450565,141.92229827766178,141.04656733445802,137.6342114706978,133.94965781799476,131.91697614716722,134.08855771543534,138.7991347452662,142.31071997224987,140.32822971759708,139.02797873589128,133.6549562359756,129.49309956235973,120.24243494260877,119.66415141110987,122.83662801210362,121.80579600004559,124.43930002948198,126.26298950085909,127.92511348810402
1,1999-10-04 22:10:38+00:00,144.54725230625914,158.08243253789,150.91852557792032,160.9799083703404,169.22826540033998,183.34897217220856,194.60688967847628,204.73862728113798,193.57741711657002,192.53468508980066,190.85607250308055,169.9134055541492,166.57422815123135,163.9403703567032,168.77521884380363,165.76170853923364,,,,,,,,,,,,,,,,,
2,2000-04-29 22:09:53+00:00,,,,,,,,,,200.7646625210551,190.7966491386403,185.10184094040704,179.87883885271347,177.90395960368045,178.4136282083556,170.04249232120787,164.4938686539443,157.40167165811204,157.78855896282926,155.93291358850365,162.2973157516925,168.21628873398137,166.0887140606645,157.4894967830798,151.30045194803276,147.69833617124846,145.6544703637116,143.72336396178764,153.2261015484677,150.17511564671673,146.18512808724557,153.81805136569815,156.35892342033685
3,2000-06-16 22:09:26+00:00,,149.26687982957964,147.39665291177369,150.18841360998064,166.38471409391136,175.88361311658508,199.10047766587104,201.62596526635548,185.85822227708127,181.05495939209402,169.7983919314941,159.59725310997987,154.0717425102946,152.29031882241804,151.37255984591195,147.91171106375336,148.4750901681754,143.4013180616561,140.98402910780885,142.51659322060553,146.71081485851718,158.10620168820648,152.62781372961706,142.99864718499856,132.7120665565591,125.92288891749037,129.1852084151913,135.7058751349358,128.49770116176194,124.83014636450896,124.89998655802562,134.01335716636595,133.25610661029145
4,2000-08-03 22:08:44+00:00,168.34677725205333,166.94985764840598,162.3208005533703,165.66085401376864,171.68639697178517,182.04813976581,193.87631869428483,200.44074776558338,190.4002032455511,182.66902593920383,172.18359208455544,155.6891977747098,153.10476138058232,146.9460941702506,143.63634550366385,136.11967036792723,135.06302535621808,127.87958004345208,131.2469616294172,138.67034873986972,144.5084100836478,144.18324640679717,131.39137033342237,127.5867204372904,121.03276290284262,119.72023427811341,123.3132361294024,125.43786596781399,125.72934819808279,121.16383276774674,122.07589547689064,127.14383072543905,129.9902453054297
5,2000-10-06 22:07:59+00:00,140.87894310422905,147.1554018694228,155.56406906730223,152.9313346104378,167.02428194999686,183.05762436740886,200.04842893842465,211.65361633324187,204.03553988638407,199.71959446039,190.9705322740217,176.76114068911377,176.30319481547792,172.4534543542246,170.60800123934553,166.1817831887694,152.16419387900442,145.48812118456524,141.86061679409136,144.90257388481444,156.01460568411738,161.83677506150863,156.29485856302907,147.57712011042204,148.03639917589166,137.63547729286992,143.44166629187626,143.96152476736802,157.34419549625284,141.37027475825508,144.84243721161545,154.79971275208186,156.53339119609245
6,2001-04-16 22:07:42+00:00,158.41935185103915,151.01016348871187,158.65464439625845,155.5897873419565,167.4036958497013,171.9581847991612,193.8618487836997,195.0798093753422,189.37461405244215,179.25043657056676,173.66752574745993,161.63239921069697,158.18773610637794,157.1851047604355,151.26239432798874,148.30364518337214,141.85872312246167,137.90697643383018,137.61992937506858,140.8619443684314,145.64342219058915,150.58118515204777,146.28926387750977,142.5409936073052,132.0581093951621,132.14039020406685,132.04298504885497,132.00443400903526,138.91138073499997,134.994708336134,138.6128994806931,143.87981319759928,144.37557252939044
7,2001-05-18 22:07:26+00:00,,,,,205.98349925984837,218.62122623937555,204.7090259755497,214.15566476290996,200.90488691360065,189.0182896010416,177.59921904165773,170.195741604233,162.52354855601192,159.0390414313128,161.96072367467968,149.4333526259806,140.92077419315348,137.59074377593606,137.8429658865146,140.73687418243995,145.93745804349666,150.10271937615767,146.82220218483505,149.39674907872714,140.80125082409384,124.65473813531474,122.33459571819047,129.99181368708904,128.76562052170078,130.26229598992282,126.1364256784742,128.51348383119506,139.2093267088433
8,2001-06-03 22:07:16+00:00,168.07434456672235,173.1852474722694,172.16628867143203,175.63929375053368,175.90349827551253,189.73675661143264,202.0526255693275,215.68232515016865,205.82885291100575,191.13689980304594,175.79305229691934,170.5579153710409,168.116915309716,167.2486720481689,163.38592806839966,157.01434885588648,152.58865985655686,139.93333102957715,145.56171168092192,147.0463524609234,148.0174875460092,155.86266482444867,154.2297113903786,149.94817031557233,143.22397691654047,135.68156107983498,132.44752907576583,129.5052373061152,136.41279496428595,133.01434523910163,128.7505393958378,134.52457334169964,141.11255491022646
9,2001-06-19 22:07:05+00:00,160.20432009515181,162.00310342583532,171.2380240349488,168.6653433701223,177.3995603925136,195.61677714439722,206.98547673455437,210.47118171984545,203.17750842427282,191.15825311656562,177.0630365982703,167.6723509196784,163.7435444382731,164.08373918510551,164.55766071290233,156.9563994457057,149.48649265484434,144.29685326807441,139.7128089572294,141.81837596932095,147.6897288045688,148.85835348854502,146.41348812633566,141.99522657397338,134.37585099584686,131.65320611276567,131.7924735560274,128.04430724051542,134.95888301316674,131.3100978449121,131.94215381541972,136.11195534576103,140.21527451829488
